 A51027  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A54077,   6,   4.5865,   0.4019,   0.2618,   0.6953,   0.0698,   0.0832,   0.0769,   0.0260
A54077,   7,   6.0476,   0.4788,   0.2602,   0.8053,   0.0802,   0.0548,   0.0507,   0.0171
A54077,   8,   4.3223,   0.3802,   0.1917,   0.7098,   0.0516,   0.0392,   0.0362,   0.0122
A54077,   9,   4.0073,   0.2760,   0.1361,   0.6456,   0.0432,   0.0363,   0.0336,   0.0114
A54077,  10,   3.1966,   0.2044,   0.1036,   0.6688,   0.0366,   0.0290,   0.0268,   0.0091
A54077,  11,   4.5497,   0.2697,   0.1151,   0.5657,   0.0535,   0.0412,   0.0381,   0.0129
A54077,  12,   3.9488,   0.2507,   0.0852,   0.5982,   0.0183,   0.0358,   0.0331,   0.0112
 A54077, -0.0265366714, -0.00760519179
 A51041  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51041,1984,  46.8953,   2.7362,   1.7902,   8.0048,   1.3111,   0.5279,   0.4883,   0.1650
A51041,1985,  47.2464,   2.7482,   1.6511,   7.8864,   1.3167,   0.4819,   0.4458,   0.1506
A51041,1986,  35.5141,   2.7666,   1.8140,   7.7679,   1.3222,   0.3752,   0.3471,   0.1173
A51041,1987,  42.4781,   2.9383,   1.8168,   7.6495,   1.3278,   0.4958,   0.4586,   0.1549
A51041,1988,  36.7828,   2.5243,   1.6749,   7.5310,   1.3334,   0.4077,   0.3771,   0.1274
A51041,1989,  48.3202,   3.1159,   2.4484,   7.4126,   1.3390,   0.5719,   0.5290,   0.1787
A51041,1990,  39.5072,   2.4257,   2.0801,   7.2942,   1.3445,   0.4596,   0.4252,   0.1436
A51041,1991,  37.4047,   2.2918,   1.6729,   7.1757,   1.3501,   0.3943,   0.3648,   0.1232
A51041,1992,  39.5531,   2.3366,   1.7394,   7.0573,   1.3557,   0.4522,   0.4183,   0.1413
A51041,1993,  46.4449,   2.7848,   2.2733,   6.9389,   1.3613,   0.5294,   0.4897,   0.1654
A51041,1994,  44.1781,   2.3691,   2.1411,   6.8204,   1.3669,   0.4723,   0.4369,   0.1476
A51041,1995,  42.1088,   2.5446,   2.0994,   6.7020,   1.3724,   0.4817,   0.4456,   0.1505
A51041,1996,  56.7708,   3.2474,   2.5905,   6.5836,   1.3780,   0.6029,   0.5576,   0.1884
A51041,1997,  36.3329,   2.2491,   1.8653,   6.4651,   1.3836,   0.3978,   0.3679,   0.1243
A51041,1998,  45.5317,   2.4790,   1.8937,   6.3467,   1.3892,   0.5243,   0.4850,   0.1639
A51041,1999,  47.4345,   2.3674,   1.8956,   6.2282,   1.3947,   0.5086,   0.4704,   0.1589
A51041,2000,  42.5201,   2.5512,   2.0638,   6.1098,   1.4003,   0.5105,   0.4722,   0.1595
A51041,2001,  32.7766,   1.9323,   1.7615,   5.9914,   1.4059,   0.3846,   0.3558,   0.1202
A51041,2002,  40.5563,   2.0328,   1.8263,   5.8729,   1.4115,   0.4393,   0.4063,   0.1373
A51041,2003,  67.3697,   2.9632,   3.2159,   5.7545,   1.4170,   0.7862,   0.7273,   0.2457
A51041,2004,  58.0919,   2.4160,   2.5064,   5.6360,   1.4226,   0.6724,   0.6220,   0.2101
A51041,2005,  38.6211,   1.7031,   1.8547,   5.5176,   1.4282,   0.4118,   0.3809,   0.1287
A51041,   1,   3.7172,   0.1681,   0.1240,   0.4334,   0.0552,   0.0337,   0.0312,   0.0105
A51041,   2,   2.9929,   0.1457,   0.1126,   0.4610,   0.0578,   0.0271,   0.0251,   0.0085
A51041,   3,   4.3402,   0.2598,   0.2096,   0.5911,   0.1092,   0.0393,   0.0364,   0.0123
A51041,   4,   3.3184,   0.2283,   0.2534,   0.5941,   0.1446,   0.0602,   0.0556,   0.0188
A51041,   5,   3.8494,   0.2634,   0.2521,   0.6813,   0.1375,   0.0698,   0.0646,   0.0218
A51041,   6,   3.2306,   0.2448,   0.2315,   0.5894,   0.1587,   0.0586,   0.0542,   0.0183
A51041,   7,   4.7131,   0.3272,   0.2256,   0.6040,   0.1897,   0.0427,   0.0395,   0.0134
A51041,   8,   4.3974,   0.2934,   0.1853,   0.7163,   0.1419,   0.0399,   0.0369,   0.0125
A51041,   9,   4.1464,   0.1738,   0.1282,   0.7063,   0.1338,   0.0376,   0.0348,   0.0117
A51041,  10,   2.9765,   0.1263,   0.0993,   0.6696,   0.1155,   0.0270,   0.0250,   0.0084
A51041,  11,   3.3788,   0.1478,   0.1251,   0.3657,   0.0813,   0.0306,   0.0283,   0.0096
A51041,  12,   3.1409,   0.1451,   0.0841,   0.3489,   0.0444,   0.0285,   0.0263,   0.0089
 A51041, -0.0201666746,  0.00395059725
 A51145  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51145,1984,  47.5870,   2.7712,   1.3250,   6.9508,   0.8898,   0.5387,   0.4983,   0.1683
A51145,1985,  45.1002,   2.7009,   1.1413,   6.8614,   0.8960,   0.4692,   0.4340,   0.1466
A51145,1986,  35.4930,   3.0888,   1.4406,   6.7720,   0.9022,   0.3819,   0.3533,   0.1193
A51145,1987,  46.0327,   3.1385,   1.3275,   6.6826,   0.9084,   0.5298,   0.4901,   0.1656
A51145,1988,  34.2400,   2.4729,   1.1313,   6.5932,   0.9146,   0.3797,   0.3512,   0.1186
A51145,1989,  46.4354,   3.0539,   1.7389,   6.5038,   0.9208,   0.5570,   0.5153,   0.1741
A51145,1990,  39.7587,   2.4993,   1.5776,   6.4143,   0.9270,   0.4738,   0.4382,   0.1481
A51145,1991,  38.2777,   2.4410,   1.2661,   6.3250,   0.9332,   0.4016,   0.3715,   0.1255
A51145,1992,  38.4457,   2.4000,   1.2175,   6.2355,   0.9394,   0.4381,   0.4053,   0.1369
A51145,1993,  51.4050,   3.0497,   1.8323,   6.1461,   0.9456,   0.5883,   0.5441,   0.1838
A51145,1994,  44.5813,   2.5381,   1.5873,   6.0567,   0.9518,   0.4805,   0.4444,   0.1501
A51145,1995,  45.2975,   2.9199,   1.7649,   5.9673,   0.9580,   0.5355,   0.4954,   0.1674
A51145,1996,  54.8873,   3.2757,   1.7647,   5.8779,   0.9642,   0.5705,   0.5277,   0.1783
A51145,1997,  36.0472,   2.3785,   1.3905,   5.7885,   0.9704,   0.3968,   0.3671,   0.1240
A51145,1998,  41.9925,   2.3790,   1.2655,   5.6991,   0.9766,   0.4879,   0.4514,   0.1525
A51145,1999,  41.2811,   2.3957,   1.3656,   5.6097,   0.9828,   0.4285,   0.3964,   0.1339
A51145,2000,  42.4571,   2.6373,   1.5165,   5.5202,   0.9890,   0.5249,   0.4856,   0.1640
A51145,2001,  32.7555,   2.0666,   1.3753,   5.4309,   0.9952,   0.3875,   0.3585,   0.1211
A51145,2002,  41.7330,   2.2584,   1.4277,   5.3414,   1.0014,   0.4514,   0.4175,   0.1411
A51145,2003,  63.6635,   2.9048,   2.1708,   5.2520,   1.0076,   0.7445,   0.6886,   0.2326
A51145,2004,  50.2091,   2.4007,   1.7402,   5.1626,   1.0138,   0.5883,   0.5442,   0.1838
A51145,2005,  37.0520,   1.7443,   1.3535,   5.0732,   1.0200,   0.4010,   0.3710,   0.1253
A51145,   1,   3.5703,   0.1642,   0.0881,   0.4109,   0.0253,   0.0324,   0.0299,   0.0101
A51145,   2,   2.9753,   0.1496,   0.0860,   0.4387,   0.0362,   0.0270,   0.0249,   0.0084
A51145,   3,   4.2192,   0.2741,   0.1545,   0.5679,   0.0703,   0.0382,   0.0354,   0.0120
A51145,   4,   3.3140,   0.2404,   0.1895,   0.5211,   0.1085,   0.0601,   0.0556,   0.0188
A51145,   5,   4.1704,   0.3077,   0.2023,   0.5870,   0.1048,   0.0756,   0.0699,   0.0236
A51145,   6,   3.0522,   0.2415,   0.1543,   0.4931,   0.1210,   0.0553,   0.0512,   0.0173
A51145,   7,   4.5618,   0.3385,   0.1659,   0.5048,   0.1740,   0.0414,   0.0383,   0.0129
A51145,   8,   4.0215,   0.2929,   0.1303,   0.5848,   0.1004,   0.0365,   0.0337,   0.0114
A51145,   9,   3.6903,   0.1620,   0.0836,   0.5926,   0.0861,   0.0335,   0.0309,   0.0105
A51145,  10,   2.9531,   0.1312,   0.0728,   0.5960,   0.0613,   0.0268,   0.0248,   0.0084
A51145,  11,   3.6506,   0.1592,   0.0939,   0.3587,   0.0551,   0.0331,   0.0306,   0.0103
A51145,  12,   3.2181,   0.1530,   0.0661,   0.3564,   0.0120,   0.0292,   0.0270,   0.0091
 A51145, -0.0167387687,  0.0061904192
 A51570  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51570,1984,  46.6252,   2.7170,   2.4092,   8.0179,   2.5369,   0.5297,   0.4900,   0.1655
A51570,1985,  48.6785,   2.7460,   2.2535,   7.8932,   2.5424,   0.4950,   0.4578,   0.1547
A51570,1986,  35.5872,   2.6040,   2.3262,   7.7685,   2.5479,   0.3725,   0.3446,   0.1164
A51570,1987,  40.5410,   2.7848,   2.3883,   7.6438,   2.5534,   0.4802,   0.4442,   0.1501
A51570,1988,  36.9481,   2.4862,   2.2343,   7.5191,   2.5589,   0.4106,   0.3798,   0.1283
A51570,1989,  49.1915,   3.0545,   3.2068,   7.3944,   2.5644,   0.5767,   0.5334,   0.1802
A51570,1990,  40.4775,   2.3793,   2.7183,   7.2697,   2.5699,   0.4654,   0.4305,   0.1454
A51570,1991,  37.8202,   2.2515,   2.1621,   7.1450,   2.5754,   0.3997,   0.3697,   0.1249
A51570,1992,  39.8014,   2.2857,   2.3513,   7.0203,   2.5809,   0.4554,   0.4212,   0.1423
A51570,1993,  44.0265,   2.6571,   2.9054,   6.8956,   2.5864,   0.5041,   0.4663,   0.1575
A51570,1994,  43.9109,   2.2855,   2.7829,   6.7708,   2.5919,   0.4665,   0.4315,   0.1458
A51570,1995,  40.3428,   2.3604,   2.5880,   6.6462,   2.5974,   0.4540,   0.4200,   0.1419
A51570,1996,  57.1345,   3.2283,   3.5493,   6.5214,   2.6029,   0.6147,   0.5686,   0.1921
A51570,1997,  36.8973,   2.2335,   2.4954,   6.3967,   2.6084,   0.4043,   0.3740,   0.1263
A51570,1998,  46.9492,   2.5760,   2.6700,   6.2721,   2.6139,   0.5370,   0.4967,   0.1678
A51570,1999,  51.1674,   2.2078,   2.4473,   6.1473,   2.6194,   0.5538,   0.5123,   0.1731
A51570,2000,  42.5537,   2.4085,   2.5955,   6.0226,   2.6249,   0.5084,   0.4703,   0.1589
A51570,2001,  32.2984,   1.8200,   2.1739,   5.8979,   2.6304,   0.3799,   0.3514,   0.1187
A51570,2002,  40.3949,   1.9607,   2.3360,   5.7732,   2.6359,   0.4387,   0.4058,   0.1371
A51570,2003,  67.6455,   2.8439,   4.2184,   5.6485,   2.6415,   0.7865,   0.7275,   0.2458
A51570,2004,  60.3488,   2.3517,   3.3068,   5.5238,   2.6470,   0.6995,   0.6470,   0.2186
A51570,2005,  39.2625,   1.6741,   2.4421,   5.3991,   2.6525,   0.4180,   0.3866,   0.1306
A51570,   1,   3.7595,   0.1643,   0.1614,   0.3867,   0.1137,   0.0341,   0.0315,   0.0106
A51570,   2,   2.9684,   0.1444,   0.1490,   0.4255,   0.1062,   0.0269,   0.0249,   0.0084
A51570,   3,   4.3523,   0.2490,   0.2738,   0.5485,   0.2258,   0.0395,   0.0365,   0.0123
A51570,   4,   3.3448,   0.2218,   0.3302,   0.6057,   0.2599,   0.0606,   0.0561,   0.0189
A51570,   5,   3.7175,   0.2444,   0.3197,   0.6983,   0.2553,   0.0674,   0.0623,   0.0211
A51570,   6,   3.3664,   0.2464,   0.3197,   0.6062,   0.2897,   0.0610,   0.0565,   0.0191
A51570,   7,   4.7336,   0.3143,   0.2894,   0.7025,   0.2885,   0.0429,   0.0397,   0.0134
A51570,   8,   4.6395,   0.2930,   0.2462,   0.7553,   0.2666,   0.0421,   0.0389,   0.0131
A51570,   9,   4.3311,   0.1715,   0.1740,   0.7517,   0.2890,   0.0393,   0.0363,   0.0123
A51570,  10,   3.0106,   0.1236,   0.1301,   0.6403,   0.2454,   0.0273,   0.0252,   0.0085
A51570,  11,   3.2122,   0.1397,   0.1607,   0.3143,   0.1426,   0.0291,   0.0269,   0.0091
A51570,  12,   3.0460,   0.1382,   0.1077,   0.2736,   0.1120,   0.0276,   0.0255,   0.0086
 A51570, -0.0216004718,  0.00208825525
 A51670  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51670,1984,  46.2115,   2.7446,   2.3592,   8.7528,  12.3540,   0.5219,   0.4828,   0.1631
A51670,1985,  48.7189,   2.7333,   2.1774,   8.6186,  12.3850,   0.4950,   0.4579,   0.1547
A51670,1986,  35.5145,   2.6397,   2.2808,   8.4844,  12.4160,   0.3716,   0.3437,   0.1161
A51670,1987,  40.5204,   2.7734,   2.3480,   8.3501,  12.4470,   0.4796,   0.4436,   0.1499
A51670,1988,  36.9353,   2.5073,   2.1775,   8.2159,  12.4781,   0.4101,   0.3793,   0.1282
A51670,1989,  49.1772,   3.0812,   3.1364,   8.0817,  12.5091,   0.5761,   0.5329,   0.1800
A51670,1990,  40.4779,   2.4098,   2.6825,   7.9474,  12.5401,   0.4651,   0.4302,   0.1453
A51670,1991,  37.1696,   2.2927,   2.1322,   7.8132,  12.5712,   0.3935,   0.3640,   0.1230
A51670,1992,  39.7921,   2.3280,   2.3293,   7.6789,  12.6022,   0.4549,   0.4208,   0.1421
A51670,1993,  44.0200,   2.7083,   2.8794,   7.5447,  12.6333,   0.5037,   0.4660,   0.1574
A51670,1994,  43.9067,   2.3272,   2.7494,   7.4105,  12.6643,   0.4661,   0.4311,   0.1456
A51670,1995,  40.3076,   2.4026,   2.5566,   7.2762,  12.6953,   0.4534,   0.4193,   0.1417
A51670,1996,  56.9961,   3.3140,   3.5459,   7.1420,  12.7264,   0.6131,   0.5671,   0.1916
A51670,1997,  36.8684,   2.2780,   2.4681,   7.0077,  12.7573,   0.4037,   0.3735,   0.1262
A51670,1998,  46.9202,   2.6208,   2.6618,   6.8735,  12.7884,   0.5363,   0.4960,   0.1676
A51670,1999,  51.1565,   2.1982,   2.4137,   6.7393,  12.8194,   0.5533,   0.5118,   0.1729
A51670,2000,  42.5693,   2.4433,   2.5308,   6.6050,  12.8505,   0.5082,   0.4701,   0.1588
A51670,2001,  32.2854,   1.8149,   2.1398,   6.4708,  12.8815,   0.3794,   0.3510,   0.1186
A51670,2002,  40.6372,   2.0204,   2.3439,   6.3365,  12.9125,   0.4406,   0.4075,   0.1377
A51670,2003,  67.5012,   2.8767,   4.1604,   6.2023,  12.9436,   0.7848,   0.7259,   0.2452
A51670,2004,  60.8350,   2.3860,   3.2882,   6.0681,  12.9746,   0.7035,   0.6508,   0.2199
A51670,2005,  39.4053,   1.7058,   2.4078,   5.9339,  13.0056,   0.4191,   0.3876,   0.1310
A51670,   1,   3.7424,   0.1651,   0.1614,   0.3364,   1.0504,   0.0339,   0.0314,   0.0106
A51670,   2,   2.9427,   0.1472,   0.1486,   0.3465,   0.6117,   0.0267,   0.0247,   0.0083
A51670,   3,   4.3456,   0.2522,   0.2699,   0.4950,   1.1047,   0.0394,   0.0364,   0.0123
A51670,   4,   3.3301,   0.2221,   0.3249,   0.6898,   1.0844,   0.0604,   0.0558,   0.0189
A51670,   5,   3.7118,   0.2496,   0.3165,   0.8311,   1.0538,   0.0673,   0.0622,   0.0210
A51670,   6,   3.3298,   0.2484,   0.3139,   0.7734,   1.1056,   0.0604,   0.0558,   0.0189
A51670,   7,   4.7520,   0.3224,   0.2829,   0.9122,   1.1258,   0.0431,   0.0398,   0.0135
A51670,   8,   4.7159,   0.3029,   0.2437,   0.8987,   1.1280,   0.0427,   0.0395,   0.0134
A51670,   9,   4.3353,   0.1708,   0.1704,   0.8161,   1.1892,   0.0393,   0.0364,   0.0123
A51670,  10,   3.0040,   0.1227,   0.1265,   0.6973,   1.2971,   0.0272,   0.0252,   0.0085
A51670,  11,   3.2002,   0.1403,   0.1595,   0.3210,   0.9457,   0.0290,   0.0268,   0.0091
A51670,  12,   3.0413,   0.1386,   0.1077,   0.2260,   0.9833,   0.0276,   0.0255,   0.0086
 A51670, -0.021184843,  0.00240325998
 A51149  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51149,1984,  44.8884,   2.6200,   1.5151,   7.6991,   2.9645,   0.5151,   0.4765,   0.1610
A51149,1985,  49.4971,   2.6219,   1.4182,   7.5864,   2.9738,   0.5111,   0.4727,   0.1597
A51149,1986,  37.0207,   2.6304,   1.5191,   7.4737,   2.9830,   0.3876,   0.3586,   0.1211
A51149,1987,  44.1523,   2.9324,   1.6709,   7.3611,   2.9922,   0.5238,   0.4845,   0.1637
A51149,1988,  38.2857,   2.5729,   1.4661,   7.2484,   3.0014,   0.4398,   0.4068,   0.1374
A51149,1989,  52.5919,   3.1979,   2.1723,   7.1357,   3.0106,   0.6231,   0.5763,   0.1947
A51149,1990,  40.2346,   2.2456,   1.6924,   7.0230,   3.0198,   0.4580,   0.4236,   0.1431
A51149,1991,  39.2958,   2.4043,   1.4662,   6.9104,   3.0290,   0.4150,   0.3839,   0.1297
A51149,1992,  44.5863,   2.5763,   1.6948,   6.7977,   3.0383,   0.5099,   0.4717,   0.1593
A51149,1993,  44.3647,   2.7335,   2.0087,   6.6850,   3.0475,   0.5159,   0.4772,   0.1612
A51149,1994,  43.2358,   2.3172,   1.7738,   6.5723,   3.0567,   0.4553,   0.4211,   0.1423
A51149,1995,  40.8925,   2.3965,   1.6772,   6.4597,   3.0659,   0.4655,   0.4306,   0.1455
A51149,1996,  59.7626,   3.4094,   2.5017,   6.3470,   3.0751,   0.6603,   0.6108,   0.2063
A51149,1997,  39.1515,   2.2605,   1.6473,   6.2343,   3.0843,   0.4316,   0.3993,   0.1349
A51149,1998,  46.8338,   2.5967,   1.7530,   6.1216,   3.0935,   0.5294,   0.4897,   0.1654
A51149,1999,  56.7812,   2.2199,   1.6173,   6.0090,   3.1028,   0.5975,   0.5527,   0.1867
A51149,2000,  45.7247,   2.4530,   1.6799,   5.8963,   3.1120,   0.5448,   0.5039,   0.1703
A51149,2001,  33.4629,   1.8232,   1.4177,   5.7836,   3.1212,   0.3886,   0.3595,   0.1214
A51149,2002,  45.8186,   2.2407,   1.7062,   5.6709,   3.1304,   0.4914,   0.4546,   0.1536
A51149,2003,  68.1950,   2.9351,   2.7743,   5.5583,   3.1396,   0.7853,   0.7264,   0.2454
A51149,2004,  59.0535,   2.3489,   2.1646,   5.4456,   3.1488,   0.6843,   0.6330,   0.2139
A51149,2005,  39.4979,   1.7644,   1.6449,   5.3329,   3.1580,   0.4247,   0.3928,   0.1327
A51149,   1,   3.8777,   0.1623,   0.1098,   0.4203,   0.2171,   0.0352,   0.0325,   0.0110
A51149,   2,   2.9900,   0.1431,   0.0994,   0.4475,   0.1552,   0.0271,   0.0251,   0.0085
A51149,   3,   4.4086,   0.2582,   0.1835,   0.5562,   0.2581,   0.0400,   0.0370,   0.0125
A51149,   4,   3.4740,   0.2268,   0.2233,   0.6069,   0.2866,   0.0630,   0.0583,   0.0197
A51149,   5,   3.8529,   0.2541,   0.2124,   0.6740,   0.2709,   0.0699,   0.0646,   0.0218
A51149,   6,   3.5674,   0.2557,   0.2155,   0.5406,   0.3020,   0.0647,   0.0598,   0.0202
A51149,   7,   5.0277,   0.3325,   0.1802,   0.6627,   0.3013,   0.0456,   0.0422,   0.0142
A51149,   8,   5.0477,   0.3230,   0.1687,   0.6730,   0.2743,   0.0458,   0.0423,   0.0143
A51149,   9,   4.6149,   0.1694,   0.1150,   0.6211,   0.2758,   0.0418,   0.0387,   0.0131
A51149,  10,   3.0595,   0.1183,   0.0817,   0.6251,   0.2860,   0.0277,   0.0257,   0.0087
A51149,  11,   3.0924,   0.1330,   0.1067,   0.3716,   0.2254,   0.0280,   0.0259,   0.0088
A51149,  12,   3.0475,   0.1374,   0.0760,   0.3170,   0.2087,   0.0276,   0.0256,   0.0086
 A51149, -0.0198686458,  0.00294331345
 A51007  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51007,1984,  47.1070,   2.6354,   1.2313,   6.6668,   1.1767,   0.5247,   0.4854,   0.1640
A51007,1985,  45.8893,   2.5379,   1.0520,   6.5850,   1.1885,   0.4707,   0.4354,   0.1471
A51007,1986,  35.2444,   2.8538,   1.2954,   6.5031,   1.2004,   0.3740,   0.3459,   0.1169
A51007,1987,  46.2590,   2.9572,   1.2517,   6.4213,   1.2123,   0.5272,   0.4877,   0.1648
A51007,1988,  35.9833,   2.5390,   1.1602,   6.3394,   1.2242,   0.4059,   0.3754,   0.1268
A51007,1989,  48.4237,   3.0679,   1.7265,   6.2575,   1.2360,   0.5819,   0.5383,   0.1819
A51007,1990,  38.5658,   2.3501,   1.4440,   6.1757,   1.2479,   0.4544,   0.4203,   0.1420
A51007,1991,  38.5163,   2.3206,   1.2160,   6.0938,   1.2598,   0.4028,   0.3726,   0.1259
A51007,1992,  40.1504,   2.3627,   1.2135,   6.0120,   1.2717,   0.4606,   0.4260,   0.1439
A51007,1993,  51.3834,   2.8590,   1.6944,   5.9301,   1.2835,   0.5817,   0.5380,   0.1818
A51007,1994,  45.0925,   2.4869,   1.5416,   5.8482,   1.2954,   0.4869,   0.4504,   0.1522
A51007,1995,  45.1348,   2.7256,   1.6084,   5.7664,   1.3073,   0.5259,   0.4865,   0.1643
A51007,1996,  56.6444,   3.1835,   1.7410,   5.6845,   1.3192,   0.5887,   0.5445,   0.1840
A51007,1997,  36.1881,   2.2660,   1.3022,   5.6027,   1.3311,   0.3964,   0.3667,   0.1239
A51007,1998,  42.8028,   2.2978,   1.2482,   5.5208,   1.3429,   0.4999,   0.4624,   0.1562
A51007,1999,  41.6764,   2.4065,   1.3722,   5.4390,   1.3548,   0.4403,   0.4073,   0.1376
A51007,2000,  42.1761,   2.6485,   1.5331,   5.3571,   1.3667,   0.5121,   0.4737,   0.1600
A51007,2001,  34.4318,   2.1407,   1.4113,   5.2753,   1.3786,   0.4044,   0.3740,   0.1264
A51007,2002,  41.1745,   2.0568,   1.2997,   5.1934,   1.3904,   0.4445,   0.4112,   0.1389
A51007,2003,  66.5849,   3.0755,   2.3518,   5.1115,   1.4023,   0.7888,   0.7296,   0.2465
A51007,2004,  51.8371,   2.3219,   1.6850,   5.0297,   1.4142,   0.5950,   0.5503,   0.1859
A51007,2005,  38.0444,   1.7123,   1.2931,   4.9478,   1.4261,   0.4057,   0.3752,   0.1268
A51007,   1,   3.7329,   0.1627,   0.0863,   0.4085,   0.0311,   0.0338,   0.0313,   0.0106
A51007,   2,   3.1159,   0.1471,   0.0847,   0.4339,   0.0455,   0.0282,   0.0261,   0.0088
A51007,   3,   4.3763,   0.2698,   0.1523,   0.5406,   0.0868,   0.0397,   0.0367,   0.0124
A51007,   4,   3.2996,   0.2306,   0.1777,   0.5064,   0.1458,   0.0598,   0.0553,   0.0187
A51007,   5,   4.0124,   0.2895,   0.1900,   0.5639,   0.1319,   0.0727,   0.0673,   0.0227
A51007,   6,   3.1474,   0.2407,   0.1560,   0.4666,   0.1665,   0.0571,   0.0528,   0.0178
A51007,   7,   4.5299,   0.3232,   0.1594,   0.4610,   0.2495,   0.0411,   0.0380,   0.0128
A51007,   8,   4.1083,   0.2824,   0.1258,   0.5600,   0.1433,   0.0372,   0.0344,   0.0116
A51007,   9,   3.8417,   0.1601,   0.0847,   0.5627,   0.1171,   0.0348,   0.0322,   0.0109
A51007,  10,   2.9882,   0.1283,   0.0717,   0.5783,   0.0909,   0.0271,   0.0251,   0.0085
A51007,  11,   3.6494,   0.1505,   0.0865,   0.3617,   0.0787,   0.0331,   0.0306,   0.0103
A51007,  12,   3.2574,   0.1517,   0.0646,   0.3635,   0.0143,   0.0295,   0.0273,   0.0092
 A51007, -0.0157614853,  0.00854188111
 A51135  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51135,1984,  47.3210,   2.5862,   1.2629,   6.8279,   1.0594,   0.5219,   0.4828,   0.1631
A51135,1985,  48.3645,   2.6047,   1.1397,   6.7410,   1.0717,   0.4970,   0.4597,   0.1553
A51135,1986,  35.4060,   2.7136,   1.2887,   6.6541,   1.0839,   0.3697,   0.3420,   0.1155
A51135,1987,  45.7118,   2.7296,   1.2410,   6.5672,   1.0962,   0.5211,   0.4820,   0.1628
A51135,1988,  35.4122,   2.4403,   1.1906,   6.4803,   1.1084,   0.4082,   0.3776,   0.1276
A51135,1989,  49.7290,   3.1094,   1.8445,   6.3933,   1.1207,   0.5924,   0.5479,   0.1851
A51135,1990,  39.0665,   2.2732,   1.4672,   6.3064,   1.1329,   0.4546,   0.4205,   0.1420
A51135,1991,  38.6153,   2.2615,   1.2324,   6.2195,   1.1452,   0.4047,   0.3743,   0.1265
A51135,1992,  41.8478,   2.3970,   1.3318,   6.1326,   1.1574,   0.4808,   0.4447,   0.1502
A51135,1993,  50.5930,   2.7692,   1.7181,   6.0457,   1.1697,   0.5702,   0.5274,   0.1782
A51135,1994,  45.4876,   2.4956,   1.6207,   5.9588,   1.1819,   0.4964,   0.4592,   0.1551
A51135,1995,  44.5877,   2.5673,   1.5650,   5.8718,   1.1942,   0.5203,   0.4813,   0.1626
A51135,1996,  58.3043,   3.1824,   1.9081,   5.7849,   1.2064,   0.6153,   0.5691,   0.1923
A51135,1997,  38.5630,   2.3873,   1.4573,   5.6980,   1.2187,   0.4306,   0.3983,   0.1346
A51135,1998,  45.3167,   2.4603,   1.4691,   5.6111,   1.2309,   0.5279,   0.4883,   0.1650
A51135,1999,  44.6364,   2.4028,   1.4401,   5.5242,   1.2432,   0.4776,   0.4418,   0.1493
A51135,2000,  41.9103,   2.5250,   1.5777,   5.4372,   1.2554,   0.5195,   0.4805,   0.1623
A51135,2001,  36.4185,   2.2317,   1.5284,   5.3503,   1.2677,   0.4355,   0.4029,   0.1361
A51135,2002,  42.1249,   1.9185,   1.2803,   5.2634,   1.2799,   0.4527,   0.4188,   0.1415
A51135,2003,  67.3123,   3.1424,   2.5662,   5.1765,   1.2922,   0.8089,   0.7482,   0.2528
A51135,2004,  51.5577,   2.2379,   1.7173,   5.0895,   1.3044,   0.5846,   0.5408,   0.1827
A51135,2005,  38.4272,   1.6545,   1.3110,   5.0026,   1.3167,   0.4092,   0.3785,   0.1279
A51135,   1,   3.8388,   0.1619,   0.0929,   0.4382,   0.0264,   0.0348,   0.0322,   0.0109
A51135,   2,   3.1703,   0.1427,   0.0878,   0.4626,   0.0416,   0.0287,   0.0266,   0.0090
A51135,   3,   4.4339,   0.2639,   0.1579,   0.5382,   0.0954,   0.0402,   0.0372,   0.0126
A51135,   4,   3.3769,   0.2278,   0.1845,   0.5027,   0.1453,   0.0612,   0.0566,   0.0191
A51135,   5,   3.9851,   0.2781,   0.1943,   0.5715,   0.1275,   0.0722,   0.0668,   0.0226
A51135,   6,   3.4430,   0.2518,   0.1733,   0.4560,   0.1454,   0.0624,   0.0577,   0.0195
A51135,   7,   4.5083,   0.3140,   0.1602,   0.4629,   0.2076,   0.0409,   0.0378,   0.0128
A51135,   8,   4.2559,   0.2828,   0.1316,   0.5429,   0.1232,   0.0386,   0.0357,   0.0121
A51135,   9,   4.0211,   0.1638,   0.0937,   0.5528,   0.1108,   0.0364,   0.0337,   0.0114
