 seg ,TOTN,TOTP
PM0_4640_4820,    0.5474,    1.1345
PM1_4250_4500,    0.5474,    1.1345
PM2_4860_4670,    0.5474,    0.7071
PM1_4500_4580,    0.5474,    1.1345
PM1_3710_4040,    1.1188,    1.1131
PM3_4670_4660,    0.5474,    0.7071
PM1_4430_4200,    1.2771,    0.3564
PM1_3120_3400,    1.0449,    0.9257
PM3_4660_4620,    0.5474,    1.1345
PM2_2860_3040,    0.9889,    0.9885
PM1_3510_4000,    0.8689,    0.8187
PS1_4790_4830,    1.3365,    0.7960
PM1_3450_3400,    1.1188,    1.1131
PM1_4000_4290,    1.2771,    1.1345
PU0_3000_3090,    1.0136,    0.5846
PM2_3400_3340,    1.1188,    1.1131
PM3_3040_3340,    1.1188,    1.1131
PS2_6730_6660,    0.5442,    0.5259
PU0_3751_3752,    1.0988,    1.1345
PU2_3090_4050,    1.1180,    0.9316
PM4_3340_3341,    1.1188,    1.1131
PM4_3341_4040,    1.1188,    1.1131
PM4_4040_4410,    0.5474,    1.1345
PS2_5550_5560,    0.5964,    0.7706
PS1_4830_5080,    1.3365,    1.2171
PU2_4730_4220,    1.0988,    1.1345
PU2_4050_4180,    1.2771,    1.1345
PS0_6150_6160,    0.8627,    0.8654
PS2_5560_5100,    0.9647,    0.8829
PS3_5100_5080,    0.9647,    1.1028
PU2_2790_3290,    1.1932,    1.0603
PU2_4220_3900,    1.0988,    1.1345
PU0_3601_3602,    1.0988,    1.1345
PS2_6660_6490,    0.8627,    0.2500
PS4_5080_4380,    1.3365,    1.2171
PS3_6460_6230,    0.8627,    0.9340
PU3_2510_3290,    1.1932,    1.0603
PU2_3900_3750,    1.0988,    1.1345
PS3_5990_6161,    0.8627,    0.8654
PS2_6490_6420,    0.8627,    0.2500
PU2_3770_3600,    1.0988,    1.1345
PU2_2840_3080,    1.0988,    1.1345
PU3_3290_3390,    1.1932,    1.0603
PS0_6160_6161,    0.8627,    0.8654
PS2_6420_6360,    0.8627,    0.8703
PU3_3390_3730,    1.0988,    1.1345
PU2_3630_3590,    1.0988,    1.1345
PU2_3080_3640,    1.0988,    1.1345
PU1_3030_3440,    1.0988,    1.1345
PS3_6161_6280,    0.8627,    0.8654
PS3_6280_6230,    0.8627,    0.8703
PS4_6230_6360,    0.8627,    0.8703
PU0_3611_3530,    1.0988,    1.1345
PU2_4340_3860,    0.7809,    0.8783
PU0_3871_3690,    1.2186,    1.1345
PU3_4280_3860,    0.7809,    0.4352
PS4_6360_5840,    0.8627,    0.8703
PS4_5840_5240,    1.0260,    1.2076
PU3_3860_3610,    0.7809,    0.8783
PU1_3100_3690,    1.2186,    1.1345
PS5_5240_5200,    1.0260,    0.2500
PS5_5200_4380,    1.3365,    1.2171
PS5_4380_4370,    1.3365,    1.2171
PU2_3180_3370,    0.8807,    1.1345
PU2_6050_5190,    0.8807,    0.4079
PU2_3370_4020,    0.8807,    1.1345
PS5_4370_4150,    1.2771,    1.1345
PU2_4360_4160,    0.8807,    1.1345
PU0_6080_5620,    0.8807,    1.1345
PU1_3170_3580,    0.8807,    1.1345
PU2_4160_3930,    0.8807,    1.1345
PU2_5190_4310,    0.8807,    1.1345
PU1_5520_5210,    0.8807,    1.1345
PU2_3140_3680,    0.9898,    1.1345
PU1_3580_3780,    0.8807,    1.1345
PU1_3940_3970,    0.6994,    1.1345
PU1_5820_5380,    0.8807,    1.1345
PU0_5620_5380,    0.8807,    1.1345
PU2_5700_5210,    0.8807,    1.1345
PU3_3680_3890,    0.2500,    1.1345
PU1_3850_4190,    0.8275,    1.1345
PU3_5210_5050,    0.8807,    1.1345
PU1_5380_5050,    0.8807,    1.1345
PU4_5050_4310,    0.8807,    1.1345
PU4_4310_4210,    0.8807,    1.1345
PU1_4840_4760,    0.8275,    1.1345
PU1_4190_4300,    0.8275,    1.1345
PU4_4210_4170,    0.8807,    1.1345
PU2_4720_4750,    0.8275,    1.1345
PU1_4760_4450,    0.8275,    1.1345
PU1_4300_4440,    0.8275,    1.1345
PU2_4750_4450,    0.8275,    1.1345
PU3_4450_4440,    0.8275,    1.1345
PU4_4440_3970,    0.8403,    1.1345
PU4_3970_3890,    0.8403,    1.1345
PU4_3890_3990,    0.8807,    1.1345
PU4_3990_3780,    0.8807,    1.1345
PU4_3780_3930,    0.8807,    1.1345
PU5_3930_4170,    0.8807,    1.1345
PU5_4170_4020,    0.8807,    1.1345
PU6_4020_3870,    0.8807,    1.1345
PU6_3870_3690,    1.2186,    1.1345
PU6_3690_3610,    1.2186,    1.1345
PU6_3610_3530,    1.2186,    1.1345
PU6_3530_3440,    1.0988,    1.1345
PU6_3440_3590,    1.0988,    1.1345
PU6_3590_3640,    1.0988,    1.1345
PU6_3640_3600,    1.0988,    1.1345
PU6_3600_3602,    1.0988,    1.1345
PU6_3602_3730,    1.0988,    1.1345
PU6_3730_3750,    1.0988,    1.1345
PU6_3750_3752,    1.0988,    1.1345
PU6_3752_4080,    1.0988,    1.1345
PU6_4080_4180,    1.2771,    1.1345
PU6_4180_4150,    1.2771,    1.1345
PM7_4150_4290,    1.2771,    1.1345
PM7_4290_4200,    1.2771,    1.1345
PM7_4200_4410,    0.5474,    1.1345
PM7_4410_4620,    0.5474,    1.1345
PM7_4620_4580,    0.5474,    1.1345
PM7_4580_4820,    0.5474,    1.1345
PM7_4820_0001,    0.5474,    1.1345
