specifier,FLOW,HEAT,NH3X,NO23,ORGN,TOTN,PO4X,PIPX,ORGP,TOTP,TSSX,ORGC,TSED,acre
JU3_7400_7510-N51005, 0.1739200E+04, 0.2414583E+05, 0.1720696E+03, 0.1074757E+04, 0.7467181E+03, 0.1993545E+04, 0.8973380E+02, 0.7405745E+02, 0.5237405E+02, 0.2161653E+03, 0.9989965E+06, 0.1822251E+05, 0.4975341E+03, 0.1505940E+04
JU3_7400_7510-N51023, 0.2425840E+05, 0.3821923E+06, 0.2104229E+04, 0.1128740E+05, 0.9283620E+04, 0.2267524E+05, 0.4655586E+03, 0.4396149E+03, 0.3875128E+03, 0.1292686E+04, 0.2507592E+07, 0.1950880E+06, 0.1248865E+04, 0.1978882E+05
JU5_7420_7160-H51023, 0.2097786E+05, 0.3504647E+06, 0.1223807E+04, 0.5238131E+04, 0.5579827E+04, 0.1204176E+05, 0.2577059E+03, 0.1840123E+03, 0.2138515E+03, 0.6555696E+03, 0.3450578E+07, 0.1545053E+06, 0.1718505E+04, 0.1989184E+05
JU5_7420_7160-N51023, 0.3837200E+05, 0.5963360E+06, 0.9407479E+04, 0.3547441E+05, 0.2284119E+05, 0.6772307E+05, 0.2189356E+04, 0.1709303E+04, 0.1377667E+04, 0.5276325E+04, 0.1605603E+08, 0.4397027E+06, 0.7996444E+04, 0.3029427E+05
JU5_7420_7160-N51163, 0.5060529E+05, 0.7382148E+06, 0.1183252E+05, 0.4773250E+05, 0.3075859E+05, 0.9032361E+05, 0.4690384E+04, 0.2967963E+04, 0.2145393E+04, 0.9803742E+04, 0.2060661E+08, 0.6293062E+06, 0.1026279E+05, 0.3750845E+05
JU2_7450_7360-H51045, 0.7161910E+04, 0.9493557E+05, 0.1248378E+03, 0.6544647E+03, 0.5923078E+03, 0.1371610E+04, 0.2538260E+03, 0.1056870E+03, 0.1114541E+03, 0.4709669E+03, 0.1808553E+07, 0.5214864E+05, 0.9007202E+03, 0.5093193E+04
JU2_7450_7360-N51005, 0.5241157E+05, 0.6631251E+06, 0.1634746E+04, 0.9259745E+04, 0.7528374E+04, 0.1842286E+05, 0.1848888E+04, 0.1493740E+04, 0.1240698E+04, 0.4583325E+04, 0.1130081E+08, 0.5786150E+06, 0.5628183E+04, 0.4682169E+05
JU2_7450_7360-N51045, 0.2162141E+05, 0.2862108E+06, 0.7964916E+03, 0.4101848E+04, 0.2871879E+04, 0.7770220E+04, 0.9118745E+03, 0.2656798E+03, 0.4705423E+03, 0.1648097E+04, 0.4685139E+07, 0.2079304E+06, 0.2333357E+04, 0.1652449E+05
JU2_7450_7360-N51071, 0.1826650E+03, 0.2429852E+04, 0.4596676E+01, 0.6707173E+02, 0.2354823E+02, 0.9521664E+02, 0.3851521E+01, 0.1797571E+01, 0.1555802E+01, 0.7204895E+01, 0.9677293E+05, 0.2211536E+04, 0.4819618E+02, 0.1425761E+03
JU2_7450_7360-N54063, 0.3295486E+05, 0.4210169E+06, 0.8200422E+03, 0.4883938E+04, 0.3764926E+04, 0.9468907E+04, 0.1324623E+04, 0.4174607E+03, 0.5752808E+03, 0.2317364E+04, 0.6417580E+07, 0.3245470E+06, 0.3196170E+04, 0.2801665E+05
JU3_7490_7400-H51045, 0.1495161E+05, 0.2115113E+06, 0.4610464E+03, 0.2038762E+04, 0.2468592E+04, 0.4968400E+04, 0.2383021E+03, 0.8766564E+02, 0.1373094E+03, 0.4632771E+03, 0.1603801E+07, 0.8747880E+05, 0.7987465E+03, 0.1028704E+05
JU3_7490_7400-L51023, 0.5295132E+04, 0.7900653E+05, 0.8723565E+03, 0.5358166E+04, 0.2973237E+04, 0.9203760E+04, 0.3162369E+03, 0.2765575E+03, 0.2374483E+03, 0.8302426E+03, 0.1486290E+07, 0.7127209E+05, 0.7402224E+03, 0.4322354E+04
JU3_7490_7400-N51005, 0.1661395E+03, 0.2255208E+04, 0.4421589E+01, 0.2566700E+02, 0.3286637E+02, 0.6295495E+02, 0.2503873E+01, 0.1966095E+01, 0.1815208E+01, 0.6285174E+01, 0.4303825E+04, 0.1159426E+04, 0.2143448E+01, 0.1465711E+03
JU3_7490_7400-N51023, 0.2213342E+05, 0.3421830E+06, 0.1300674E+04, 0.6701933E+04, 0.5770899E+04, 0.1377351E+05, 0.3550027E+03, 0.3394452E+03, 0.3199478E+03, 0.1014396E+04, 0.1920417E+07, 0.1635866E+06, 0.9564324E+03, 0.1810516E+05
JU3_7490_7400-N51045, 0.5126128E+05, 0.7243627E+06, 0.6197445E+04, 0.2832038E+05, 0.1838249E+05, 0.5290031E+05, 0.2373389E+04, 0.1014845E+04, 0.1150441E+04, 0.4538675E+04, 0.7367846E+07, 0.5314794E+06, 0.3669435E+04, 0.3733007E+05
JU5_7500_7420-H51023, 0.2690907E+04, 0.4544129E+05, 0.1798754E+03, 0.7809191E+03, 0.9284863E+03, 0.1889280E+04, 0.2988815E+02, 0.1951177E+02, 0.2541826E+02, 0.7481818E+02, 0.2248523E+06, 0.2231618E+05, 0.1119840E+03, 0.2561773E+04
JU5_7500_7420-N51023, 0.8605052E+05, 0.1332010E+07, 0.1616080E+05, 0.1087052E+06, 0.6220841E+05, 0.1870744E+06, 0.7249494E+04, 0.7022160E+04, 0.4317803E+04, 0.1858946E+05, 0.4837244E+08, 0.1322845E+07, 0.2409112E+05, 0.6704997E+05
JU5_7510_7500-N51023, 0.1618649E+05, 0.2522940E+06, 0.2661022E+04, 0.1455945E+05, 0.9313380E+04, 0.2653385E+05, 0.9519040E+03, 0.8952069E+03, 0.6051711E+03, 0.2452282E+04, 0.5603572E+07, 0.2115836E+06, 0.2790767E+04, 0.1275235E+05
PL2_4945_0000-N11001, 0.1001264E+05, 0.1763187E+06, 0.2596476E+05, 0.2041295E+05, 0.8290275E+05, 0.1292805E+06, 0.4439275E+04, 0.2720874E+03, 0.1664900E+05, 0.2136036E+05, 0.2794356E+07, 0.5802249E+06, 0.1397178E+04, 0.1278986E+05
PL0_4961_0000-N24033, 0.2531297E+05, 0.3148573E+06, 0.2118619E+05, 0.3212849E+05, 0.6924910E+05, 0.1225638E+06, 0.2218839E+04, 0.3241045E+04, 0.1425755E+04, 0.6885640E+04, 0.1777620E+07, 0.1133455E+07, 0.8888099E+03, 0.1650860E+05
PL2_4970_5250-N51059, 0.7820445E+05, 0.9770084E+06, 0.9925888E+05, 0.2090506E+06, 0.8772509E+05, 0.3960346E+06, 0.4353691E+04, 0.2656334E+04, 0.2516677E+04, 0.9526702E+04, 0.3606469E+07, 0.2154085E+07, 0.1755309E+04, 0.5162766E+05
PL2_4970_5250-N51061, 0.6208214E+03, 0.7359453E+04, 0.5045824E+02, 0.2661973E+03, 0.1915207E+03, 0.5081762E+03, 0.4561913E+01, 0.4256304E+01, 0.4161726E+01, 0.1297994E+02, 0.1200899E+05, 0.4586881E+04, 0.5844908E+01, 0.7245091E+03
PL2_4970_5250-N51107, 0.2063887E+05, 0.2363035E+06, 0.9082841E+04, 0.3441562E+05, 0.2157350E+05, 0.6507196E+05, 0.3162904E+04, 0.1138370E+04, 0.1425442E+04, 0.5726715E+04, 0.3353712E+07, 0.6234448E+06, 0.1632289E+04, 0.1782339E+05
PL2_4970_5250-N51153, 0.5268960E+05, 0.5838209E+06, 0.1509039E+05, 0.5115554E+05, 0.5345790E+05, 0.1197039E+06, 0.4096960E+04, 0.4039195E+04, 0.2481569E+04, 0.1061772E+05, 0.6338161E+07, 0.1593742E+07, 0.3084854E+04, 0.4735902E+05
PL2_4970_5250-N51600, 0.2648480E+03, 0.2507273E+04, 0.1007271E+03, 0.1286617E+03, 0.3589204E+03, 0.5883091E+03, 0.1650437E+02, 0.2144638E+02, 0.1177441E+02, 0.4972516E+02, 0.1465057E+05, 0.1153615E+05, 0.7130592E+01, 0.1939859E+03
PL2_4970_5250-N51683, 0.3896152E+04, 0.4110087E+05, 0.2617031E+04, 0.2598236E+04, 0.8612771E+04, 0.1382804E+05, 0.3416359E+03, 0.2961317E+03, 0.1836121E+03, 0.8213799E+03, 0.2062970E+06, 0.2320818E+06, 0.1004071E+03, 0.2701869E+04
PL2_4970_5250-N51685, 0.2038174E+04, 0.2204261E+05, 0.1119565E+04, 0.1420686E+04, 0.3988950E+04, 0.6529201E+04, 0.2008633E+03, 0.1604151E+03, 0.1055823E+03, 0.4668607E+03, 0.2342797E+06, 0.1161861E+06, 0.1140265E+03, 0.1606371E+04
PL0_5000_0001-N51059, 0.2850962E+05, 0.3574460E+06, 0.2339196E+05, 0.2755205E+05, 0.7797414E+05, 0.1289181E+06, 0.3120461E+04, 0.2789325E+04, 0.1897422E+04, 0.7807209E+04, 0.4564368E+07, 0.1014808E+07, 0.2279139E+04, 0.1790248E+05
PL0_5000_0001-N51510, 0.6569857E+04, 0.8194753E+05, 0.1021332E+05, 0.4539342E+04, 0.2582014E+05, 0.4057280E+05, 0.8175221E+03, 0.8087443E+03, 0.4155139E+03, 0.2041781E+04, 0.2247856E+07, 0.3244775E+06, 0.1122428E+04, 0.3187705E+04
PL0_5000_0001-N51610, 0.1630536E+04, 0.2134669E+05, 0.9722435E+03, 0.1024630E+04, 0.3271875E+04, 0.5268749E+04, 0.9754633E+02, 0.1116898E+03, 0.6321490E+02, 0.2724511E+03, 0.4861917E+05, 0.4197395E+05, 0.2427714E+02, 0.8611599E+03
PL0_5010_5130-N51059, 0.1754585E+05, 0.2031060E+06, 0.5284693E+04, 0.6167784E+04, 0.1773610E+05, 0.2918857E+05, 0.1156966E+04, 0.1061416E+04, 0.6834352E+03, 0.2901816E+04, 0.1891791E+07, 0.3575399E+06, 0.9450289E+03, 0.1172027E+05
PL0_5010_5130-N51600, 0.6072043E+04, 0.6316864E+05, 0.3898520E+04, 0.2540396E+04, 0.7368852E+04, 0.1380777E+05, 0.1398821E+04, 0.4510854E+03, 0.6718181E+03, 0.2521725E+04, 0.7835892E+06, 0.1332140E+06, 0.3914357E+03, 0.3491354E+04
PL1_5060_0000-N24033, 0.2067762E+05, 0.2640108E+06, 0.1320487E+05, 0.2969869E+05, 0.4532903E+05, 0.8823259E+05, 0.1999793E+04, 0.2425164E+04, 0.1208261E+04, 0.5633217E+04, 0.1248582E+07, 0.7856538E+06, 0.6242910E+03, 0.1482864E+05
PL1_5061_0000-N24033, 0.2644238E+05, 0.4518021E+06, 0.2776294E+05, 0.4473511E+06, 0.5790707E+05, 0.5330212E+06, 0.5179455E+04, 0.4743731E+03, 0.1776727E+04, 0.7430556E+04, 0.3563534E+06, 0.4335881E+06, 0.1781767E+03, 0.3472278E+04
PL0_5070_0001-N24033, 0.2884499E+05, 0.3423900E+06, 0.1430872E+05, 0.5384536E+05, 0.5336959E+05, 0.1215237E+06, 0.1933195E+04, 0.1936758E+04, 0.1075522E+04, 0.4945474E+04, 0.1296318E+07, 0.1006053E+07, 0.6371739E+03, 0.2474824E+05
PL0_5090_0000-N51059, 0.4620978E+04, 0.5632636E+05, 0.5488585E+04, 0.7030646E+04, 0.1926049E+05, 0.3177972E+05, 0.7627354E+03, 0.6612891E+03, 0.4555442E+03, 0.1879569E+04, 0.2829431E+06, 0.2941306E+06, 0.1414716E+03, 0.2837632E+04
PL0_5090_0000-N51510, 0.4744728E+05, 0.8138912E+06, 0.1290217E+07, 0.2145601E+06, 0.3300387E+06, 0.1834816E+07, 0.3913418E+04, 0.1018519E+04, 0.4476216E+04, 0.9408152E+04, 0.2671542E+07, 0.2176702E+07, 0.1335771E+04, 0.3328249E+04
PL1_5130_0001-N51059, 0.2532609E+05, 0.3112654E+06, 0.2764500E+05, 0.2213827E+05, 0.6012064E+05, 0.1099039E+06, 0.4778280E+04, 0.1466269E+04, 0.2272030E+04, 0.8516578E+04, 0.3796242E+07, 0.5561857E+06, 0.1896382E+04, 0.1659836E+05
PL0_5131_0000-N51059, 0.7778582E+05, 0.1219790E+07, 0.9620786E+06, 0.2918643E+06, 0.2935882E+06, 0.1547531E+07, 0.1083131E+05, 0.3561021E+04, 0.7087582E+04, 0.2147991E+05, 0.3945617E+07, 0.2599485E+07, 0.1972809E+04, 0.2473580E+05
PL0_5131_0000-N51600, 0.2087194E+03, 0.2295163E+04, 0.8615843E+02, 0.1538644E+03, 0.3438262E+03, 0.5838491E+03, 0.2588208E+02, 0.3058817E+02, 0.1909825E+02, 0.7556850E+02, 0.1356021E+05, 0.7741762E+04, 0.6780107E+01, 0.1525491E+03
PL3_5360_5250-N51153, 0.1785901E+05, 0.2260084E+06, 0.4391255E+04, 0.3035526E+05, 0.1339143E+05, 0.4813795E+05, 0.7596422E+03, 0.7901248E+03, 0.5900892E+03, 0.2139856E+04, 0.8984762E+06, 0.3851525E+06, 0.4372985E+03, 0.1740081E+05
PL3_5360_5250-N51683, 0.3666070E+03, 0.4491715E+04, 0.1830042E+03, 0.2815854E+03, 0.7202127E+03, 0.1184802E+04, 0.3874475E+02, 0.2630729E+02, 0.2098943E+02, 0.8604147E+02, 0.9293751E+04, 0.1929983E+05, 0.4523372E+01, 0.2777719E+03
PL1_5370_5470-N51061, 0.5927563E+05, 0.6983542E+06, 0.1333914E+05, 0.9478916E+05, 0.4427412E+05, 0.1524024E+06, 0.6411190E+04, 0.4766988E+04, 0.3250372E+04, 0.1442855E+05, 0.1215268E+08, 0.1673661E+07, 0.5914842E+04, 0.5826363E+05
PL0_5440_0000-N24017, 0.2036754E+05, 0.2802343E+06, 0.1168080E+05, 0.5732902E+05, 0.2763131E+05, 0.9664112E+05, 0.3274079E+04, 0.1912904E+04, 0.1697507E+04, 0.6884490E+04, 0.1158945E+07, 0.4746159E+06, 0.5794727E+03, 0.1490742E+05
PL0_5450_0000-N24017, 0.1870024E+05, 0.2579669E+06, 0.4867500E+04, 0.2672159E+05, 0.1516771E+05, 0.4675679E+05, 0.1376875E+04, 0.1094027E+04, 0.8002230E+03, 0.3271125E+04, 0.4580849E+06, 0.3031388E+06, 0.2290424E+03, 0.1556671E+05
PL2_5470_5360-N51061, 0.3246402E+05, 0.4109167E+06, 0.1048120E+05, 0.7906423E+05, 0.3182759E+05, 0.1213730E+06, 0.3407586E+04, 0.2581994E+04, 0.1656386E+04, 0.7645965E+04, 0.5687058E+07, 0.7797115E+06, 0.2767955E+04, 0.3488111E+05
PL2_5470_5360-N51153, 0.2813198E+05, 0.3499509E+06, 0.6513200E+04, 0.4195954E+05, 0.2034073E+05, 0.6881347E+05, 0.1671669E+04, 0.1685662E+04, 0.1013993E+04, 0.4371324E+04, 0.2648573E+07, 0.5146527E+06, 0.1289090E+04, 0.2961092E+05
PL0_5490_0001-N51153, 0.1353630E+05, 0.1610604E+06, 0.1705229E+04, 0.5772413E+04, 0.5983192E+04, 0.1346083E+05, 0.2496317E+03, 0.3149317E+03, 0.2089959E+03, 0.7735593E+03, 0.3536876E+07, 0.1548267E+06, 0.1768109E+04, 0.1241298E+05
PL0_5493_0000-N51153, 0.1158426E+05, 0.1570298E+06, 0.3157568E+05, 0.2874394E+05, 0.1908800E+05, 0.7940762E+05, 0.1084324E+04, 0.8110446E+03, 0.8450881E+03, 0.2740457E+04, 0.5712709E+06, 0.2683713E+06, 0.2856355E+03, 0.8841611E+04
PL0_5493_0000-N51179, 0.1691375E+05, 0.2345141E+06, 0.3551527E+04, 0.1619930E+05, 0.1366303E+05, 0.3341385E+05, 0.6699328E+03, 0.7952707E+03, 0.6320995E+03, 0.2097303E+04, 0.4503618E+06, 0.2444147E+06, 0.2251809E+03, 0.1580743E+05
PL0_5510_0001-N24017, 0.2983265E+05, 0.3647722E+06, 0.1079219E+05, 0.8268336E+05, 0.3640568E+05, 0.1298812E+06, 0.5870385E+04, 0.5468833E+04, 0.2849354E+04, 0.1418857E+05, 0.2708463E+08, 0.3995797E+06, 0.1353814E+05, 0.2435936E+05
PL0_5510_0001-N24037, 0.3574357E+04, 0.4320792E+05, 0.1675303E+04, 0.1189737E+05, 0.5918792E+04, 0.1949146E+05, 0.4196417E+03, 0.5745452E+03, 0.2484922E+03, 0.1242679E+04, 0.8977599E+06, 0.5415137E+05, 0.4487415E+03, 0.2785503E+04
PL0_5530_5710-N24017, 0.8970144E+04, 0.1034465E+06, 0.2951449E+04, 0.2191496E+05, 0.1036958E+05, 0.3523599E+05, 0.9373214E+03, 0.1023048E+04, 0.4884027E+03, 0.2448773E+04, 0.3595802E+07, 0.1343555E+06, 0.1795474E+04, 0.7086089E+04
PL0_5540_5490-N51153, 0.4917702E+04, 0.5226962E+05, 0.2437579E+03, 0.1003645E+04, 0.9971400E+03, 0.2244543E+04, 0.8146091E+02, 0.9888112E+02, 0.6711502E+02, 0.2474570E+03, 0.1081029E+07, 0.4322030E+05, 0.5404141E+03, 0.4682462E+04
PL0_5580_0000-N24017, 0.1528393E+05, 0.2126096E+06, 0.4981294E+04, 0.3787315E+05, 0.1759792E+05, 0.6045237E+05, 0.1518090E+04, 0.1404881E+04, 0.7649371E+03, 0.3687907E+04, 0.5184295E+06, 0.3156895E+06, 0.2592148E+03, 0.1300639E+05
PL0_5581_0000-N24017, 0.1238517E+05, 0.1727703E+06, 0.9034979E+04, 0.1210729E+06, 0.2290259E+05, 0.1530105E+06, 0.6202563E+04, 0.1201022E+04, 0.4683430E+04, 0.1208702E+05, 0.6814174E+06, 0.3498773E+06, 0.3407087E+03, 0.8543219E+04
PL0_5582_0000-N24017, 0.1020807E+05, 0.1422488E+06, 0.1617699E+04, 0.1190368E+05, 0.6383141E+04, 0.1990452E+05, 0.5917125E+03, 0.5556678E+03, 0.3385828E+03, 0.1485963E+04, 0.2720012E+06, 0.1401033E+06, 0.1360006E+03, 0.8830743E+04
PL0_5583_0000-N24017, 0.7818195E+04, 0.1085221E+06, 0.1608489E+04, 0.1475443E+05, 0.6111667E+04, 0.2247459E+05, 0.5611808E+03, 0.5428903E+03, 0.2929868E+03, 0.1397058E+04, 0.3147676E+06, 0.1257416E+06, 0.1573838E+03, 0.6638157E+04
PL0_5584_0000-N24017, 0.1507216E+05, 0.2081298E+06, 0.5608018E+04, 0.4834089E+05, 0.1915370E+05, 0.7310262E+05, 0.1681503E+04, 0.1596723E+04, 0.7890919E+03, 0.4067318E+04, 0.8483805E+06, 0.3477582E+06, 0.4241902E+03, 0.1238992E+05
PL0_5585_0000-N24017, 0.7633904E+04, 0.1062727E+06, 0.1776703E+04, 0.1421557E+05, 0.6705443E+04, 0.2269772E+05, 0.6297477E+03, 0.5933181E+03, 0.3079723E+03, 0.1531038E+04, 0.2078228E+06, 0.1300541E+06, 0.1039114E+03, 0.6537047E+04
PL2_5630_0001-N24017, 0.5708810E+04, 0.7770875E+05, 0.1358978E+04, 0.1224988E+05, 0.5190817E+04, 0.1879967E+05, 0.3040284E+03, 0.3022740E+03, 0.1593736E+03, 0.7656759E+03, 0.3563195E+06, 0.1934216E+05, 0.1772343E+03, 0.4790486E+04
PL0_5670_0000-N24017, 0.6896610E+04, 0.9564529E+05, 0.4642870E+04, 0.3590830E+05, 0.1505208E+05, 0.5560325E+05, 0.1436575E+04, 0.1318009E+04, 0.5108407E+03, 0.3265425E+04, 0.4109770E+06, 0.2329853E+06, 0.2054885E+03, 0.5742198E+04
PL0_5670_0000-N24037, 0.1170620E+05, 0.1631244E+06, 0.1108341E+05, 0.8696391E+05, 0.3667175E+05, 0.1347191E+06, 0.1910050E+04, 0.2168741E+04, 0.9485729E+03, 0.5027363E+04, 0.9083959E+06, 0.5273624E+06, 0.4541979E+03, 0.9833265E+04
PL0_5671_0000-N24017, 0.1009675E+05, 0.1401393E+06, 0.7271329E+04, 0.3747522E+05, 0.1713978E+05, 0.6188634E+05, 0.1775511E+04, 0.1168998E+04, 0.6612452E+03, 0.3605755E+04, 0.9097607E+06, 0.2573012E+06, 0.4548804E+03, 0.8368286E+04
PL0_5671_0000-N24037, 0.2333650E+04, 0.3259562E+05, 0.8434411E+03, 0.4986703E+04, 0.3002900E+04, 0.8833046E+04, 0.1764087E+03, 0.2139459E+03, 0.1091743E+03, 0.4995290E+03, 0.2034096E+06, 0.5432644E+05, 0.1017048E+03, 0.1985300E+04
PL0_5672_0000-N24037, 0.2300393E+05, 0.3187384E+06, 0.1027191E+05, 0.9180923E+05, 0.3695309E+05, 0.1390342E+06, 0.2577181E+04, 0.3242205E+04, 0.1461005E+04, 0.7280393E+04, 0.2294595E+07, 0.6871268E+06, 0.1147297E+04, 0.1897878E+05
PL1_5690_0001-N51153, 0.4537512E+03, 0.5769397E+04, 0.1776608E+02, 0.5346597E+02, 0.5428584E+02, 0.1255179E+03, 0.4198852E+00, 0.3916937E+00, 0.6208551E+00, 0.1432434E+01, 0.6500464E+03, 0.4747253E+03, 0.3243562E+00, 0.4928799E+03
PL1_5690_0001-N51179, 0.1178593E+05, 0.1561354E+06, 0.1662402E+04, 0.6669925E+04, 0.3668721E+04, 0.1200105E+05, 0.9072223E+02, 0.9551620E+02, 0.1102009E+03, 0.2964393E+03, 0.2001346E+06, 0.4852846E+05, 0.9986191E+02, 0.1224128E+05
PL0_5710_0001-N24017, 0.2842858E+04, 0.3788356E+05, 0.1024506E+04, 0.8106768E+04, 0.3675986E+04, 0.1280726E+05, 0.4253919E+03, 0.3902240E+03, 0.1686288E+03, 0.9842448E+03, 0.1067078E+07, 0.3938184E+05, 0.5328190E+03, 0.2369449E+04
PL0_5720_0001-N24017, 0.1114700E+05, 0.1346100E+06, 0.1146106E+04, 0.1011270E+05, 0.4893941E+04, 0.1615275E+05, 0.2800341E+03, 0.2672529E+03, 0.1568000E+03, 0.7040871E+03, 0.1918005E+07, 0.9845162E+05, 0.9582094E+03, 0.9607409E+04
PL0_5730_5690-N51061, 0.2448518E+04, 0.2738891E+05, 0.1216828E+03, 0.1001144E+04, 0.4531034E+03, 0.1575930E+04, 0.4541821E+02, 0.3461969E+02, 0.2712107E+02, 0.1071590E+03, 0.1681268E+06, 0.1453841E+05, 0.8389088E+02, 0.2675136E+04
PL0_5730_5690-N51179, 0.1906279E+05, 0.2155564E+06, 0.9814078E+03, 0.1078844E+05, 0.4336066E+04, 0.1610592E+05, 0.3102530E+03, 0.3715992E+03, 0.2484265E+03, 0.9302787E+03, 0.1044500E+07, 0.1441986E+06, 0.5211780E+03, 0.1899895E+05
PL0_5750_0001-N24037, 0.1422299E+05, 0.1841600E+06, 0.5230840E+04, 0.4003330E+05, 0.1807260E+05, 0.6333675E+05, 0.2583882E+04, 0.3090915E+04, 0.1359759E+04, 0.7034556E+04, 0.1132798E+08, 0.5668473E+05, 0.5661318E+04, 0.1176157E+05
PL0_5790_0000-N24017, 0.2080177E+05, 0.2863241E+06, 0.1829343E+05, 0.1831940E+06, 0.5165411E+05, 0.2531415E+06, 0.8197877E+04, 0.3001430E+04, 0.3383077E+04, 0.1458238E+05, 0.1426072E+07, 0.7080786E+06, 0.7130360E+03, 0.1660607E+05
PL0_5930_0000-N24017, 0.8734577E+04, 0.1218761E+06, 0.3664882E+04, 0.2218468E+05, 0.1460928E+05, 0.4045886E+05, 0.6145797E+03, 0.5622636E+03, 0.3135244E+03, 0.1490368E+04, 0.1303090E+06, 0.2069678E+06, 0.6515451E+02, 0.7645272E+04
PL0_5950_0000-N24037, 0.1161444E+05, 0.1610949E+06, 0.8266013E+04, 0.6291116E+05, 0.2849798E+05, 0.9967517E+05, 0.1872801E+04, 0.2236950E+04, 0.9502040E+03, 0.5059955E+04, 0.1028085E+07, 0.4662648E+06, 0.5140427E+03, 0.9609243E+04
PL0_5951_0000-N24037, 0.5009013E+04, 0.6981955E+05, 0.2532672E+04, 0.2211510E+05, 0.9036056E+04, 0.3368384E+05, 0.6501484E+03, 0.8190504E+03, 0.3467806E+03, 0.1815979E+04, 0.1959854E+06, 0.1691737E+06, 0.9799268E+02, 0.4240048E+04
PL0_5952_0000-N24037, 0.3873119E+04, 0.5410661E+05, 0.1867515E+04, 0.1470933E+05, 0.6563967E+04, 0.2314082E+05, 0.5314219E+03, 0.6328967E+03, 0.2736015E+03, 0.1437920E+04, 0.3069909E+06, 0.1251973E+06, 0.1534955E+03, 0.3285608E+04
PL0_5960_0000-N24037, 0.1287044E+05, 0.1773573E+06, 0.1242173E+05, 0.8094746E+05, 0.3724539E+05, 0.1306146E+06, 0.3381824E+04, 0.2200308E+04, 0.1261749E+04, 0.6843883E+04, 0.9580048E+06, 0.5544449E+06, 0.4790025E+03, 0.9753588E+04
PL0_5961_0000-N24037, 0.2836455E+04, 0.3934465E+05, 0.1322773E+04, 0.8916019E+04, 0.4466829E+04, 0.1470562E+05, 0.2779348E+03, 0.3409603E+03, 0.1521344E+03, 0.7710294E+03, 0.2150733E+06, 0.7745025E+05, 0.1075367E+03, 0.2370898E+04
PL0_5962_0000-N24037, 0.4264281E+04, 0.5995822E+05, 0.1859674E+04, 0.1366242E+05, 0.6494859E+04, 0.2201696E+05, 0.4588927E+03, 0.5331253E+03, 0.2276756E+03, 0.1219694E+04, 0.4651083E+06, 0.1148893E+06, 0.2325541E+03, 0.3707306E+04
PL0_5980_0000-N24037, 0.8283395E+04, 0.1150647E+06, 0.7552498E+04, 0.4451861E+05, 0.2401972E+05, 0.7609083E+05, 0.1518566E+04, 0.1530032E+04, 0.8054756E+03, 0.3854074E+04, 0.3474509E+06, 0.3667829E+06, 0.1737255E+03, 0.6636889E+04
PL0_5981_0000-N24037, 0.1368070E+05, 0.1858860E+06, 0.7443511E+04, 0.4317252E+05, 0.2619263E+05, 0.7680866E+05, 0.1280876E+04, 0.1831201E+04, 0.7668478E+03, 0.3878925E+04, 0.9737775E+06, 0.4463860E+06, 0.4868888E+03, 0.1064196E+05
PL0_5982_0000-N24037, 0.1356388E+05, 0.1874674E+06, 0.9011177E+04, 0.6989284E+05, 0.3191944E+05, 0.1108235E+06, 0.1705427E+04, 0.2181515E+04, 0.9131899E+03, 0.4800131E+04, 0.8173354E+06, 0.5161219E+06, 0.4086677E+03, 0.1112236E+05
PL0_5983_0000-N24037, 0.1249490E+04, 0.1677225E+05, 0.1777339E+04, 0.6267362E+04, 0.5301685E+04, 0.1334638E+05, 0.2334392E+03, 0.2562236E+03, 0.1424548E+03, 0.6321174E+03, 0.4676715E+05, 0.7395170E+05, 0.2338357E+02, 0.8866265E+03
PL0_6020_0000-N24037, 0.4864562E+04, 0.6691534E+05, 0.4061996E+04, 0.3258216E+05, 0.1415699E+05, 0.5080116E+05, 0.1001977E+04, 0.1218220E+04, 0.4841040E+03, 0.2704301E+04, 0.3467076E+06, 0.2394078E+06, 0.1733537E+03, 0.3907631E+04
PL0_6060_0000-N24037, 0.1475708E+05, 0.2049717E+06, 0.1091330E+05, 0.8283154E+05, 0.3592741E+05, 0.1296722E+06, 0.2053670E+04, 0.2448783E+04, 0.1118827E+04, 0.5621278E+04, 0.7200828E+06, 0.5648736E+06, 0.3600414E+03, 0.1229912E+05
PL0_6100_0000-N51099, 0.1844793E+05, 0.2747099E+06, 0.5276037E+04, 0.4501857E+05, 0.1967877E+05, 0.6997338E+05, 0.1613090E+04, 0.8479041E+03, 0.7842239E+03, 0.3245219E+04, 0.7798024E+06, 0.3426926E+06, 0.3899013E+03, 0.1548117E+05
PL0_6100_0000-N51193, 0.3557509E+05, 0.5298529E+06, 0.3100076E+05, 0.1406869E+06, 0.6857437E+05, 0.2402620E+06, 0.7757500E+04, 0.2771455E+04, 0.3489069E+04, 0.1401802E+05, 0.1406604E+07, 0.9931499E+06, 0.7033021E+03, 0.2742387E+05
PL0_6110_0000-N24037, 0.8889187E+04, 0.1230245E+06, 0.7810629E+04, 0.5304523E+05, 0.2380838E+05, 0.8466426E+05, 0.1668899E+04, 0.1855744E+04, 0.8200294E+03, 0.4344671E+04, 0.4288916E+06, 0.3894566E+06, 0.2144458E+03, 0.7288918E+04
