TABLE->,HT-BED-FLAGS,HT-BED-FLAGS,HT-BED-FLAGS,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,HEAT-INIT,HEAT-INIT
VARS->,BDFG,TGFG,TSTP,ELEV,ELDAT,CFSAEX,KATRAD,KCOND,KEVAP,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TW,AIRTMP
RL0_6540_0001,0,na,na,0025,-0077,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RL1_6180_0001,0,na,na,0025,-0051,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2480_0001,0,na,na,0025,-0433,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2910_3060,0,na,na,0538,0223,0.20,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_3060_0001,0,na,na,0025,-0290,0.20,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM0_3650_0001,0,na,na,0025,-0403,0.10,10.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM0_3740_0001,0,na,na,0025,-0165,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM1_3910_0001,0,na,na,0025,-0165,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM3_4060_0001,0,na,na,0025,-0427,0.30,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU0_3250_0001,0,na,na,0025,-0290,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU0_3670_0001,0,na,na,0025,-0403,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3240_3331,0,na,na,0421,0106,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3331_3330,0,na,na,0153,-0163,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3330_0001,0,na,na,0025,-0290,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3350_3490,0,na,na,0484,0056,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3482_0001,0,na,na,0025,-0290,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU1_3490_3480,0,na,na,0295,-0133,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU2_3320_3480,0,na,na,0277,-0151,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU3_3480_3481,0,na,na,0171,-0258,0.85,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU3_3481_0001,0,na,na,0025,-0403,0.30,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YL2_6580_0001,0,na,na,0025,-0086,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP0_6860_6840,0,na,na,0098,-0096,0.10,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP0_6840_0001,0,na,na,0025,-0169,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5000_0001,0,na,na,0025,-0243,0.10,15.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_4510_0001,0,na,na,0025,-0380,0.10,16.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB3_6820_7053,0,na,na,0093,-0061,0.30,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EM2_3980_0001,0,na,na,0025,-0013,0.20,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL1_5430_0001,0,na,na,0025,-0005,0.10,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL0_4560_4562,0,na,na,0034,-0004,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL0_4561_4562,0,na,na,0030,-0009,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL0_4562_0001,0,na,na,0025,-0013,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU0_3021_3020,0,na,na,0515,0087,0.85,7.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WU2_3020_3320,0,na,na,0407,-0021,0.20,11.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM0_3881_3880,0,na,na,0318,-0341,0.85,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM1_3882_3880,0,na,na,0510,-0149,0.10,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM3_3880_4060,0,na,na,0292,-0136,0.30,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
WM1_3660_3910,0,na,na,0438,0010,0.10,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_5370_5470,0,na,na,0408,-0077,0.10,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_5230_0001,0,na,na,0025,-0085,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_4540_0001,0,na,na,0025,-0123,0.10,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_4460_4780,0,na,na,0300,-0105,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5540_5490,0,na,na,0266,-0002,0.10,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5070_0001,0,na,na,0025,-0123,0.10,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5010_5130,0,na,na,0251,-0017,0.10,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XL1_4690_0001,0,na,na,0025,-0123,0.10,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XL0_5320_0001,0,na,na,0025,-0054,0.10,11.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_7170_6800,0,na,na,0239,-0049,0.10,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL3_7020_7100,0,na,na,0367,-0135,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_6240_6520,0,na,na,0615,0002,0.20,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_7110_7120,0,na,na,0482,-0020,0.20,11.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_6560_6440,0,na,na,0551,-0062,0.10,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_6760_6910,0,na,na,0638,0025,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_7120_6970,0,na,na,0251,-0251,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_6440_6441,0,na,na,0410,-1233,0.20,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_6441_6520,0,na,na,0321,-0292,0.85,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_6770_6850,0,na,na,0822,-1340,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_6910_6960,0,na,na,0292,-0092,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_7080_7190,0,na,na,1629,-0420,0.10,14.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL4_6520_6710,0,na,na,0295,-0318,0.40,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_6850_6890,0,na,na,0438,-0356,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_7530_7430,0,na,na,0553,-0128,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL4_6710_6740,0,na,na,0221,-0162,0.40,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_7240_7350,0,na,na,1588,0749,0.20,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_6940_7200,0,na,na,1579,-0582,0.10,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_7180_7380,0,na,na,1320,-0228,0.20,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_7190_7250,0,na,na,0646,-0193,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_7350_7090,0,na,na,0426,-0368,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL1_7200_7250,0,na,na,0581,-0213,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_7750_7560,0,na,na,1569,-0060,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_6880_7260,0,na,na,1596,0048,0.10,15.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL2_7250_7090,0,na,na,0485,-0309,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL3_7090_7150,0,na,na,0374,-0420,0.30,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_6410_6640,0,na,na,2158,-0168,0.20,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_7630_7490,0,na,na,1860,-0322,0.10,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6640_6790,0,na,na,1268,-0280,0.30,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6790_7260,0,na,na,0992,-0556,0.30,15.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_7560_7500,0,na,na,1091,-0353,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_6300_6650,0,na,na,2096,-0347,0.10,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU4_7260_7380,0,na,na,0807,-0741,0.40,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_7690_7490,0,na,na,1640,-0542,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_7450_7360,0,na,na,1855,-0180,0.20,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_6340_6650,0,na,na,1927,-0516,0.10,15.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU4_7380_7160,0,na,na,0708,-0839,0.40,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_7490_7400,0,na,na,1118,-1064,0.30,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_7400_7510,0,na,na,0971,-0472,0.30,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6650_7300,0,na,na,1319,-0532,0.30,15.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_7140_7330,0,na,na,1753,-0281,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_7360_7000,0,na,na,1241,-0793,0.20,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_6290_6590,0,na,na,2658,-0445,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6380_6900,0,na,na,2188,-0306,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU1_6590_6600,0,na,na,2047,-0447,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_6600_6810,0,na,na,1822,-0672,0.20,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU2_6810_6900,0,na,na,1668,-0826,0.20,5.562500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6900_6950,0,na,na,1417,-1077,0.85,5.562500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU3_6950_7330,0,na,na,1335,-0699,0.30,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU4_7330_7000,0,na,na,1222,-0813,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU4_7000_7300,0,na,na,1109,-0926,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU5_7300_7510,0,na,na,0987,-0456,0.50,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU5_7510_7500,0,na,na,0913,-0530,0.50,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU5_7500_7420,0,na,na,0846,-0597,0.50,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JU5_7420_7160,0,na,na,0746,-1160,0.50,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_7160_7440,0,na,na,0628,-0211,0.60,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_7440_7430,0,na,na,0489,-0350,0.60,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_7430_7320,0,na,na,0390,-0290,0.60,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_7320_7150,0,na,na,0356,-0146,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_7150_6890,0,na,na,0313,-0189,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_6890_6990,0,na,na,0280,-0333,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_6990_6960,0,na,na,0248,-0254,0.60,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_6960_6970,0,na,na,0213,-0171,0.60,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_6970_6740,0,na,na,0185,-0198,0.60,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL6_6740_7100,0,na,na,0167,-0122,0.60,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL7_7100_7030,0,na,na,0159,-0193,0.70,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL7_7030_6800,0,na,na,0153,-0200,0.70,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL7_6800_7070,0,na,na,0125,-0165,0.70,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JL7_7070_0001,0,na,na,0025,-0139,0.70,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM0_4640_4820,0,na,na,0169,-0237,0.10,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4250_4500,0,na,na,0359,-0046,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM2_4860_4670,0,na,na,0602,0117,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4500_4580,0,na,na,0198,-0207,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_3710_4040,0,na,na,0444,0002,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM3_4670_4660,0,na,na,0323,-0141,0.30,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4430_4200,0,na,na,0442,-0022,0.10,14.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_3120_3400,0,na,na,0548,-0111,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM3_4660_4620,0,na,na,0219,-0245,0.30,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM2_2860_3040,0,na,na,0712,0136,0.20,15.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_3510_4000,0,na,na,0822,-0051,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS1_4790_4830,0,na,na,1189,0276,0.10,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_3450_3400,0,na,na,0477,-0182,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4000_4290,0,na,na,0303,-0569,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_3000_3090,0,na,na,0946,0172,0.10,14.31250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM2_3400_3340,0,na,na,0366,-0293,0.20,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM3_3040_3340,0,na,na,0369,-0290,0.30,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_6730_6660,0,na,na,1489,-0015,0.20,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_3751_3752,0,na,na,0426,-0209,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3090_4050,0,na,na,0443,-0193,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM4_3340_3341,0,na,na,0310,-0132,0.40,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM4_3341_4040,0,na,na,0248,-0195,0.40,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM4_4040_4410,0,na,na,0217,-0225,0.40,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_5550_5560,0,na,na,1594,-0622,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS1_4830_5080,0,na,na,0607,-0306,0.10,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4730_4220,0,na,na,0615,-0298,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4050_4180,0,na,na,0300,-0336,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS0_6150_6160,0,na,na,1289,-0082,0.10,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_5560_5100,0,na,na,0954,-0369,0.20,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS3_5100_5080,0,na,na,0672,-0417,0.30,15.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_2790_3290,0,na,na,0876,0102,0.20,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4220_3900,0,na,na,0446,-0205,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_3601_3602,0,na,na,0503,-0132,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_6660_6490,0,na,na,1279,-0073,0.20,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS4_5080_4380,0,na,na,0471,-0619,0.40,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS3_6460_6230,0,na,na,1448,-0056,0.30,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_2510_3290,0,na,na,0615,-0462,0.30,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3900_3750,0,na,na,0354,-0297,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS3_5990_6161,0,na,na,1999,-0217,0.30,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_6490_6420,0,na,na,1199,-0305,0.20,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3770_3600,0,na,na,0729,-0184,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_2840_3080,0,na,na,0736,-0374,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_3290_3390,0,na,na,0417,-0357,0.30,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS0_6160_6161,0,na,na,1186,-0138,0.10,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS2_6420_6360,0,na,na,1087,-0417,0.20,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_3390_3730,0,na,na,0363,-0273,0.30,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3630_3590,0,na,na,0678,-0213,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3080_3640,0,na,na,0405,-0672,0.20,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3030_3440,0,na,na,0579,-0531,0.10,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS3_6161_6280,0,na,na,1122,-0202,0.30,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS3_6280_6230,0,na,na,1086,-0419,0.30,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS4_6230_6360,0,na,na,1046,-0277,0.40,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_3611_3530,0,na,na,0482,-0154,0.10,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4340_3860,0,na,na,1266,0037,0.20,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_3871_3690,0,na,na,0695,-0283,0.10,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_4280_3860,0,na,na,1366,-0594,0.30,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS4_6360_5840,0,na,na,1027,-0933,0.40,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS4_5840_5240,0,na,na,0881,-0443,0.40,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_3860_3610,0,na,na,0538,-0353,0.30,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3100_3690,0,na,na,0748,-0558,0.10,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS5_5240_5200,0,na,na,0602,-0522,0.50,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS5_5200_4380,0,na,na,0453,-0206,0.50,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS5_4380_4370,0,na,na,0364,-0287,0.50,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3180_3370,0,na,na,1000,-0306,0.20,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_6050_5190,0,na,na,1735,-0528,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3370_4020,0,na,na,0651,-0328,0.20,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PS5_4370_4150,0,na,na,0263,-0261,0.50,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4360_4160,0,na,na,0907,-0042,0.20,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_6080_5620,0,na,na,2147,-0768,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3170_3580,0,na,na,1038,-0439,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4160_3930,0,na,na,0610,-0339,0.20,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_5190_4310,0,na,na,1184,-1079,0.20,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_5520_5210,0,na,na,2622,-0293,0.10,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_3140_3680,0,na,na,1486,-0638,0.20,10.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3580_3780,0,na,na,0687,-0292,0.10,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3940_3970,0,na,na,1455,-0173,0.10,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_5820_5380,0,na,na,2001,-0914,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU0_5620_5380,0,na,na,1574,-0689,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_5700_5210,0,na,na,2304,-0611,0.20,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_3680_3890,0,na,na,0653,-0975,0.30,10.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_3850_4190,0,na,na,2066,-0397,0.10,7.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_5210_5050,0,na,na,1279,-1273,0.30,12.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_5380_5050,0,na,na,1227,-1688,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_5050_4310,0,na,na,0912,-0525,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_4310_4210,0,na,na,0692,-0537,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_4840_4760,0,na,na,2558,0006,0.85,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
