TABLE->,HT-BED-FLAGS,HT-BED-FLAGS,HT-BED-FLAGS,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,HEAT-INIT,HEAT-INIT
VARS->,BDFG,TGFG,TSTP,ELEV,ELDAT,CFSAEX,KATRAD,KCOND,KEVAP,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TW,AIRTMP
SU8_1590_1620,0,na,na,0449,-0526,0.80,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1620_1610,0,na,na,0446,-0529,0.80,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1610_1530,0,na,na,0441,-0261,0.80,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1570_1640,0,na,na,1089,-0120,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1560_1460,0,na,na,0974,-0235,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1180_1190,0,na,na,1489,-0301,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1160_1260,0,na,na,0964,-0612,0.10,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1190_1410,0,na,na,0748,-0195,0.20,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1040_1220,0,na,na,0966,-0610,0.30,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1030_1060,0,na,na,1340,-0451,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1070_1060,0,na,na,1522,-0269,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1250_1340,0,na,na,0987,-0589,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1220_1320,0,na,na,0600,-0976,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1060_1260,0,na,na,0800,-0990,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1260_1300,0,na,na,0549,-0393,0.40,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1080_1350,0,na,na,1173,-0403,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW0_1520_1600,0,na,na,0991,-0770,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1000_1110,0,na,na,1310,-0415,0.20,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_0880_0930,0,na,na,1656,-0297,0.20,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1100_1130,0,na,na,1486,-0468,0.20,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1910_1890,0,na,na,1050,-0275,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1050_0930,0,na,na,1697,-0256,0.20,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1600_1580,0,na,na,0672,-0873,0.30,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1090_1091,0,na,na,1402,-0552,0.30,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1770_1690,0,na,na,1036,-0288,0.20,10.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_0930_1110,0,na,na,1076,-0649,0.30,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1110_1150,0,na,na,0813,-0912,0.40,13.68750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1890_1830,0,na,na,0884,-0441,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1130_1390,0,na,na,0754,-0791,0.85,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1920_1750,0,na,na,1650,-0110,0.30,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1830_1690,0,na,na,0769,-0556,0.10,10.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1150_1350,0,na,na,0692,-0884,0.40,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1350_1470,0,na,na,0561,-1015,0.50,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1690_1660,0,na,na,0610,-0715,0.85,10.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1360_1430,0,na,na,1148,-0600,0.20,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1390_1330,0,na,na,0707,-0838,0.30,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1091_1380,0,na,na,0899,-0783,0.85,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1660_1580,0,na,na,0604,-0721,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1870_1800,0,na,na,1481,-0163,0.30,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1750_1540,0,na,na,1156,-0604,0.30,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1170_1270,0,na,na,1364,-0317,0.10,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1240_1270,0,na,na,1346,-0335,0.20,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1380_1490,0,na,na,0830,-0851,0.30,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1580_1440,0,na,na,0567,-0652,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1950_1940,0,na,na,1494,-0169,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1800_1650,0,na,na,1117,-0527,0.30,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_2020_1940,0,na,na,1537,-0328,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1270_1370,0,na,na,0945,-0737,0.30,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1370_1430,0,na,na,0843,-0838,0.30,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1940_1860,0,na,na,1250,-0394,0.40,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1860_1720,0,na,na,1194,-0450,0.85,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1430_1490,0,na,na,0782,-0899,0.40,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1490_1400,0,na,na,0720,-0961,0.40,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1720_1650,0,na,na,1140,-0504,0.40,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1650_1540,0,na,na,0969,-0675,0.50,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1540_1400,0,na,na,0766,-0878,0.50,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1400_1330,0,na,na,0669,-0876,0.60,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1330_1230,0,na,na,0648,-0897,0.60,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1230_1440,0,na,na,0586,-0959,0.60,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1440_1470,0,na,na,0529,-0690,0.60,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1470_1340,0,na,na,0518,-0424,0.70,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1340_1320,0,na,na,0508,-0434,0.70,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1320_1300,0,na,na,0495,-0447,0.70,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1300_1410,0,na,na,0479,-0464,0.70,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1410_1460,0,na,na,0454,-0488,0.70,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1460_1640,0,na,na,0435,-0335,0.70,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2150_2130,0,na,na,0630,-0218,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2110_2170,0,na,na,0851,-0015,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_1900_1930,0,na,na,0807,-0240,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2160_2170,0,na,na,0676,-0190,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2170_1970,0,na,na,0438,-0428,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ1_2280_2450,0,na,na,0895,-0242,0.10,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2040_1980,0,na,na,1068,-0441,0.30,11.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2580_2500,0,na,na,0961,-0149,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2500_2450,0,na,na,0608,-0529,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2570_2660,0,na,na,1099,-0378,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2450_2120,0,na,na,0563,-0574,0.30,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2250_2230,0,na,na,1091,-0418,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2530_2820,0,na,na,1483,-0080,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_1980_2060,0,na,na,0710,-0427,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2230_2060,0,na,na,0753,-0756,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2900_2740,0,na,na,1476,-0087,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2060_2010,0,na,na,0628,-0509,0.40,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2010_2210,0,na,na,0590,-0547,0.40,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2820_2740,0,na,na,1109,-0368,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2740_2660,0,na,na,0973,-0334,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2660_2360,0,na,na,0830,-0476,0.40,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2360_2340,0,na,na,0597,-0540,0.85,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2340_2210,0,na,na,0590,-0547,0.40,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2210_2320,0,na,na,0567,-0570,0.50,15.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2320_2120,0,na,na,0540,-0597,0.50,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2120_1930,0,na,na,0484,-0563,0.50,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ6_1930_1970,0,na,na,0425,-0441,0.60,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ6_1970_2130,0,na,na,0390,-0476,0.60,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2721_2720,0,na,na,0351,0036,0.10,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2750_2720,0,na,na,0380,-0229,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2410_2700,0,na,na,0331,-0127,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2390_2420,0,na,na,0408,-0050,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2300_2520,0,na,na,0446,-0012,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2190_2350,0,na,na,0446,-0012,0.10,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2200_2350,0,na,na,0522,0063,0.20,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2831_2830,0,na,na,0515,-0094,0.85,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2460_2430,0,na,na,0595,-0014,0.30,16.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2350_2470,0,na,na,0297,-0161,0.30,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2770_2730,0,na,na,0528,-0081,0.10,16.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2180_2220,0,na,na,0418,-0191,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2470_2420,0,na,na,0251,-0207,0.30,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2420_2700,0,na,na,0205,-0253,0.30,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2400_2440,0,na,na,0667,-0369,0.30,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2830_2760,0,na,na,0477,-0132,0.10,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2760_2730,0,na,na,0413,-0196,0.10,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2000_2090,0,na,na,0487,-0190,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2670_2370,0,na,na,0894,0120,0.10,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2730_2550,0,na,na,0379,-0230,0.30,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2440_2380,0,na,na,0298,-0312,0.30,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2220_2140,0,na,na,0359,-0250,0.10,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_1850_1990,0,na,na,0574,-0522,0.20,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2550_2490,0,na,na,0306,-0303,0.30,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2540_2370,0,na,na,0881,0107,0.20,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2290_2260,0,na,na,0681,-0167,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_1990_2070,0,na,na,0472,-0137,0.20,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2070_2090,0,na,na,0436,-0173,0.20,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_1960_2080,0,na,na,0578,-0210,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2370_2330,0,na,na,0446,-0143,0.40,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2330_2270,0,na,na,0324,-0265,0.40,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2090_2100,0,na,na,0407,-0203,0.40,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2100_2140,0,na,na,0369,-0240,0.40,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2260_2050,0,na,na,0382,-0465,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_1810_2030,0,na,na,0656,-0440,0.20,15.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_1670_1880,0,na,na,0804,0035,0.20,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_1790_1840,0,na,na,0572,-0265,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2140_2240,0,na,na,0343,-0093,0.40,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_1730_1700,0,na,na,0922,0152,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL4_2240_2310,0,na,na,0306,-0130,0.40,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_1710_1740,0,na,na,1092,-0233,0.30,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_1740_1840,0,na,na,0466,-0372,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_1700_1780,0,na,na,0510,-0259,0.10,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_1840_1880,0,na,na,0412,-0425,0.30,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1450_1510,0,na,na,0617,-0085,0.10,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1510_1680,0,na,na,0464,-0238,0.10,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ6_2130_2050,0,na,na,0353,-0495,0.60,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1640_1680,0,na,na,0428,-0159,0.70,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1680_1760,0,na,na,0423,-0346,0.70,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1530_1760,0,na,na,0429,-0340,0.80,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL8_1760_1780,0,na,na,0418,-0419,0.80,14.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL8_1780_1880,0,na,na,0411,-0358,0.80,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL8_1880_2030,0,na,na,0396,-0441,0.80,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL8_2030_2080,0,na,na,0380,-0468,0.80,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL8_2080_2050,0,na,na,0353,-0435,0.80,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2050_2270,0,na,na,0314,-0474,0.90,13.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2270_2380,0,na,na,0290,-0145,0.90,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2380_2310,0,na,na,0282,-0154,0.90,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2310_2430,0,na,na,0267,-0169,0.90,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2430_2490,0,na,na,0248,-0210,0.90,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2490_2520,0,na,na,0234,-0224,0.90,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2520_2700,0,na,na,0075,-0534,0.85,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2700_2720,0,na,na,0050,-0559,0.85,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL9_2720_0001,0,na,na,0025,-0433,0.85,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
DE0_3791_0001,0,na,na,0025,-0013,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
DE0_4141_0001,0,na,na,0025,-0013,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
DE0_4231_0001,0,na,na,0025,-0013,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL0_5400_0001,0,na,na,0025,-0005,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL1_5150_0001,0,na,na,0025,0016,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL1_5570_0001,0,na,na,0025,0005,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL1_6000_0001,0,na,na,0025,0015,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL2_4400_4590,0,na,na,0049,0011,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL2_4590_0001,0,na,na,0025,-0018,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL2_5110_5270,0,na,na,0031,-0007,0.20,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL2_5270_0001,0,na,na,0025,0005,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EM2_4100_0001,0,na,na,0025,-0020,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EU0_3830_0001,0,na,na,0025,-0020,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EU1_2650_0001,0,na,na,0025,-0465,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EU1_2810_0001,0,na,na,0025,-0148,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EU2_3520_0001,0,na,na,0025,-0018,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA0_7291_7290,0,na,na,0190,-0020,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA2_7290_0001,0,na,na,0025,-0185,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB0_7051_0001,0,na,na,0025,-0030,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB0_7052_0001,0,na,na,0025,-0050,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB1_8090_0001,0,na,na,0025,-0017,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB2_7800_0001,0,na,na,0025,-0029,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JB3_7053_0001,0,na,na,0025,-0050,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5141_5140,0,na,na,0233,-0252,0.85,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL2_4970_5250,0,na,na,0239,-0029,0.20,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5510_0001,0,na,na,0025,-0085,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5530_5710,0,na,na,0093,-0016,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5490_0001,0,na,na,0025,-0243,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5710_0001,0,na,na,0025,-0085,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5720_0001,0,na,na,0025,-0085,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5730_5690,0,na,na,0233,0021,0.10,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5750_0001,0,na,na,0025,-0048,0.10,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL0_5830_0001,0,na,na,0025,-0048,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_4780_0001,0,na,na,0025,-0117,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_5130_0001,0,na,na,0025,-0243,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_5690_0001,0,na,na,0025,-0187,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL1_5910_0001,0,na,na,0025,-0048,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL2_5140_5360,0,na,na,0190,-0077,0.20,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL2_5470_5360,0,na,na,0179,-0306,0.20,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL2_5300_5630,0,na,na,0107,-0003,0.20,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL3_5360_5250,0,na,na,0134,-0133,0.30,14.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL2_5630_0001,0,na,na,0025,-0085,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PL3_5250_0001,0,na,na,0025,-0243,0.85,12.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
