LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0,0.16213,0.00272,0.24076,0,1.64573,4.94883,0.0001,0.05582,0.00032,0.05324,0.09939,0.0185,0.44471,0.55754,0.13916,0.24952,0.17332,0.02241
A24009,0,0.1595,0.00483,0.24401,0,1.64127,4.98471,0,0.05587,0.00026,0.0558,0.01894,0.01476,0.52878,0.55975,0.02958,0.178,0.40997,0.02241
F24009,0,0.15952,0.0048,0.24367,0,1.64121,4.98409,0,0.05609,2e-05,0.05583,0.02201,0.01399,0.52649,0.55982,0.0298,0.17123,0.41654,0.02241
F24037,0,0.1621,0.00272,0.24629,0,1.65875,4.90444,0.00049,0.05562,0.00022,0.0548,0.17296,0.02346,0.36618,0.56008,0.24686,0.21657,0.11599,0.0224
A24033,0,0.15603,0.00448,0.23203,0,1.59895,5.14612,0,0.05442,0.0006,0.05561,0.03011,0.01128,0.52107,0.55846,0.04204,0.1607,0.38948,0.01952
F24033,0,0.15976,0.00439,0.24372,0,1.63585,4.9759,2e-05,0.05551,0.00058,0.05541,0.04923,0.0144,0.49889,0.55883,0.07186,0.17122,0.34816,0.01981
A24003,0,0.16171,0.00318,0.23945,0,1.64556,4.9518,6e-05,0.05592,0.00027,0.05352,0.05878,0.02334,0.4805,0.55457,0.09956,0.26661,0.23955,0.00185
F24003,0,0.16146,0.00319,0.23949,0,1.64452,4.95161,8e-05,0.05589,0.00031,0.05349,0.06163,0.02455,0.47634,0.55457,0.10554,0.26866,0.23595,0.00185
A24027,0,0.16093,0.00276,0.22927,0,1.63464,5.13008,1e-05,0.05588,0.00012,0.05579,0.03235,0.01912,0.51112,0.55892,0.06154,0.28813,0.20603,0.01005
F24027,0,0.15824,0.0028,0.1974,0,1.60529,5.76068,1e-05,0.055,0.00023,0.05583,0.02719,0.0158,0.51959,0.5586,0.05041,0.26142,0.20601,0.00819
A24031,0,0.15841,0.0035,0.20675,0,1.61567,5.54097,0,0.05535,0.00011,0.05615,0.02661,0.0126,0.52345,0.56003,0.04353,0.23855,0.27748,0.01458
F24031,0,0.1496,0.00353,0.21152,0,1.51077,6.25842,0,0.05295,9e-05,0.05552,0.02447,0.00851,0.52953,0.55986,0.03943,0.17039,0.27285,0.00297
A51073,0,0.16408,0.00191,0.24668,0,1.65238,4.92707,6e-05,0.0565,8e-05,0.05531,0.05136,0.04314,0.4685,0.55998,0.14569,0.42258,0.05556,0.02196
A51115,0,0.17093,0.00095,0.24806,0,1.63585,4.80709,6e-05,0.05759,3e-05,0.0559,0.01402,0.18647,0.36189,0.56039,0.12517,0.49034,0.02246,0.02196
A51119,0,0.16473,0.0024,0.24835,0,1.65716,4.95295,4e-05,0.05691,0.00014,0.05581,0.04851,0.0334,0.48104,0.56054,0.11781,0.3831,0.08944,0.02196
A51199,0,0.16628,0.00163,0.2403,0,1.63697,5.00234,1e-05,0.05774,0.00011,0.05471,0.01498,0.06207,0.486,0.55731,0.04067,0.50256,0.01018,0.02245
F51199,0,0.16628,0.00163,0.24029,0,1.63689,5.0008,1e-05,0.05774,0.00011,0.05471,0.01512,0.06231,0.48552,0.55733,0.0412,0.50157,0.01059,0.02245
A51095,0,0.17658,0.00234,0.25043,0,1.62772,4.89008,1e-05,0.06339,0.00025,0.05781,0.03088,0.0465,0.48647,0.5602,0.04581,0.4575,0.01279,0.02257
A51097,0,0.1574,0.00174,0.23713,0,1.57715,5.05826,0,0.05481,0.00016,0.05505,0.0232,0.02019,0.52052,0.55778,0.08386,0.4087,0.08777,0.01468
A51127,0,0.15787,0.0021,0.24198,0,1.51351,5.33531,1e-05,0.05508,0.00041,0.05668,0.05024,0.03275,0.4808,0.56033,0.03589,0.58091,0.00302,0.02208
A51830,0,0.16361,0.00108,0.24091,0,1.59955,4.97405,1e-05,0.05594,0.0001,0.0543,0.00941,0.12488,0.42018,0.55728,0.04395,0.57809,0.00354,0.02289
F51095,0,0.17655,0.00234,0.25047,0,1.62726,4.8896,1e-05,0.0634,0.00025,0.05783,0.03071,0.04656,0.48668,0.56017,0.04565,0.45771,0.01265,0.02258
F51830,0,0.16356,0.00108,0.24079,0,1.59849,4.97544,1e-05,0.05591,8e-05,0.05431,0.00964,0.12661,0.41843,0.55728,0.04739,0.5748,0.00361,0.0229
A51650,0,0.16366,0.00118,0.25011,0,1.64847,4.969,2e-05,0.05619,8e-05,0.05358,0.0086,0.1201,0.43011,0.55858,0.05008,0.56432,0.01304,0.02278
A51735,0,0.15944,0.00119,0.24567,0,1.59656,4.96977,0,0.05473,0.00028,0.05601,0.0065,0.10068,0.44881,0.56049,0.0145,0.60948,0.00147,0.0226
F51650,0,0.16373,0.00118,0.24964,0,1.64918,4.96971,2e-05,0.05617,9e-05,0.05358,0.00804,0.12066,0.43021,0.55859,0.04552,0.56917,0.01279,0.02278
F51735,0,0.15925,0.00119,0.2457,0,1.59465,4.9722,0,0.05474,0.00019,0.05603,0.00722,0.10052,0.44838,0.56049,0.02443,0.59939,0.00174,0.0226
A51101,0,0.16147,0.00214,0.23821,0,1.61812,5.05807,0,0.05597,0.00026,0.05534,0.03219,0.01831,0.51269,0.55783,0.11308,0.41919,0.09338,0.01444
A51033,0,0.15986,0.00201,0.2326,0,1.60499,5.07378,0,0.05539,0.00023,0.05357,0.03338,0.01896,0.51135,0.55538,0.1116,0.41809,0.07045,0.01302
F51033,0,0.15922,0.002,0.2245,0,1.58789,5.1589,1e-05,0.05514,0.00037,0.05157,0.05383,0.02322,0.48688,0.55395,0.14325,0.43635,0.01846,0.01154
