LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0,0.16214,0.00272,0.24077,0,1.64588,4.94865,0.0001,0.05583,0.00032,0.05324,0.09943,0.0185,0.44471,0.55753,0.15208,0.27684,0.18368,0.02241
A24009,0,0.15956,0.00483,0.244,0,1.64138,4.98383,0,0.05589,0.00026,0.05581,0.01894,0.01476,0.52879,0.55975,0.03064,0.18563,0.41914,0.02241
F24009,0,0.15958,0.0048,0.24367,0,1.64133,4.98322,0,0.05612,2e-05,0.05583,0.02201,0.01399,0.52651,0.55981,0.03085,0.1786,0.42595,0.02241
F24037,0,0.1621,0.00272,0.24629,0,1.65875,4.90444,0.00049,0.05562,0.00022,0.0548,0.17296,0.02346,0.36618,0.56008,0.26942,0.24109,0.12281,0.0224
A24033,0,0.15601,0.00448,0.23203,0,1.59885,5.14615,0,0.05441,0.0006,0.05561,0.03014,0.01128,0.5211,0.55846,0.0456,0.17799,0.41183,0.01952
F24033,0,0.15966,0.00439,0.24379,0,1.63555,4.97669,2e-05,0.05548,0.00058,0.05544,0.04921,0.0144,0.49891,0.55898,0.07795,0.18932,0.36817,0.01981
A24003,0,0.16171,0.00318,0.23944,0,1.64552,4.9516,6e-05,0.05592,0.00027,0.05352,0.05877,0.02334,0.48041,0.55455,0.10385,0.27977,0.2462,0.00185
F24003,0,0.16145,0.00319,0.2395,0,1.64439,4.95166,8e-05,0.05589,0.00031,0.0535,0.06163,0.02455,0.47634,0.55459,0.11002,0.2818,0.24244,0.00185
A24027,0,0.16085,0.00276,0.22923,0,1.63368,5.12928,1e-05,0.05583,0.00012,0.05578,0.03236,0.01912,0.51109,0.55888,0.06196,0.29036,0.2069,0.01005
F24027,0,0.15791,0.0028,0.19736,0,1.60364,5.75894,1e-05,0.05489,0.00023,0.05582,0.02719,0.01579,0.5196,0.5586,0.05075,0.26333,0.20687,0.00819
A24031,0,0.15841,0.0035,0.20675,0,1.6157,5.5409,0,0.05535,0.00011,0.05615,0.02662,0.0126,0.52334,0.56002,0.04387,0.2406,0.27878,0.01458
F24031,0,0.1496,0.00353,0.21152,0,1.51079,6.2585,0,0.05295,9e-05,0.05553,0.02447,0.00851,0.52956,0.55987,0.03973,0.17179,0.27418,0.00297
