LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0.2322,0.38637,0.01416,0.41145,0.04786,4.22783,7.28682,0.06685,0.01527,0.3081,0.47554,0.00175,2.20178,1.87517,4.9279,0.27109,0.78342,0.20314,0.02241
A24009,0.05948,0.50145,0.03537,0.41281,0.0147,3.59156,7.4665,0.0008,0.01675,0.23613,0.50003,0.00018,1.42802,2.33699,4.68849,0.06146,0.71036,0.75788,0.02243
F24009,0.0629,0.49915,0.05306,0.41154,0.02068,3.55954,7.45248,0.00114,0.00947,0.26972,0.49868,0.00017,1.42773,2.33796,4.6347,0.0561,0.6537,0.81709,0.02243
F24037,0.43042,0.3956,0.01436,0.42818,0.09572,5.66681,6.39732,0.18707,0.02589,0.21541,0.53329,0.00337,2.1719,1.88363,4.93145,0.30798,0.78896,0.02432,0.0224
A24033,0.08569,0.59305,0.04044,0.44352,0.01979,3.80555,8.3368,0.02472,0.00626,0.3913,0.53168,0.00033,2.24923,2.30298,4.96339,0.07315,0.6194,0.87659,0.01953
F24033,0.15006,0.67029,0.04308,0.46872,0.03473,4.2885,8.46348,0.04439,0.00963,0.36084,0.55291,0.00056,2.14437,2.19619,5.17589,0.12757,0.84152,0.68477,0.01983
A24003,0.1701,0.43325,0.01914,0.37406,0.04614,5.82076,8.00332,0.05678,0.02337,0.27644,0.49786,0.00114,1.80819,2.12788,4.80647,0.22103,0.90561,0.33263,0.00186
F24003,0.15467,0.44199,0.01827,0.37447,0.04214,5.88617,7.99214,0.05998,0.02491,0.27117,0.49743,0.0012,1.79324,2.14102,4.80667,0.2248,0.91136,0.3001,0.00186
A24027,0.13914,0.47119,0.01406,0.34343,0.03093,6.45606,10.8467,0.01157,0.0356,0.37628,0.50784,0.00069,2.16617,2.01332,4.75513,0.12799,0.91751,0.56627,0.01006
F24027,0.08301,0.446,0.01002,0.31903,0.02114,5.57413,11.0813,0.00592,0.03779,0.36375,0.50544,0.00065,2.48065,1.83912,4.64752,0.10741,0.82672,0.67636,0.0082
A24031,0.11742,0.41391,0.01227,0.30662,0.02834,4.98181,9.28264,0.00151,0.05744,0.26919,0.50572,0.00058,2.23673,1.9216,4.86366,0.08884,0.71726,0.69995,0.01459
F24031,0.09745,0.3026,0.00975,0.33492,0.02477,3.4208,10.0359,2e-05,0.27036,0.07475,0.49914,0.00054,2.09081,1.75191,5.58726,0.07681,0.48691,0.58947,0.00297
A51073,0.06786,0.39144,0.00709,0.32705,0.01346,4.7079,6.66313,0.00553,0.13321,0.21463,0.43355,0.0018,1.95993,1.5312,4.30378,0.07141,1.4424,0.00845,0.02197
A51115,0.04508,0.39868,0.00296,0.32414,0.00907,4.52962,6.92293,0.00099,0.28545,0.06665,0.43308,0.00206,2.62878,0.85614,4.23028,0.0905,1.14041,0.015,0.02197
A51119,0.12625,0.45538,0.0122,0.39393,0.031,4.53204,7.0012,0.02306,0.10141,1.15395,0.45248,0.00137,2.10634,1.80388,4.63488,0.15687,3.75998,0.0333,0.022
A51199,0.03025,0.46701,0.00536,0.30911,0.0052,5.28214,9.09653,0.00988,0.03062,0.23645,0.43535,0.00078,2.07344,1.36609,4.42113,0.02169,0.49518,0.006,0.02267
F51199,0.03178,0.46577,0.00551,0.30915,0.00538,5.27969,9.10668,0.00977,0.03026,0.24179,0.43524,0.00076,2.07592,1.36424,4.42111,0.02286,0.49495,0.00617,0.02267
A51095,0.05396,0.48342,0.00941,0.37761,0.014,5.78095,8.02462,0.06058,0.06627,0.37638,0.47233,0.00075,2.41934,1.76262,4.76758,0.04048,1.43452,0.01032,0.02263
A51097,0.12023,0.74824,0.00764,0.55516,0.01727,5.55297,12.3709,0.00084,0.53753,1.09134,0.70593,0.00126,3.56028,1.55819,8.85647,0.3024,4.04436,0.68922,0.01483
A51127,0.11717,0.36454,0.01031,0.38232,0.02756,4.68553,8.33838,0.00314,0.27566,0.58382,0.50444,0.00142,2.53783,1.57414,4.8138,0.17577,1.62601,0.06821,0.02159
A51830,0.05716,0.75787,0.004,0.38484,0.01315,8.17737,7.89404,0.0027,0.18268,0.21645,0.47992,0.00122,2.96021,0.9728,4.75808,0.02483,1.399,0.00312,0.02254
F51095,0.05161,0.48618,0.00929,0.3776,0.01355,5.78466,8.01571,0.06079,0.06731,0.37587,0.47199,0.00075,2.4174,1.76514,4.76649,0.03883,1.43553,0.01016,0.02262
F51830,0.0645,0.74723,0.00419,0.3846,0.01447,8.14504,7.90266,0.00279,0.18059,0.21866,0.47987,0.00126,2.96112,0.97148,4.75765,0.02823,1.3956,0.00318,0.02273
A51650,0.04458,0.45833,0.00416,0.37444,0.01802,5.0493,11.3414,0.00216,0.1887,0.18287,0.44776,0.00088,2.62219,1.05888,4.49124,0.02029,1.21467,0.00341,0.02278
