 seg ,TOTN,TOTP
PM0_4640_4820,    1.5265,    1.8045
PM1_4250_4500,    1.5265,    1.8045
PM2_4860_4670,    1.5265,    1.8045
PM1_4500_4580,    1.5265,    1.8045
PM1_3710_4040,    1.5265,    1.8045
PM3_4670_4660,    1.5265,    1.8045
PM1_4430_4200,    1.5265,    1.8045
PM1_3120_3400,    1.5265,    1.8045
PM3_4660_4620,    1.5265,    1.8045
PM2_2860_3040,    1.5265,    1.8045
PM1_3510_4000,    1.5265,    1.8045
PS1_4790_4830,    1.5265,    1.8045
PM1_3450_3400,    1.5265,    1.8045
PM1_4000_4290,    1.5265,    1.8045
PU0_3000_3090,    1.5265,    1.8045
PM2_3400_3340,    1.5265,    1.8045
PM3_3040_3340,    1.5265,    1.8045
PS2_6730_6660,    1.1235,    0.8828
PU0_3751_3752,    1.5265,    1.8045
PU2_3090_4050,    1.5265,    1.8045
PM4_3340_3341,    1.5265,    1.8045
PM4_3341_4040,    1.5265,    1.8045
PM4_4040_4410,    1.5265,    1.8045
PS2_5550_5560,    1.5265,    1.8045
PS1_4830_5080,    1.5265,    1.8045
PU2_4730_4220,    1.5265,    1.8045
PU2_4050_4180,    1.5265,    1.8045
PS0_6150_6160,    1.1235,    0.8828
PS2_5560_5100,    1.5265,    1.8045
PS3_5100_5080,    1.5265,    1.8045
PU2_2790_3290,    1.5265,    1.8045
PU2_4220_3900,    1.5265,    1.8045
PU0_3601_3602,    1.5265,    1.8045
PS2_6660_6490,    1.1235,    0.8828
PS4_5080_4380,    1.5265,    1.8045
PS3_6460_6230,    1.1235,    0.8828
PU3_2510_3290,    1.5265,    1.8045
PU2_3900_3750,    1.5265,    1.8045
PS3_5990_6161,    1.1235,    0.8828
PS2_6490_6420,    1.1235,    0.8828
PU2_3770_3600,    1.5265,    1.8045
PU2_2840_3080,    1.5265,    1.8045
PU3_3290_3390,    1.5265,    1.8045
PS0_6160_6161,    1.1235,    0.8828
PS2_6420_6360,    1.1235,    0.8828
PU3_3390_3730,    1.5265,    1.8045
PU2_3630_3590,    1.5265,    1.8045
PU2_3080_3640,    1.5265,    1.8045
PU1_3030_3440,    1.5265,    1.8045
PS3_6161_6280,    1.1235,    0.8828
PS3_6280_6230,    1.1235,    0.8828
PS4_6230_6360,    1.1235,    0.8828
PU0_3611_3530,    1.5265,    1.8045
PU2_4340_3860,    1.5265,    1.8045
PU0_3871_3690,    1.5265,    1.8045
PU3_4280_3860,    1.5265,    1.8045
PS4_6360_5840,    1.1235,    0.8828
PS4_5840_5240,    1.1235,    0.8828
PU3_3860_3610,    1.5265,    1.8045
PU1_3100_3690,    1.5265,    1.8045
PS5_5240_5200,    1.1235,    0.8828
PS5_5200_4380,    1.5265,    1.8045
PS5_4380_4370,    1.5265,    1.8045
PU2_3180_3370,    1.3432,    1.2017
PU2_6050_5190,    1.3432,    1.2017
PU2_3370_4020,    1.3432,    1.2017
PS5_4370_4150,    1.5265,    1.8045
PU2_4360_4160,    1.3432,    1.2017
PU0_6080_5620,    1.3432,    1.2017
PU1_3170_3580,    1.3432,    1.2017
PU2_4160_3930,    1.3432,    1.2017
PU2_5190_4310,    1.3432,    1.2017
PU1_5520_5210,    1.3432,    1.2017
PU2_3140_3680,    1.3432,    1.2017
PU1_3580_3780,    1.3432,    1.2017
PU1_3940_3970,    1.3432,    1.2017
PU1_5820_5380,    1.3432,    1.2017
PU0_5620_5380,    1.3432,    1.2017
PU2_5700_5210,    1.3432,    1.2017
PU3_3680_3890,    1.3432,    1.2017
PU1_3850_4190,    1.3432,    1.2017
PU3_5210_5050,    1.3432,    1.2017
PU1_5380_5050,    1.3432,    1.2017
PU4_5050_4310,    1.3432,    1.2017
PU4_4310_4210,    1.3432,    1.2017
PU1_4840_4760,    1.3432,    1.2017
PU1_4190_4300,    1.3432,    1.2017
PU4_4210_4170,    1.3432,    1.2017
PU2_4720_4750,    1.3432,    1.2017
PU1_4760_4450,    1.3432,    1.2017
PU1_4300_4440,    1.3432,    1.2017
PU2_4750_4450,    1.3432,    1.2017
PU3_4450_4440,    1.3432,    1.2017
PU4_4440_3970,    1.3432,    1.2017
PU4_3970_3890,    1.3432,    1.2017
PU4_3890_3990,    1.3432,    1.2017
PU4_3990_3780,    1.3432,    1.2017
PU4_3780_3930,    1.3432,    1.2017
PU5_3930_4170,    1.3432,    1.2017
PU5_4170_4020,    1.3432,    1.2017
PU6_4020_3870,    1.3432,    1.2017
PU6_3870_3690,    1.5265,    1.8045
PU6_3690_3610,    1.5265,    1.8045
PU6_3610_3530,    1.5265,    1.8045
PU6_3530_3440,    1.5265,    1.8045
PU6_3440_3590,    1.5265,    1.8045
PU6_3590_3640,    1.5265,    1.8045
PU6_3640_3600,    1.5265,    1.8045
PU6_3600_3602,    1.5265,    1.8045
PU6_3602_3730,    1.5265,    1.8045
PU6_3730_3750,    1.5265,    1.8045
PU6_3750_3752,    1.5265,    1.8045
PU6_3752_4080,    1.5265,    1.8045
PU6_4080_4180,    1.5265,    1.8045
PU6_4180_4150,    1.5265,    1.8045
PM7_4150_4290,    1.5265,    1.8045
PM7_4290_4200,    1.5265,    1.8045
PM7_4200_4410,    1.5265,    1.8045
PM7_4410_4620,    1.5265,    1.8045
PM7_4620_4580,    1.5265,    1.8045
PM7_4580_4820,    1.5265,    1.8045
PM7_4820_0001,    1.5265,    1.8045
