 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.9697
PL0_4510_0001,    1.0020,    1.8676
JB3_6820_7053,    0.7121,    0.6482
EM2_3980_0001,    0.8020,    0.7055
EL1_5430_0001,    0.6359,    2.1703
EL0_4560_4562,    0.8187,    0.7677
EL0_4561_4562,    0.8187,    0.7677
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.4254,    0.8639
WU2_3020_3320,    1.4254,    0.8639
WM0_3881_3880,    0.9237,    1.0272
WM1_3882_3880,    0.9237,    1.0272
WM3_3880_4060,    0.9237,    1.0272
WM1_3660_3910,    0.9068,    0.7161
PL1_5370_5470, -999.0000,    0.5873
PL1_5230_0001,    0.7119,    1.4591
PL1_4540_0001, -999.0000,    1.1201
PL1_4460_4780,    0.8411,    1.1713
PL0_5540_5490, -999.0000,    0.8400
PL0_5070_0001,    0.4960,    1.6640
PL0_5010_5130,    0.9098,    0.9680
XL1_4690_0001,    0.5230,    2.9327
XL0_5320_0001,    0.4054,    1.2134
