 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.9546
PL0_4510_0001,    0.9028,    1.8964
JB3_6820_7053,    0.7123,    0.6115
EM2_3980_0001,    0.7041,    0.4752
EL1_5430_0001,    0.7388,    0.6908
EL0_4560_4562,    0.9133,    0.5519
EL0_4561_4562,    0.9133,    0.5519
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.6518,    0.7802
WU2_3020_3320,    1.6518,    0.7802
WM0_3881_3880,    1.0085,    0.8919
WM1_3882_3880,    1.0085,    0.8919
WM3_3880_4060,    1.0085,    0.8919
WM1_3660_3910,    0.9850,    0.7213
PL1_5370_5470, -999.0000,    0.9669
PL1_5230_0001,    0.7278,    1.3170
PL1_4540_0001, -999.0000,    1.2157
PL1_4460_4780,    0.9377,    1.1622
PL0_5540_5490, -999.0000,    0.9530
PL0_5070_0001,    0.5460,    1.4871
PL0_5010_5130,    0.9419,    0.9829
XL1_4690_0001,    0.5109,    2.6653
XL0_5320_0001,    0.2891,    0.9448
 seg ,TOTN,TOTP
GY0_3800_3801,    0.9586,    2.6653
GY0_4240_3951,    0.5632,    0.9085
GY0_4530_4532,    0.8010,    1.7006
GY0_4531_4532,    1.3025,    1.2985
GY0_4532_3951,    1.3025,    1.2985
GY0_3951_3952,    1.3025,    1.2985
 seg ,TOTN,TOTP
JA1_7600_7570,    0.7139,    1.0495
JA2_7410_7470,    0.7139,    1.0495
JA2_7570_7480,    0.7139,    1.0495
JA1_7640_7280,    0.7139,    1.0495
JA2_7550_7280,    0.7139,    1.0495
JA4_7280_7340,    0.7139,    1.0495
JA4_7340_7470,    0.7139,    1.0495
JA4_7470_7480,    0.7139,    1.0495
JA5_7480_0001,    0.7139,    1.0495
 seg ,TOTN,TOTP
JL3_7020_7100,    0.8692,    2.8819
JL2_6240_6520,    0.8692,    2.8819
JL2_7110_7120,    0.8692,    2.8819
JL1_6560_6440,    0.8692,    2.8819
JL1_6760_6910,    0.8692,    2.8819
JL2_7120_6970,    0.8692,    2.8819
JL2_6440_6441,    0.8692,    2.8819
JL2_6441_6520,    0.8692,    2.8819
JL1_6770_6850,    0.8692,    2.8819
JL1_6910_6960,    0.8692,    2.8819
JL1_7080_7190,    0.8692,    2.8819
JL4_6520_6710,    0.8692,    2.8819
