 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.9919
PL0_4510_0001,    1.0430,    1.0808
JB3_6820_7053,    0.6605,    0.9470
EM2_3980_0001,    0.8301,    0.8050
EL1_5430_0001,    1.0011,    1.0065
EL0_4560_4562,    0.9993,    0.9985
EL0_4561_4562,    0.9993,    0.9985
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    0.9763,    0.9247
WU2_3020_3320,    0.9763,    0.9247
WM0_3881_3880,    0.9788,    0.9275
WM1_3882_3880,    0.9788,    0.9275
WM3_3880_4060,    0.9788,    0.9275
WM1_3660_3910,    0.9274,    0.9905
PL1_5370_5470, -999.0000,    0.9839
PL1_5230_0001,    1.0328,    1.0029
PL1_4540_0001, -999.0000,    1.1043
PL1_4460_4780,    0.9837,    0.9921
PL0_5540_5490, -999.0000,    0.9902
PL0_5070_0001,    0.8471,    1.0108
PL0_5010_5130,    0.9825,    0.9824
XL1_4690_0001,    0.8547,    1.6139
XL0_5320_0001,    0.4790,    1.0017
