 seg ,TOTN,TOTP
DE0_3791_0001, -999.0000, -999.0000
DE0_4141_0001, -999.0000, -999.0000
DE0_4231_0001, -999.0000, -999.0000
EL0_5400_0001, -999.0000, -999.0000
EL1_5150_0001, -999.0000, -999.0000
EL1_5570_0001, -999.0000, -999.0000
EL1_6000_0001, -999.0000, -999.0000
EL2_4400_4590, -999.0000, -999.0000
EL2_4590_0001, -999.0000, -999.0000
EL2_5110_5270, -999.0000, -999.0000
EL2_5270_0001, -999.0000, -999.0000
EM2_4100_0001, -999.0000, -999.0000
EU0_3830_0001, -999.0000, -999.0000
EU1_2650_0001, -999.0000, -999.0000
EU1_2810_0001, -999.0000, -999.0000
EU2_3520_0001, -999.0000, -999.0000
JA0_7291_7290, -999.0000, -999.0000
JA2_7290_0001, -999.0000, -999.0000
JB0_7051_0001, -999.0000, -999.0000
JB0_7052_0001, -999.0000, -999.0000
JB1_8090_0001, -999.0000, -999.0000
JB2_7800_0001, -999.0000, -999.0000
JB3_7053_0001, -999.0000, -999.0000
PL0_5141_5140, -999.0000, -999.0000
PL2_4970_5250, -999.0000, -999.0000
PL0_5510_0001, -999.0000, -999.0000
PL0_5530_5710, -999.0000, -999.0000
PL0_5490_0001, -999.0000, -999.0000
PL0_5710_0001, -999.0000, -999.0000
PL0_5720_0001, -999.0000, -999.0000
PL0_5730_5690, -999.0000, -999.0000
PL0_5750_0001, -999.0000, -999.0000
PL0_5830_0001, -999.0000, -999.0000
PL1_4780_0001, -999.0000, -999.0000
PL1_5130_0001, -999.0000, -999.0000
PL1_5690_0001, -999.0000, -999.0000
PL1_5910_0001, -999.0000, -999.0000
PL2_5140_5360, -999.0000, -999.0000
PL2_5470_5360, -999.0000, -999.0000
PL2_5300_5630, -999.0000, -999.0000
PL3_5360_5250, -999.0000, -999.0000
PL2_5630_0001, -999.0000, -999.0000
PL3_5250_0001, -999.0000, -999.0000
RL0_6540_0001, -999.0000, -999.0000
RL1_6180_0001, -999.0000, -999.0000
SL2_2480_0001, -999.0000, -999.0000
SL2_2910_3060, -999.0000, -999.0000
SL2_3060_0001, -999.0000, -999.0000
WM0_3650_0001, -999.0000, -999.0000
WM0_3740_0001, -999.0000, -999.0000
WM1_3910_0001, -999.0000, -999.0000
WM3_4060_0001, -999.0000, -999.0000
WU0_3250_0001, -999.0000, -999.0000
WU0_3670_0001, -999.0000, -999.0000
WU1_3240_3331, -999.0000, -999.0000
WU1_3331_3330, -999.0000, -999.0000
WU1_3330_0001, -999.0000, -999.0000
WU1_3350_3490, -999.0000, -999.0000
WU1_3482_0001, -999.0000, -999.0000
WU1_3490_3480, -999.0000, -999.0000
WU2_3320_3480, -999.0000, -999.0000
WU3_3480_3481, -999.0000, -999.0000
WU3_3481_0001, -999.0000, -999.0000
YL2_6580_0001, -999.0000, -999.0000
YP0_6860_6840, -999.0000, -999.0000
YP0_6840_0001, -999.0000, -999.0000
PL0_5000_0001, -999.0000,    0.8728
PL0_4510_0001,    1.5387,    2.0317
JB3_6820_7053,    0.4816,    0.4801
EM2_3980_0001,    0.9311,    0.6498
EL1_5430_0001,    0.8240,    1.8119
EL0_4560_4562,    0.7342,    0.6910
EL0_4561_4562,    0.7342,    0.6910
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    2.0822,    0.9078
WU2_3020_3320,    2.0822,    0.9078
WM0_3881_3880,    1.0878,    0.9559
WM1_3882_3880,    1.0878,    0.9559
WM3_3880_4060,    1.0878,    0.9559
WM1_3660_3910,    0.9555,    0.6082
PL1_5370_5470, -999.0000,    0.4331
