 seg ,TOTN,TOTP
JL3_7020_7100,    0.8391,    2.9802
JL2_6240_6520,    0.8391,    2.9802
JL2_7110_7120,    0.8391,    2.9802
JL1_6560_6440,    0.8391,    2.9802
JL1_6760_6910,    0.8391,    2.9802
JL2_7120_6970,    0.8391,    2.9802
JL2_6440_6441,    0.8391,    2.9802
JL2_6441_6520,    0.8391,    2.9802
JL1_6770_6850,    0.8391,    2.9802
JL1_6910_6960,    0.8391,    2.9802
JL1_7080_7190,    0.8391,    2.9802
JL4_6520_6710,    0.8391,    2.9802
JL2_6850_6890,    0.8391,    2.9802
JL1_7530_7430,    0.8391,    2.9802
JL4_6710_6740,    0.8391,    2.9802
JL2_7240_7350,    0.8391,    2.9802
JL1_6940_7200,    0.8391,    2.9802
JU2_7180_7380,    0.8391,    2.9802
JL1_7190_7250,    0.8391,    2.9802
JL2_7350_7090,    0.8391,    2.9802
JL1_7200_7250,    0.8391,    2.9802
JU1_7750_7560,    0.8391,    2.9802
JU1_6880_7260,    0.8391,    2.9802
JL2_7250_7090,    0.8391,    2.9802
JL3_7090_7150,    0.8391,    2.9802
JU2_6410_6640,    0.8391,    2.9802
JU1_7630_7490,    0.8391,    2.9802
JU3_6640_6790,    0.8391,    2.9802
JU3_6790_7260,    0.8391,    2.9802
JU1_7560_7500,    0.8391,    2.9802
JU1_6300_6650,    0.8391,    2.9802
JU4_7260_7380,    0.8391,    2.9802
JU1_7690_7490,    0.8391,    2.9802
JU2_7450_7360,    0.8391,    2.9802
JU1_6340_6650,    0.8391,    2.9802
JU4_7380_7160,    0.8391,    2.9802
JU3_7490_7400,    0.8391,    2.9802
JU3_7400_7510,    0.8391,    2.9802
JU3_6650_7300,    0.8391,    2.9802
JU2_7140_7330,    0.8391,    2.9802
JU2_7360_7000,    0.8391,    2.9802
JU1_6290_6590,    0.8391,    2.9802
JU3_6380_6900,    0.8391,    2.9802
JU1_6590_6600,    0.8391,    2.9802
JU2_6600_6810,    0.8391,    2.9802
JU2_6810_6900,    0.8391,    2.9802
JU3_6900_6950,    0.8391,    2.9802
JU3_6950_7330,    0.8391,    2.9802
JU4_7330_7000,    0.8391,    2.9802
JU4_7000_7300,    0.8391,    2.9802
JU5_7300_7510,    0.8391,    2.9802
JU5_7510_7500,    0.8391,    2.9802
JU5_7500_7420,    0.8391,    2.9802
JU5_7420_7160,    0.8391,    2.9802
JL6_7160_7440,    0.8391,    2.9802
JL6_7440_7430,    0.8391,    2.9802
JL6_7430_7320,    0.8391,    2.9802
JL6_7320_7150,    0.8391,    2.9802
JL6_7150_6890,    0.8391,    2.9802
JL6_6890_6990,    0.8391,    2.9802
JL6_6990_6960,    0.8391,    2.9802
JL6_6960_6970,    0.8391,    2.9802
JL6_6970_6740,    0.8391,    2.9802
JL6_6740_7100,    0.8391,    2.9802
JL7_7100_7030,    0.8391,    2.9802
