 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,RU5_6030_0001, 0.8964E+00, 0.7813E+07, 0.2707E+06, 0.3398E+06, 0.2574E+05,
TOTP,RU5_6030_0001, 0.9374E+00, 0.8875E+06, 0.4300E+05, 0.0000E+00, 0.1321E+04,
