 seg ,TOTN,TOTP
JA1_7600_7570,    0.7471,    1.0403
JA2_7410_7470,    0.7471,    1.0403
JA2_7570_7480,    0.7471,    1.0403
JA1_7640_7280,    0.7471,    1.0403
JA2_7550_7280,    0.7471,    1.0403
JA4_7280_7340,    0.7471,    1.0403
JA4_7340_7470,    0.7471,    1.0403
JA4_7470_7480,    0.7471,    1.0403
JA5_7480_0001,    0.7471,    1.0403
