 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,PS5_5240_5200, 0.9674E+00, 0.1430E+08, 0.1593E+07, 0.4578E+06, 0.3253E+05,
TOTN,PU2_3090_4050, 0.9811E+00, 0.3815E+07, 0.4528E+06, 0.1751E+06, 0.2752E+04,
TOTN,PU3_3290_3390, 0.8407E+00, 0.7232E+07, 0.4436E+06, 0.2198E+06, 0.8848E+04,
TOTN,PM2_2860_3040, 0.1207E+01, 0.2423E+07, 0.1157E+06, 0.7517E+05, 0.2061E+04,
TOTN,PL0_4510_0001, 0.1039E+01, 0.4588E+06, 0.0000E+00, 0.1892E+05, 0.1104E+03,
TOTN,PU6_4020_3870, 0.8699E+00, 0.1782E+08, 0.2856E+07, 0.2982E+06, 0.7051E+05,
TOTN,PS3_5100_5080, 0.9559E+00, 0.6537E+07, 0.4961E+06, 0.1718E+06, 0.9253E+04,
TOTP,PS5_5240_5200, 0.9869E+00, 0.7510E+06, 0.3285E+06, 0.0000E+00, 0.1366E+04,
TOTP,PU2_3090_4050, 0.1085E+01, 0.7382E+05, 0.9005E+05, 0.0000E+00, 0.1170E+03,
TOTP,PU3_3290_3390, 0.8680E+00, 0.3454E+06, 0.9633E+05, 0.0000E+00, 0.3706E+03,
TOTP,PM2_2860_3040, 0.1097E+01, 0.1007E+06, 0.1600E+05, 0.0000E+00, 0.8239E+02,
TOTP,PL0_4510_0001, 0.9396E+00, 0.4583E+05, 0.0000E+00, 0.0000E+00, 0.4167E+01,
TOTP,PU6_4020_3870, 0.9814E+00, 0.7654E+06, 0.4518E+06, 0.0000E+00, 0.3422E+04,
TOTP,PS3_5100_5080, 0.1011E+01, 0.3283E+06, 0.9400E+05, 0.0000E+00, 0.4015E+03,
