 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,SU7_0850_0730, 0.1018E+01, 0.3238E+08, 0.5297E+07, 0.1470E+07, 0.3504E+06,
TOTN,SU8_1610_1530, 0.9969E+00, 0.1742E+08, 0.3586E+07, 0.9483E+06, 0.2979E+06, 0.2776E+08, 0.1018E+01,
TOTP,SU7_0850_0730, 0.9965E+00, 0.1945E+07, 0.7091E+06, 0.0000E+00, 0.1711E+05,
TOTP,SU8_1610_1530, 0.9837E+00, 0.1063E+07, 0.6709E+06, 0.0000E+00, 0.1424E+05, 0.1995E+07, 0.9965E+00,
