 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.9808
PL0_4510_0001,    1.1332,    1.1927
JB3_6820_7053,    0.6539,    0.8761
EM2_3980_0001,    0.9119,    1.0037
EL1_5430_0001,    0.9302,    0.9563
EL0_4560_4562,    0.7901,    0.9551
EL0_4561_4562,    0.7901,    0.9551
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.0675,    1.0358
WU2_3020_3320,    1.0675,    1.0358
WM0_3881_3880,    0.9415,    1.0060
WM1_3882_3880,    0.9415,    1.0060
WM3_3880_4060,    0.9415,    1.0060
WM1_3660_3910,    0.8776,    0.9531
PL1_5370_5470, -999.0000,    0.9027
PL1_5230_0001,    1.1071,    0.9993
PL1_4540_0001, -999.0000,    1.0591
PL1_4460_4780,    0.9344,    0.9683
PL0_5540_5490, -999.0000,    0.9929
PL0_5070_0001,    0.8867,    0.9891
PL0_5010_5130,    0.9109,    0.9826
XL1_4690_0001,    0.9068,    1.6880
XL0_5320_0001,    0.6629,    1.0203
