 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,PS5_5240_5200, 0.1116E+01, 0.1142E+08, 0.1593E+07, 0.4578E+06, 0.3253E+05,
TOTN,PU2_3090_4050, 0.7420E+00, 0.2406E+07, 0.4528E+06, 0.1751E+06, 0.2752E+04,
TOTN,PU3_3290_3390, 0.8405E+00, 0.4991E+07, 0.4436E+06, 0.2198E+06, 0.8848E+04,
TOTN,PM2_2860_3040, 0.7355E+00, 0.1784E+07, 0.1157E+06, 0.7517E+05, 0.2061E+04,
TOTN,PL0_4510_0001, 0.9573E+00, 0.3583E+06, 0.0000E+00, 0.1892E+05, 0.1104E+03,
TOTN,PU6_4020_3870, 0.6755E+00, 0.1108E+08, 0.2856E+07, 0.2982E+06, 0.7051E+05,
TOTN,PS3_5100_5080, 0.1012E+01, 0.5542E+07, 0.4961E+06, 0.1718E+06, 0.9253E+04,
TOTP,PS5_5240_5200, 0.1299E+01, 0.8504E+06, 0.3285E+06, 0.0000E+00, 0.1366E+04,
TOTP,PU2_3090_4050, 0.1785E+01, 0.1479E+06, 0.9005E+05, 0.0000E+00, 0.1170E+03,
TOTP,PU3_3290_3390, 0.1113E+01, 0.3013E+06, 0.9633E+05, 0.0000E+00, 0.3706E+03,
TOTP,PM2_2860_3040, 0.1275E+01, 0.1191E+06, 0.1600E+05, 0.0000E+00, 0.8239E+02,
TOTP,PL0_4510_0001, 0.5105E+00, 0.2366E+05, 0.0000E+00, 0.0000E+00, 0.4167E+01,
TOTP,PU6_4020_3870, 0.9618E+00, 0.6405E+06, 0.4518E+06, 0.0000E+00, 0.3422E+04,
TOTP,PS3_5100_5080, 0.1551E+01, 0.4390E+06, 0.9400E+05, 0.0000E+00, 0.4015E+03,
