
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-86.3	-66.7	-58.1	-16.7	-72.3	-27.7	-17.2	-57.1	-30.5 )
set NO23      = (	-17.1	-14.3	-13.7	36.9	-17.6	47.9	254.6	23.4	168.8 )
set ORGN      = (	112.5	54.8	116.3	22.6	186.6	1418.7	32.8	104.1	-4.1 )
set TOTN      = (	14.8	8.0	70.0	28.0	114.8	919.4	84.8	41.4	102.3 )
set PO4X      = (	1.2	-49.3	-32.4	45.7	55.1	51.9	20.9	-3.8	15.4 )
set PIPX      = (	86.1	3.8	-40.2	-26.4	655.6	382.9	1138.7	-15.2	115.6 )
set ORGP      = (	912.5	659.9	1156.6	482.5	1839.2	13438.3	277.2	1033.1	75.1 )
set TOTP      = (	571.8	293.1	339.9	171.8	1373.8	8073.9	243.0	423.0	63.9 )
set TSED      = (	9.6	-37.3	-44.1	-48.9	347.3	127.5	68.1	27.5	49.2 )
set TSSX      = (	12.8	-35.1	-25.5	-32.1	426.5	194.3	151.8	30.4	50.5 )
