
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-71.9	-37.7	-46.4	3.9	-67.3	173.6	-2.4	-24.4	73.7 )
set NO23      = (	-34.1	-35.4	6.9	27.4	49.6	111.8	284.8	-3.0	91.8 )
set ORGN      = (	-19.3	-50.5	-48.9	-58.3	-53.2	-64.6	-57.5	-25.2	17.5 )
set TOTN      = (	-31.5	-40.4	-31.7	-18.1	-26.3	1.9	28.7	-10.9	66.0 )
set PO4X      = (	-17.8	-60.5	-46.1	24.6	-8.0	-13.3	18.2	12.1	26.4 )
set PIPX      = (	78.9	1.5	-45.4	-25.7	490.4	566.1	1467.9	-30.3	287.4 )
set ORGP      = (	-36.3	-62.7	-50.2	-72.6	-52.0	-74.1	-78.9	-65.7	-75.2 )
set TOTP      = (	-4.7	-39.3	-47.1	-37.5	18.1	66.5	-27.7	-36.6	12.7 )
set TSED      = (	92.3	3.7	-5.4	-17.1	792.5	1032.4	231.5	56.5	263.6 )
set TSSX      = (	93.1	5.0	23.9	9.5	932.9	1351.9	388.3	58.7	265.2 )

ITER 2
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-45.4	-32.4	-64.6	45.2	-6.8	-16.8	120.7	-1.1	106.6 )
set NO23      = (	-38.3	-37.0	-1.5	26.2	-3.2	43.2	237.5	-6.0	88.1 )
set ORGN      = (	65.3	-20.8	-33.0	-41.2	-28.6	-65.0	-48.6	41.7	-59.1 )
set TOTN      = (	-10.9	-31.3	-24.5	-8.2	-20.5	-28.5	28.8	8.7	38.8 )
set PO4X      = (	9.9	-22.0	-17.6	6.9	20.3	85.0	30.4	22.9	23.2 )
set PIPX      = (	-21.9	-23.4	-66.0	-21.7	25.8	6.4	984.5	-39.0	283.7 )
set ORGP      = (	-3.4	-49.8	-31.9	-61.8	-22.8	-65.9	-71.6	-40.0	-85.8 )
set TOTP      = (	-6.4	-34.9	-44.7	-33.0	-9.4	-19.4	-29.3	-27.3	5.4 )
set TSED      = (	-40.2	-23.4	-44.3	-15.2	-26.2	-55.1	95.0	32.1	196.0 )
set TSSX      = (	-37.7	-21.9	-26.2	12.0	-0.9	-39.7	190.7	34.3	197.6 )

ITER 3
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-45.0	-24.6	-61.2	56.4	-14.7	12.1	171.9	6.0	113.1 )
set NO23      = (	-36.2	-34.0	2.4	23.2	14.1	51.4	112.5	-4.2	64.2 )
set ORGN      = (	61.1	-23.9	-40.2	-40.5	-24.1	-53.1	-46.0	46.4	-69.5 )
set TOTN      = (	-10.5	-30.2	-27.9	-8.7	-13.4	-17.1	2.2	11.7	20.7 )
set PO4X      = (	14.4	6.2	5.8	6.0	46.0	35.7	44.7	30.5	17.3 )
set PIPX      = (	-3.0	-29.1	-69.7	-18.5	63.0	11.8	905.2	-32.4	289.5 )
set ORGP      = (	-10.7	-55.1	-40.7	-61.7	-24.0	-62.9	-72.0	-40.8	-87.3 )
set TOTP      = (	-5.3	-34.0	-44.2	-31.4	-1.3	-27.0	-28.3	-23.5	3.7 )
set TSED      = (	-30.0	-28.4	-43.2	-9.6	-4.9	-53.3	65.9	45.2	170.1 )
set TSSX      = (	-27.8	-27.3	-25.2	19.2	21.5	-38.2	147.3	47.2	171.5 )

ITER 4
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-39.3	-17.1	-48.7	54.6	-2.7	24.5	124.9	6.5	93.6 )
set NO23      = (	-33.3	-30.9	16.1	25.3	26.1	50.3	118.4	-3.7	65.5 )
set ORGN      = (	56.1	-28.3	-42.9	-39.9	-25.7	-31.2	-35.4	48.6	-69.5 )
set TOTN      = (	-9.6	-29.6	-25.0	-7.6	-10.4	-2.9	9.2	12.7	20.7 )
set PO4X      = (	26.4	6.5	19.3	5.5	58.3	34.6	34.3	27.8	7.1 )
set PIPX      = (	4.5	-22.7	-69.0	-15.3	103.5	26.9	859.1	-29.4	304.7 )
set ORGP      = (	-19.7	-61.1	-43.7	-61.7	-30.2	-48.1	-67.2	-40.8	-87.3 )
set TOTP      = (	-7.2	-34.4	-41.8	-29.7	1.3	-15.4	-27.6	-22.9	3.1 )
set TSED      = (	-30.7	-28.1	-35.1	-5.2	0.9	-46.4	42.8	37.6	164.2 )
set TSSX      = (	-29.2	-27.3	-15.1	24.9	25.7	-29.4	113.9	39.4	165.7 )

ITER 5
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
