
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-86.3	-66.7	-58.1	-16.7	-72.3	-27.7	-17.2	-57.1	-30.5 )
set NO23      = (	-17.1	-14.3	-13.7	36.9	-17.6	47.9	254.6	23.4	168.8 )
set ORGN      = (	37.5	-0.9	23.8	-20.0	51.9	340.0	8.4	17.4	-14.2 )
set TOTN      = (	-5.2	-10.9	9.3	5.6	25.1	230.9	67.6	15.9	98.9 )
set PO4X      = (	1.2	-49.3	-32.4	45.7	55.1	51.9	20.9	-3.8	15.4 )
set PIPX      = (	86.1	3.8	-40.2	-26.4	655.6	382.9	1138.7	-15.2	115.6 )
set ORGP      = (	109.2	50.1	125.3	13.8	199.3	1323.3	-10.7	86.6	-42.9 )
set TOTP      = (	87.6	15.1	13.8	-3.5	224.8	873.7	19.2	29.5	-0.3 )
set TSED      = (	9.6	-37.3	-44.1	-48.9	347.3	127.5	68.1	27.5	49.2 )
set TSSX      = (	12.8	-35.1	-25.5	-32.1	426.5	194.3	151.8	30.4	50.5 )

ITER 2
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-23.0	-35.1	-73.5	35.4	-71.2	-19.9	100.6	-22.2	19.7 )
set NO23      = (	-18.1	-13.2	-13.8	35.0	-7.8	37.0	222.5	23.4	163.0 )
set ORGN      = (	-25.8	-30.4	-24.4	-21.4	-39.4	-62.7	-43.2	-6.1	-49.5 )
set TOTN      = (	-20.1	-19.4	-23.0	5.8	-32.9	-29.2	28.0	11.5	85.1 )
set PO4X      = (	13.8	-13.0	-15.2	8.6	-5.9	50.8	23.1	27.2	10.3 )
set PIPX      = (	6.2	-23.0	-59.4	-6.4	45.1	1.3	728.6	-11.4	106.9 )
set ORGP      = (	10.8	-7.7	15.1	46.4	-19.6	-59.0	-52.7	40.3	-63.2 )
set TOTP      = (	9.9	-13.9	-26.3	15.8	-9.7	-23.6	-21.4	17.7	-14.3 )
set TSED      = (	-46.3	-48.3	-58.4	-36.4	-44.3	-62.2	15.9	34.9	24.8 )
set TSSX      = (	-43.5	-46.3	-44.1	-15.8	-21.4	-49.2	75.5	37.3	26.0 )

ITER 3
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-20.2	-14.8	19.2	64.3	-13.4	-1.2	143.1	-11.4	32.4 )
set NO23      = (	-16.6	-11.0	-5.8	-48.2	-5.3	38.0	32.8	22.2	81.9 )
set ORGN      = (	22.4	-22.8	71.3	-4.5	-31.0	-36.6	-45.5	-3.1	-55.3 )
set TOTN      = (	-6.2	-14.9	45.6	-21.2	-23.1	-11.3	-18.2	12.5	33.3 )
set PO4X      = (	17.2	12.4	-0.2	3.8	22.9	40.5	43.1	40.8	6.6 )
set PIPX      = (	197.8	4.5	72.8	34.4	96.4	10.2	633.4	1.3	95.1 )
set ORGP      = (	153.6	24.1	403.1	186.4	-12.4	-36.1	-58.3	70.3	-68.3 )
set TOTP      = (	144.9	15.3	161.1	89.6	6.4	-10.4	-23.5	37.8	-20.0 )
set TSED      = (	51.3	-21.5	118.5	0.2	-20.0	-57.1	-1.9	49.4	5.7 )
set TSSX      = (	52.8	-20.0	183.4	32.2	4.4	-43.1	48.0	51.7	6.8 )

ITER 4
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-35.8	-7.5	-30.0	-23.3	-23.3	17.0	66.2	-7.8	26.8 )
set NO23      = (	-13.9	-6.0	3.1	-11.0	8.3	39.9	105.8	16.0	21.9 )
set ORGN      = (	-25.0	-34.6	6.6	-12.5	-28.1	-9.7	-21.7	-6.8	-55.6 )
set TOTN      = (	-17.6	-15.6	4.1	-11.9	-18.0	7.2	13.3	7.8	-4.2 )
set PO4X      = (	16.4	22.9	14.0	-0.8	24.1	48.6	26.9	43.2	3.6 )
set PIPX      = (	64.8	1.9	-4.5	19.7	145.0	116.5	550.4	2.4	82.6 )
set ORGP      = (	22.3	-4.7	165.3	111.3	-9.8	2.2	-44.3	73.5	-69.6 )
set TOTP      = (	32.0	3.2	53.1	53.2	14.1	35.2	-17.6	40.0	-23.6 )
set TSED      = (	-22.8	-27.6	23.2	-9.6	-5.5	0.9	-20.3	48.3	-9.0 )
set TSSX      = (	-21.1	-26.6	60.3	19.2	19.4	31.2	22.0	50.4	-8.0 )

ITER 5
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-35.3	5.1	-36.0	-4.3	-7.4	17.1	72.4	-8.3	6.5 )
set NO23      = (	-11.2	-5.9	10.2	6.9	32.1	39.3	104.9	12.5	42.1 )
set ORGN      = (	-18.2	-38.3	-14.7	-19.4	-29.9	-12.7	-18.3	-10.8	-46.1 )
set TOTN      = (	-13.9	-16.4	-7.9	-6.9	-11.8	5.1	15.8	4.3	10.8 )
set PO4X      = (	16.8	14.9	21.3	3.3	26.0	56.1	27.7	40.9	1.8 )
set PIPX      = (	84.8	17.6	-29.3	9.3	231.1	133.5	446.8	-5.4	58.8 )
set ORGP      = (	22.0	-9.6	89.3	70.0	-6.6	-0.3	-44.3	35.2	-66.4 )
set TOTP      = (	36.9	5.0	19.1	32.5	26.5	38.7	-19.6	20.7	-26.2 )
set TSED      = (	-15.1	-22.8	-6.8	-16.0	20.4	9.5	-36.6	39.5	-28.3 )
set TSSX      = (	-13.6	-22.1	21.4	10.7	46.2	42.0	-1.8	41.4	-27.3 )

ITER 6
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-25.9	6.5	-33.6	26.5	8.2	16.1	82.6	-11.9	1.9 )
set NO23      = (	-9.3	-2.4	13.7	6.7	41.1	43.1	105.2	10.2	52.6 )
set ORGN      = (	-24.3	-40.4	-22.4	-10.7	-36.1	-18.5	-13.3	-14.7	-40.6 )
set TOTN      = (	-13.7	-14.9	-11.8	-1.4	-12.6	2.6	19.8	1.4	19.0 )
set PO4X      = (	37.2	1.4	22.9	3.2	8.3	43.7	33.9	38.7	-1.5 )
set PIPX      = (	76.7	19.8	-41.6	20.9	256.4	129.2	769.6	-20.9	69.7 )
set ORGP      = (	6.2	-25.0	54.9	114.5	-16.7	-10.3	-23.2	11.5	-63.9 )
set TOTP      = (	28.2	-3.8	2.9	55.4	19.1	29.3	4.7	4.2	-24.1 )
set TSED      = (	-22.4	-25.0	-21.8	2.1	18.8	10.0	-6.0	9.8	-23.9 )
set TSSX      = (	-21.5	-24.6	1.9	34.6	42.8	42.5	42.6	11.3	-22.9 )

ITER 7
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-28.0	12.1	-26.4	16.8	18.6	13.3	82.7	-7.9	2.7 )
set NO23      = (	-8.8	-1.5	14.3	7.6	49.9	44.0	105.0	11.2	52.7 )
set ORGN      = (	-19.1	-34.5	-20.9	-32.8	-37.8	-21.2	-22.9	10.4	-38.0 )
set TOTN      = (	-12.2	-12.2	-10.3	-13.0	-10.7	1.0	12.9	9.8	19.9 )
set PO4X      = (	23.5	-10.6	24.2	6.9	2.6	46.0	30.3	34.4	-3.5 )
set PIPX      = (	78.2	23.7	-43.7	1.8	223.8	106.8	678.0	17.2	78.5 )
set ORGP      = (	-0.7	-27.4	75.3	24.0	-19.6	-16.6	-38.0	70.9	-62.8 )
set TOTP      = (	22.6	-5.8	8.6	11.7	12.3	21.6	-9.4	43.0	-22.7 )
set TSED      = (	-21.4	-22.4	-17.7	-21.8	3.6	-2.6	-16.7	62.1	-19.7 )
set TSSX      = (	-20.5	-21.9	7.0	3.0	24.3	26.4	26.9	64.1	-18.7 )

ITER 8
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-19.1	19.1	-25.6	18.9	29.4	16.8	83.7	-8.8	3.1 )
set NO23      = (	-6.3	-0.4	14.9	7.9	49.9	46.1	106.1	9.7	52.7 )
set ORGN      = (	-13.8	-16.9	-27.9	-32.4	-37.5	-19.3	-23.2	-0.8	-36.3 )
set TOTN      = (	-8.6	-5.3	-14.7	-12.6	-9.8	3.1	13.0	5.4	20.5 )
set PO4X      = (	45.5	-16.4	24.0	4.8	-7.2	46.0	29.7	32.9	-4.7 )
set PIPX      = (	87.9	27.5	-53.4	-0.9	271.1	118.4	683.5	7.8	85.5 )
set ORGP      = (	1.7	-24.3	42.4	19.8	-20.2	-15.5	-40.3	7.2	-62.0 )
set TOTP      = (	29.6	-4.1	-6.4	8.4	15.5	24.6	-11.2	12.6	-21.5 )
set TSED      = (	-18.0	-16.9	-31.5	-24.5	13.7	4.1	-17.5	46.6	-15.8 )
set TSSX      = (	-17.8	-16.6	-10.8	-0.5	35.7	34.8	25.7	48.4	-14.8 )

ITER 9
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-24.2	27.1	-20.5	28.6	36.5	17.2	85.3	-9.4	3.4 )
set NO23      = (	-6.8	-0.3	15.0	8.2	55.7	43.1	107.1	11.0	52.7 )
set ORGN      = (	-9.6	7.6	-26.6	-22.4	-37.0	-21.1	-22.9	-4.5	-35.1 )
set TOTN      = (	-8.0	3.2	-13.7	-6.8	-7.5	1.0	13.6	5.1	20.9 )
set PO4X      = (	26.4	-21.7	23.8	1.4	-6.4	47.2	29.1	30.6	-5.5 )
set PIPX      = (	83.7	30.0	-56.6	9.2	341.8	107.8	694.3	0.3	91.1 )
set ORGP      = (	11.8	-18.7	30.4	49.8	-17.4	-20.4	-41.7	-5.3	-61.3 )
set TOTP      = (	31.9	-1.7	-11.7	24.7	25.7	19.8	-12.2	4.0	-20.5 )
set TSED      = (	-23.3	-12.4	-37.0	-10.2	41.2	-1.9	-17.6	35.5	-12.3 )
set TSSX      = (	-22.7	-12.2	-18.0	18.2	66.6	27.1	25.3	37.1	-11.2 )

ITER 10
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-15.6	35.5	-9.8	25.1	35.3	21.5	86.9	-9.5	3.7 )
set NO23      = (	-4.4	0.2	13.7	8.7	55.1	46.0	107.8	12.4	52.7 )
set ORGN      = (	-10.2	25.4	-16.5	-28.5	-37.6	-14.8	-22.3	-5.4	-34.5 )
set TOTN      = (	-6.2	9.8	-7.1	-10.0	-8.2	6.1	14.2	5.7	21.1 )
set PO4X      = (	53.5	-25.8	24.3	-0.5	-10.9	44.3	28.7	28.4	-5.7 )
set PIPX      = (	91.1	39.2	-51.5	2.6	286.0	134.0	713.0	-6.6	95.7 )
set ORGP      = (	16.7	-12.3	40.7	12.7	-15.0	-15.0	-42.5	-8.2	-61.1 )
set TOTP      = (	40.5	3.8	-5.9	7.1	20.2	27.6	-12.6	-0.3	-19.7 )
