
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-8.2	-3.0	109.1	55.3	-9.4	17.0	67.9	-6.0	25.0 )
set NO23      = (	5.0	-14.3	22.5	28.1	15.7	18.4	63.9	14.7	98.1 )
set ORGN      = (	-23.1	-48.7	-46.8	-49.4	-18.1	-10.3	6.3	-12.2	-57.1 )
set TOTN      = (	-2.8	-25.5	-20.0	-11.4	-8.5	0.0	23.0	5.5	42.5 )
set PO4X      = (	32.3	-18.7	48.7	4.5	-17.1	38.9	22.6	-1.6	-13.6 )
set PIPX      = (	161.1	44.2	22.8	48.9	445.0	203.6	1299.0	72.4	375.4 )
set ORGP      = (	-45.8	-65.0	-58.3	-68.4	-50.2	-45.0	-57.9	-42.8	-79.2 )
set TOTP      = (	17.6	-17.1	2.5	2.2	12.5	22.5	-13.9	10.2	12.6 )
set TSED      = (	-20.2	-31.6	-30.8	-21.9	16.8	12.0	25.8	50.2	169.9 )
set TSSX      = (	-20.6	-31.1	-10.4	2.8	38.0	44.7	88.3	51.8	171.3 )

ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-9.1	0.5	107.5	56.0	-5.7	16.6	67.4	-5.9	25.0 )
set NO23      = (	5.1	-15.0	22.8	28.4	16.8	19.4	64.3	15.0	98.2 )
set ORGN      = (	-23.2	-48.2	-46.8	-49.6	-16.4	-10.4	6.1	-12.3	-57.1 )
set TOTN      = (	-2.8	-25.7	-20.0	-11.3	-6.9	0.2	22.9	5.7	42.6 )
set PO4X      = (	30.5	-20.0	46.7	3.8	-17.6	40.1	22.6	-1.5	-13.5 )
set PIPX      = (	147.8	41.7	15.1	46.6	433.6	196.8	1312.9	74.2	375.8 )
set ORGP      = (	-45.8	-64.3	-58.4	-68.7	-47.9	-45.1	-57.9	-42.9	-79.3 )
set TOTP      = (	14.0	-17.9	-1.5	0.8	12.7	21.3	-13.7	10.9	12.6 )
set TSED      = (	-22.4	-31.0	-33.6	-26.7	14.3	8.6	27.4	51.8	170.1 )
