
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-86.3	-67.3	-58.8	-18.2	-72.8	-27.8	-17.5	-57.4	-31.2 )
set NO23      = (	-7.7	-13.6	-9.2	39.7	-12.5	52.5	262.8	30.0	171.6 )
set ORGN      = (	12.8	-19.8	-6.6	-34.2	7.9	-18.4	0.5	-11.4	-17.5 )
set TOTN      = (	-5.3	-16.8	-9.3	-0.7	-2.8	3.7	63.9	11.5	99.3 )
set PO4X      = (	1.3	-49.3	-33.8	46.5	52.3	52.7	21.7	-2.6	17.4 )
set PIPX      = (	85.7	1.8	-42.5	-29.2	640.4	380.7	1122.1	-16.3	105.4 )
set ORGP      = (	20.4	-18.6	8.9	-39.9	17.8	-22.3	-42.6	-18.7	-56.6 )
set TOTP      = (	34.0	-16.9	-24.4	-25.0	95.4	74.2	-5.8	-14.5	-8.8 )
set TSED      = (	9.0	-38.6	-45.3	-51.4	339.0	126.4	65.2	21.9	37.2 )
set TSSX      = (	12.2	-36.4	-27.1	-35.4	417.2	192.9	147.6	24.8	38.3 )

ITER 2
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-21.3	-34.2	-70.0	39.2	-65.2	-17.9	101.9	-19.8	19.9 )
set NO23      = (	-9.0	-12.5	-6.1	38.1	-14.5	38.5	231.1	29.7	165.3 )
set ORGN      = (	1.8	-30.5	-23.5	-37.3	-23.5	-40.7	-28.1	-10.4	-48.2 )
set TOTN      = (	-6.4	-19.0	-19.9	-1.1	-23.8	-14.6	40.9	14.4	87.0 )
set PO4X      = (	12.2	-11.7	-14.3	11.0	-0.6	55.4	23.3	29.4	8.4 )
set PIPX      = (	11.2	-22.5	-60.5	-5.6	32.3	5.6	718.3	-3.1	106.1 )
set ORGP      = (	8.9	-28.9	-12.4	-43.5	-8.3	-42.1	-56.1	-21.7	-69.2 )
set TOTP      = (	9.7	-23.1	-35.3	-17.1	-2.3	-11.8	-24.2	-4.4	-18.2 )
set TSED      = (	-46.0	-48.3	-58.0	-36.8	-49.0	-64.6	11.9	36.5	17.3 )
set TSSX      = (	-43.1	-46.3	-43.5	-16.4	-26.1	-52.2	69.7	38.9	18.5 )

ITER 3
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-13.7	-15.9	46.5	66.5	-31.3	2.7	146.5	-8.8	32.9 )
set NO23      = (	-8.9	-9.3	2.5	-5.1	-0.6	42.6	120.2	26.7	104.8 )
set ORGN      = (	-4.6	-38.7	-33.0	-40.9	-17.3	-25.8	-31.3	-12.5	-55.9 )
set TOTN      = (	-7.7	-19.2	-19.3	-21.2	-13.8	-2.9	13.4	12.8	47.4 )
set PO4X      = (	19.7	16.9	13.3	8.4	29.5	36.7	38.5	46.3	1.7 )
set PIPX      = (	267.8	4.2	131.4	41.0	82.8	19.8	627.9	16.8	102.5 )
set ORGP      = (	0.3	-39.1	-24.7	-47.6	-5.5	-30.1	-59.6	-24.9	-72.5 )
set TOTP      = (	70.5	-12.8	56.0	6.1	11.0	-5.8	-25.6	5.4	-22.6 )
set TSED      = (	66.7	-25.4	150.2	-4.3	-22.8	-59.3	-4.7	48.0	3.0 )
set TSSX      = (	68.0	-24.0	224.5	26.2	1.8	-45.9	44.2	50.3	4.1 )

ITER 4
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-33.2	-7.5	-15.2	-1.1	-18.5	24.0	102.0	-7.3	29.1 )
set NO23      = (	-4.6	-5.2	13.2	-2.4	6.2	42.0	124.2	22.3	21.9 )
set ORGN      = (	-15.4	-47.2	-39.1	-42.2	-19.3	-19.6	-22.3	-14.4	-55.9 )
set TOTN      = (	-8.5	-19.3	-22.3	-23.0	-12.4	1.9	18.9	9.6	-4.2 )
set PO4X      = (	10.0	26.8	23.6	7.6	38.2	42.3	31.5	47.8	-3.1 )
set PIPX      = (	100.0	4.3	15.9	35.3	127.4	144.5	551.9	1.6	94.9 )
set ORGP      = (	-12.5	-49.9	-32.1	-48.8	-10.6	-25.0	-54.7	-27.2	-72.5 )
set TOTP      = (	19.0	-15.8	2.2	2.5	14.1	23.3	-24.8	-1.2	-25.2 )
set TSED      = (	-17.4	-30.3	40.0	-12.5	-8.7	-2.8	-21.8	28.8	-8.2 )
set TSSX      = (	-15.8	-29.2	81.9	15.3	16.3	26.4	19.4	30.8	-7.2 )

ITER 5
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-30.2	8.3	-24.9	-5.2	-8.0	24.7	79.9	-5.6	9.2 )
set NO23      = (	-2.9	-3.6	17.0	-1.0	30.7	42.5	126.5	17.5	41.7 )
set ORGN      = (	-16.9	-54.3	-42.2	-43.3	-25.4	-22.2	-17.2	-15.3	-46.7 )
set TOTN      = (	-7.5	-20.3	-23.5	-23.0	-9.3	0.4	22.1	6.3	10.4 )
set PO4X      = (	11.6	17.1	31.4	7.2	40.8	40.3	29.7	47.4	-5.7 )
set PIPX      = (	129.2	37.7	-19.5	54.1	212.4	169.6	453.1	22.6	74.4 )
set ORGP      = (	-15.8	-58.7	-36.1	-50.0	-20.7	-27.9	-52.0	-28.8	-68.4 )
set TOTP      = (	24.6	-9.7	-13.8	12.1	17.2	26.2	-25.0	6.2	-27.0 )
set TSED      = (	-7.7	-15.8	2.5	-1.5	13.9	9.6	-38.7	56.1	-24.8 )
set TSSX      = (	-6.4	-15.2	33.3	29.8	39.3	42.0	-5.3	58.1	-23.8 )

ITER 6
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-24.2	7.2	-24.2	-16.5	7.6	23.2	79.2	-10.7	3.5 )
set NO23      = (	-0.7	-1.4	18.6	6.7	43.9	39.5	125.8	17.3	50.0 )
set ORGN      = (	-21.9	-58.6	-42.4	-44.0	-31.2	-24.1	-14.6	-15.9	-41.4 )
set TOTN      = (	-7.1	-20.4	-23.1	-20.4	-8.6	-1.9	23.8	5.7	17.1 )
set PO4X      = (	27.8	2.7	32.2	8.2	20.5	38.9	34.9	44.5	-8.7 )
set PIPX      = (	101.8	33.6	-35.9	38.0	254.8	173.5	869.5	-18.3	81.9 )
set ORGP      = (	-23.8	-63.3	-36.2	-50.5	-29.0	-29.8	-51.2	-29.9	-66.1 )
set TOTP      = (	15.2	-16.1	-21.3	3.3	12.5	25.5	-14.9	-10.8	-25.5 )
set TSED      = (	-21.9	-24.3	-16.2	-20.6	13.7	11.8	-2.0	-6.7	-22.6 )
set TSSX      = (	-21.0	-23.9	9.1	4.7	37.4	44.7	48.3	-5.3	-21.5 )

ITER 7
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-23.5	7.3	-19.5	0.6	33.8	14.7	72.8	-9.8	3.0 )
set NO23      = (	-0.6	-0.2	19.6	6.7	61.9	39.5	126.7	17.8	50.0 )
set ORGN      = (	-20.5	-60.2	-43.3	-45.3	-36.6	-24.5	-16.4	-14.7	-38.5 )
set TOTN      = (	-6.6	-20.1	-23.2	-20.6	-5.7	-2.4	22.5	6.3	18.1 )
set PO4X      = (	16.8	-9.3	35.6	10.6	8.5	41.6	30.6	42.6	-10.8 )
set PIPX      = (	117.5	31.3	-38.8	48.1	377.0	140.0	737.6	-10.4	90.8 )
set ORGP      = (	-23.5	-65.2	-37.5	-52.0	-37.3	-30.1	-51.9	-29.5	-64.8 )
set TOTP      = (	17.8	-20.0	-22.3	8.5	18.5	19.3	-18.9	-7.9	-24.0 )
set TSED      = (	-16.5	-29.0	-14.6	-16.2	62.1	-7.7	-16.4	-4.6	-18.1 )
