TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.028422,0.,10.00000,1.000000,na,na,0.539546,0.001061,0.001512,0.748167,0.539546,na,na,0.000100,0.001061,0.001512,0.262093,0.000100,1.221009,12659.48,0.0001,1.07,50000.00,12.25015,0.0001,1.07,27.02958,49.01859,0.0001,1.07,27.02958,49.01859,0.0001,1.07,2.671070,0.534220,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.017285,0.002365,0.,10.00000,0.017285,na,na,0.017285,0.000142,0.,10.00000,0.017285,na,na,0.002578,0.001229,0.001287,0.467874,0.002578,na,na,0.000100,0.001229,0.001287,0.175334,0.000100,0.100000,45412.00,0.0001,1.07,50000.00,97.12917,0.0001,1.07,14.65980,78.45747,0.0001,1.07,14.65980,78.45747,0.0001,1.07,0.937041,0.187408,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.024562,0.,10.00000,1.000000,na,na,0.220582,0.000100,0.010000,0.545281,0.220582,na,na,0.000100,0.000100,0.010000,0.090881,0.000100,0.442686,50000.00,0.0001,1.07,50000.00,0.100000,0.0001,1.07,48.46873,70.62393,0.0001,1.07,48.46873,70.62393,0.0001,1.07,5.315166,1.063035,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.100000,0.,9.778644,1.000000,na,na,0.000100,0.013147,0.,6.331944,1.000000,na,na,0.000100,0.000358,0.003160,0.182084,0.200000,na,na,0.000100,0.000358,0.003160,0.072942,0.000100,15006.79,35067.88,0.0001,1.07,66.63649,78.45669,0.0001,1.07,15.15114,114.4922,0.0001,1.07,15.15114,114.4922,0.0001,1.07,0.020954,0.004191,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.002088,0.029903,0.,10.00000,0.002088,na,na,0.001997,0.001791,0.,10.00000,0.001997,na,na,0.000200,0.004661,0.000232,0.798132,0.000200,na,na,0.000100,0.004661,0.000232,0.608136,0.000100,0.165844,44002.77,0.0001,1.07,50000.00,131.0116,0.0001,1.07,6.451224,90.32320,0.0001,1.07,6.451224,90.32320,0.0001,1.07,2.798944,0.559790,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005127,0.002353,0.,10.00000,0.005127,na,na,0.005127,0.000141,0.,10.00000,0.005127,na,na,0.000657,0.001388,0.001646,0.235614,0.000657,na,na,0.000100,0.001388,0.001646,0.039268,0.000100,0.164659,46580.90,0.0001,1.07,50000.00,145.1843,0.0001,1.07,16.05020,119.8842,0.0001,1.07,16.05020,119.8842,0.0001,1.07,0.815947,0.163189,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.052196,0.,10.00000,1.000000,na,na,0.174866,0.000100,0.010000,0.469602,0.174866,na,na,0.000100,0.000100,0.010000,0.131997,0.000100,2.210639,50000.00,0.0001,1.07,50000.00,48.87185,0.0001,1.07,46.38120,96.86027,0.0001,1.07,46.38120,96.86027,0.0001,1.07,2.086531,0.417303,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.027743,0.053618,0.,7.827161,0.027743,na,na,0.027743,0.003218,0.,7.827161,0.027743,na,na,0.003110,0.000138,0.009239,0.124310,0.003110,na,na,0.000100,0.000138,0.009239,0.087789,0.000100,8.117669,46954.21,0.0001,1.07,50000.00,191.6759,0.0001,1.07,18.10881,94.34222,0.0001,1.07,18.10881,94.34222,0.0001,1.07,0.290184,0.058037,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000943,0.004360,0.,10.00000,0.000943,na,na,0.000904,0.000261,0.,10.00000,0.000904,na,na,0.000100,0.000967,0.001786,0.291339,0.000100,na,na,0.000100,0.000967,0.001786,0.076344,0.000100,0.100000,37451.44,0.0001,1.07,50000.00,84.77404,0.0001,1.07,11.92694,68.49164,0.0001,1.07,11.92694,68.49164,0.0001,1.07,0.710229,0.142046,0,0,1.07,20
