TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.018289,0.125553,0,0.001828,0.018289,0.500000,0.000125,0.144E-05
A10003,1,0,0,1,0,1,0,1,0,0.005205,0.040241,0,0.000521,0.005205,0.500000,0.000040,0.879E-06
A10005,1,0,0,1,0,1,0,1,0,0.026872,0.142252,0,0.002688,0.026872,0.500000,0.000142,0.125E-05
A11001,1,0,0,1,0,1,0,1,0,0.003313,0.052202,0,0.000332,0.003313,0.500000,0.000052,0.787E-06
A24001,1,0,0,1,0,1,0,1,0,0.002661,0.038663,0,0.000267,0.002661,0.500000,0.000039,0.129E-05
A24003,1,0,0,1,0,1,0,1,0,0.003095,0.032591,0,0.000309,0.003095,0.500000,0.000032,0.709E-06
A24005,1,0,0,1,0,1,0,1,0,0.012066,0.106859,0,0.001207,0.012066,0.500000,0.000106,0.870E-06
A24009,1,0,0,1,0,1,0,1,0,0.003095,0.040428,0,0.000310,0.003095,0.500000,0.000040,0.732E-06
A24011,1,0,0,1,0,1,0,1,0,0.005289,0.037157,0,0.000528,0.005289,0.500000,0.000037,0.115E-05
A24013,1,0,0,1,0,1,0,1,0,0.007959,0.064947,0,0.000796,0.007959,0.500000,0.000065,0.124E-05
A24015,1,0,0,1,0,1,0,1,0,0.008603,0.073236,0,0.000860,0.008603,0.500000,0.000073,0.112E-05
A24017,1,0,0,1,0,1,0,1,0,0.002269,0.027275,0,0.000227,0.002269,0.500000,0.000027,0.103E-05
A24019,1,0,0,1,0,1,0,1,0,0.001880,0.021149,0,0.000188,0.001880,0.500000,0.000021,0.815E-06
A24021,1,0,0,1,0,1,0,1,0,0.009836,0.072658,0,0.000983,0.009836,0.500000,0.000073,0.138E-05
A24023,1,0,0,1,0,1,0,1,0,0.001733,0.019441,0,0.000173,0.001733,0.500000,0.000020,0.605E-06
A24025,1,0,0,1,0,1,0,1,0,0.008165,0.071078,0,0.000816,0.008165,0.500000,0.000071,0.778E-06
A24027,1,0,0,1,0,1,0,1,0,0.006912,0.062436,0,0.000691,0.006912,0.500000,0.000063,0.974E-06
A24029,1,0,0,1,0,1,0,1,0,0.003280,0.031916,0,0.000328,0.003280,0.500000,0.000032,0.710E-06
A24031,1,0,0,1,0,1,0,1,0,0.011123,0.097739,0,0.001112,0.011123,0.500000,0.000097,0.113E-05
A24033,1,0,0,1,0,1,0,1,0,0.005685,0.057907,0,0.000568,0.005685,0.500000,0.000058,0.118E-05
A24035,1,0,0,1,0,1,0,1,0,0.006699,0.060589,0,0.000670,0.006699,0.500000,0.000061,0.840E-06
A24037,1,0,0,1,0,1,0,1,0,0.003710,0.041232,0,0.000371,0.003710,0.500000,0.000041,0.115E-05
A24039,1,0,0,1,0,1,0,1,0,0.008177,0.042268,0,0.000817,0.008177,0.500000,0.000042,0.181E-05
A24041,1,0,0,1,0,1,0,1,0,0.002672,0.026368,0,0.000267,0.002672,0.500000,0.000027,0.786E-06
A24043,1,0,0,1,0,1,0,1,0,0.029808,0.260847,0,0.002980,0.029808,0.500000,0.000261,0.913E-06
A24045,1,0,0,1,0,1,0,1,0,0.019658,0.080007,0,0.001965,0.019658,0.500000,0.000080,0.287E-05
A24047,1,0,0,1,0,1,0,1,0,0.005889,0.043873,0,0.000589,0.005889,0.500000,0.000044,0.151E-05
A24510,1,0,0,1,0,1,0,1,0,0.002124,0.032822,0,0.000213,0.002124,0.500000,0.000032,0.420E-06
A36003,1,0,0,1,0,1,0,1,0,0.001495,0.020981,0,0.000150,0.001495,0.500000,0.000021,0.971E-06
A36007,1,0,0,1,0,1,0,1,0,0.001709,0.024696,0,0.000170,0.001709,0.500000,0.000024,0.574E-06
A36015,1,0,0,1,0,1,0,1,0,0.001914,0.028968,0,0.000192,0.001914,0.500000,0.000029,0.100E-05
A36017,1,0,0,1,0,1,0,1,0,0.001479,0.021387,0,0.000148,0.001479,0.500000,0.000021,0.462E-06
A36023,1,0,0,1,0,1,0,1,0,0.001799,0.025029,0,0.000180,0.001799,0.500000,0.000025,0.443E-06
A36025,1,0,0,1,0,1,0,1,0,0.001357,0.020499,0,0.000136,0.001357,0.500000,0.000020,0.514E-06
A36043,1,0,0,1,0,1,0,1,0,0.001361,0.019304,0,0.000136,0.001361,0.500000,0.000019,0.473E-06
A36051,1,0,0,1,0,1,0,1,0,0.002310,0.027496,0,0.000231,0.002310,0.500000,0.000028,0.785E-06
A36053,1,0,0,1,0,1,0,1,0,0.002495,0.031654,0,0.000249,0.002495,0.500000,0.000031,0.495E-06
A36065,1,0,0,1,0,1,0,1,0,0.001830,0.024617,0,0.000183,0.001830,0.500000,0.000025,0.469E-06
A36067,1,0,0,1,0,1,0,1,0,0.004284,0.042553,0,0.000429,0.004284,0.500000,0.000042,0.590E-06
A36069,1,0,0,1,0,1,0,1,0,0.003367,0.035601,0,0.000337,0.003367,0.500000,0.000036,0.941E-06
A36077,1,0,0,1,0,1,0,1,0,0.001430,0.021207,0,0.000143,0.001430,0.500000,0.000020,0.476E-06
A36095,1,0,0,1,0,1,0,1,0,0.001730,0.024138,0,0.000174,0.001730,0.500000,0.000024,0.481E-06
A36097,1,0,0,1,0,1,0,1,0,0.001490,0.021920,0,0.000149,0.001490,0.500000,0.000022,0.727E-06
A36101,1,0,0,1,0,1,0,1,0,0.001984,0.029792,0,0.000198,0.001984,0.500000,0.000030,0.853E-06
A36107,1,0,0,1,0,1,0,1,0,0.001693,0.024263,0,0.000169,0.001693,0.500000,0.000024,0.713E-06
A36109,1,0,0,1,0,1,0,1,0,0.002001,0.023654,0,0.000200,0.002001,0.500000,0.000023,0.812E-06
A36123,1,0,0,1,0,1,0,1,0,0.002577,0.030540,0,0.000258,0.002577,0.500000,0.000031,0.845E-06
A37001,1,0,0,1,0,1,0,1,0,0.07,6.5,0,0.07,0.7,1.64,0.000624,0.000624
A37005,1,0,0,1,0,1,0,1,0,0.07,6.5,0,0.07,0.7,1.64,0.000624,0.000624
A37009,1,0,0,1,0,1,0,1,0,0.07,6.5,0,0.07,0.7,1.64,0.000624,0.000624
