landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    93.457,    19.426,     0.302
A24009,     0.000,    62.603,    20.647,     0.538
F24009,     0.000,    62.072,    21.068,     0.541
F24037,     0.000,    96.158,    10.303,     0.197
A24033,     0.000,    93.755,    26.930,     0.632
F24033,     0.000,   103.403,    17.072,     0.525
A24003,     0.000,    99.318,    16.272,     0.540
F24003,     0.000,    99.593,    15.995,     0.538
A24027,     0.000,   106.902,    34.246,     0.885
F24027,     0.000,    86.278,    40.061,     0.936
A24031,     0.000,    83.076,    51.876,     1.016
F24031,     0.000,    55.361,    89.657,     1.381
A51073,     0.000,    68.387,    12.309,     0.299
A51115,     0.000,    55.695,    11.881,     0.266
A51119,     0.000,    50.148,    11.809,     0.273
A51199,     0.000,   129.830,    19.174,     0.606
F51199,     0.000,   129.771,    19.220,     0.606
A51095,     0.000,    71.375,    12.511,     0.407
A51097,     0.000,    30.992,    20.562,     0.415
A51127,     0.000,    41.251,    12.281,     0.366
A51830,     0.000,    24.503,     8.994,     0.285
F51095,     0.000,    71.404,    12.487,     0.407
F51830,     0.000,    24.449,     9.050,     0.285
A51650,     0.000,    18.758,    10.733,     0.241
A51735,     0.000,    17.841,    10.960,     0.434
F51650,     0.000,    18.824,    10.670,     0.241
F51735,     0.000,    17.492,    11.266,     0.436
A51101,     0.000,    37.131,    30.862,     0.467
A51033,     0.000,    29.412,    24.541,     0.389
F51033,     0.000,    35.730,    19.290,     0.346
A51177,     0.000,    62.725,    13.900,     0.255
F51177,     0.000,    62.741,    13.737,     0.250
F51101,     0.000,    58.197,    12.843,     0.305
A51109,     0.000,    65.378,    11.144,     0.196
A51003,     0.000,    43.814,    15.496,     0.347
A51065,     0.000,    36.375,    21.658,     0.344
A51075,     0.000,    55.428,    15.870,     0.248
A51103,     0.000,    49.604,     8.705,     0.206
A51133,     0.000,    53.473,     6.912,     0.205
A51057,     0.000,    28.240,    32.483,     0.488
A51159,     0.000,    46.766,    14.237,     0.362
F51159,     0.000,    55.315,     6.707,     0.213
A51099,     0.000,    51.907,     9.455,     0.296
A51630,     0.000,    18.066,    17.499,     0.212
F51057,     0.000,    48.335,    15.711,     0.369
F51099,     0.000,    52.144,     9.242,     0.293
F51630,     0.000,    29.029,     6.456,     0.105
A51047,     0.000,    49.480,    20.730,     0.396
A51061,     0.000,    54.154,    12.238,     0.258
A51157,     0.000,    44.479,    13.575,     0.282
B51061,     0.000,    45.188,    18.482,     0.357
B51157,     0.000,    50.217,    10.280,     0.233
F51061,     0.000,    49.055,    16.351,     0.272
F51157,     0.000,    45.401,    12.669,     0.269
A51113,     0.000,    49.120,    22.427,     0.405
B51113,     0.000,    60.940,    14.118,     0.337
F51113,     0.000,    54.034,    18.462,     0.375
A51079,     0.000,    54.156,    16.039,     0.385
B51079,     0.000,    62.190,    10.709,     0.290
F51079,     0.000,    54.330,    15.782,     0.361
A51137,     0.000,    53.103,    18.324,     0.351
F51137,     0.000,    52.488,    18.931,     0.330
A24005,     0.000,    69.983,    62.843,     1.117
A24510,     0.000,    32.983,    15.488,     0.368
F24005,     0.000,    71.626,    68.612,     1.165
F24510,     0.000,    33.043,    15.323,     0.367
A24013,     0.000,    54.104,    28.188,     0.735
F24013,     0.000,   140.173,    11.590,     0.415
A24025,     0.000,   107.964,    46.788,     0.829
F24025,     0.000,   138.357,    23.723,     0.651
A10001,     0.000,    82.514,    95.057,     1.238
A10005,     0.000,   123.675,    61.620,     2.610
A24011,     0.000,   151.349,    18.849,     0.655
A24019,     0.000,    70.936,     9.360,     0.272
A24045,     0.000,   290.947,    40.670,     0.687
F24019,     0.000,    71.139,     9.006,     0.270
A24047,     0.000,   115.935,    22.712,     0.622
F24045,     0.000,   305.280,    22.228,     0.681
A24039,     0.000,   217.367,    18.245,     0.501
A51001,     0.000,    53.295,     7.667,     0.221
F24039,     0.000,   218.786,    17.298,     0.489
F51001,     0.000,    53.297,     7.663,     0.221
A51131,     0.000,    41.754,     5.791,     0.250
F51131,     0.000,    42.288,     5.876,     0.252
F10005,     0.000,   184.355,    52.416,     1.124
A24041,     0.000,   108.730,    15.319,     0.423
F24041,     0.000,   108.297,    14.944,     0.421
A24035,     0.000,   113.015,    38.641,     0.678
F24035,     0.000,   133.743,    22.057,     0.515
A24015,     0.000,   112.527,    43.817,     0.853
A10003,     0.000,   171.865,    22.536,     0.643
F24015,     0.000,   136.780,    14.759,     0.479
A24029,     0.000,   124.350,    17.737,     0.487
F24029,     0.000,   124.698,    17.725,     0.488
A42029,     0.000,    31.398,    23.921,     1.245
A51041,     0.000,    40.766,    24.456,     0.378
A51145,     0.000,    62.847,    14.097,     0.247
A51570,     0.000,    22.451,    12.958,     0.241
A51149,     0.000,    32.514,    25.381,     0.443
A51670,     0.000,    28.952,    14.747,     0.360
F51149,     0.000,    48.632,    12.130,     0.366
F51670,     0.000,    28.827,    14.857,     0.361
A51007,     0.000,    66.214,    18.113,     0.228
A51135,     0.000,    55.580,    18.875,     0.273
A51147,     0.000,    53.817,    16.055,     0.253
A51011,     0.000,    50.085,    15.060,     0.289
A51029,     0.000,    57.419,    12.128,     0.210
A51049,     0.000,    63.191,    15.748,     0.261
F51011,     0.000,    50.972,    14.553,     0.265
F51147,     0.000,    57.899,     5.980,     0.118
F51145,     0.000,    59.121,     7.333,     0.165
A51053,     0.000,    59.117,    15.406,     0.208
A51730,     0.000,    12.664,    19.943,     0.358
F51053,     0.000,    69.498,     5.387,     0.116
F51730,     0.000,    22.910,    10.861,     0.294
A51036,     0.000,    42.536,    16.206,     0.381
A51087,     0.000,    47.348,    18.999,     0.403
A51760,     0.000,    21.449,    15.190,     0.319
F51041,     0.000,    58.342,     9.623,     0.227
F51087,     0.000,    47.339,    19.007,     0.403
F51760,     0.000,    27.870,     8.403,     0.230
A51181,     0.000,   611.379,   124.997,     0.589
F51181,     0.000,   698.509,    49.541,     0.644
A51550,     0.000,    88.245,    20.652,     0.441
A51710,     0.000,    23.225,    11.429,     0.244
A51810,     0.000,    72.047,    17.691,     0.440
F51710,     0.000,    23.383,    11.286,     0.243
A51740,     0.000,    23.893,    11.248,     0.261
F51550,     0.000,    88.072,    20.802,     0.442
F51740,     0.000,    23.894,    11.247,     0.261
A51800,     0.000,    48.547,    10.293,     0.210
A51093,     0.000,     0.000,    82.475,     0.710
A51700,     0.000,    21.808,    11.655,     0.282
F51700,     0.000,    21.824,    11.641,     0.282
F51810,     0.000,    71.874,    17.842,     0.440
F51800,     0.000,    43.815,     4.790,     0.128
A51085,     0.000,    62.059,    19.770,     0.413
F51085,     0.000,    65.731,    15.390,     0.414
B51003,     0.000,    48.647,    12.774,     0.335
F51003,     0.000,    43.656,    15.186,     0.346
A51125,     0.000,    42.088,    11.911,     0.325
B51125,     0.000,    46.049,    10.274,     0.307
F51125,     0.000,    44.138,    10.756,     0.312
A51009,     0.000,    36.862,    17.185,     0.402
B51009,     0.000,    46.464,     8.250,     0.301
F51009,     0.000,    41.907,    12.797,     0.352
A51540,     0.000,    25.724,     9.811,     0.188
F51540,     0.000,    31.373,     3.919,     0.082
A51031,     0.000,    46.364,    16.461,     0.283
A51023,     0.000,    52.480,    12.302,     0.414
A51163,     0.000,    45.372,    15.787,     0.505
F51023,     0.000,    52.809,    11.825,     0.415
F51163,     0.000,    50.262,    11.745,     0.449
A51161,     0.000,    60.020,    15.903,     0.510
F51161,     0.000,    69.623,     8.974,     0.305
A51015,     0.000,    41.357,    27.375,     0.622
B51015,     0.000,    59.788,    11.812,     0.475
B51163,     0.000,    44.766,    16.358,     0.506
F51015,     0.000,    66.876,     8.535,     0.394
C51015,     0.000,    61.136,    10.711,     0.387
A51045,     0.000,    43.127,    13.250,     0.507
A51071,     0.000,    41.626,    12.276,     0.473
F51045,     0.000,    43.016,    13.329,     0.508
