TABLE->,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4
F51053,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51057,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51059,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51061,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51069,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51071,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51079,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51085,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51087,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51091,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51095,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51099,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51101,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51107,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51113,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51121,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51125,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51131,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51137,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51139,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51145,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51147,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51149,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51153,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51157,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51159,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51161,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51163,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51165,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51171,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51177,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51179,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51181,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51187,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51193,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51199,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51510,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51530,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51540,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51550,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51580,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51630,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51650,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51660,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51670,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51700,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51710,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51730,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51735,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51740,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51760,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51790,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51800,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51810,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51820,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F51830,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54003,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54023,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54027,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54031,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54037,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54057,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54063,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54065,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
F54071,15,1,0,0,90,20,0,0,150,100,0,0,200,100,0,0
end,,,,,,,,,,,,,,,,
