TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
A42117,1,0,1,0,0.012759,0.110502,0.001276,0.012759,0.500000
A42119,1,0,1,0,0.021571,0.132808,0.002157,0.021571,0.500000
A42127,1,0,1,0,0.023776,0.136706,0.002377,0.023776,0.500000
A42131,1,0,1,0,0.014036,0.114013,0.001404,0.014036,0.500000
A42133,1,0,1,0,0.022232,0.135807,0.002223,0.022232,0.500000
A47091,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A47163,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51001,1,0,1,0,0.017375,0.123296,0.001737,0.017375,0.500000
A51003,1,0,1,0,0.016179,0.121060,0.001618,0.016179,0.500000
A51005,1,0,1,0,0.009356,0.097430,0.000936,0.009356,0.500000
A51007,1,0,1,0,0.015524,0.119002,0.001552,0.015524,0.500000
A51009,1,0,1,0,0.012498,0.109051,0.001250,0.012498,0.500000
A51011,1,0,1,0,0.014786,0.116800,0.001479,0.014786,0.500000
A51013,1,0,1,0,0.027198,0.145687,0.002720,0.027198,0.500000
A51015,1,0,1,0,0.014395,0.116092,0.001440,0.014395,0.500000
A51017,1,0,1,0,0.009737,0.098592,0.000974,0.009737,0.500000
A51019,1,0,1,0,0.013662,0.113117,0.001366,0.013662,0.500000
A51021,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51023,1,0,1,0,0.010197,0.100908,0.001020,0.010197,0.500000
A51025,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51027,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51029,1,0,1,0,0.013114,0.111549,0.001311,0.013114,0.500000
A51031,1,0,1,0,0.013195,0.111849,0.001319,0.013195,0.500000
A51033,1,0,1,0,0.016200,0.120764,0.001620,0.016200,0.500000
A51035,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51036,1,0,1,0,0.017463,0.124261,0.001746,0.017463,0.500000
A51037,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51041,1,0,1,0,0.017096,0.123622,0.001710,0.017096,0.500000
A51043,1,0,1,0,0.012762,0.110743,0.001276,0.012762,0.500000
A51045,1,0,1,0,0.009946,0.099697,0.000994,0.009946,0.500000
A51047,1,0,1,0,0.014333,0.115121,0.001433,0.014333,0.500000
A51049,1,0,1,0,0.013554,0.112846,0.001355,0.013554,0.500000
A51051,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51053,1,0,1,0,0.016268,0.120746,0.001627,0.016268,0.500000
A51057,1,0,1,0,0.016624,0.122063,0.001662,0.016624,0.500000
A51059,1,0,1,0,0.022197,0.136281,0.002220,0.022197,0.500000
A51061,1,0,1,0,0.015027,0.117483,0.001503,0.015027,0.500000
A51063,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51065,1,0,1,0,0.013617,0.113086,0.001362,0.013617,0.500000
A51067,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51069,1,0,1,0,0.012321,0.109177,0.001232,0.012321,0.500000
A51071,1,0,1,0,0.011406,0.104958,0.001140,0.011406,0.500000
A51073,1,0,1,0,0.018189,0.125302,0.001819,0.018189,0.500000
A51075,1,0,1,0,0.014559,0.116269,0.001456,0.014559,0.500000
A51077,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51079,1,0,1,0,0.017370,0.124058,0.001737,0.017370,0.500000
A51081,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51083,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51085,1,0,1,0,0.017091,0.123481,0.001709,0.017091,0.500000
A51087,1,0,1,0,0.020395,0.132129,0.002039,0.020395,0.500000
A51089,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51091,1,0,1,0,0.012792,0.109787,0.001279,0.012792,0.500000
A51093,1,0,1,0,0.017874,0.124600,0.001787,0.017874,0.500000
A51095,1,0,1,0,0.017343,0.123108,0.001735,0.017343,0.500000
A51097,1,0,1,0,0.016149,0.120711,0.001615,0.016149,0.500000
A51099,1,0,1,0,0.017069,0.122777,0.001707,0.017069,0.500000
A51101,1,0,1,0,0.016670,0.122339,0.001667,0.016670,0.500000
A51103,1,0,1,0,0.019033,0.127854,0.001903,0.019033,0.500000
A51105,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51107,1,0,1,0,0.016431,0.121871,0.001643,0.016431,0.500000
A51109,1,0,1,0,0.014583,0.115966,0.001458,0.014583,0.500000
A51111,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51113,1,0,1,0,0.015785,0.119645,0.001579,0.015785,0.500000
A51115,1,0,1,0,0.015075,0.116896,0.001507,0.015075,0.500000
A51117,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51119,1,0,1,0,0.016438,0.120902,0.001644,0.016438,0.500000
A51121,1,0,1,0,0.010295,0.101311,0.001029,0.010295,0.500000
A51125,1,0,1,0,0.013954,0.113549,0.001396,0.013954,0.500000
A51127,1,0,1,0,0.016607,0.121948,0.001661,0.016607,0.500000
A51131,1,0,1,0,0.015271,0.117634,0.001527,0.015271,0.500000
A51133,1,0,1,0,0.018241,0.125834,0.001824,0.018241,0.500000
A51135,1,0,1,0,0.015793,0.119660,0.001580,0.015793,0.500000
A51137,1,0,1,0,0.015364,0.118402,0.001536,0.015364,0.500000
A51139,1,0,1,0,0.018234,0.127645,0.001823,0.018234,0.500000
A51141,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51143,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51145,1,0,1,0,0.014997,0.117502,0.001500,0.014997,0.500000
A51147,1,0,1,0,0.013486,0.112910,0.001349,0.013486,0.500000
A51149,1,0,1,0,0.020870,0.132850,0.002087,0.020870,0.500000
A51153,1,0,1,0,0.017845,0.125356,0.001784,0.017845,0.500000
A51155,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51157,1,0,1,0,0.015466,0.118331,0.001547,0.015466,0.500000
A51159,1,0,1,0,0.017075,0.123289,0.001708,0.017075,0.500000
A51161,1,0,1,0,0.010921,0.103754,0.001092,0.010921,0.500000
A51163,1,0,1,0,0.011135,0.104671,0.001114,0.011135,0.500000
A51165,1,0,1,0,0.019187,0.130478,0.001919,0.019187,0.500000
A51167,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51169,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51171,1,0,1,0,0.013624,0.113937,0.001363,0.013624,0.500000
A51173,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51175,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51177,1,0,1,0,0.015983,0.119941,0.001598,0.015983,0.500000
A51179,1,0,1,0,0.017328,0.123610,0.001733,0.017328,0.500000
A51181,1,0,1,0,0.017180,0.122884,0.001718,0.017180,0.500000
A51183,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51185,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51187,1,0,1,0,0.011864,0.107397,0.001186,0.011864,0.500000
A51191,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51193,1,0,1,0,0.016213,0.120685,0.001621,0.016213,0.500000
A51195,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51197,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51199,1,0,1,0,0.019711,0.129118,0.001971,0.019711,0.500000
A51510,1,0,1,0,0.022663,0.137328,0.002267,0.022663,0.500000
A51515,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51520,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51530,1,0,1,0,0.010981,0.104037,0.001098,0.010981,0.500000
A51540,1,0,1,0,0.018577,0.127260,0.001857,0.018577,0.500000
A51550,1,0,1,0,0.019533,0.128335,0.001953,0.019533,0.500000
A51570,1,0,1,0,0.022364,0.136135,0.002236,0.022364,0.500000
A51580,1,0,1,0,0.009663,0.098717,0.000966,0.009663,0.500000
A51590,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51595,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51600,1,0,1,0,0.026665,0.145035,0.002666,0.026665,0.500000
A51610,1,0,1,0,0.026880,0.145575,0.002688,0.026880,0.500000
A51620,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51630,1,0,1,0,0.018639,0.127048,0.001864,0.018639,0.500000
A51640,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51650,1,0,1,0,0.011526,0.105097,0.001152,0.011526,0.500000
A51660,1,0,1,0,0.020467,0.133493,0.002046,0.020467,0.500000
A51670,1,0,1,0,0.042818,0.170255,0.004282,0.042818,0.500000
A51678,1,0,1,0,0.010965,0.104076,0.001096,0.010965,0.500000
A51680,1,0,1,0,0.014507,0.116195,0.001451,0.014507,0.500000
A51683,1,0,1,0,0.021617,0.134370,0.002162,0.021617,0.500000
A51685,1,0,1,0,0.022348,0.136056,0.002235,0.022348,0.500000
A51690,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51700,1,0,1,0,0.019847,0.129372,0.001985,0.019847,0.500000
A51710,1,0,1,0,0.024483,0.139786,0.002448,0.024483,0.500000
A51720,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51730,1,0,1,0,0.019257,0.128920,0.001925,0.019257,0.500000
A51735,1,0,1,0,0.009896,0.098945,0.000989,0.009896,0.500000
A51740,1,0,1,0,0.025496,0.141731,0.002550,0.025496,0.500000
A51750,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51760,1,0,1,0,0.022133,0.135983,0.002213,0.022133,0.500000
A51770,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51775,1,0,1,0,0.005,0.75,0.045,0.45,0.64
A51790,1,0,1,0,0.013527,0.113308,0.001353,0.013527,0.500000
A51800,1,0,1,0,0.017237,0.122825,0.001724,0.017237,0.500000
A51810,1,0,1,0,0.017489,0.123554,0.001749,0.017489,0.500000
A51820,1,0,1,0,0.020043,0.130431,0.002004,0.020043,0.500000
A51830,1,0,1,0,0.019695,0.128922,0.001969,0.019695,0.500000
A51840,1,0,1,0,0.013429,0.112970,0.001343,0.013429,0.500000
A54003,1,0,1,0,0.013868,0.114124,0.001387,0.013868,0.500000
A54023,1,0,1,0,0.024168,0.136576,0.002417,0.024168,0.500000
A54027,1,0,1,0,0.011237,0.105092,0.001124,0.011237,0.500000
A54031,1,0,1,0,0.014182,0.115148,0.001418,0.014182,0.500000
A54037,1,0,1,0,0.013908,0.114271,0.001391,0.013908,0.500000
A54057,1,0,1,0,0.015664,0.118444,0.001566,0.015664,0.500000
A54063,1,0,1,0,0.009968,0.099499,0.000997,0.009968,0.500000
A54065,1,0,1,0,0.013773,0.113851,0.001377,0.013773,0.500000
A54071,1,0,1,0,0.009868,0.100262,0.000987,0.009868,0.500000
A54077,1,0,1,0,0.032196,0.148574,0.003220,0.032196,0.500000
A54093,1,0,1,0,0.034642,0.151728,0.003464,0.034642,0.500000
B24001,1,0,1,0,0.015724,0.119232,0.001573,0.015724,0.500000
B24021,1,0,1,0,0.020960,0.132454,0.002096,0.020960,0.500000
B37005,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B37009,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B42001,1,0,1,0,0.025496,0.141742,0.002550,0.025496,0.500000
B42009,1,0,1,0,0.015344,0.118018,0.001534,0.015344,0.500000
B42015,1,0,1,0,0.017914,0.125155,0.001792,0.017914,0.500000
B42027,1,0,1,0,0.019308,0.127245,0.001931,0.019308,0.500000
B42035,1,0,1,0,0.018754,0.126529,0.001875,0.018754,0.500000
B42041,1,0,1,0,0.021976,0.134857,0.002197,0.021976,0.500000
B42043,1,0,1,0,0.024532,0.140360,0.002453,0.024532,0.500000
B42055,1,0,1,0,0.019072,0.128364,0.001907,0.019072,0.500000
B42079,1,0,1,0,0.020499,0.129828,0.002050,0.020499,0.500000
B42081,1,0,1,0,0.016427,0.120651,0.001643,0.016427,0.500000
B42119,1,0,1,0,0.018782,0.127367,0.001878,0.018782,0.500000
B42131,1,0,1,0,0.020029,0.129125,0.002003,0.020029,0.500000
B51003,1,0,1,0,0.020275,0.130977,0.002028,0.020275,0.500000
B51009,1,0,1,0,0.014964,0.116600,0.001497,0.014964,0.500000
B51015,1,0,1,0,0.016635,0.121471,0.001664,0.016635,0.500000
B51017,1,0,1,0,0.010069,0.100081,0.001007,0.010069,0.500000
B51019,1,0,1,0,0.012227,0.108523,0.001223,0.012227,0.500000
B51023,1,0,1,0,0.014379,0.115170,0.001438,0.014379,0.500000
B51035,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51061,1,0,1,0,0.016993,0.122448,0.001700,0.016993,0.500000
B51067,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51071,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51077,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51079,1,0,1,0,0.021532,0.133876,0.002153,0.021532,0.500000
B51091,1,0,1,0,0.012110,0.107531,0.001211,0.012110,0.500000
B51105,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51113,1,0,1,0,0.019701,0.129435,0.001970,0.019701,0.500000
B51125,1,0,1,0,0.016445,0.120575,0.001645,0.016445,0.500000
B51139,1,0,1,0,0.019297,0.129383,0.001930,0.019297,0.500000
B51141,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51157,1,0,1,0,0.018180,0.125537,0.001818,0.018180,0.500000
B51161,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51163,1,0,1,0,0.012862,0.110509,0.001286,0.012862,0.500000
B51165,1,0,1,0,0.011552,0.107140,0.001155,0.011552,0.500000
B51167,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51169,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51171,1,0,1,0,0.014375,0.115457,0.001437,0.014375,0.500000
B51173,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51185,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51187,1,0,1,0,0.014850,0.116620,0.001485,0.014850,0.500000
B51191,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51195,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B51197,1,0,1,0,0.005,0.75,0.045,0.45,0.64
B54023,1,0,1,0,0.011347,0.105106,0.001135,0.011347,0.500000
B54031,1,0,1,0,0.011097,0.104652,0.001110,0.011097,0.500000
B54057,1,0,1,0,0.009916,0.099941,0.000991,0.009916,0.500000
B54071,1,0,1,0,0.012480,0.108963,0.001248,0.012480,0.500000
C42009,1,0,1,0,0.015143,0.117902,0.001514,0.015143,0.500000
C51015,1,0,1,0,0.011568,0.106306,0.001157,0.011568,0.500000
C51071,1,0,1,0,0.005,0.75,0.045,0.45,0.64
C51165,1,0,1,0,0.020550,0.132467,0.002055,0.020550,0.500000
F10005,1,0,1,0,0.027168,0.145061,0.002717,0.027168,0.500000
F11001,1,0,1,0,0.025630,0.143392,0.002563,0.025630,0.500000
F24001,1,0,1,0,0.011751,0.106938,0.001175,0.011751,0.500000
F24003,1,0,1,0,0.024920,0.141337,0.002492,0.024920,0.500000
F24005,1,0,1,0,0.023993,0.139527,0.002399,0.023993,0.500000
F24009,1,0,1,0,0.020511,0.131617,0.002051,0.020511,0.500000
F24013,1,0,1,0,0.023411,0.137623,0.002341,0.023411,0.500000
F24015,1,0,1,0,0.024872,0.140447,0.002487,0.024872,0.500000
F24017,1,0,1,0,0.018777,0.127364,0.001877,0.018777,0.500000
F24019,1,0,1,0,0.018582,0.126547,0.001858,0.018582,0.500000
F24021,1,0,1,0,0.019506,0.129851,0.001950,0.019506,0.500000
F24023,1,0,1,0,0.025658,0.139862,0.002566,0.025658,0.500000
F24025,1,0,1,0,0.025058,0.140848,0.002506,0.025058,0.500000
F24027,1,0,1,0,0.023244,0.138524,0.002324,0.023244,0.500000
F24029,1,0,1,0,0.023457,0.137907,0.002346,0.023457,0.500000
F24031,1,0,1,0,0.021204,0.134076,0.002120,0.021204,0.500000
F24033,1,0,1,0,0.021709,0.134757,0.002171,0.021709,0.500000
F24035,1,0,1,0,0.023143,0.137122,0.002315,0.023143,0.500000
F24037,1,0,1,0,0.017962,0.125046,0.001796,0.017962,0.500000
F24039,1,0,1,0,0.023459,0.138372,0.002346,0.023459,0.500000
F24041,1,0,1,0,0.021036,0.132441,0.002104,0.021036,0.500000
F24043,1,0,1,0,0.016673,0.122445,0.001667,0.016673,0.500000
F24045,1,0,1,0,0.025703,0.142911,0.002570,0.025703,0.500000
F24510,1,0,1,0,0.029721,0.150406,0.002972,0.029721,0.500000
F36003,1,0,1,0,0.013404,0.112361,0.001340,0.013404,0.500000
F36007,1,0,1,0,0.014590,0.115552,0.001459,0.014590,0.500000
F36015,1,0,1,0,0.011875,0.107352,0.001187,0.011875,0.500000
F36025,1,0,1,0,0.014368,0.114271,0.001437,0.014368,0.500000
F36101,1,0,1,0,0.009981,0.100526,0.000998,0.009981,0.500000
F42001,1,0,1,0,0.022717,0.137403,0.002272,0.022717,0.500000
F42009,1,0,1,0,0.015796,0.119119,0.001580,0.015796,0.500000
F42011,1,0,1,0,0.026590,0.143346,0.002659,0.026590,0.500000
F42013,1,0,1,0,0.017497,0.123781,0.001750,0.017497,0.500000
F42021,1,0,1,0,0.023612,0.136962,0.002361,0.023612,0.500000
F42027,1,0,1,0,0.017564,0.123654,0.001757,0.017564,0.500000
F42033,1,0,1,0,0.018912,0.126112,0.001891,0.018912,0.500000
F42035,1,0,1,0,0.019963,0.127911,0.001996,0.019963,0.500000
F42041,1,0,1,0,0.019174,0.129016,0.001917,0.019174,0.500000
F42043,1,0,1,0,0.021587,0.133117,0.002158,0.021587,0.500000
F42055,1,0,1,0,0.021327,0.133636,0.002133,0.021327,0.500000
F42061,1,0,1,0,0.014648,0.116069,0.001465,0.014648,0.500000
F42069,1,0,1,0,0.019997,0.129340,0.002000,0.019997,0.500000
F42071,1,0,1,0,0.032737,0.154161,0.003274,0.032737,0.500000
F42075,1,0,1,0,0.029473,0.148810,0.002947,0.029473,0.500000
F42079,1,0,1,0,0.022046,0.133169,0.002205,0.022046,0.500000
F42081,1,0,1,0,0.017247,0.122126,0.001724,0.017247,0.500000
F42087,1,0,1,0,0.018648,0.125954,0.001865,0.018648,0.500000
F42097,1,0,1,0,0.020028,0.129648,0.002003,0.020028,0.500000
F42107,1,0,1,0,0.024308,0.138340,0.002431,0.024308,0.500000
F42115,1,0,1,0,0.021313,0.131831,0.002131,0.021313,0.500000
F42117,1,0,1,0,0.012505,0.109713,0.001250,0.012505,0.500000
F42119,1,0,1,0,0.021903,0.133341,0.002190,0.021903,0.500000
F42133,1,0,1,0,0.022824,0.136961,0.002282,0.022824,0.500000
F51001,1,0,1,0,0.017376,0.123303,0.001737,0.017376,0.500000
F51003,1,0,1,0,0.016034,0.120708,0.001604,0.016034,0.500000
F51005,1,0,1,0,0.009337,0.097332,0.000934,0.009337,0.500000
F51009,1,0,1,0,0.013174,0.111038,0.001317,0.013174,0.500000
F51011,1,0,1,0,0.014590,0.116290,0.001459,0.014590,0.500000
F51013,1,0,1,0,0.027261,0.145912,0.002726,0.027261,0.500000
F51015,1,0,1,0,0.015203,0.118205,0.001520,0.015203,0.500000
F51017,1,0,1,0,0.009732,0.098595,0.000973,0.009732,0.500000
F51019,1,0,1,0,0.013749,0.113355,0.001375,0.013749,0.500000
F51023,1,0,1,0,0.010090,0.100533,0.001009,0.010090,0.500000
F51033,1,0,1,0,0.016171,0.120694,0.001617,0.016171,0.500000
F51041,1,0,1,0,0.018416,0.126624,0.001842,0.018416,0.500000
F51043,1,0,1,0,0.012978,0.111370,0.001298,0.012978,0.500000
F51045,1,0,1,0,0.009930,0.099618,0.000993,0.009930,0.500000
F51053,1,0,1,0,0.017261,0.123079,0.001726,0.017261,0.500000
F51057,1,0,1,0,0.017400,0.123802,0.001740,0.017400,0.500000
F51059,1,0,1,0,0.023638,0.138535,0.002364,0.023638,0.500000
F51061,1,0,1,0,0.015146,0.117768,0.001515,0.015146,0.500000
F51069,1,0,1,0,0.013334,0.112164,0.001334,0.013334,0.500000
