riverseg,landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
PU3_3390_3730,A24043,7389.329,74.64,3390.211,0,5906.657,0,495.216,0,3246.129,0,681.538,2572.601,0,5132.285,0,0,9.949,48.187,0,3634,1745,532.8,66.87,3527,776,46.328,0,0,0,0,521.291
PU6_3590_3640,A24043,871.267,8.801,18.943,0,33.003,0,2.767,0,18.138,0,3.808,14.374,0,28.676,0,0,0.056,0.269,0,1,2.5,0,0,15.2,39.6,0,0,0,0,0,144.334
EL0_4598_0000,A24045,3834.89,38.736,381.038,0,468.573,0,37.909,0,75.224,0,67.478,8.848,0,29.534,0,0.027,3.509,1.297,0,30.4,9.64,12.314,0,660,152,0,0,0,0,0,88.068
EL0_5040_0000,A24045,9328.36,94.226,1759.723,0,2163.983,0,175.071,0,347.403,0,311.63,40.862,0,136.396,0,0.125,16.205,5.988,0,93.2,28.1,65.12,0,791,237,32.914,0,0,0,0,97.853
SU2_0620_0580,A36003,141.826,1.433,13.772,0,0.141,0,4.305,0,30.326,0,15.976,13.011,0,24.189,0,1.778,0.205,0.229,0,0,0,0.151,0,5.76,1.42,0,0,0,0,0,0
DE0_5020_0000,A10005,7486.769,75.624,1861.652,0,4587.565,0,607.348,0,178.087,0,199.397,22.965,0,137.354,0,0,4.879,6.486,0,0,0,362.64,0,3428,1469,33.359,0,0,0,0,1666.62
WL0_4425_0000,A24003,257.346,2.599,0.611,0,0.402,0,0.056,0,0.276,0,0.111,0.066,0,0.36,0,0,0.007,0.004,0,487,220,4.366,0,0.8,1,0,0,0,0,0,51.595
WM3_4060_0001,A24005,4180.236,42.225,11.338,0,37.004,0,5.263,0,15.787,0,6.029,6.445,0,27.538,0,0.09,1.035,0.244,0,6806,3328,59.41,0,0,0,0,2074.891,892.893,16.974,0,88.958
XL0_4954_0000,A24009,2504.656,25.3,16.769,0,4.191,0,1.302,0,6.607,0,2.389,0.927,0,4.967,0,0,0.042,0.097,0,98.2,24,94.436,0,2252,884,5.337,0,0,0,0,124.318
EL2_4630_0000,A24011,175.943,1.777,40.5,0,156.299,0,12.733,0,9.728,0,7.907,3.703,0,6.167,0,0.006,0.382,0.171,0,0,0,0.474,0,12.3,4.74,0,0,0,0,0,0
PM3_3040_3340,A24013,5474.923,55.302,2473.436,0,4437.285,0,450.922,0,1943.877,0,410.936,917.665,0,2165.835,0,0,25.538,26.217,0,712,234,145.273,0,1638,333,0,0,0,0,0,192.148
WM0_3881_3880,A24013,25986.559,262.49,6223.427,0,11164.675,0,1134.568,0,4890.999,0,1018.691,2308.942,0,5446.915,0,17.821,64.257,65.965,0,12535,2812,944.277,0,9199,1883,0,0,0,0,0,1167.791
EU0_3363_0000,A24015,1131.013,11.424,313.161,0,167.203,0,15.745,0,72.904,0,46.747,56.412,0,139.777,0,0.916,1.955,1.161,0,66.2,13.5,1.199,0,125,25.4,0,0,0,0,0,17.124
PL0_5585_0000,A24017,5844.127,59.032,259.313,0,134.657,0,14.937,0,125.433,0,59.385,13.996,0,131.173,0,0.045,0.454,1.656,0,104,80,7.952,0,0.2,0.2,0,0,0,0,0,124.096
PL0_5720_0001,A24017,8678.829,87.665,195.522,0,101.532,0,11.262,0,94.577,0,44.776,10.553,0,98.905,0,0.034,0.343,1.249,0,185,133,0,0,0,0,0,0,0,0,0,7.784
PL0_5930_0000,A24017,7188.592,72.612,167.883,0,87.179,0,9.67,0,81.208,0,38.446,9.061,0,84.924,0,0.03,0.294,1.072,0,70.3,101,26.508,0,0.3,0.4,0,0,0,0,0,42.032
EM0_4881_0000,A24019,2186.434,22.085,569.549,0,1689.974,0,256.659,0,106.6,0,249.87,3.749,0,115.852,0,0.282,1.154,0.8,0,17.3,4.36,231.492,0,1801,441,14.011,1376.263,384.074,196.736,0,112.754
EM0_4885_0000,A24019,5826.377,58.852,919.132,0,2727.262,0,414.194,0,172.03,0,403.237,6.051,0,186.961,0,0.455,1.862,1.29,0,40.6,13.1,68.858,0,798,205,0,0,0,0,0,71.833
PM1_3710_4040,A24021,16563.863,167.312,5561.443,0,5195.485,0,246.324,0,4947.656,0,1033.949,2109.977,0,5089.416,0,0,25.281,51.403,0,3924,1014,189.864,0,4276,984,7.117,0,0,0,0,165.461
WM3_3880_4060,A24027,2692.548,27.197,46.018,0,243.986,0,13.155,0,88.18,0,29.867,20.39,0,147.992,0,0.484,4.181,1.237,0,1438,266,37.947,0,122,35.8,0,0,0,0,0,10.23
EU0_3362_0000,A24029,3236.847,32.695,1229.3,0,3481.265,0,99.459,0,312.988,0,272.817,125.802,0,167.553,0,1.098,55.789,1.832,0,15.2,4.34,4.333,0,914,216,64.939,0,0,0,0,88.068
PL0_4961_0000,A24033,3481.155,35.163,23.291,0,36.866,0,5.46,0,21.282,0,15.086,2.422,0,27.666,0,0.048,0.971,0.321,0,8240,3786,232.467,0,0,0,0,0,0,0,0,5.782
PL1_5061_0000,A24033,1141.847,11.534,8.191,0,12.965,0,1.92,0,7.484,0,5.305,0.852,0,9.73,0,0.017,0.341,0.113,0,708,262,92.987,0,42.1,48.5,0,0,0,0,0,18.903
PL2_4811_0000,A24033,118.267,1.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,695,52.176,0,1.4,1.02,0,0,0,0,0,42.255
DE0_3790_0000,A10001,7110.17,71.82,5068.931,0,7590.199,0,1830.341,0,539.803,0,130.673,373.4,0,492.01,0,0,30.809,10.532,0,0,0,521.295,0,8923,3394,282.885,0,0,0,0,802.62
DE0_4230_0000,A10001,11239.628,113.532,3095.305,0,4634.899,0,1117.684,0,329.627,0,79.794,228.014,0,300.442,0,0,18.813,6.432,0,0,0,105.77,0,2155,861,0,0,0,0,0,800.396
WL0_4770_0000,A24003,3847.708,38.866,611.012,0,402.08,0,56.414,0,276.306,0,111.046,65.925,0,359.987,0,0.039,7.338,3.804,0,867,231,0,0,450,182,0,0,0,0,0,78.283
WM0_3961_0000,A24003,4098.704,41.401,52.802,0,34.747,0,4.875,0,23.878,0,9.612,5.697,0,30.996,0,0.101,0.634,0.329,0,9796,5977,131.057,1.698,2.6,1.52,0,358.905,198.884,8.731,3.639,35.361
WU2_3020_3320,A24005,29116.758,294.109,1185.315,0,3868.804,0,550.197,0,1650.487,0,634.553,673.786,0,2884.288,0,0.053,108.207,25.541,0,2335,353,33.948,0.452,2736,979,42.47,0,0,0,0,31.358
EM0_4323_0000,A24011,1435.368,14.499,503.76,0,1944.134,0,158.379,0,121,0,98.356,46.055,0,76.591,0,0.186,4.75,2.125,0,0,0,14.208,0,403,85.5,0,0,0,0,0,34.471
EM3_4325_0000,A24011,13327.206,134.618,2474.537,0,9549.844,0,777.977,0,594.366,0,483.138,226.226,0,376.224,0,0.915,23.331,10.44,0,6.7,2.06,119.11,0,1824,493,50.483,0,0,0,0,105.415
DE0_2710_0000,A24015,1980.616,20.006,484.772,0,258.83,0,24.373,0,112.856,0,71.796,87.325,0,218.361,0,0,3.026,1.798,0,0,0,63.97,0,1527,364,0,0,0,0,0,3.558
PL0_5510_0001,A24017,17221.258,173.952,1726.488,0,896.543,0,99.447,0,835.13,0,395.381,93.184,0,873.347,0,0.303,3.025,11.027,0,1683,490,132.539,146.113,0,0,0,0,0,0,0,158.122
GY0_4532_3951,A24023,17437.098,176.132,236.418,0,37.517,0,22.117,0,407.454,0,83.783,331.708,0,567.726,0,0,1.517,5.763,0,0,0,0,0,90.3,230,0,0,0,0,0,251.528
WU0_3250_0001,A24025,3511.844,35.473,162.937,0,457.224,0,27.549,0,146.188,0,57.227,114.094,0,292.873,0,0.006,2.012,3.216,0,7098,1595,676.32,15.123,226,154,0,0,0,0,0,6.449
EU0_3700_0000,A24029,1200.371,12.125,312.974,0,886.316,0,25.322,0,79.685,0,69.458,32.029,0,42.658,0,0.28,14.204,0.467,0,19.1,5.1,2.124,0,919,213,0,0,0,0,0,30.913
PL0_4510_0001,A24031,5453.61,55.087,108.974,0,602.868,0,43.248,0,238.059,0,82.478,34.46,0,249.31,0,0.428,8.53,2.153,0,13923,4540,326.8,0,139,53.5,0,1.034,0.3,0,0,8.451
PL0_5290_0000,A24033,863.615,8.723,8.223,0,13.014,0,1.928,0,7.513,0,5.326,0.855,0,9.767,0,0.017,0.343,0.113,0,124,26.6,2.583,0,14.4,34.2,0,0,0,0,0,2.669
PL1_4540_0001,A24033,4156.275,41.983,56.523,0,89.468,0,13.251,0,51.649,0,36.612,5.877,0,67.141,0,0.115,2.356,0.78,0,12758,6923,671.571,279.104,13.2,14.9,0,0,0,0,0,70.499
EU0_4474_0000,A24035,1262.16,12.749,413.027,0,2258.521,0,103.692,0,64.218,0,143.804,24.352,0,76.911,0,0.504,5.527,1.115,0,117,34.3,3.552,0,254,35.6,0,0,0,0,0,69.609
PL0_5983_0000,A24037,417.217,4.214,23.176,0,21.094,0,2.203,0,10.297,0,4.11,1.817,0,8.932,0,0.004,0.044,0.201,0,1.32,0.6,11.84,0,332,121,0,0,0,0,0,84.51
PL1_5910_0001,A24037,10406.558,105.117,341.362,0,310.713,0,32.455,0,151.675,0,60.547,26.767,0,131.567,0,0.045,0.646,2.963,0,174,72.4,401.376,0,2514,779,0,0,0,0,0,174.357
EM0_4882_0000,A24041,4561.214,46.073,1383.959,0,4800.696,0,127.063,0,92.251,0,355.136,19.232,0,212.893,0,0.518,9.626,2.276,0,0.62,0.22,23.917,0,346,138,46.925,0,0,0,0,145.001
DE0_3791_0001,A10001,6272.046,63.354,2540.943,0,3804.799,0,917.509,0,270.592,0,65.503,187.177,0,246.634,0,0,15.444,5.28,0,0,0,287.09,0,3969,1557,53.152,0,0,0,0,175.246
DE0_2870_0000,A10003,56.909,0.575,0.15,0,0.15,0,0.016,0,0.023,0,0.013,0.01,0,0.017,0,0,0.001,0,0,0,0,0,0,187,101,0,0,0,0,0,10.008
EU1_2981_0000,A10003,191.39,1.933,1.955,0,1.945,0,0.21,0,0.3,0,0.172,0.132,0,0.227,0,0,0.014,0.003,0,0,0,0,0,46.5,18.3,0,0,0,0,0,0
EL0_4562_0001,A10005,1743.971,17.616,915.599,0,2256.26,0,298.706,0,87.587,0,98.068,11.295,0,67.554,0,0,2.399,3.19,0,0,0,30.22,0,550,122,0,0,0,0,0,0
PU1_3100_3690,A24001,7694.362,77.721,23.206,0,35.373,0,53.287,0,595.463,0,169.574,118.914,0,800.577,0,0,16.005,7.077,0,32.9,56.1,1.184,0,123,138,0,0,0,0,0,9.341
WM0_3745_0000,A24005,833.622,8.42,2.168,0,7.079,0,1.007,0,3.02,0,1.154,1.233,0,5.268,0,0.017,0.198,0.047,0,137,13.4,1.697,0,11.7,29.7,0,0,0,0,0,7.117
WU0_3821_0000,A24005,380.371,3.842,7.314,0,23.872,0,3.395,0,10.184,0,3.916,4.158,0,17.797,0,0,0.668,0.158,0,79.1,29.7,0,0,45.7,18.8,0,0,0,0,0,20.238
XL0_5350_0000,A24009,7485.083,75.607,641.656,0,160.343,0,49.799,0,252.816,0,91.421,35.47,0,190.037,0,0,1.594,3.714,0,3.04,0.62,51.529,0,1736,439,0,0,0,0,0,211.941
EM2_3980_0001,A24011,10078.627,101.804,1575.734,0,6081.146,0,495.4,0,378.48,0,307.652,144.056,0,239.571,0,0.583,14.857,6.648,0,42.4,10.2,36.704,0,1018,300,91.182,0,0,0,0,33.359
EU0_3130_0000,A24015,2336.358,23.6,754.551,0,402.87,0,37.936,0,175.66,0,112.635,135.922,0,336.787,0,2.207,4.71,2.798,0,236,36.8,9.595,0,419,87.1,0,0,0,0,0,20.905
EU0_3302_0000,A24015,1827.797,18.463,22.622,0,12.078,0,1.137,0,5.266,0,3.377,4.075,0,10.097,0,0.066,0.141,0.084,0,56.8,16.9,3.998,0,5.24,11.9,0,0,0,0,0,32.47
SL9_2970_0000,A24015,3166.829,31.988,386.066,0,206.128,0,19.41,0,89.877,0,57.68,69.545,0,173.393,0,0.003,2.41,1.432,0,1517,368,11.994,0.677,421,150,29.124,0,0,0,0,280.439
EM0_4886_0000,A24019,2815.722,28.442,160.671,0,476.745,0,72.404,0,30.072,0,70.489,1.058,0,32.682,0,0.08,0.325,0.226,0,7.68,1.42,3.935,0,104,18.9,0,0,0,0,0,157.01
PU1_3850_4190,A24023,26000.781,262.634,527.368,0,83.687,0,49.336,0,908.891,0,192.244,739.929,0,1261.051,0,0,3.384,12.854,0,58.1,129,23.68,2.446,68.8,153,17.569,0,0,0,0,50.928
EU0_3363_0000,A24029,3626.737,36.634,1051.839,0,2978.713,0,85.101,0,267.805,0,233.434,107.641,0,143.365,0,0.939,47.736,1.568,0,41,8.62,4.503,0,592,108,0,0,0,0,0,131.212
XU0_4130_4070,A24031,5209.938,52.626,349.735,0,1934.808,0,138.798,0,764.012,0,265.887,110.595,0,800.305,0,0,27.375,6.91,0,350,99.1,27.969,0,537,122,0,0,0,0,0,6.894
EU0_3720_0000,A24035,2826.86,28.554,416.401,0,2276.973,0,104.539,0,64.743,0,144.979,24.551,0,77.539,0,0.508,5.572,1.124,0,0.42,0.1,23.68,0,588,164,0,0,0,0,0,68.497
PL0_5510_0001,A24037,1276.439,12.893,317.457,0,288.954,0,30.182,0,141.053,0,56.307,24.892,0,122.354,0,0.042,0.6,2.755,0,27.7,5.16,12.55,0,377,78.1,44.034,0,0,0,0,0.667
EL1_5570_0001,A24045,1902.151,19.214,227.156,0,279.34,0,22.599,0,44.845,0,40.227,5.275,0,17.607,0,0.016,2.092,0.773,0,16.3,5.46,4.262,0,126,42.5,0,0,0,0,0,2.002
DE0_3260_0000,A10003,10730.188,108.386,2808.694,0,2794.98,0,302.37,0,431.259,0,246.852,189.774,0,325.71,0,0,19.717,4.18,0,0,0,52.885,0,935,286,0,0,0,0,0,574.444
EL0_4633_0000,A10005,29408.125,297.052,9404.623,0,23175.287,0,3068.178,0,899.655,0,1007.308,116.014,0,693.881,0,0,24.647,32.765,0,41.7,15.4,129.946,0,5926,1769,61.158,0,0,0,0,343.599
PU2_3370_4020,A24001,34884.738,352.371,72.575,0,110.626,0,166.652,0,1862.26,0,530.331,371.893,0,2503.738,0,0,50.053,22.132,0,72,130,71.04,0,256,358,29.356,0,0,0,0,78.95
WL0_4421_0000,A24003,3106.475,31.379,106.826,0,70.298,0,9.863,0,48.308,0,19.415,11.526,0,62.938,0,0.007,1.283,0.665,0,2384,728,13.097,0,177,152,0,0,0,0,0,37.585
WL0_4424_0000,A24003,2717.338,27.448,190.674,0,125.474,0,17.605,0,86.225,0,34.654,20.573,0,112.338,0,0.012,2.29,1.187,0,1619,567,13.97,0,101,60.5,0,0,0,0,0,52.707
SL2_2910_3060,A24005,3784.751,38.23,274.338,0,895.426,0,127.342,0,382.001,0,146.865,155.946,0,667.562,0,0.013,25.044,5.911,0,58.8,17,0.849,0,490,134,0,0,0,0,0,5.337
WM0_3740_0001,A24005,363.128,3.668,0.045,0,0.146,0,0.021,0,0.062,0,0.024,0.026,0,0.109,0,0.001,0.004,0.001,0,4539,2650,59.41,0,0,0,0,0,0,0,0,8.229
WM0_3965_0000,A24005,730.573,7.38,6.656,0,21.724,0,3.089,0,9.268,0,3.539,3.783,0,16.167,0,0.053,0.608,0.143,0,73.3,25.3,0.849,0,0,0,0,0,0,0,0,23.574
WL0_4772_0000,A24009,10610.411,107.176,360.462,0,90.075,0,27.976,0,142.024,0,51.234,19.926,0,106.868,0,0.011,0.895,2.086,0,1.82,0.5,71.853,0,2058,841,0,0,0,0,0,133.659
WL0_4922_0000,A24009,2350.242,23.74,63.707,0,15.92,0,4.944,0,25.101,0,9.055,3.522,0,18.888,0,0.002,0.158,0.369,0,8.98,6.46,41.675,0,734,306,0,0,0,0,0,39.809
PM1_3120_3400,A24013,22331.922,225.575,7195.234,0,12908.072,0,1311.734,0,5654.744,0,1195.414,2669.49,0,6300.42,0,0,74.291,76.265,0,1092,267,254.228,0,6003,1386,0,0,0,0,0,24.463
SL9_2971_0000,A24015,1191.354,12.034,146.95,0,78.459,0,7.388,0,34.21,0,21.955,26.471,0,65.999,0,0.002,0.917,0.545,0,124,11.3,6.797,0,148,41.4,0,0,0,0,0,620.479
PL0_5390_0000,A24017,3795.421,38.338,57.379,0,29.797,0,3.305,0,27.755,0,13.141,3.097,0,29.026,0,0.01,0.101,0.366,0,802,235,133.069,0,0.94,0.72,0,0,0,0,0,62.937
PL0_5671_0000,A24017,7468.702,75.441,686.875,0,356.685,0,39.564,0,332.252,0,157.301,37.073,0,347.457,0,0.12,1.203,4.387,0,294,115,27.038,4.448,1.24,0.52,0,0,0,0,0,105.192
PL0_5791_0000,A24017,1733.899,17.514,156.323,0,81.176,0,9.004,0,75.616,0,35.8,8.437,0,79.076,0,0.027,0.274,0.998,0,144,34.7,0,0,0.3,0.2,0,0,0,0,0,12.009
PU1_4190_4300,A24023,32247.42,325.732,364.768,0,57.885,0,34.124,0,628.659,0,132.971,511.792,0,872.24,0,0,2.34,8.891,0,25.3,122,0,1.436,41.3,125,20.581,0,0,0,0,409.65
PM7_4580_4820,A24031,11486.284,116.023,83.385,0,461.302,0,33.093,0,182.158,0,63.111,26.368,0,190.767,0,0.327,6.527,1.648,0,14767,4892,1501.516,91.404,291,186,0,0,0,0,0,1210.046
XL1_4690_0001,A24033,19587.648,197.855,900.799,0,1425.853,0,211.182,0,823.12,0,585.066,93.659,0,1070.273,0,0,37.546,12.431,0,21721,8345,2040.543,55.154,1217,462,0,0,0,0,0,187.033
XU2_4330_4480,A24033,280.763,2.836,1.126,0,1.781,0,0.264,0,1.028,0,0.731,0.117,0,1.337,0,0,0.047,0.016,0,182,31.3,0,0,0.1,0.4,0,0,0,0,0,60.046
EL2_4400_4590,A10001,11351.799,114.665,5504.152,0,8241.898,0,1987.495,0,586.151,0,141.893,405.46,0,534.255,0,0,33.454,11.437,0,0,0,22.665,0,1141,376,0,0,0,0,0,2.002
DE0_2600_0000,A10003,5373.917,54.282,731.379,0,727.808,0,78.737,0,112.299,0,64.28,49.417,0,84.814,0,0,5.134,1.089,0,0,0,113.325,0,4821,2312,0,0,0,0,0,106.527
DE0_3280_0000,A10003,1275.055,12.879,95.247,0,94.782,0,10.254,0,14.625,0,8.371,6.436,0,11.045,0,0,0.669,0.142,0,0,0,0,0,0,1.4,0,0,0,0,0,39.141
EU2_3520_0001,A10003,4220.936,42.636,774.679,0,770.898,0,83.398,0,118.948,0,68.085,52.342,0,89.836,0,0,5.438,1.153,0,0,0,3.777,0,271,91.9,0,0,0,0,0,6.894
PU5_4170_4020,A24001,768.57,7.763,0.377,0,0.575,0,0.866,0,9.673,0,2.755,1.932,0,13.005,0,0,0.26,0.115,0,0,0,0,0,0.2,0.4,0,0,0,0,0,120.093
XL3_4711_0000,A24003,5215.977,52.687,990.526,0,651.822,0,91.454,0,447.926,0,180.695,106.872,0,582.972,0,0,11.896,6.167,0,246,52.2,17.026,13.985,531,145,96.99,0,0,0,0,46.036
WM1_3910_0001,A24005,352.201,3.558,0.104,0,0.342,0,0.049,0,0.146,0,0.055,0.06,0,0.254,0,0.001,0.01,0.002,0,4339,1936,67.897,0,0,0,0,0,0,0,0,3.558
WU0_3540_0000,A24005,2515.223,25.406,16.168,0,52.773,0,7.505,0,22.514,0,8.656,9.191,0,39.343,0,0.001,1.476,0.348,0,552,296,25.631,111.864,0.8,0.52,0,0,0,0,0,116.757
WU0_3670_0001,A24005,1823.09,18.415,7.718,0,25.19,0,3.582,0,10.747,0,4.131,4.387,0,18.78,0,0.001,0.705,0.166,0,5317,2665,297.049,39.364,0,0,0,0,0,0,0,8.673
WU1_3482_0001,A24005,8998.8,90.897,442.274,0,1443.558,0,205.294,0,615.843,0,236.769,251.408,0,1076.208,0,0.02,40.375,9.53,0,1959,359,8.487,0,1109,336,0,0,0,0,0,45.813
WL0_4925_0000,A24009,1182.187,11.941,5.101,0,1.274,0,0.396,0,2.009,0,0.724,0.282,0,1.512,0,0.001,0.013,0.03,0,0,0,41.059,0,688,358,0,0,0,0,0,71.166
XL3_4951_0000,A24009,5231.364,52.842,464.192,0,115.996,0,36.026,0,182.894,0,66.136,25.66,0,137.478,0,0,1.153,2.687,0,87.8,30.5,46.191,0,1212,276,0,0,0,0,0,28.466
EM0_4324_0000,A24011,2527.845,25.534,626.93,0,2419.476,0,197.102,0,150.584,0,122.404,57.315,0,95.317,0,0.232,5.911,2.645,0,0,0,11.84,0,434,104,2.002,0,0,0,0,10.23
PL0_5530_5710,A24017,4557.19,46.032,295.306,0,153.348,0,17.01,0,142.844,0,67.627,15.939,0,149.381,0,0.052,0.517,1.886,0,1168,294,243.342,0,15.6,6.08,0,0,0,0,0,24.241
EL0_5284_0000,A24019,5665.945,57.232,40.73,0,120.856,0,18.355,0,7.623,0,17.869,0.268,0,8.297,0,0.008,0.082,0.057,0,0.1,0.1,62.3,0,69.8,58.5,0,0,0,0,0,443.009
PM4_4040_4410,A24021,26820.029,270.909,6041.365,0,5643.827,0,267.58,0,5374.612,0,1123.173,2292.057,0,5528.604,0,0,27.463,55.839,0,9839,3037,725.553,193.769,3543,979,107.798,0,0,0,0,710.326
XU2_4330_4480,A24027,4123.925,41.656,98.543,0,522.461,0,28.17,0,188.826,0,64.169,43.663,0,317.729,0,0,8.953,2.649,0,953,167,27.902,0,980,215,0,0,0,0,0,200.822
PM1_4500_4580,A24031,8072.814,81.544,588.316,0,3254.693,0,233.483,0,1285.204,0,445.274,186.041,0,1345.944,0,2.308,46.049,11.625,0,903,170,14.721,0,696,225,0,0,0,0,0,7.339
PL0_4510_0001,A24033,309.042,3.122,0.657,0,1.039,0,0.154,0,0.6,0,0.425,0.068,0,0.78,0,0.002,0.027,0.009,0,3541,1877,103.319,0,0,0,0,0,0,0,0,1.779
DE0_3380_0000,A10001,3895.061,39.344,3581.883,0,5363.499,0,1293.382,0,381.444,0,92.338,263.857,0,347.672,0,0,21.77,7.443,0,0,0,309.755,0,2293,823,0,0,0,0,0,235.738
EU0_3361_0000,A10003,1826.263,18.447,1208.591,0,1202.69,0,130.111,0,185.572,0,106.221,81.66,0,140.154,0,0,8.484,1.799,0,0,0,13.599,0,223,72.5,0,0,0,0,0,0.667
DE0_4230_0000,A10005,5808.106,58.668,2552.288,0,6289.46,0,832.662,0,244.154,0,273.37,31.485,0,188.31,0,0,6.689,8.892,0,0,0,120.88,0,3540,857,0,0,0,0,0,204.825
WL0_4394_0000,A24003,625.64,6.32,23.406,0,15.403,0,2.161,0,10.585,0,4.254,2.525,0,13.79,0,0.002,0.281,0.146,0,138,79.7,2.445,0,8.42,7.66,0,0,0,0,0,58.712
WL0_4423_0000,A24003,3526.982,35.626,17.845,0,11.743,0,1.648,0,8.07,0,3.243,1.925,0,10.514,0,0.001,0.214,0.111,0,3850,2090,56.841,0,4.04,2.72,0,0,0,0,0,106.749
EM3_4320_0000,A24011,8395.612,84.804,2063.617,0,7964.002,0,648.786,0,495.666,0,402.908,188.659,0,313.748,0,0.763,19.457,8.706,0,10,2.66,107.27,0,1739,408,10.675,0,0,0,0,28.689
WU1_3350_3490,A24013,0,0,5.469,0,9.811,0,0.997,0,4.298,0,0.902,2.029,0,4.795,0,0,0.056,0.341,0,414,110,0,0,0.7,0.1,0,0,0,0,0,1.112
EU0_3010_0000,A24015,3400.312,34.347,1065.132,0,568.695,0,53.551,0,247.964,0,158.997,191.869,0,475.412,0,3.115,6.649,3.95,0,419,75.3,12.394,0,807,181,0,0,0,0,0,77.615
EU0_3202_0000,A24015,1413.345,14.276,297.8,0,159.001,0,14.972,0,69.328,0,44.454,53.645,0,132.921,0,0.871,1.859,1.104,0,30.7,8.94,3.358,0,196,43.3,0,0,0,0,0,17.569
PL0_5584_0000,A24017,9203.603,92.966,675.683,0,350.873,0,38.92,0,326.839,0,154.737,36.469,0,341.795,0,0.119,1.184,4.316,0,911,286,80.054,0,3.38,1.32,0,0,0,0,0,61.603
EL0_4598_0000,A24019,6776.742,68.452,16.652,0,49.411,0,7.504,0,3.117,0,7.306,0.11,0,3.392,0,0.003,0.034,0.023,0,0.1,4,0,0,0,1.4,0,0,0,0,0,551.092
EL1_5150_0001,A24019,4971.094,50.213,931.021,0,2762.539,0,419.551,0,174.255,0,408.453,6.129,0,189.665,0,0.174,1.886,1.307,0,31.8,9.22,46.561,0,345,100.2,0,0,0,0,0,2.224
