landseg,landuse,nutrient,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A10001,alf,Nitr,0,0,0,8.2206048E-2,0.13849311,0.18531841,0.21754272,0.20810619,0.16420482,4.1287052E-3,0,0
A10001,hyw,Phos,0,0,0,6.6684373E-2,0.13273561,0.18959545,0.22696364,0.21571518,0.16442783,3.8779245E-3,0,0
A10001,lwm,Nitr,3.9915416E-5,1.3695796E-3,1.5635092E-2,4.3413989E-2,0.12744464,0.18833172,0.20441864,0.19235121,0.14017414,5.7812024E-2,2.7066525E-2,1.9425113E-3
A10001,urs,Phos,0,0,1.5393924E-4,6.5225594E-2,0.13200153,0.18951173,0.22719538,0.21583162,0.16408616,5.585921E-3,4.0812846E-4,0
A10003,hyo,Nitr,0,0,0,6.1652485E-2,0.13211034,0.1914046,0.23033039,0.21906985,0.16177599,3.6563501E-3,0,0
A10003,hyw,Phos,0,0,0,6.2240425E-2,0.13232122,0.19124013,0.22997172,0.21877648,0.16178334,3.6666626E-3,0,0
A10003,pas,Nitr,0,0,0,7.9389371E-2,0.13847238,0.18644322,0.21951026,0.21021959,0.16199771,3.9674612E-3,0,0
A10005,alf,Phos,0,0,0,8.2844324E-2,0.13779604,0.18437245,0.2175464,0.20763792,0.16561408,4.1887723E-3,0,0
A10005,hom,Nitr,0,0,1.7592075E-4,3.2664452E-2,0.12565172,0.32053715,0.31704664,0.10456916,7.0071347E-2,2.8687771E-2,5.958415E-4,0
A10005,hwm,Nitr,1.7443465E-4,1.3521465E-3,1.2950516E-2,3.2889195E-2,0.1277941,0.19369616,0.21347114,0.20025826,0.14808659,4.5224551E-2,0.02170065,2.4022679E-3
A10005,hyo,Nitr,0,0,0,6.6297971E-2,0.13146581,0.18877298,0.22766992,0.21571717,0.16614445,3.9317007E-3,0,0
A10005,lwm,Phos,2.1861431E-4,1.6946092E-3,1.6230039E-2,4.1191824E-2,0.12796801,0.18939756,0.20328754,0.19070807,0.1432098,5.5886377E-2,2.7196847E-2,3.0106984E-3
A10005,pas,Nitr,0,0,0,8.2844324E-2,0.13779604,0.18437247,0.21754639,0.20763792,0.16561408,4.1887723E-3,0,0
A24001,alf,Nitr,0,0,0,9.1272071E-2,0.16438049,0.22340488,0.26349086,0.25033197,7.1197306E-3,0,0,0
A24001,lwm,Nitr,0,0,1.6174911E-3,2.6969135E-2,0.14195511,0.23668952,0.26882279,0.2330334,7.6021791E-2,1.2088967E-2,2.801802E-3,0
A24001,nhi,Phos,0,0,1.6331828E-3,2.7215539E-2,0.1418909,0.23703377,0.26909116,0.23313524,7.4998051E-2,1.2173162E-2,2.8289831E-3,0
A24001,nho,Phos,0,0,7.9444072E-7,2.9299257E-3,0.12929676,0.23096211,0.29701182,0.26571721,7.2046846E-2,2.0212049E-3,1.3306892E-5,0
A24001,nhy,Phos,0,0,1.4988538E-5,9.6656033E-5,0.16547664,0.24490665,0.29608101,0.27897444,1.4169999E-2,2.5364337E-4,2.5963E-5,0
A24001,nlo,Phos,0,0,1.6331828E-3,2.7215539E-2,0.1418909,0.23703377,0.26909116,0.23313524,7.4998043E-2,1.2173162E-2,2.8289831E-3,0
A24001,urs,Phos,0,0,0,1.6573473E-3,0.13913782,0.20606759,0.24917364,0.23456416,0.16567884,3.7206153E-3,0,0
A24003,hwm,Phos,0,7.2719704E-4,1.0088402E-2,3.2826569E-2,0.15472499,0.21903342,0.204216,0.19108947,0.13612223,3.5306573E-2,1.4942106E-2,9.230565E-4
A24003,hyo,Phos,0,0,0,0.07040748,0.13483845,0.18917423,0.22633192,0.21375664,0.16168088,3.810399E-3,0,0
A24003,nho,Nitr,0,0,4.4047972E-4,3.4513019E-2,0.12699437,0.20081656,0.27877879,0.24525194,8.6335108E-2,2.6413217E-2,4.5651663E-4,0
A24003,nlo,Nitr,0,6.1288162E-4,8.5025029E-3,2.7750364E-2,0.15127894,0.21782179,0.21180494,0.19815536,0.14040729,3.0294763E-2,1.2593204E-2,7.7795197E-4
A24003,npa,Phos,0,0,0,8.5820258E-2,0.14043544,0.1848266,0.21670623,0.20622322,0.1619076,4.0806639E-3,0,0
A24003,pas,Phos,0,0,0,8.5820258E-2,0.14043544,0.1848266,0.21670623,0.20622322,0.1619076,4.0806639E-3,0,0
A24003,trp,Nitr,0,0,0,8.5820258E-2,0.14043543,0.1848266,0.21670623,0.20622322,0.1619076,4.0806634E-3,0,0
A24003,trp,Phos,0,0,0,8.5820258E-2,0.14043544,0.1848266,0.21670623,0.20622322,0.1619076,4.0806639E-3,0,0
A24003,urs,Nitr,0,0,8.7003456E-4,6.9339402E-2,0.13351563,0.18729909,0.2240815,0.2116337,0.16008449,1.1439659E-2,1.7365186E-3,0
