X_UTM,Y_UTM,Long,Lat,LYR_19_TXT,STATE,WQ_SEGS,CBSEG_92,Shape_Area,y,x,Distance
391944.4135,4196077.997,-76.22914528,37.90582203,4827,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391867.2366,4197355.281,-76.23021466,37.9173224,4901,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391703.0501,4198636.887,-76.23227492,37.92885133,4995,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391460.1559,4199915.853,-76.23523101,37.94034699,5111,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391154.3518,4201188.111,-76.23890295,37.95177456,5234,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390794.1091,4202451.823,-76.24319437,37.96311842,5365,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390396.9305,4203708.85,-76.24790658,37.97439738,5496,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390000.936,4204880.94,-76.25259379,37.9849109,5633,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389681.861,4205807.858,-76.25636884,37.99322438,5790,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389451.5433,4206537.501,-76.25910367,37.99977094,5945,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389251.9581,4207168.59,-76.26147379,38.00543314,6100,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389060.2357,4207801.085,-76.26375495,38.01110892,6249,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388881.8778,4208437.423,-76.26588486,38.0168209,6397,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388717.8857,4209077.374,-76.26785204,38.02256715,6559,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388509.4869,4210034.036,-76.27037468,38.03116167,6662,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388296.0051,4211316.931,-76.27300675,38.04269503,6743,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388161.8794,4212600.168,-76.27473545,38.05424119,6810,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388099.9291,4213878.06,-76.2756413,38.06574806,6871,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388093.0384,4215149.058,-76.27591879,38.07719961,6931,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388112.4154,4216410.235,-76.2758954,38.08856588,6986,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388131.7162,4217655.871,-76.2758705,38.0997921,7039,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388120.2966,4218889.436,-76.27619408,38.11090571,7084,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388056.594,4220112.66,-76.27711252,38.12191965,7128,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387923.6156,4221325.993,-76.27882001,38.13283584,7167,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387716.6872,4222536.653,-76.28137134,38.14371867,7205,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387436.229,4223749.657,-76.2847629,38.15461337,7247,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387094.498,4224964.931,-76.28885516,38.16552071,7288,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386707.0666,4226174.671,-76.29346944,38.17637225,7336,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386291.6416,4227379.304,-76.29840389,38.18717403,7385,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385862.1959,4228580.299,-76.30349934,38.19794099,7432,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385427.4125,4229779.38,-76.30865697,38.20868976,7479,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384991.7204,4230972.835,-76.31382562,38.21938745,7527,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384559.7589,4232169.657,-76.31895377,38.23011568,7575,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384138.0772,4233375.259,-76.32396745,38.24092407,7621,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383737.9602,4234589.832,-76.32873774,38.25181582,7667,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383370.5989,4235809.65,-76.33313603,38.26275885,7711,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383043.7868,4237032.109,-76.33707267,38.27373074,7753,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382756.7984,4238254.955,-76.34055538,38.28471115,7788,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382503.0452,4239475.064,-76.34365876,38.29567112,7857,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382266.8749,4240690.815,-76.34656135,38.306594,7934,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382031.2152,4241898.818,-76.34945771,38.31744704,8027,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381778.3997,4243101.564,-76.35255034,38.32825033,8100,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381496.9213,4244296.795,-76.35597055,38.33898201,8162,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381179.3371,4245485.34,-76.35980379,38.34964853,8194,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
380823.012,4246665.735,-76.36408012,38.36023628,8224,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
380429.2582,4247836.567,-76.36878447,38.37073269,8251,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
380001.2256,4248997.258,-76.37388085,38.38113289,8277,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392626.7158,4194461.139,-76.22114486,37.8913333,4775,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392665.0894,4195731.065,-76.22089756,37.90278114,4828,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392604.2793,4197010.145,-76.22177972,37.91429974,4902,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392451.1438,4198294.71,-76.22371329,37.92585681,4996,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392215.8252,4199576.64,-76.22658217,37.93738033,5112,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391908.6662,4200852.872,-76.23026864,37.94884385,5235,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391544.4337,4202124.914,-76.23460522,37.96026264,5366,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391135.7365,4203386.149,-76.23944768,37.97157851,5497,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390743.7927,4204560.463,-76.24408773,37.98211293,5634,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390410.323,4205505.16,-76.24802828,37.99058517,5791,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390149.7518,4206217.53,-76.25110411,37.99697263,5946,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389939.0438,4206851.058,-76.25360056,38.00265563,6101,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389735.5112,4207488.527,-76.25601629,38.00837496,6250,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389544.784,4208126.26,-76.25828661,38.01409816,6398,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389368.8398,4208763.782,-76.26038888,38.0198212,6560,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389143.3622,4209721.709,-76.2631053,38.02842521,6663,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388905.7752,4211006.804,-76.2660111,38.03997563,6744,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388752.3671,4212292.156,-76.26795868,38.05153861,6811,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388673.1531,4213570.671,-76.26906028,38.06304905,6872,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388652.5441,4214841.335,-76.26949304,38.07449592,6932,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388664.895,4216102.279,-76.26954871,38.08585926,6987,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388681.0417,4217348.361,-76.26955885,38.09708912,7040,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388673.7223,4218586.675,-76.26983544,38.10824608,7085,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388617.5459,4219815.121,-76.27066786,38.11930806,7129,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388498.2791,4221035.85,-76.27221906,38.1302927,7168,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388305.7353,4222256.403,-76.27460676,38.14126663,7206,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388044.6501,4223479.363,-76.2777777,38.15225365,7248,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387723.0966,4224704.566,-76.28164007,38.16325324,7289,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387356.9083,4225925.009,-76.28601237,38.1742042,7337,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386961.7596,4227139.39,-76.29071565,38.18509668,7386,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386548.4636,4228345.518,-76.29562625,38.19591229,7433,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386124.2409,4229547.293,-76.30066242,38.20668704,7480,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385691.2097,4230746.257,-76.30580026,38.21743509,7528,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385252.9851,4231943.687,-76.31099873,38.22816838,7576,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384819.1124,4233153.649,-76.31615108,38.23901486,7622,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384399.9885,4234369.827,-76.32113751,38.24991897,7668,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384011.3063,4235592.268,-76.32577862,38.26088319,7712,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383661.6741,4236819.502,-76.32997565,38.27189542,7754,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383354.8633,4238044.657,-76.33368417,38.28289429,7789,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383083.2302,4239265.349,-76.33699094,38.29385738,7858,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382832.5205,4240483.262,-76.34005906,38.30479804,7935,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382583.8704,4241696.083,-76.34310374,38.31569296,8028,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382321.7368,4242904.22,-76.34630282,38.3265438,8101,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382032.2016,4244104.703,-76.34981507,38.33732194,8163,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381708.0777,4245297.056,-76.35372277,38.34802212,8195,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381347.9688,4246485.667,-76.3580428,38.35868365,8225,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
380953.0345,4247666.386,-76.36276136,38.36926924,8252,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
380527.1549,4248837.274,-76.36783386,38.37976189,8278,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393377.0686,4195355.946,-76.21274524,37.89948466,4829,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393334.6479,4196638.066,-76.21341737,37.91103289,4903,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393194.3621,4197925.262,-76.21520376,37.92261535,4997,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392967.8128,4199211.887,-76.21797211,37.93418244,5113,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392663.3735,4200493.364,-76.2216269,37.94569384,5236,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392295.0578,4201767.079,-76.22600868,37.95712757,5367,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391877.3631,4203034.126,-76.2309529,37.96849514,5498,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391458.7317,4204210.118,-76.2358956,37.97904184,5635,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391112.3214,4205167.135,-76.23998425,37.98762384,5792,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390851.57,4205876.136,-76.24306079,37.99398116,5947,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390628.1974,4206511.326,-76.24570098,37.99967779,6102,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390412.9354,4207148.848,-76.24824958,38.00539635,6251,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390212.1241,4207786.043,-76.25063397,38.01111365,6399,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390024.146,4208423.555,-76.25287262,38.0168353,6561,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389779.3384,4209383.771,-76.25580858,38.02545777,6664,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389519.4163,4210671.706,-76.25896801,38.03703127,6745,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389343.1022,4211957.229,-76.26117542,38.04859312,6812,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389247.008,4213237.704,-76.26246858,38.06011925,6873,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389211.9292,4214508.958,-76.2630653,38.07156972,6933,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389216.1871,4215769.523,-76.26321217,38.08292868,6988,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389229.0443,4217020.453,-76.26325958,38.09420183,7041,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389222.6518,4218261.587,-76.26352506,38.10538436,7086,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389175.4003,4219494.856,-76.26425544,38.11649097,7130,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389066.0643,4220725.539,-76.26569388,38.12756662,7169,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388890.1032,4221956.388,-76.26789293,38.13863551,7207,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388645.8836,4223189.205,-76.27087184,38.14971365,7249,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388344.0265,4224424.8,-76.2745099,38.16080956,7290,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387998.5677,4225654.603,-76.27864584,38.17184772,7338,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387622.9545,4226876.577,-76.28312607,38.18281138,7387,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387227.1648,4228088.606,-76.28783646,38.1936827,7434,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386813.8266,4229294.503,-76.2927477,38.20449632,7481,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386385.2904,4230501.039,-76.2978341,38.21531354,7529,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385943.0724,4231704.958,-76.3030779,38.22610516,7577,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385496.0811,4232915.648,-76.30837892,38.23695691,7623,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385059.1195,4234134.745,-76.31356832,38.24788539,7669,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384648.1974,4235359.506,-76.31846268,38.25886799,7713,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384277.4411,4236592.15,-76.3229008,38.26992653,7755,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383949.9444,4237822.524,-76.32684545,38.28097001,7790,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383660.0295,4239045.11,-76.33036042,38.291948,7859,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383393.7266,4240265.555,-76.33360616,38.30290964,7936,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383133.0371,4241483.583,-76.33678834,38.3138501,8029,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382859.8853,4242696.373,-76.34011318,38.32474162,8102,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382562.3674,4243904.488,-76.34371701,38.33558768,8164,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382231.8086,4245105.008,-76.34769871,38.34636083,8196,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381866.6161,4246297.35,-76.35207655,38.35705554,8226,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381469.7966,4247486.196,-76.35681707,38.36771436,8253,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381045.4451,4248667.111,-76.36187281,38.37829783,8279,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394081.6739,4194956.247,-76.20467388,37.89596523,4830,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394058.4328,4196241.049,-76.20512696,37.90753995,4904,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393934.7772,4197530.311,-76.2067231,37.91914312,4998,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393719.056,4198822.121,-76.20936755,37.93075843,5114,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393420.3189,4200111.263,-76.21295708,37.94233987,5237,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393049.7397,4201387.574,-76.21736345,37.95379709,5368,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392623.5639,4202659.266,-76.22240334,37.9652059,5499,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392184.5297,4203846.276,-76.2275785,37.97584985,5636,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391827.3423,4204792.684,-76.2317871,37.98433527,5793,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391558.9622,4205515.058,-76.23495167,37.99081241,5948,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391325.1876,4206149.925,-76.23770951,37.99650509,6103,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391097.8772,4206784.894,-76.2403942,38.0021994,6252,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390884.3636,4207423.498,-76.24292274,38.00792803,6400,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390683.8778,4208065.964,-76.2453039,38.01369297,6562,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390420.2559,4209026.211,-76.24845316,38.02231365,6665,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390136.3078,4210313.993,-76.25188497,38.03388308,6746,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389939.1173,4211602.015,-76.25432942,38.04546508,6813,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389822.3906,4212882.705,-76.2558566,38.05699074,6874,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389773.6365,4214153.215,-76.25660801,38.0684329,6934,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389767.1251,4215417.099,-76.25687713,38.07982047,6989,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389775.9241,4216672.964,-76.25697059,38.09113763,7042,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389772.3201,4217918.55,-76.25720397,38.10236064,7087,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389729.6318,4219159.668,-76.25788252,38.1135386,7131,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389632.2598,4220398.034,-76.25918465,38.12468504,7170,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389469.28,4221638.352,-76.261236,38.135841,7208,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
389242.0747,4222883.973,-76.26402164,38.14703679,7250,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388959.1475,4224129.227,-76.26744401,38.1582223,7291,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388633.7342,4225369.747,-76.27135163,38.16935977,7339,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
388278.1155,4226599.668,-76.27560362,38.18039783,7388,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387899.521,4227818.702,-76.28011753,38.19133473,7435,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387498.6083,4229029.749,-76.2848864,38.20219666,7482,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
387074.8424,4230238.436,-76.28991735,38.21303422,7530,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386629.7578,4231450.28,-76.29519382,38.22389727,7578,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
386171.6983,4232668.705,-76.30062118,38.2348177,7624,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385716.767,4233892.886,-76.30601539,38.24579008,7670,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
385284.5911,4235119.137,-76.31115158,38.25678373,7714,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384891.2195,4236354.088,-76.3158473,38.26786046,7756,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384542.9952,4237589.454,-76.32002851,38.2789465,7791,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
384235.3781,4238817.71,-76.32374565,38.28997354,7860,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383953.3614,4240042.991,-76.32717077,38.30097692,7937,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383678.9884,4241266.068,-76.33050919,38.3119613,8030,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383395.7852,4242483.818,-76.33394878,38.32289639,8103,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
383088.6603,4243696.574,-76.33766226,38.33378324,8165,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382751.1837,4244904.657,-76.34172336,38.34462384,8197,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
382380.7439,4246105.466,-76.34616167,38.35539439,8227,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381981.2477,4247301.197,-76.350933,38.36611516,8254,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
381557.8047,4248491.917,-76.35597902,38.37678736,8280,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394778.3396,4195823.851,-76.19687849,37.90386411,4905,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394673.7459,4197113.168,-76.19825642,37.91547011,4999,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394470.5487,4198409.928,-76.20075766,37.92713171,5115,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
394180.0185,4199706.677,-76.20425339,37.93878295,5238,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393810.8784,4200990.75,-76.20864296,37.95031063,5369,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
393377.6531,4202266.745,-76.21376213,37.9617578,5500,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392935.7627,4203445.776,-76.21896711,37.97232993,5637,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392567.2741,4204396.315,-76.22330379,37.98085158,5794,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392276.73,4205133.675,-76.22672206,37.98746137,5949,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
392031.4546,4205771.055,-76.22961047,37.99317553,6104,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391791.6691,4206408.559,-76.23243684,37.99889138,6253,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391563.9237,4207048.781,-76.23512696,38.00463308,6401,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391350.4044,4207691.282,-76.23765584,38.01039696,6563,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
391069.2574,4208651.126,-76.24100361,38.01901213,6666,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390759.5538,4209938.769,-76.24472748,38.03057745,6747,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390538.3797,4211226.713,-76.24744393,38.04215602,6814,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390403.1625,4212507.52,-76.24918067,38.05368061,6875,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390337.2415,4213780.862,-76.25012708,38.06514626,6935,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390320.1514,4215046.79,-76.25051607,38.07655101,6990,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390324.3213,4216305.202,-76.2506617,38.0878906,7043,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390320.3383,4217558.878,-76.25089965,38.09918649,7088,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
390284.3236,4218806.879,-76.25150216,38.11042734,7132,MD,MD5MH,CB5MH_MD,920485016.3,4222576.351,390569.4914,0
