TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.002179,0.037045,0,0.000218,0.002179,0.500000,0.000037,0.000013
A10003,1,0,0,1,0,1,0,1,0,0.000791,0.014539,0,0.000079,0.000791,0.500000,0.000014,0.862E-05
A10005,1,0,0,1,0,1,0,1,0,0.005540,0.058932,0,0.000554,0.005540,0.500000,0.000059,0.000014
A11001,1,0,0,1,0,1,0,1,0,0.002063,0.037230,0,0.000207,0.002063,0.500000,0.000037,0.000015
A24001,1,0,0,1,0,1,0,1,0,0.002473,0.034180,0,0.000247,0.002473,0.500000,0.000034,0.000031
A24003,1,0,0,1,0,1,0,1,0,0.000767,0.013811,0,0.000077,0.000767,0.500000,0.000014,0.963E-05
A24005,1,0,0,1,0,1,0,1,0,0.002496,0.041728,0,0.000249,0.002496,0.500000,0.000042,0.000010
A24009,1,0,0,1,0,1,0,1,0,0.000957,0.016707,0,0.000096,0.000957,0.500000,0.000016,0.000012
A24011,1,0,0,1,0,1,0,1,0,0.001340,0.017759,0,0.000134,0.001340,0.500000,0.000017,0.000014
A24013,1,0,0,1,0,1,0,1,0,0.001717,0.027333,0,0.000171,0.001717,0.500000,0.000027,0.000014
A24015,1,0,0,1,0,1,0,1,0,0.001631,0.026455,0,0.000163,0.001631,0.500000,0.000027,0.000013
A24017,1,0,0,1,0,1,0,1,0,0.000706,0.012730,0,0.000071,0.000706,0.500000,0.000012,0.000015
A24019,1,0,0,1,0,1,0,1,0,0.000666,0.011690,0,0.000066,0.000666,0.500000,0.000012,0.000012
A24021,1,0,0,1,0,1,0,1,0,0.001538,0.024033,0,0.000153,0.001538,0.500000,0.000024,0.000015
A24023,1,0,0,1,0,1,0,1,0,0.000970,0.013845,0,0.000097,0.000970,0.500000,0.000014,0.000011
A24025,1,0,0,1,0,1,0,1,0,0.001540,0.025840,0,0.000154,0.001540,0.500000,0.000026,0.916E-05
A24027,1,0,0,1,0,1,0,1,0,0.001535,0.026489,0,0.000153,0.001535,0.500000,0.000027,0.000011
A24029,1,0,0,1,0,1,0,1,0,0.001156,0.017514,0,0.000116,0.001156,0.500000,0.000017,0.000011
A24031,1,0,0,1,0,1,0,1,0,0.001740,0.031589,0,0.000174,0.001740,0.500000,0.000032,0.000012
A24033,1,0,0,1,0,1,0,1,0,0.001177,0.018928,0,0.000117,0.001177,0.500000,0.000019,0.000017
