TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.658852,0.100000,0.,10.00000,0.658852,na,na,0.658852,0.100000,0.,10.00000,0.658852,na,na,0.074168,0.002256,0.000833,7.142190,0.074168,na,na,0.000100,0.002256,0.000833,1.190365,0.000100,388.6910,35757.97,0.0001,1.07,2572.737,22.69837,0.0001,1.07,3.540824,1.769677,0.0001,1.07,3.540824,1.769677,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.072163,0.005351,0.,10.00000,0.072163,na,na,0.072163,0.001072,0.,10.00000,0.072163,na,na,0.009855,0.016200,0.000110,8.629640,0.009855,na,na,0.000100,0.016200,0.000133,1.438276,0.000100,230.8297,48209.62,0.0001,1.07,4332.200,87.87136,0.0001,1.07,0.858476,3.425860,0.0001,1.07,0.858476,3.425860,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.846858,0.100000,0.,10.00000,0.846858,na,na,0.642355,0.100000,0.,10.00000,0.642355,na,na,0.064237,0.000179,0.010000,0.386679,0.064237,na,na,0.000100,0.000179,0.010000,0.064446,0.000100,32.83880,50000.00,0.0001,1.07,30451.78,0.100000,0.0001,1.07,9.119407,3.393188,0.0001,1.07,9.119407,3.393188,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.004606,0.,8.982430,1.000000,na,na,0.000100,0.000923,0.,4.491215,1.000000,na,na,0.000100,0.000273,0.007476,0.182314,0.200000,na,na,0.000100,0.000273,0.007476,0.030385,0.000100,20504.26,33912.57,0.0001,1.07,48.77034,28.98906,0.0001,1.07,3.883284,2.294672,0.0001,1.07,3.883284,2.294672,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.096318,0.000658,0.,10.00000,0.096318,na,na,0.096318,0.000131,0.,10.00000,0.096318,na,na,0.015883,0.091785,0.000017,7.663862,0.015883,na,na,0.000100,0.091785,0.000020,1.277312,0.000100,113.4985,42304.38,0.0001,1.07,8810.688,38.83388,0.0001,1.07,0.170558,1.763270,0.0001,1.07,0.170558,1.763270,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.044963,0.003890,0.,10.00000,0.044963,na,na,0.044963,0.000779,0.,10.00000,0.044963,na,na,0.006058,0.004923,0.000514,0.758324,0.006058,na,na,0.000100,0.004923,0.000792,0.126389,0.000100,127.8423,50000.00,0.0001,1.07,7822.132,110.0965,0.0001,1.07,2.288632,3.733471,0.0001,1.07,2.288632,3.733471,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.045544,0.051345,0.,6.615083,0.045544,na,na,0.045544,0.010253,0.,6.615083,0.045544,na,na,0.005550,0.000133,0.010000,0.264229,0.005550,na,na,0.000100,0.000133,0.010000,0.044038,0.000100,5858.602,43366.67,0.0001,1.07,170.6892,26.88210,0.0001,1.07,6.839313,2.698845,0.0001,1.07,6.839313,2.698845,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.606696,0.100000,0.,10.00000,0.606696,na,na,0.606696,0.035343,0.,10.00000,0.606696,na,na,0.089319,0.006652,0.000277,10.00000,0.089319,na,na,0.000100,0.006652,0.000277,1.899166,0.000100,1387.880,50000.00,0.0001,1.07,720.5241,70.66588,0.0001,1.07,1.847030,2.421273,0.0001,1.07,1.847030,2.421273,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.053226,0.,10.00000,1.000000,na,na,1.000000,0.010660,0.,10.00000,1.000000,na,na,0.146462,0.060228,0.000028,6.963808,0.146462,na,na,0.000100,0.060228,0.000041,1.160634,0.000100,1.342325,43851.07,0.0001,1.07,50000.00,44.82651,0.0001,1.07,0.345573,2.449677,0.0001,1.07,0.345573,2.449677,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24013,0.4,8.66617512,70.98147405,60,72.92644084,80.24670512,57.62090095,58.81679335,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.037149,0.000592,0.,10.00000,0.037149,na,na,0.037149,0.000118,0.,10.00000,0.037149,na,na,0.005192,0.003282,0.000577,3.926354,0.005192,na,na,0.000100,0.003282,0.000577,0.654390,0.000100,264.2586,42751.97,0.0001,1.07,3784.173,54.91920,0.0001,1.07,2.887632,2.989013,0.0001,1.07,2.887632,2.989013,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24015,0.4,10.82687498,71.69084761,60,73.02493327,80.37095332,73.41010492,75.06862099,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.032500,0.003588,0.,8.570210,0.032500,na,na,0.032500,0.000717,0.,8.570210,0.032500,na,na,0.003899,0.002283,0.000777,2.511492,0.003899,na,na,0.000100,0.002283,0.000777,0.418585,0.000100,61.76158,48192.84,0.0001,1.07,16191.29,42.66103,0.0001,1.07,2.891433,2.431220,0.0001,1.07,2.891433,2.431220,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24017,0.4,11.38160131,93.82588115,60,72.46194161,79.66073934,74.2061067,75.88794563,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.064696,0.003602,0.,10.00000,0.064696,na,na,0.051661,0.000719,0.,10.00000,0.051661,na,na,0.005165,0.007231,0.000104,6.043712,0.005165,na,na,0.000100,0.007231,0.000104,1.007288,0.000100,159.7334,50000.00,0.0001,1.07,6260.431,118.7560,0.0001,1.07,0.977076,2.299726,0.0001,1.07,0.977076,2.299726,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24019,0.4,11.70814521,90.67459023,60,67.97859963,74.00500344,77.94094908,79.73221888,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.012553,0.001689,0.,10.00000,0.012553,na,na,0.010712,0.000336,0.,10.00000,0.010712,na,na,0.001071,0.018650,0.000065,5.150960,0.001071,na,na,0.000100,0.018650,0.000065,0.858496,0.000100,1.108917,46343.08,0.0001,1.07,50000.00,99.65787,0.0001,1.07,0.573974,2.834967,0.0001,1.07,0.573974,2.834967,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24021,0.4,8.89553794,86.16254679,60,74.64399958,82.41340547,54.50520348,55.60980594,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.049944,0.000727,0.,9.916369,0.049944,na,na,0.049944,0.000145,0.,9.916369,0.049944,na,na,0.007197,0.004551,0.000407,3.598454,0.007197,na,na,0.000100,0.004551,0.000407,0.599743,0.000100,124.6102,44582.85,0.0001,1.07,8025.026,50.85774,0.0001,1.07,2.361654,3.002115,0.0001,1.07,2.361654,3.002115,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24023,0.4,8.592249922,84.09700285,60,75.90991824,84.01036186,51.66532222,52.68671617,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.018054,0.000100,0.,7.473376,0.018054,na,na,0.018054,0.000100,0.,7.473376,0.018054,na,na,0.002284,0.000731,0.002172,0.970156,0.002284,na,na,0.000100,0.000731,0.002172,0.161693,0.000100,244.8030,42952.31,0.0001,1.07,4084.920,100.7298,0.0001,1.07,6.363929,4.836502,0.0001,1.07,6.363929,4.836502,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24025,0.4,9.829871706,76.05981816,60,74.10626944,81.7350589,70.96881411,72.55580036,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.011587,0.000635,0.,6.337408,0.011587,na,na,0.011587,0.000127,0.,6.337408,0.011587,na,na,0.001454,0.000275,0.005929,0.408543,0.001454,na,na,0.000100,0.000275,0.005929,0.068091,0.000100,634.1009,47603.07,0.0001,1.07,1577.035,51.06480,0.0001,1.07,6.723048,3.569141,0.0001,1.07,6.723048,3.569141,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24027,0.4,9.197760165,69.92606107,60,72.0840588,79.18404018,69.37935528,70.91977039,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.023958,0.002057,0.,9.129096,0.023958,na,na,0.023958,0.000411,0.,9.129096,0.023958,na,na,0.003083,0.000807,0.001984,1.260251,0.003083,na,na,0.000100,0.000807,0.001984,0.210041,0.000100,535.1967,49765.89,0.0001,1.07,1868.472,54.13436,0.0001,1.07,4.922144,3.050578,0.0001,1.07,4.922144,3.050578,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24029,0.4,11.48586698,84.6611575,60,76.52072595,84.78089578,86.57554961,88.61981322,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.397867,0.022446,0.,10.00000,0.397867,na,na,0.397867,0.004491,0.,10.00000,0.397867,na,na,0.061374,0.026264,0.000066,9.384410,0.061374,na,na,0.000100,0.026264,0.000086,1.564070,0.000100,79.76041,46082.53,0.0001,1.07,12537.55,66.56609,0.0001,1.07,0.656984,2.818480,0.0001,1.07,0.656984,2.818480,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24031,0.4,8.755937943,66.26503337,60,74.40415743,82.1108446,65.6992694,67.13185799,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.042481,0.022014,0.,10.00000,0.042481,na,na,0.042481,0.004405,0.,10.00000,0.042481,na,na,0.005258,0.000473,0.003251,1.339370,0.005258,na,na,0.000100,0.000473,0.003251,0.223229,0.000100,2518.792,50000.00,0.0001,1.07,397.0159,45.46008,0.0001,1.07,5.573499,2.932148,0.0001,1.07,5.573499,2.932148,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24033,0.4,11.53752725,73.89456743,60,71.07663311,77.91317267,71.05516723,72.64468363,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,0.158076,0.006813,0.000229,10.00000,0.158076,na,na,0.000100,0.006813,0.000229,1.971741,0.000100,86.25301,50000.00,0.0001,1.07,11593.81,38.90685,0.0001,1.07,2.102386,1.984502,0.0001,1.07,2.102386,1.984502,0.0001,1.07,0.5,0.1,0,0,1.07,20
