landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    56.069,     7.238,     0.000
A24009,     0.000,    53.897,     8.667,     0.000
F24009,     0.000,    53.816,     8.721,     0.000
F24037,     0.000,    57.833,     6.910,     0.000
A24033,     0.000,    54.450,     8.704,     0.000
F24033,     0.000,    59.327,     7.578,     0.000
A24003,     0.000,    67.392,     6.362,     0.000
F24003,     0.000,    67.437,     6.338,     0.000
A24027,     0.000,    64.845,    13.465,     0.000
F24027,     0.000,    62.121,    14.637,     0.000
A24031,     0.000,    53.826,    14.552,     0.000
F24031,     0.000,    45.509,    16.343,     0.000
A51073,     0.000,    58.355,     5.108,     0.000
A51115,     0.000,    41.155,     6.902,     0.000
A51119,     0.000,    71.515,     6.688,     0.000
A51199,     0.000,    31.479,     7.651,     0.000
F51199,     0.000,    31.466,     7.656,     0.000
A51095,     0.000,    70.576,     3.368,     0.000
A51097,     0.000,    60.308,    10.942,     0.000
A51127,     0.000,    61.803,     5.463,     0.000
A51830,     0.000,    23.970,    24.471,     0.000
F51095,     0.000,    70.580,     3.360,     0.000
F51830,     0.000,    23.916,    24.516,     0.000
A51650,     0.000,    32.767,    11.466,     0.000
A51735,     0.000,    15.352,    35.515,     0.000
F51650,     0.000,    32.822,    11.450,     0.000
F51735,     0.000,    15.072,    35.774,     0.000
A51101,     0.000,    68.492,    10.264,     0.000
A51033,     0.000,    61.849,     9.433,     0.000
F51033,     0.000,    62.261,     7.536,     0.000
A51177,     0.000,    66.400,     4.693,     0.000
F51177,     0.000,    66.379,     4.655,     0.000
F51101,     0.000,    76.663,     6.972,     0.000
A51109,     0.000,    75.283,     4.792,     0.000
A51003,     0.000,    53.401,    14.362,     0.000
A51065,     0.000,    53.858,     5.759,     0.000
A51075,     0.000,    65.737,     6.642,     0.000
A51103,     0.000,    62.729,     8.651,     0.000
A51133,     0.000,    77.955,     7.575,     0.000
A51057,     0.000,    65.831,    11.557,     0.000
A51159,     0.000,    59.640,    11.167,     0.000
F51159,     0.000,    65.553,     8.495,     0.000
A51099,     0.000,    68.179,     8.577,     0.000
A51630,     0.000,    25.825,    24.619,     0.000
F51057,     0.000,    74.983,     8.076,     0.000
F51099,     0.000,    68.375,     8.499,     0.000
F51630,     0.000,    48.689,    23.882,     0.000
A51047,     0.000,    74.131,    11.126,     0.000
A51061,     0.000,    75.733,     6.702,     0.000
A51157,     0.000,    81.020,    11.499,     0.000
B51061,     0.000,    74.469,    12.810,     0.000
B51157,     0.000,    82.765,    11.076,     0.000
F51061,     0.000,    79.041,     9.520,     0.000
F51157,     0.000,    81.345,    10.756,     0.000
A51113,     0.000,    81.502,    13.627,     0.000
B51113,     0.000,    86.769,    11.251,     0.000
F51113,     0.000,    84.450,    11.965,     0.000
A51079,     0.000,    85.741,    13.798,     0.000
B51079,     0.000,    90.832,    11.947,     0.000
F51079,     0.000,    88.345,    13.068,     0.000
A51137,     0.000,    84.559,     9.433,     0.000
F51137,     0.000,    85.568,    10.262,     0.000
A24005,     0.000,    52.934,    15.651,     0.000
A24510,     0.000,    32.903,    31.496,     0.000
F24005,     0.000,    50.900,    16.052,     0.000
F24510,     0.000,    33.009,    31.329,     0.000
A24013,     0.000,    62.119,    14.181,     0.000
F24013,     0.000,    66.249,    10.412,     0.000
A24025,     0.000,    61.721,    14.328,     0.000
F24025,     0.000,    65.484,    11.686,     0.000
A10001,     0.000,    58.478,    10.966,     0.000
A10005,     0.000,    66.516,    16.024,     0.000
A24011,     0.000,    89.419,    11.808,     0.000
A24019,     0.000,    69.611,     6.632,     0.000
A24045,     0.000,   191.171,    13.618,     0.000
F24019,     0.000,    69.648,     6.589,     0.000
A24047,     0.000,   111.103,     9.731,     0.000
F24045,     0.000,   213.108,    14.115,     0.000
A24039,     0.000,   183.154,    11.988,     0.000
A51001,     0.000,    60.787,     4.976,     0.000
F24039,     0.000,   184.734,    12.094,     0.000
F51001,     0.000,    60.789,     4.978,     0.000
A51131,     0.000,    41.475,     5.290,     0.000
F51131,     0.000,    41.509,     5.292,     0.000
F10005,     0.000,    88.054,    16.212,     0.000
A24041,     0.000,    65.102,     8.562,     0.000
F24041,     0.000,    65.128,     8.519,     0.000
A24035,     0.000,    71.429,    11.367,     0.000
F24035,     0.000,    74.719,     8.882,     0.000
A24015,     0.000,    71.320,    12.548,     0.000
A10003,     0.000,    71.946,     4.943,     0.000
F24015,     0.000,    75.161,     9.106,     0.000
A24029,     0.000,    81.644,     8.029,     0.000
F24029,     0.000,    81.636,     8.023,     0.000
A42029,     0.000,    84.730,    21.743,     0.000
A51041,     0.000,    55.580,     7.249,     0.000
A51145,     0.000,    67.747,     9.934,     0.000
A51570,     0.000,    29.570,     3.485,     0.000
A51149,     0.000,    51.969,     7.707,     0.000
A51670,     0.000,    19.457,    33.206,     0.000
F51149,     0.000,    61.573,     5.849,     0.000
F51670,     0.000,    19.352,    33.244,     0.000
A51007,     0.000,    84.431,     7.822,     0.000
A51135,     0.000,    81.301,    11.338,     0.000
A51147,     0.000,    68.377,     8.652,     0.000
A51011,     0.000,    62.702,     7.896,     0.000
A51029,     0.000,    78.280,     6.501,     0.000
A51049,     0.000,    93.279,     8.567,     0.000
F51011,     0.000,    61.627,     6.965,     0.000
F51147,     0.000,    71.249,     6.943,     0.000
F51145,     0.000,    70.766,     8.768,     0.000
A51053,     0.000,    53.410,     5.936,     0.000
A51730,     0.000,    10.545,    15.678,     0.000
F51053,     0.000,    56.947,     6.899,     0.000
F51730,     0.000,    25.342,    25.064,     0.000
A51036,     0.000,    78.224,     6.857,     0.000
A51087,     0.000,    60.022,     7.001,     0.000
A51760,     0.000,    19.872,    10.704,     0.000
F51041,     0.000,    62.400,     3.944,     0.000
F51087,     0.000,    60.018,     7.001,     0.000
F51760,     0.000,    36.829,    17.722,     0.000
A51181,     0.000,    48.243,     5.854,     0.000
F51181,     0.000,    56.721,     4.076,     0.000
A51550,     0.000,    58.133,     7.592,     0.000
A51710,     0.000,    36.487,     8.556,     0.000
A51810,     0.000,    64.618,     8.557,     0.000
F51710,     0.000,    36.658,     8.528,     0.000
A51740,     0.000,    35.759,    14.060,     0.000
F51550,     0.000,    58.113,     7.602,     0.000
F51740,     0.000,    35.761,    14.061,     0.000
A51800,     0.000,    56.643,     0.535,     0.000
A51093,     0.000,    26.703,    11.285,     0.000
A51700,     0.000,    25.501,    22.542,     0.000
F51700,     0.000,    25.535,    22.526,     0.000
F51810,     0.000,    64.582,     8.573,     0.000
F51800,     0.000,    60.298,     0.325,     0.000
A51085,     0.000,    70.660,     9.712,     0.000
F51085,     0.000,    67.114,     7.623,     0.000
B51003,     0.000,    55.733,    14.705,     0.000
F51003,     0.000,    55.048,    12.329,     0.000
A51125,     0.000,    62.011,     4.969,     0.000
B51125,     0.000,    65.120,     5.923,     0.000
F51125,     0.000,    63.189,     5.055,     0.000
A51009,     0.000,    56.840,    17.172,     0.000
B51009,     0.000,    61.375,    16.295,     0.000
F51009,     0.000,    58.321,    17.237,     0.000
A51540,     0.000,    36.873,    10.985,     0.000
F51540,     0.000,    52.133,    17.637,     0.000
A51031,     0.000,    55.387,     9.155,     0.000
A51023,     0.000,   102.216,    17.423,     0.000
A51163,     0.000,    79.520,    19.354,     0.000
F51023,     0.000,   100.678,    17.779,     0.000
F51163,     0.000,    82.307,    17.875,     0.000
A51161,     0.000,    92.588,    17.347,     0.000
F51161,     0.000,    99.604,    14.273,     0.000
A51015,     0.000,    90.021,    20.208,     0.000
B51015,     0.000,    99.608,    18.160,     0.000
B51163,     0.000,    79.624,    20.306,     0.000
F51015,     0.000,   108.727,    15.250,     0.000
C51015,     0.000,   105.581,    14.969,     0.000
A51045,     0.000,    80.303,    15.163,     0.000
A51071,     0.520,    59.753,    24.705,     0.000
F51045,     0.000,    80.410,    15.145,     0.000
F51071,     0.515,    59.866,    24.659,     0.000
B51017,     0.000,    69.064,    20.742,     0.000
F51017,     0.000,    71.280,    19.967,     0.000
A51678,     0.000,    11.521,    21.544,     0.000
A51017,     0.000,    65.745,    22.790,     0.000
A51091,     0.000,    67.829,    27.634,     0.000
B51091,     0.021,    71.844,    30.969,     0.467
A51530,     0.000,    39.345,    40.954,     0.000
F51530,     0.000,    39.680,    41.103,     0.000
