TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,39.25809,1.5,20.00000,0.636811,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,3.881162,1.5,20.00000,6.441371,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,3.503153,1.5,20.00000,7.136427,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,22.06870,1.5,20.00000,1.132827,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.407926,1.5,20.00000,10.38238,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,16.96582,1.5,20.00000,1.473551,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.229122,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,44.04725,1.5,20.00000,0.567573,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.838058,1.5,20.00000,29.83087,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,39.05395,1.5,20.00000,0.640140,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,30.84642,1.5,20.00000,0.810467,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,6.657424,1.5,20.00000,3.755206,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.603804,1.5,20.00000,41.40415,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,27.56252,1.5,20.00000,0.907028,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,2.276857,1.5,20.00000,10.98005,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,40.06298,1.5,20.00000,0.624018,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,47.78530,1.5,20.00000,0.523173,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,11.48793,1.5,20.00000,2.176197,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,85.92158,1.5,20.00000,0.290963,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,55.29908,1.5,20.00000,0.452087,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,37.34917,1.5,20.00000,0.669358,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,13.88196,1.5,20.00000,1.800898,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
