TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,5.705000,1,0.03,0.3,0,50,307.6000,5,0.5,2,0,550,119.1440,5,1,8,0,300,8.968500,6,0.5,1,0,100,0,0,0,0,na,na
A10003,2.904000,1,0.03,0.3,0,50,458.3615,5,0.5,2,0,550,84.17300,5,1,8,0,300,5.513000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,21.56850,1,0.03,0.3,0,50,327.1515,5,0.5,2,0,550,145.6780,5,1,8,0,300,18.01950,6,0.5,1,0,100,0,0,0,0,na,na
A11001,5.238000,1,0.03,0.3,0,50,107.2110,5,0.5,2,0,550,148.2720,5,1,8,0,300,12.02150,6,0.5,1,0,100,0,0,0,0,na,na
A24001,5.002000,1,0.03,0.3,0,50,717.0525,5,0.5,2,0,550,80.45399,5,1,8,0,300,5.019000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,1.633500,1,0.03,0.3,0,50,392.9685,5,0.5,2,0,550,94.59750,5,1,8,0,300,6.654000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,2.861500,1,0.03,0.3,0,50,382.6405,5,0.5,2,0,550,158.3100,5,1,8,0,300,13.66100,6,0.5,1,0,100,0,0,0,0,na,na
A24009,1.231000,1,0.03,0.3,0,50,280.3915,5,0.5,2,0,550,106.8350,5,1,8,0,300,7.599500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,7.400000,1,0.03,0.3,0,50,513.5145,5,0.5,2,0,550,94.01550,5,1,8,0,300,6.897500,6,0.5,1,0,100,0,0,0,0,na,na
