TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,5.522065,1.5,20.00000,4.527292,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,4.771152,1.5,20.00000,5.239825,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,4.042737,1.5,20.00000,6.183929,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,6.491177,1.5,20.00000,3.851382,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,3.749021,1.5,20.00000,6.668407,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,6.175072,1.5,20.00000,4.048535,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,7.902328,1.5,20.00000,3.163624,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,7.701526,1.5,20.00000,3.246110,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,2.144589,1.5,20.00000,11.65725,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,6.830845,1.5,20.00000,3.659869,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,5.245624,1.5,20.00000,4.765877,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,2.676950,1.5,20.00000,9.338987,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,1.891275,1.5,20.00000,13.21860,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,6.984690,1.5,20.00000,3.579257,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
