TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.188358,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,3.365327,1.5,20.00000,7.428698,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,3.330987,1.5,20.00000,7.505281,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,62.91953,1.5,20.00000,0.397334,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.325326,1.5,20.00000,10.75118,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,28.27548,1.5,20.00000,0.884158,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.137676,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,46.90190,1.5,20.00000,0.533029,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.874911,1.5,20.00000,28.57434,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,55.04152,1.5,20.00000,0.454203,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,70.85587,1.5,20.00000,0.352828,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,11.11100,1.5,20.00000,2.250022,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.568154,1.5,20.00000,44.00211,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,32.95239,1.5,20.00000,0.758670,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,1.615604,1.5,20.00000,15.47409,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,55.09068,1.5,20.00000,0.453798,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,63.46211,1.5,20.00000,0.393935,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,17.06181,1.5,20.00000,1.465260,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,100.0000,1.5,20.00000,0.245276,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,55.44839,1.5,20.00000,0.450869,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,78.31902,1.5,20.00000,0.319207,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,23.93312,1.5,20.00000,1.044577,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.141935,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,2.133755,1.5,20.00000,11.71643,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.355384,1.5,20.00000,70.34654,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,0.400639,1.5,20.00000,62.40022,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,56.71706,1.5,20.00000,0.440784,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,0.715453,1.5,20.00000,34.94288,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,0.682107,1.5,20.00000,36.65113,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
