landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    43.892,    14.377,     4.978
A24009,     0.000,    40.492,    14.639,     8.146
F24009,     0.000,    40.288,    14.809,     8.152
F24037,     0.000,    49.721,     9.411,     4.233
A24033,     0.000,    32.257,    21.332,     9.281
F24033,     0.000,    44.277,    13.695,     7.668
A24003,     0.000,    54.871,    10.774,     8.218
F24003,     0.000,    55.121,    10.577,     8.185
A24027,     0.000,    44.070,    30.435,    10.492
F24027,     0.000,    35.772,    36.514,    11.644
A24031,     0.000,    31.024,    31.603,    11.240
F24031,     0.000,    13.484,    41.464,    13.512
A51073,     0.000,    45.545,    13.066,     4.807
A51115,     0.000,    27.872,    16.865,     4.637
A51119,     0.000,    60.219,    12.129,     5.094
A51199,     0.000,    18.063,    19.524,     6.231
F51199,     0.000,    18.015,    19.560,     6.235
A51095,     0.000,    59.528,    10.834,     5.739
A51097,     0.000,    25.590,    36.215,     9.221
A51127,     0.000,    46.730,    18.267,     6.563
A51830,     0.000,    18.615,    33.704,     7.652
F51095,     0.000,    59.576,    10.793,     5.733
F51830,     0.000,    18.475,    33.834,     7.662
A51650,     0.000,    26.813,    23.646,     5.242
A51735,     0.000,     8.665,    41.173,    11.056
F51650,     0.000,    26.953,    23.538,     5.235
F51735,     0.000,     8.079,    41.719,    11.107
A51101,     0.000,    42.344,    28.175,     7.563
A51033,     0.000,    41.979,    24.684,     6.117
F51033,     0.000,    48.013,    20.306,     5.763
A51177,     0.000,    54.181,    15.935,     5.751
F51177,     0.000,    54.305,    15.814,     5.736
F51101,     0.000,    63.525,    13.216,     5.418
A51109,     0.000,    64.353,    13.249,     5.330
A51003,     0.000,    28.470,    42.591,     8.028
A51065,     0.000,    27.945,    29.455,     6.947
A51075,     0.000,    51.861,    22.085,     5.148
A51103,     0.000,    55.154,    14.925,     4.582
A51133,     0.000,    68.199,    12.465,     4.740
A51057,     0.000,    29.868,    36.127,     9.141
A51159,     0.000,    40.026,    27.225,     6.076
F51159,     0.000,    56.671,    15.026,     4.807
A51099,     0.000,    48.349,    20.555,     6.224
A51630,     0.000,     8.773,    44.477,     7.852
F51057,     0.000,    58.638,    16.609,     5.904
F51099,     0.000,    49.037,    20.074,     6.160
F51630,     0.000,    41.811,    28.755,     5.295
A51047,     0.000,    51.331,    27.653,     7.055
A51061,     0.000,    61.699,    19.985,     6.324
A51157,     0.000,    67.214,    20.241,     5.383
B51061,     0.000,    53.114,    29.761,     7.203
B51157,     0.000,    70.569,    17.012,     4.939
F51061,     0.000,    61.456,    22.649,     6.055
F51157,     0.000,    67.763,    19.051,     5.250
A51113,     0.000,    55.985,    33.612,     7.545
B51113,     0.000,    70.329,    22.967,     5.900
F51113,     0.000,    64.413,    27.559,     6.569
A51079,     0.000,    61.072,    32.957,     8.692
B51079,     0.000,    73.525,    22.533,     6.764
F51079,     0.000,    63.262,    31.271,     8.177
A51137,     0.000,    64.942,    26.711,     6.868
F51137,     0.000,    65.171,    26.646,     6.579
A24005,     0.000,    16.915,    44.760,    13.696
A24510,     0.000,    17.793,    47.860,     9.819
F24005,     0.000,     9.389,    49.264,    14.845
F24510,     0.000,    18.318,    47.423,     9.756
A24013,     0.000,    40.063,    30.589,     9.987
F24013,     0.000,    49.830,    16.984,     7.809
A24025,     0.000,    36.207,    36.470,    10.909
F24025,     0.000,    42.283,    28.612,     9.615
A10001,     0.000,    22.069,    36.531,    12.167
A10005,     0.000,    42.234,    33.480,    27.348
A24011,     0.000,    71.950,    16.708,     8.172
A24019,     0.000,    60.694,    13.400,     5.522
A24045,     0.000,   176.768,     0.000,    13.809
F24019,     0.000,    61.136,    12.952,     5.470
A24047,     0.000,    79.529,    30.856,    10.976
F24045,     0.000,   197.175,     0.000,     0.000
A24039,     0.000,   157.603,     0.000,     3.232
A51001,     0.000,    50.243,    12.159,     5.385
F24039,     0.000,   158.028,     0.000,     1.967
F51001,     0.000,    50.249,    12.154,     5.385
A51131,     0.000,    31.513,    12.992,     5.388
F51131,     0.000,    31.474,    13.075,     5.395
F10005,     0.000,    38.795,    49.777,    19.893
A24041,     0.000,    54.870,    17.499,     5.511
F24041,     0.000,    55.174,    17.102,     5.475
A24035,     0.000,    46.662,    28.865,     8.240
F24035,     0.000,    60.363,    17.783,     6.362
A24015,     0.000,    50.697,    27.731,    10.143
A10003,     0.000,    57.953,    11.787,     6.899
F24015,     0.000,    59.293,    15.844,     7.948
A24029,     0.000,    65.116,    15.879,     6.673
F24029,     0.000,    65.146,    15.840,     6.670
A42029,     0.000,    63.840,    35.341,    10.149
A51041,     0.000,    36.570,    25.980,     6.684
A51145,     0.000,    52.745,    27.096,     6.753
A51570,     0.000,    20.891,    19.229,     4.636
A51149,     0.000,    30.477,    26.842,     8.667
A51670,     0.000,     8.133,    47.657,     9.168
F51149,     0.000,    48.068,    14.622,     6.307
F51670,     0.000,     7.830,    47.911,     9.199
A51007,     0.000,    65.333,    20.963,     5.523
A51135,     0.000,    61.355,    24.653,     6.640
A51147,     0.000,    51.467,    24.059,     6.395
A51011,     0.000,    44.832,    22.034,     5.568
A51029,     0.000,    61.800,    19.330,     6.046
A51049,     0.000,    72.257,    26.440,     6.944
F51011,     0.000,    46.114,    20.990,     5.294
F51147,     0.000,    60.699,    11.892,     5.000
