TABLE->,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1
A24013,1,1,0,1,1,1,0,0,1,0,12.00000,0.063054,282,0.072,0.029977,0.944179,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.281087,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.271545796,0.271545796,0.263586053,0.256098862,0.249941537,0.347491409,0.371735676,0.370073461,0.367670352,0.285043074,0.270450312,0.264481385,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24015,1,1,0,1,1,1,0,0,1,0,12.00000,0.076129,348,0.039,0.029342,0.957759,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.2825586,0.2825586,0.275191659,0.268188879,0.251546134,0.339881823,0.361203158,0.358861426,0.356306951,0.289928982,0.276625674,0.27260624,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24017,1,1,0,1,1,1,0,0,1,0,8.000000,0.045909,365,0.034,0.100E-05,0.920000,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.487422,0.304734,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.263293375,0.271919638,0.264320412,0.275485439,0.303727299,0.346529572,0.366039509,0.364009799,0.339178582,0.279706095,0.25942792,0.258219102,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24019,1,1,0,1,1,1,0,0,1,0,8.000000,0.058878,554,0.006,0.016408,0.945247,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.499033,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.255238411,0.260874801,0.252597636,0.264802074,0.307012916,0.354667339,0.376943755,0.375617546,0.348229376,0.279840289,0.25611022,0.251922888,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24021,1,1,0,1,1,1,0,0,1,0,12.00000,0.062832,303,0.059,0.002308,0.955422,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.270247849,0.270247849,0.262222424,0.254685048,0.24974074,0.348360024,0.372945893,0.371361757,0.369008888,0.284339802,0.269700935,0.263515271,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24023,1,1,0,1,1,1,0,0,1,0,8.000000,0.109284,246,0.099,0.000091,0.943082,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.260002,0.463418,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.244671419,0.248631983,0.241075231,0.245609282,0.329156826,0.383987487,0.38305559,0.382123692,0.34165448,0.255407903,0.2477094,0.242341675,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24025,1,1,0,1,1,1,0,0,1,0,12.00000,0.136011,287,0.068,0.025657,0.958685,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.261909905,0.261909905,0.253456783,0.245587509,0.248466917,0.353978839,0.380763118,0.379683319,0.37760858,0.279997484,0.264916665,0.25732076,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24027,1,1,0,1,1,1,0,0,1,0,12.00000,0.081332,289,0.067,0.050545,0.956256,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.269349325,0.269349325,0.261370472,0.253950242,0.249344805,0.348340349,0.373099156,0.371524908,0.369919414,0.281050444,0.268707975,0.262658771,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24029,1,1,0,1,1,1,0,0,1,0,12.00000,0.094009,461,0.014,0.040393,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.341550,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.247990757,0.251739331,0.243427155,0.253340073,0.316339067,0.368648968,0.383828732,0.382946715,0.349783681,0.271171372,0.251679004,0.245785714,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24031,1,1,0,1,1,1,0,0,1,0,12.00000,0.078416,304,0.059,0.066427,0.932861,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.479711,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.276316247,0.276316247,0.268602898,0.261308392,0.250665614,0.344265252,0.367250558,0.365298981,0.362749849,0.287475928,0.27317885,0.268022045,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24033,1,1,0,1,1,1,0,0,1,0,11.34457,0.064105,323,0.049,0.000942,0.929718,40,35,2,2,0,0,0.004132,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.952944,0.952944,0.952944,0.952944,0.952944,1.111768,1.508828,1.588240,1.588240,1.270592,1.111768,1.032356,0.23646892,0.236782207,0.228103261,0.236119212,0.327718563,0.387272716,0.396357424,0.396283709,0.355819996,0.262146024,0.245416973,0.236284633,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24035,1,1,0,1,1,1,0,0,1,0,12.00000,0.094009,515,0.009,0.040393,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.341550,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.253435522,0.258956285,0.250924064,0.261134994,0.31214289,0.361083159,0.377365451,0.376066448,0.345709119,0.273806299,0.254370017,0.250188014,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24037,1,1,0,1,1,1,0,0,1,0,12.00000,0.036144,395,0.026,0.100E-05,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.053805,0.381666,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.265096197,0.274548847,0.267214005,0.277514202,0.304239923,0.346012959,0.363025628,0.360801474,0.33586187,0.277953966,0.259887161,0.259535814,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24039,1,1,0,1,1,1,0,0,1,0,8.000000,0.058836,594,0.004,0.017466,0.945870,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.497625,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.24235579,0.243610253,0.234535392,0.246794059,0.315442314,0.371001319,0.392924901,0.392629734,0.359420677,0.275674344,0.250083421,0.241617871,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24041,1,1,0,1,1,1,0,0,1,0,8.537221,0.081625,510,0.009,0.000108,0.956000,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.411953,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.717127,0.717127,0.717127,0.717127,0.717127,0.836648,1.135450,1.195211,1.195211,0.956169,0.836648,0.776887,0.239602356,0.239735861,0.230358372,0.243370164,0.315780108,0.372962018,0.3970131,0.396981687,0.363326915,0.276803885,0.249127609,0.239523824,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24043,1,1,0,1,1,1,0,0,1,0,11.09451,0.234375,301,0.06,0.096283,0.972208,40,35,2,2,0,0,0.001000,NA,0.7,NA,1.032286,0.573805,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.931939,0.931939,0.931939,0.931939,0.931939,1.087262,1.475570,1.553232,1.553232,1.242586,1.087262,1.009601,0.250337093,0.255833264,0.24834677,0.254431467,0.322341482,0.373554444,0.377455142,0.376161925,0.339947922,0.261528969,0.251065529,0.247104051,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24045,1,1,0,1,1,1,0,0,1,0,8.000000,0.058878,565,0.006,0.016408,0.945247,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.499033,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.240365967,0.240921107,0.231706914,0.244064433,0.316565694,0.373337504,0.395475371,0.39534475,0.361334025,0.275277339,0.24919308,0.240039414,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24047,1,1,0,1,1,1,0,0,1,0,8.000000,0.058836,538,0.007,0.017466,0.945870,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.497625,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.248403276,0.25230631,0.244029813,0.253884112,0.316181436,0.368243328,0.383265407,0.382347046,0.34930916,0.271149823,0.251846499,0.246107374,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24510,1,1,0,1,1,1,0,0,1,0,12.00000,0.122472,252,0.094,0.044173,0.954003,40,35,2,2,0,0,0.001000,NA,0.7,NA,1.992666,0.339377,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.260705223,0.260705223,0.252094434,0.244018995,0.248550498,0.355437495,0.38260559,0.38164466,0.378867848,0.282289268,0.264719355,0.256621272,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36003,1,1,0,1,1,1,0,0,1,0,9.752757,0.039330,263,0.085,0.008413,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,4.000000,0.443193,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.819232,0.819232,0.819232,0.819232,0.819232,0.955770,1.297117,1.365386,1.365386,1.092309,0.955770,0.887501,0.234565633,0.234565633,0.226125143,0.230160735,0.330236801,0.395571184,0.3975,0.397178531,0.345777079,0.254463531,0.244033252,0.234565633,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36007,1,1,0,1,1,1,0,0,1,0,8.000000,0.069200,253,0.093,0.000271,0.965097,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.451071,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.233333333,0.233333333,0.225,0.23,0.33575,0.3975,0.3975,0.3975,0.352358075,0.252880659,0.242592593,0.233333333,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36015,1,1,0,1,1,1,0,0,1,0,8.993252,0.033280,269,0.081,0.000527,0.959135,40,35,2,2,0,0,0.021982,NA,0.7,NA,2.000000,0.451810,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.755433,0.755433,0.755433,0.755433,0.755433,0.881339,1.196102,1.259055,1.259055,1.007244,0.881339,0.818386,0.233333333,0.233333333,0.225,0.23,0.33575,0.3975,0.3975,0.3975,0.352358075,0.252880659,0.242592593,0.233333333,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36017,1,1,0,1,1,1,0,0,1,0,8.000000,0.110930,259,0.088,0.000049,0.940509,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.399359,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.235333724,0.235364658,0.227134438,0.23207257,0.334596166,0.395458364,0.395520232,0.396046108,0.351679286,0.25352556,0.243612265,0.234715047,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36023,1,1,0,1,1,1,0,0,1,0,8.000000,0.158846,261,0.087,0.000344,0.958751,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.496077,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.233333333,0.233333333,0.225,0.23,0.33575,0.3975,0.3975,0.3975,0.352358075,0.252880659,0.242592593,0.233333333,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36025,1,1,0,1,1,1,0,0,1,0,8.000000,0.149136,228,0.116,0.000042,0.954534,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.990954,0.479161,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.233333333,0.233333333,0.225,0.23,0.33575,0.3975,0.3975,0.3975,0.352358075,0.252880659,0.242592593,0.233333333,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36043,1,1,0,1,1,1,0,0,1,0,8.000000,0.118563,288,0.067,0.000035,0.954474,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.465177,0.370872,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.24559955,0.245789234,0.23808818,0.242708812,0.328674796,0.384980872,0.385360239,0.388584863,0.348195801,0.256835136,0.248845132,0.241805875,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
