TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,14.33230,1.5,20.00000,1.744312,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,4.294054,1.5,20.00000,5.822005,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,3.592038,1.5,20.00000,6.959837,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,11.40580,1.5,20.00000,2.191868,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.842975,1.5,20.00000,8.793603,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,10.53734,1.5,20.00000,2.372515,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,48.35878,1.5,20.00000,0.516969,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,28.33520,1.5,20.00000,0.882295,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.941463,1.5,20.00000,26.55442,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,18.34538,1.5,20.00000,1.362741,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,13.22739,1.5,20.00000,1.890018,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,4.335541,1.5,20.00000,5.766293,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.733919,1.5,20.00000,34.06371,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,16.67068,1.5,20.00000,1.499639,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,3.061514,1.5,20.00000,8.165896,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,18.30425,1.5,20.00000,1.365803,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,21.50889,1.5,20.00000,1.162310,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,8.579496,1.5,20.00000,2.913924,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,46.94308,1.5,20.00000,0.532560,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,32.95111,1.5,20.00000,0.758699,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,15.73059,1.5,20.00000,1.589260,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,8.797069,1.5,20.00000,2.841856,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.231418,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,2.727294,1.5,20.00000,9.166593,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.158856,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.385402,1.5,20.00000,64.86736,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,0.467001,1.5,20.00000,53.53308,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
