landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    40.214,    14.672,     5.204
A24009,     0.000,    34.991,    15.663,     9.832
F24009,     0.000,    34.415,    16.066,     9.884
F24037,     0.000,    47.125,     8.755,     4.481
A24033,     0.000,    17.512,    27.666,    12.027
F24033,     0.000,    36.569,    14.824,     9.374
A24003,     0.000,    50.740,    10.788,     9.685
F24003,     0.000,    51.100,    10.491,     9.647
A24027,     0.000,    35.101,    35.682,    12.165
F24027,     0.000,    23.850,    44.270,    13.504
A24031,     0.000,    20.023,    38.229,    13.499
F24031,     0.000,     0.000,    54.231,    16.871
A51073,     0.000,    43.038,    13.651,     5.079
A51115,     0.000,    26.648,    16.795,     4.791
A51119,     0.000,    57.150,    12.480,     5.553
A51199,     0.000,    16.102,    19.171,     6.348
F51199,     0.000,    16.049,    19.211,     6.350
A51095,     0.000,    56.028,    11.480,     6.176
A51097,     0.000,     9.689,    47.977,    10.747
A51127,     0.000,    41.646,    20.320,     6.964
A51830,     0.000,    19.129,    32.286,     8.387
F51095,     0.000,    56.092,    11.427,     6.169
F51830,     0.000,    18.999,    32.410,     8.389
A51650,     0.000,    27.243,    22.793,     5.298
A51735,     0.000,     8.784,    39.555,    12.661
F51650,     0.000,    27.377,    22.681,     5.297
F51735,     0.000,     8.206,    40.141,    12.688
A51101,     0.000,    29.072,    36.610,     8.906
A51033,     0.000,    33.549,    29.963,     6.670
F51033,     0.000,    42.573,    22.949,     6.045
A51177,     0.000,    51.161,    16.032,     5.701
F51177,     0.000,    51.338,    15.870,     5.685
F51101,     0.000,    59.820,    13.814,     5.802
A51109,     0.000,    63.289,    11.346,     5.003
A51003,     0.000,    27.953,    42.807,     7.455
A51065,     0.000,    20.509,    32.242,     6.560
A51075,     0.000,    51.629,    20.815,     4.522
A51103,     0.000,    54.272,    14.134,     4.833
A51133,     0.000,    65.922,    12.166,     5.007
A51057,     0.000,    11.500,    49.113,    10.983
A51159,     0.000,    36.311,    28.108,     6.088
F51159,     0.000,    55.628,    13.874,     5.035
A51099,     0.000,    45.215,    20.753,     6.202
A51630,     0.000,     9.414,    43.153,     6.979
F51057,     0.000,    50.074,    19.718,     6.701
F51099,     0.000,    46.111,    20.147,     6.145
F51630,     0.000,    42.400,    25.992,     5.141
A51047,     0.000,    41.843,    32.939,     7.791
A51061,     0.000,    58.463,    19.732,     6.178
A51157,     0.000,    61.650,    21.841,     5.680
B51061,     0.000,    46.193,    33.004,     7.481
B51157,     0.000,    65.625,    17.657,     5.190
F51061,     0.000,    56.953,    23.721,     5.996
F51157,     0.000,    62.368,    20.580,     5.490
A51113,     0.000,    44.406,    40.597,     8.534
B51113,     0.000,    63.847,    25.153,     6.255
F51113,     0.000,    55.805,    32.080,     7.167
A51079,     0.000,    56.075,    34.154,     8.272
B51079,     0.000,    70.536,    21.434,     6.313
F51079,     0.000,    57.607,    33.102,     7.879
A51137,     0.000,    58.724,    29.434,     6.955
F51137,     0.000,    58.440,    29.740,     6.705
A24005,     0.000,     0.000,    55.947,    15.846
A24510,     0.000,    18.034,    46.041,     9.776
F24005,     0.000,     0.000,    61.615,    16.639
F24510,     0.000,    18.732,    45.440,     9.706
A24013,     0.000,    35.159,    31.919,    10.601
F24013,     0.000,    45.763,    16.380,     8.559
A24025,     0.000,    26.224,    42.067,    12.183
F24025,     0.000,    35.298,    31.338,    10.627
A10001,     0.000,     7.221,    46.357,    14.252
A10005,     0.000,    37.040,    28.112,    37.050
A24011,     0.000,    69.304,    13.119,     8.482
A24019,     0.000,    60.033,    11.675,     5.684
A24045,     0.000,   172.907,     0.061,    24.656
F24019,     0.000,    60.507,    11.173,     5.655
A24047,     0.000,    80.098,    26.766,     9.633
F24045,     0.000,   195.944,     0.000,    11.526
A24039,     0.000,   149.388,    13.067,    13.388
A51001,     0.000,    49.576,    10.449,     5.446
F24039,     0.000,   146.938,    15.142,    12.747
F51001,     0.000,    49.581,    10.441,     5.446
A51131,     0.000,    29.318,    12.994,     5.874
F51131,     0.000,    29.290,    13.093,     5.876
F10005,     0.000,    12.211,    60.171,    27.392
A24041,     0.000,    53.340,    16.225,     5.581
F24041,     0.000,    53.623,    15.806,     5.568
A24035,     0.000,    39.496,    32.276,     8.862
F24035,     0.000,    57.281,    17.498,     6.666
A24015,     0.000,    41.819,    31.636,    11.853
A10003,     0.000,    54.687,    11.802,     7.562
F24015,     0.000,    54.202,    15.854,     8.994
A24029,     0.000,    62.006,    14.815,     6.958
F24029,     0.000,    62.056,    14.749,     6.955
A42029,     0.000,    56.332,    37.569,    11.604
A51041,     0.000,    29.841,    29.601,     6.866
A51145,     0.000,    50.753,    25.919,     6.372
A51570,     0.000,    21.694,    18.337,     4.194
A51149,     0.000,    21.800,    31.446,     9.686
A51670,     0.000,     9.352,    44.996,     9.213
F51149,     0.000,    43.549,    15.799,     6.982
F51670,     0.000,     9.064,    45.259,     9.225
A51007,     0.000,    61.229,    21.610,     5.045
A51135,     0.000,    56.351,    25.542,     6.370
A51147,     0.000,    49.615,    22.825,     5.617
A51011,     0.000,    41.245,    22.997,     5.234
A51029,     0.000,    56.983,    15.396,     4.478
A51049,     0.000,    71.675,    23.909,     5.151
F51011,     0.000,    43.026,    21.513,     4.869
F51147,     0.000,    58.989,    10.133,     4.851
F51145,     0.000,    55.291,    17.215,     5.610
A51053,     0.000,    35.443,    17.726,     4.329
A51730,     0.000,     0.000,    33.112,     7.647
F51053,     0.000,    45.806,     8.770,     3.671
F51730,     0.000,    18.373,    34.485,     7.890
A51036,     0.000,    61.934,    19.564,     6.581
A51087,     0.000,    40.982,    21.640,     6.997
A51760,     0.000,    10.632,    24.629,     7.355
F51041,     0.000,    50.240,    13.062,     4.230
F51087,     0.000,    40.971,    21.648,     6.997
F51760,     0.000,    31.993,    24.110,     7.384
A51181,     0.000,    19.140,    28.208,    10.271
F51181,     0.000,    39.795,    12.009,     7.023
A51550,     0.000,    45.616,    21.217,     4.137
A51710,     0.000,    30.411,    20.312,     4.801
A51810,     0.000,    52.573,    20.253,     5.055
F51710,     0.000,    30.776,    20.052,     4.801
A51740,     0.000,    30.051,    24.674,     6.086
F51550,     0.000,    45.499,    21.329,     4.140
F51740,     0.000,    30.056,    24.672,     6.086
A51800,     0.000,    41.843,    11.074,     5.538
A51093,     0.000,     0.000,    57.449,    14.061
A51700,     0.000,    19.424,    32.929,     7.607
F51700,     0.000,    19.461,    32.895,     7.607
F51810,     0.000,    52.426,    20.384,     5.058
F51800,     0.000,    50.580,     4.594,     4.487
A51085,     0.000,    40.730,    28.043,     6.475
F51085,     0.000,    46.620,    23.993,     6.794
B51003,     0.000,    37.636,    35.829,     7.010
F51003,     0.000,    31.249,    40.234,     7.588
A51125,     0.000,    31.846,    28.406,     8.012
B51125,     0.000,    44.933,    18.858,     6.275
F51125,     0.000,    34.212,    26.811,     7.580
A51009,     0.000,    21.249,    48.206,     9.988
B51009,     0.000,    36.210,    33.550,     8.041
