landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    59.103,    15.906,     0.000
A24009,     0.000,    58.065,    17.577,     0.000
F24009,     0.000,    58.043,    17.607,     0.000
F24037,     0.000,    59.686,    16.086,     0.000
A24033,     0.000,    61.610,    17.089,     0.000
F24033,     0.000,    63.425,    16.280,     0.000
A24003,     0.000,    70.525,    15.671,     0.000
F24003,     0.000,    70.528,    15.655,     0.000
A24027,     0.000,    71.908,    21.555,     0.000
F24027,     0.000,    70.352,    22.498,     0.000
A24031,     0.000,    60.715,    22.789,     0.000
F24031,     0.000,    57.407,    24.350,     0.000
A51073,     0.000,    63.385,    14.848,     0.000
A51115,     0.000,    48.630,    16.244,     0.000
A51119,     0.000,    74.822,    16.755,     0.000
A51199,     0.000,    36.795,    16.690,     0.000
F51199,     0.000,    36.792,    16.693,     0.000
A51095,     0.000,    73.469,    13.204,     0.000
A51097,     0.000,    70.695,    19.409,     0.000
A51127,     0.000,    64.998,    14.154,     0.000
A51830,     0.000,    28.317,    34.109,     0.000
F51095,     0.000,    73.466,    13.199,     0.000
F51830,     0.000,    28.287,    34.147,     0.000
A51650,     0.000,    37.263,    20.370,     0.000
A51735,     0.000,    18.813,    45.026,     0.000
F51650,     0.000,    37.306,    20.365,     0.000
F51735,     0.000,    18.577,    45.269,     0.000
A51101,     0.000,    75.732,    18.812,     0.000
A51033,     0.000,    65.542,    17.644,     0.000
F51033,     0.000,    64.616,    15.806,     0.000
A51177,     0.000,    69.069,    12.831,     0.000
F51177,     0.000,    69.021,    12.774,     0.000
F51101,     0.000,    79.767,    16.663,     0.000
A51109,     0.000,    79.012,    12.235,     0.000
A51003,     0.000,    65.522,    20.811,     0.428
A51065,     0.000,    62.147,    13.457,     0.000
A51075,     0.000,    72.811,    14.296,     0.000
A51103,     0.000,    67.681,    17.809,     0.000
A51133,     0.000,    80.706,    17.578,     0.000
A51057,     0.000,    74.496,    20.059,     0.000
A51159,     0.000,    68.369,    19.318,     0.000
F51159,     0.000,    71.373,    17.737,     0.000
A51099,     0.000,    75.739,    17.657,     0.000
A51630,     0.000,    32.810,    31.610,     0.000
F51057,     0.000,    78.088,    17.762,     0.000
F51099,     0.000,    75.746,    17.606,     0.000
F51630,     0.000,    53.918,    31.868,     0.000
A51047,     0.000,    79.343,    19.180,     0.000
A51061,     0.000,    79.740,    14.207,     0.096
A51157,     0.000,    84.521,    19.799,     0.000
B51061,     0.000,    78.809,    20.890,     0.000
B51157,     0.000,    85.561,    19.711,     0.000
F51061,     0.000,    83.253,    17.457,     0.000
F51157,     0.000,    84.585,    19.203,     0.000
A51113,     0.000,    87.087,    21.286,     0.000
B51113,     0.000,    89.793,    19.601,     0.000
F51113,     0.000,    88.555,    20.036,     0.000
A51079,     0.000,    91.743,    20.691,     0.000
B51079,     0.000,    95.068,    19.449,     0.000
F51079,     0.000,    94.386,    20.369,     0.000
A51137,     0.000,    88.261,    17.128,     0.000
F51137,     0.000,    89.297,    18.137,     0.000
A24005,     0.000,    63.849,    23.236,     0.000
A24510,     0.000,    39.161,    39.932,     0.000
F24005,     0.000,    63.153,    23.580,     0.000
F24510,     0.000,    39.295,    39.779,     0.000
A24013,     0.000,    69.207,    21.656,     0.000
F24013,     0.000,    71.166,    18.619,     0.000
A24025,     0.000,    70.212,    22.117,     0.000
F24025,     0.000,    72.790,    19.841,     0.000
A10001,     0.000,    69.278,    19.423,     0.000
A10005,     0.000,    96.188,    23.873,     0.724
A24011,     0.000,    94.837,    19.453,     0.000
A24019,     0.000,    72.991,    15.787,     0.000
A24045,     0.000,   213.495,    18.164,     1.678
F24019,     0.000,    72.990,    15.786,     0.000
A24047,     0.000,   125.097,    16.055,     0.000
F24045,     0.000,   225.626,    17.977,     0.000
A24039,     0.000,   193.943,    16.501,     0.000
A51001,     0.000,    65.533,    14.069,     0.000
F24039,     0.000,   195.066,    16.598,     0.000
F51001,     0.000,    65.533,    14.072,     0.000
A51131,     0.000,    45.706,    14.733,     0.000
F51131,     0.000,    45.746,    14.724,     0.000
F10005,     0.000,   107.055,    22.956,     0.000
A24041,     0.000,    69.768,    17.407,     0.000
F24041,     0.000,    69.720,    17.396,     0.000
A24035,     0.000,    76.636,    20.109,     0.000
F24035,     0.000,    77.754,    18.071,     0.000
A24015,     0.000,    76.283,    20.574,     0.000
A10003,     0.000,    75.588,    14.074,     0.000
F24015,     0.000,    78.818,    17.610,     0.000
A24029,     0.000,    85.058,    16.570,     0.000
F24029,     0.000,    85.051,    16.567,     0.000
A42029,     0.000,    89.943,    28.706,     0.000
A51041,     0.000,    59.928,    15.150,     0.000
A51145,     0.000,    74.098,    17.355,     0.770
A51570,     0.000,    35.096,    11.045,     0.000
A51149,     0.000,    60.461,    15.785,     0.000
A51670,     0.000,    25.576,    41.519,     0.000
F51149,     0.000,    65.604,    14.863,     0.000
F51670,     0.000,    25.503,    41.548,     0.000
A51007,     0.000,    88.825,    15.176,     0.000
A51135,     0.000,    85.602,    18.402,     0.000
A51147,     0.000,    73.552,    16.048,     0.017
A51011,     0.000,    67.148,    16.216,     0.000
A51029,     0.000,    84.899,    13.503,     0.000
A51049,     0.000,    99.988,    14.927,     0.712
F51011,     0.000,    66.018,    14.939,     0.000
F51147,     0.000,    74.826,    15.433,     0.000
F51145,     0.000,    76.104,    16.778,     0.000
A51053,     0.000,    58.313,    14.103,     0.000
A51730,     0.000,    15.873,    23.447,     0.000
F51053,     0.000,    59.150,    16.307,     0.000
F51730,     0.000,    29.864,    33.858,     0.000
A51036,     0.000,    81.323,    15.474,     0.000
A51087,     0.000,    63.259,    15.489,     0.000
A51760,     0.000,    24.912,    18.511,     0.000
F51041,     0.000,    65.441,    12.515,     0.000
F51087,     0.000,    63.258,    15.488,     0.000
