TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,23.81063,1.5,20.00000,1.049951,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,4.079940,1.5,20.00000,6.127542,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,3.544542,1.5,20.00000,7.053096,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,15.69404,1.5,20.00000,1.592962,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.575597,1.5,20.00000,9.706487,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,13.47037,1.5,20.00000,1.855925,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,83.16658,1.5,20.00000,0.300601,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,39.18817,1.5,20.00000,0.637948,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.851131,1.5,20.00000,29.37270,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,28.70337,1.5,20.00000,0.870978,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,20.46651,1.5,20.00000,1.221508,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,5.411953,1.5,20.00000,4.619404,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.634391,1.5,20.00000,39.40786,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,22.95728,1.5,20.00000,1.088979,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,2.625996,1.5,20.00000,9.520201,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,29.03824,1.5,20.00000,0.860934,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,35.00439,1.5,20.00000,0.714196,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,9.949942,1.5,20.00000,2.512577,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,70.79365,1.5,20.00000,0.353139,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,49.21728,1.5,20.00000,0.507951,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
