  cell  #lseg-rseg-pairs (factor lseg rseg)*(num of pairs)       POTM
   2106  4 0.20000000 51013 4910 0.16666667 11001 4910 1.00000000 51059 4910 1.00000000     0 4820
   2111  3 1.00000000     0 4510 0.06250000 24033 4810 1.00000000     0 4540   
  44111  1 0.03296703 24017 5390   
  45102  1 0.11111111 51153 5491   
  45111  1 0.07692308 24017 5390   
  46101  2 0.66666667 51179 5491 0.22222222 51153 5491
  46111  1 0.07692308 24017 5390   
  47101  1 0.08333333 51179 5491   
  47111  1 0.03296703 24017 5390   
  48101  1 0.16666667 51179 5491   
  48111  1 0.07692308 24017 5390   
  49101  1 0.02777778 51179 5491   
  49111  1 0.03296703 24017 5390   
  50101  1 0.02777778 51179 5491   
  50111  1 0.03296703 24017 5390   
  51101  1 0.02777778 51179 5491   
  51111  1 0.03296703 24017 5390   
  52097  2 0.60000000 51179 5850 1.00000000     0 5690
  52098  1 0.20000000 51179 5850   
  52099  1 0.10000000 51179 5850   
  52100  1 0.05000000 51179 5850   
  52111  1 0.05000000 24017 5930   
  53100  1 0.05000000 51179 5850   
  53111  1 0.12500000 24017 5930   
  54101  1 0.01111111 51179 5900   
  54111  1 0.12500000 24017 5930   
  55098  1 0.66666667 51179 5900         
  55099  1 0.02222222 51179 5900         
  55100  2 0.07500000 51099 5900 0.30000000 51179 5900      
  55111  1 0.05000000 24017 5930         
  56101  1 0.40000000 51099 5900         
  56111  1 0.05000000 24017 5930         
  57101  1 0.07500000 51099 5900         
  57111  1 0.12500000 24017 5930         
  58101  1 0.07500000 51099 5900         
  58111  1 0.12500000 24017 5930         
  59101  1 0.07500000 51099 5900         
  59111  1 0.25000000 24017 5930         
  60101  1 0.07500000 51099 5900         
  60111  1 0.05000000 24017 5930         
  60114  4 0.40000000 24017 5580 1.00000000 24017 5582 1.00000000 24017 5585 1.00000000     0 5720
  61101  1 0.07500000 51099 5900         
  61111  1 0.05000000 24017 5930   
  61114  1 0.10000000 24017 5580   
  62101  1 0.07500000 51099 5900   
  62112  1 0.20000000 24017 5580   
  62113  1 0.10000000 24017 5580   
  62114  2 0.20000000 24017 5580 1.00000000 24017 5583
  63100  1 0.07500000 51099 5900   
  63111  1 0.33333333 24017 5860   
  64100  1 0.00833333 51099 5920   
  64101  1 0.00833333 51099 5920   
  64102  1 0.00833333 51099 5920   
  64112  1 0.33333333 24017 5860   
  65103  1 0.00833333 51099 5920   
  65112  1 0.33333333 24017 5860   
  66103  1 0.00833333 51099 5920   
  66113  1 0.25000000 24017 5584   
  66114  1 0.25000000 24017 5584   
  66115  1 0.25000000 24017 5584   
  66116  2 0.25000000 24017 5584 1.00000000 24017 5440
  67103  1 0.00833333 51099 5920   
  67110  1 0.08333333 24017 5790   
  67111  1 0.01666667 24017 5790   
  67112  1 0.08333333 24017 5790   
  68099  1 0.05000000 51099 5920   
  68102  1 0.00833333 51099 5920   
  68109  1 0.08333333 24017 5790   
  69099  1 0.00833333 51099 5920   
  69102  1 0.00833333 51099 5920   
  69109  1 0.08333333 24017 5790   
  70097  1 0.80000000 51099 5920   
  70098  1 0.00833333 51099 5920   
  70100  1 0.00833333 51099 5920   
  70101  1 0.00833333 51099 5920   
  70110  1 0.01666667 24017 5790   
  71099  1 0.05000000 51099 5920   
  71111  1 0.16666667 24017 5790   
  72099  2 0.09090909 51193 6100 0.40000000 51099 6100
  72112  1 0.16666667 24017 5790   
  73099  1 0.02272727 51193 6100   
  73112  1 0.08333333 24017 5790   
  74099  1 0.02272727 51193 6100   
  74112  1 0.08333333 24017 5790   
  75097  2 0.27272727 51193 6100 0.60000000 51099 6100
  75098  1 0.13636364 51193 6100   
  75112  1 0.01666667 24017 5790   
  76099  1 0.09090909 51193 6100   
  76112  1 0.01666667 24017 5790   
  77099  1 0.31818182 51193 6100   
  77112  1 0.01666667 24017 5790         
  78099  1 0.02272727 51193 6100         
  78113  1 0.04166667 24017 5790         
  78114  1 0.04166667 24017 5790         
  78115  1 0.20000000 24017 5670         
  78116  1 0.20000000 24017 5670         
  78117  1 0.20000000 24017 5670         
  78118  1 0.20000000 24017 5670         
  78119  1 0.20000000 24017 5670         
  78120  4 0.33333333 24017 5671 1.00000000 24017 5800 1.00000000     0 5710 1.00000000     0 5630
  79099  1 0.02272727 51193 6100         
  79114  1 0.10000000 24037 5670         
  79115  1 0.10000000 24037 5670         
  79116  1 0.10000000 24037 5670         
  79117  1 0.10000000 24037 5670         
  79119  1 0.10000000 24037 5670         
  79120  3 0.66666667 24017 5671 1.00000000 24037 5671 1.00000000     0 5510
  80099  1 0.01041667 51193 6130      
  80113  1 0.06666667 24037 6020      
  80118  2 0.50000000 24037 5670 1.00000000 24037 5672   
  81099  1 0.01041667 51193 6130      
  81112  1 0.06666667 24037 6020      
  81113  1 0.80000000 24037 6020      
  82099  1 0.01041667 51193 6130      
  82111  1 0.06666667 24037 6020      
  83099  1 0.01041667 51193 6130      
  83112  1 0.16666667 24037 5951      
  83113  2 0.03703704 24037 5950 0.16666667 24037 5951   
  83114  2 0.03703704 24037 5950 0.66666667 24037 5951   
  83115  1 0.22222222 24037 5950      
  83116  3 0.66666667 24037 5950 1.00000000     0 5750 1.00000000 24037 5952
  84098  1 0.12500000 51193 6130      
  84112  1 0.03703704 24037 5950         
  85095  1 0.50000000 51193 6130         
  85096  1 0.06250000 51193 6130         
  85097  1 0.06250000 51193 6130         
  85113  1 0.08333333 24037 5960         
  85114  1 0.08333333 24037 5960         
  85115  1 0.16666667 24037 5960         
  85116  1 0.33333333 24037 5960         
  85117  4 0.33333333 24037 5960 1.00000000 24037 5962 1.00000000 24037 5961 1.00000000     0 5830
  86097  1 0.01041667 51193 6130         
  86098  1 0.01041667 51193 6130         
  86112  1 0.05000000 24037 6060         
  87099  1 0.01041667 51193 6130         
  87112  1 0.10000000 24037 6060         
  88098  1 0.01041667 51193 6130         
  88113  1 0.10000000 24037 6060         
  89096  1 0.12500000 51193 6130
  89097  1 0.01041667 51193 6130
  89098  1 0.01041667 51193 6130
  89099  1 0.01041667 51193 6130
  89100  1 0.01041667 51193 6130
  89113  1 0.10000000 24037 6060
  90101  1 0.04166667 51193 6140
  90113  1 0.10000000 24037 6060
  91101  1 0.04166667 51193 6140
  91113  1 0.10000000 24037 6060
  92100  1 0.08333333 51193 6140
  92113  1 0.10000000 24037 6060
  93100  1 0.08333333 51193 6140
  93113  1 0.10000000 24037 6060
  94100  1 0.08333333 51193 6140
  94113  1 0.10000000 24037 6060
  95101  1 0.04166667 51193 6140   
  95112  1 0.05000000 24037 6060   
  95113  1 0.10000000 24037 6060   
  96101  1 0.04166667 51193 6140   
  96111  1 0.16666667 24037 5983   
  97097  1 0.08333333 51193 6140   
  97100  1 0.04166667 51193 6140   
  97111  1 0.16666667 24037 5983   
  98095  2 0.25000000 51133 6140 0.33333333 51193 6140
  98096  2 0.03125000 51133 6140 0.04166667 51193 6140
  98098  1 0.04166667 51193 6140   
  98099  1 0.04166667 51193 6140   
  98112  1 0.16666667 24037 5983   
  98114  1 0.25000000 24037 5980   
  99097  1 0.03125000 51133 6140   
  99098  1 0.03125000 51133 6140   
  99099  1 0.03125000 51133 6140
  99112  1 0.16666667 24037 5983
  99114  1 0.08333333 24037 5980
 100097  1 0.25000000 51133 6140
 100100  1 0.01449275 51133 6270
 100112  1 0.16666667 24037 5983
 100114  1 0.08333333 24037 5980
 101097  1 0.37500000 51133 6140
 101100  1 0.01449275 51133 6270
 101112  1 0.16666667 24037 5983
 101114  1 0.08333333 24037 5980
 101117  1 0.25000000 24037 5980
 102100  1 0.01449275 51133 6270
 102113  1 0.02500000 24037 5980
 102115  1 0.02500000 24037 5980
 102116  1 0.02500000 24037 5980
 102117  1 0.02500000 24037 5980      
 103098  1 0.25000000 51133 6270      
 103099  1 0.08333333 51133 6270      
 103118  1 0.02500000 24037 5980      
 104100  1 0.01449275 51133 6270      
 104114  1 0.02500000 24037 5980      
 104115  1 0.02500000 24037 5980      
 104116  1 0.02500000 24037 5980      
 104117  1 0.02500000 24037 5980      
 104119  1 0.03333333 24037 5982      
 104120  1 0.03333333 24037 5982      
 104121  1 0.20000000 24037 5982      
 104122  1 0.20000000 24037 5982      
 104123  1 0.03333333 24037 5982      
 104124  3 0.10000000 24037 5982 1.00000000 24037 5981 1.00000000     0 5910
 105100  1 0.01449275 51133 6270      
 105113  1 0.02500000 24037 5980
 105118  1 0.40000000 24037 5982
 106100  1 0.08333333 51133 6270
 106114  1 0.05000000 24037 6110
 106115  1 0.05000000 24037 6110
 106116  1 0.16666667 24037 6110
 107100  1 0.01449275 51133 6270
 107113  1 0.05000000 24037 6110
 107115  1 0.33333333 24037 6110
 108100  1 0.16666667 51133 6270
 108113  1 0.05000000 24037 6110
 109100  1 0.01449275 51133 6270
 109113  1 0.05000000 24037 6110
 110100  1 0.01449275 51133 6270
 110113  1 0.05000000 24037 6110
 111100  1 0.01449275 51133 6270
 111112  1 0.05000000 24037 6110
 112100  1 0.01449275 51133 6270
 112112  1 0.05000000 24037 6110
 113100  1 0.01449275 51133 6270
 113112  1 0.05000000 24037 6110
 114099  1 0.01449275 51133 6270
 115099  1 0.01449275 51133 6270
 116098  1 0.01449275 51133 6270
end
