  cell  #lseg-rseg-pairs (factor lseg rseg)*(num of pairs)       POTM
   2106  4 0.20000000 51013 4910 0.16666667 11001 4910 1.00000000 51059 4910 1.00000000     0 4820
   2111  3 1.00000000     0 4510 0.06250000 24033 4810 1.00000000     0 4540   
   3106  2 0.20000000 51013 4910 0.16666667 11001 4910      
   3111  2 0.12500000 11001 4810 0.93750000 24033 4810      
   4106  1 0.20000000 51013 4910         
   4107  1 0.16666667 11001 4910         
   4108  1 0.16666667 11001 4910         
   4111  1 0.12500000 11001 4810         
   5106  1 0.20000000 51013 4910         
   5108  1 0.16666667 11001 4910         
   5111  1 0.12500000 11001 4810         
   6106  1 0.20000000 51013 4910         
   6108  1 0.16666667 11001 4910         
   6111  1 0.12500000 11001 4810         
   7106  1 0.16666667 51013 4940         
   7108  1 1.00000000     0 4780
   7111  1 0.12500000 11001 4810
   8106  1 0.16666667 51013 4940
   8108  1 0.20000000 11001 4940
   8111  1 0.12500000 11001 4810
   9106  1 0.16666667 51013 4940
   9108  1 0.20000000 11001 4940
   9111  1 0.12500000 11001 4810
  10106  1 0.16666667 51013 4940
  10108  1 0.20000000 11001 4940
  10111  1 0.06250000 11001 4810
  11106  1 0.16666667 51013 4940
  11109  1 0.20000000 11001 4940
  11110  1 0.20000000 11001 4940
  11111  1 0.06250000 11001 4810
  12106  1 0.16666667 51013 4940
  12111  1 0.10000000 11001 4960            
  13105  3 1.00000000 51013 4960 1.00000000 51059 4960 1.00000000 51610 4960      
  13111  1 0.10000000 11001 4960            
  14106  1 0.75000000 51510 4960            
  14111  1 0.10000000 11001 4960            
  15106  1 0.12500000 51510 4960            
  15111  1 0.10000000 11001 4960            
  16106  1 0.12500000 51510 4960            
  16112  1 0.10000000 11001 4960            
  16113  2 0.50000000 11001 4960 1.00000000 24033 4960         
  17106  1 0.50000000 51510 4980            
  17111  2 0.06250000 24033 4980 1.00000000 11001 4980         
  18105  5 0.01190476 51059 4980 0.50000000 51510 4980 1.00000000 51510 5090 1.00000000 51059 5090 1.00000000     0 5000
  18112  1 0.06250000 24033 4980            
  19105  1 0.01190476 51059 4980            
  19112  1 0.06250000 24033 4980            
  20106  1 0.01190476 51059 4980   
  20111  1 0.06250000 24033 4980   
  21106  1 0.01190476 51059 4980   
  21111  1 0.06250000 24033 4980   
  22106  1 0.01190476 51059 4980   
  22112  2 0.50000000 24033 4980 1.00000000 24033 4961
  23106  1 0.01190476 51059 4980   
  23111  1 0.06250000 24033 4980   
  24106  1 0.01190476 51059 4980   
  24111  1 0.06250000 24033 4980   
  25106  1 0.01190476 51059 4980   
  25111  1 0.06250000 24033 4980   
  26104  1 0.28571429 51059 4980   
  26105  1 0.01190476 51059 4980   
  26112  1 0.20000000 24033 5061   
  26113  1 0.20000000 24033 5061   
  26114  3 0.60000000 24033 5061 1.00000000 24033 5060 1.00000000     0 5070
  27105  1 0.01190476 51059 4980      
  27111  1 0.93750000 24033 5290      
  28105  1 0.01190476 51059 4980      
  28111  2 0.12500000 24017 5290 0.06250000 24033 5290   
  29104  1 0.57142857 51059 4980      
  29111  1 0.25000000 24017 5290      
  30102  2 0.03125000 51059 5131 1.00000000     0 5130   
  30105  1 0.01190476 51059 4980      
  30111  1 0.25000000 24017 5290      
  31101  2 0.87500000 51059 5131 1.00000000 51600 5131   
  31102  1 0.03125000 51059 5131      
  31103  1 0.03125000 51059 5131      
  31104  1 0.03125000 51059 5131      
  31111  1 0.25000000 24017 5290      
  32105  1 0.02000000 51059 5251      
  32111  1 0.12500000 24017 5290      
  33105  1 0.02000000 51059 5251      
  33111  2 0.25641026 24017 5390 1.00000000 24033 5390   
  34098  1 0.20000000 51059 5251      
  34103  1 0.10000000 51059 5251      
  34104  1 0.02000000 51059 5251      
  34111  1 0.01709402 24017 5390      
  35098  1 0.04000000 51059 5251      
  35103  1 0.02000000 51059 5251      
  35111  1 0.01709402 24017 5390      
  36096  3 0.08333333 51153 5251 0.20000000 51059 5251 1.00000000     0 5250
  36097  2 0.02083333 51153 5251 0.30000000 51059 5251   
  36098  1 0.02083333 51153 5251      
  36099  1 0.02000000 51059 5251      
  36100  1 0.02000000 51059 5251      
  36101  1 0.02000000 51059 5251      
  36102  1 0.02000000 51059 5251      
  36111  1 0.01709402 24017 5390      
  37099  1 0.02083333 51153 5251      
  37111  1 0.02500000 24017 5581      
  38099  1 0.16666667 51153 5251      
  38100  1 0.02083333 51153 5251      
  38101  1 0.66666667 51153 5251      
  38111  1 0.02500000 24017 5581      
  39102  1 0.33333333 51153 5491      
  39111  1 0.02500000 24017 5581      
  40101  1 0.02222222 51153 5491      
  40112  1 0.12500000 24017 5581      
  40113  1 0.20000000 24017 5581      
  40114  1 0.20000000 24017 5581      
  40115  1 0.20000000 24017 5581      
  40116  3 0.20000000 24017 5581 1.00000000 24017 5450 1.00000000     0 5230
  41102  1 0.02222222 51153 5491   
  41111  1 0.03296703 24017 5390   
  42102  1 0.02222222 51153 5491   
  42111  1 0.03296703 24017 5390   
  43102  1 0.02222222 51153 5491   
  43112  1 0.23076923 24017 5390   
  44100  2 0.22222222 51153 5491 1.00000000     0 5490
  44101  1 0.02222222 51153 5491   
