TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,3.118151,2.334995
YM2_6120_6430,1,1,3.856669,2.187578
YM3_6430_6620,1,1,3.118151,2.139161
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,6.548557,1.343331
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,6.093842,0.629286
GY0_4530_4532,1,1,5.917272,0.287176
GY0_4531_4532,1,1,8.156176,1.106958
GY0_4532_3951,1,1,7.998318,0.239073
GY0_3951_3952,1,1,7.998318,0.239073
XU0_4090_4270,1,1,3.742334,1.730114
XU0_4130_4070,1,1,3.523524,12.76163
XU0_4091_4270,1,1,4.501506,0.819200
XU2_4270_4650,1,1,5.674218,1.336883
XU2_4070_4330,1,1,7.862963,1.008420
XU2_4330_4480,1,1,7.862963,0.342585
XU2_4480_4650,1,1,5.674218,1.336883
XU3_4650_0001,1,1,5.674218,1.336883
YP1_6570_6680,1,1,3.474518,0.652425
YP3_6470_6690,1,1,3.284425,0.215961
YP2_6390_6330,1,1,4.743762,1.771178
YP1_6680_6670,1,1,3.284425,0.215961
YP3_6690_6720,1,1,3.284425,0.215961
YP3_6330_6700,1,1,4.136647,0.288962
YP3_6700_6670,1,1,3.284425,0.215961
YP3_6670_6720,1,1,3.284425,0.215961
YP4_6720_6750,1,1,3.284425,0.215961
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,2.501979,0.113985
JA2_7410_7470,1,1,4.997752,0.480684
JA2_7570_7480,1,1,4.997752,0.480684
JA1_7640_7280,1,1,4.997752,0.480684
JA2_7550_7280,1,1,4.464057,1.138678
JA4_7280_7340,1,1,4.997752,0.480684
JA4_7340_7470,1,1,4.997752,0.480684
JA4_7470_7480,1,1,4.997752,0.480684
JA5_7480_0001,1,1,4.997752,0.480684
RU2_5220_5640,1,1,4.187572,0.708054
RU2_5940_6200,1,1,3.612775,1.892011
RU2_5500_5610,1,1,4.348929,0.575955
RU2_5810_5610,1,1,4.348929,0.575955
RU2_6090_6220,1,1,4.580348,1.266021
RU3_5610_5640,1,1,4.187572,0.708054
RU4_5640_6030,1,1,5.988852,0.519764
RU2_6200_6170,1,1,5.255463,3.434867
RU2_6220_6170,1,1,3.393919,2.406840
RU3_6170_6040,1,1,5.255463,4.835271
RU4_6040_6030,1,1,5.988852,0.519764
RU5_6030_0001,1,1,5.988852,0.519764
SU1_1630_1610,1,1,5.955235,1.695559
SU2_1550_1620,1,1,5.955235,1.695559
SU2_1200_1310,1,1,5.955235,1.146833
SU1_1480_1500,1,1,5.955235,0.722845
SU2_1210_1310,1,1,5.955235,1.146833
SU2_0670_0810,1,1,4.759496,50.00000
SU2_1290_1500,1,1,5.955235,1.416617
SU3_1310_1280,1,1,5.955235,0.722845
SU3_1280_1590,1,1,5.955235,0.722845
SU3_1500_1420,1,1,5.955235,0.722845
SU2_1020_0980,1,1,4.871765,1.281205
SU3_0810_0970,1,1,4.759496,11.86312
SU1_0660_0710,1,1,3.548994,0.402599
SU2_0990_0950,1,1,4.871765,0.819200
SU3_0970_1120,1,1,4.759496,21.87546
SU2_0780_0710,1,1,3.548994,0.402599
SU2_0760_0960,1,1,4.871765,2.034929
SU2_0700_0860,1,1,4.871765,2.034929
SU3_0710_0910,1,1,3.548994,0.402599
SU3_0910_1010,1,1,4.871765,2.499029
SU1_0940_0900,1,1,4.871765,0.002224
SU2_0800_0850,1,1,2.798474,1.149175
SU2_0890_0900,1,1,4.871765,0.001000
SU2_0680_0610,1,1,3.725435,1.308934
SU2_0450_0720,1,1,3.670537,1.136986
SU2_0900_0870,1,1,4.871765,0.001000
SU3_0870_0730,1,1,4.871765,2.499029
SU3_0370_0490,1,1,4.302590,4.077228
SU2_0470_0590,1,1,3.670537,1.418210
SU2_0440_0550,1,1,3.670537,0.864985
SU2_0640_0630,1,1,3.725435,1.308934
SU3_0490_0530,1,1,4.691938,1.548577
SU1_0330_0560,1,1,3.670537,1.418210
SU1_0390_0560,1,1,3.670537,1.418210
SU1_0820_0740,1,1,7.613235,3.133543
SU2_0510_0570,1,1,4.691938,1.548577
SU2_0110_0240,1,1,3.670537,1.418210
SU1_0410_0480,1,1,3.508447,1.294198
SU2_0560_0590,1,1,3.670537,0.864985
SU3_0590_0540,1,1,3.670537,0.864985
SU2_0620_0580,1,1,3.725435,1.308934
SU1_0840_0831,1,1,7.079186,36.28266
SU2_0740_0741,1,1,7.613235,3.133543
SU2_0280_0430,1,1,3.670537,1.136986
SU2_0120_0260,1,1,3.670537,1.418210
SU2_0360_0460,1,1,3.508447,1.294198
SU3_0240_0350,1,1,3.670537,0.864985
SU2_0570_0580,1,1,4.691938,0.330171
SU4_0580_0630,1,1,3.725435,1.548577
SU2_0920_0830,1,1,5.689505,13.38133
SU2_0741_0690,1,1,7.613235,3.133543
SU1_0200_0270,1,1,3.670537,1.707961
SU1_0050_0090,1,1,3.670537,1.418210
SU2_0160_0260,1,1,3.670537,1.707961
SU4_0630_0650,1,1,4.691938,0.330171
SU2_0830_0831,1,1,7.079186,36.28266
SU3_0831_0790,1,1,7.079186,36.28266
SU3_0790_0770,1,1,4.458129,1.549245
SU1_0380_0400,1,1,3.508447,1.294198
SU1_0080_0210,1,1,2.983592,1.375428
SU4_0260_0350,1,1,3.670537,0.864985
SU4_0350_0420,1,1,3.670537,0.864985
SU2_0070_0090,1,1,3.670537,1.707961
SU3_0090_0170,1,1,3.670537,0.864985
SU3_0770_0690,1,1,4.787165,0.563829
SU4_0690_0650,1,1,4.787165,0.563829
SU5_0650_0530,1,1,4.691938,0.330171
SU3_0170_0270,1,1,3.670537,0.864985
SU2_0290_0291,1,1,3.508447,1.294198
SU1_0060_0190,1,1,2.983592,1.375428
SU4_0270_0430,1,1,3.670537,0.864985
SU2_0210_0300,1,1,2.983592,1.375428
SU2_0130_0250,1,1,3.508447,1.294198
SU4_0430_0420,1,1,3.670537,0.864985
SU5_0530_0610,1,1,4.691938,0.330171
SU5_0610_0600,1,1,4.691938,0.330171
SU5_0420_0500,1,1,3.670537,0.864985
SU2_0291_0320,1,1,3.508447,1.294198
SU3_0010_0190,1,1,2.983592,1.375428
SU5_0600_0750,1,1,3.984065,0.080053
SU3_0190_0300,1,1,2.983592,1.375428
SU4_0300_0310,1,1,2.983592,1.375428
SU2_0150_0220,1,1,3.508447,1.294198
SU2_0100_0230,1,1,3.508447,1.294198
SU2_0320_0340,1,1,3.508447,1.294198
SU2_0040_0180,1,1,3.508447,1.294198
SU2_0020_0140,1,1,3.508447,1.294198
SU2_0030_0140,1,1,3.508447,1.294198
SU3_0140_0180,1,1,3.508447,1.294198
SU3_0180_0230,1,1,3.508447,1.294198
SU4_0230_0220,1,1,3.508447,1.294198
SU4_0220_0250,1,1,3.508447,1.294198
SU4_0250_0340,1,1,3.508447,1.294198
SU5_0340_0310,1,1,3.508447,1.294198
SU5_0310_0400,1,1,3.508447,1.294198
SU5_0400_0460,1,1,3.508447,1.294198
SU5_0460_0480,1,1,3.508447,1.294198
SU6_0480_0520,1,1,3.508447,1.294198
SU6_0520_0500,1,1,3.670537,0.864985
SU6_0500_0550,1,1,3.670537,0.864985
SU7_0550_0540,1,1,3.670537,0.864985
SU7_0540_0720,1,1,3.670537,0.864985
SU7_0720_0750,1,1,3.919871,0.374535
SU7_0750_0850,1,1,3.919871,0.374535
SU7_0850_0730,1,1,3.919871,0.374535
SU7_0730_0860,1,1,4.871765,2.499029
SU7_0860_0960,1,1,4.871765,2.499029
SU7_0960_0950,1,1,4.871765,2.499029
SU7_0950_1010,1,1,4.871765,2.499029
SU7_1010_0980,1,1,4.871765,2.499029
SU7_0980_1120,1,1,4.871765,2.499029
SU7_1120_1140,1,1,4.871765,2.499029
SU7_1140_1420,1,1,5.955235,0.722845
SU7_1420_1590,1,1,5.955235,0.722845
SU8_1590_1620,1,1,5.955235,0.722845
SU8_1620_1610,1,1,5.955235,0.722845
SU8_1610_1530,1,1,5.955235,0.722845
SW1_1570_1640,1,1,3.687263,1.233550
SW1_1560_1460,1,1,3.687263,0.819200
SW1_1180_1190,1,1,3.687263,1.142614
SW1_1160_1260,1,1,6.567716,0.354984
SW2_1190_1410,1,1,3.687263,1.233550
SW3_1040_1220,1,1,4.566436,0.736706
SW2_1030_1060,1,1,6.567716,0.354984
SW2_1070_1060,1,1,6.567716,0.354984
SW3_1250_1340,1,1,4.503147,1.213238
SW3_1220_1320,1,1,4.503147,1.213238
SW3_1060_1260,1,1,6.567716,0.354984
SW4_1260_1300,1,1,3.687263,1.233550
SW3_1080_1350,1,1,5.019285,0.961822
SW0_1520_1600,1,1,3.850061,1.435934
SW2_1000_1110,1,1,4.051661,1.334359
SW2_0880_0930,1,1,4.051661,1.334359
SW2_1100_1130,1,1,7.677436,0.593202
SW1_1910_1890,1,1,5.139928,4.519856
SW2_1050_0930,1,1,4.051661,1.334359
SW3_1600_1580,1,1,2.596361,1.435934
SW3_1090_1091,1,1,7.677436,1.294791
SW2_1770_1690,1,1,2.620378,0.271661
SW3_0930_1110,1,1,4.051661,1.334359
SW4_1110_1150,1,1,4.051661,1.334359
SW1_1890_1830,1,1,5.139928,4.519856
SW3_1130_1390,1,1,7.677436,0.593202
SW3_1920_1750,1,1,3.666158,14.83196
SW1_1830_1690,1,1,2.620378,0.271661
SW4_1150_1350,1,1,5.019285,0.961822
SW5_1350_1470,1,1,4.503147,1.476824
SW3_1690_1660,1,1,2.700180,10.73223
SW2_1360_1430,1,1,7.677436,1.056315
SW3_1390_1330,1,1,7.677436,3.002426
SW3_1091_1380,1,1,7.677436,1.294791
SW3_1660_1580,1,1,5.445713,1.798783
SW3_1870_1800,1,1,3.111125,0.990900
SW3_1750_1540,1,1,3.666158,0.138594
SW1_1170_1270,1,1,0.596499,0.005311
SW2_1240_1270,1,1,0.596499,0.005311
SW3_1380_1490,1,1,7.677436,1.294791
SW3_1580_1440,1,1,5.445713,1.798783
SW2_1950_1940,1,1,3.394167,21.60884
SW3_1800_1650,1,1,3.666158,0.138594
SW2_2020_1940,1,1,3.394167,21.60884
SW3_1270_1370,1,1,0.596499,0.005311
SW3_1370_1430,1,1,7.677436,1.056315
SW4_1940_1860,1,1,3.394167,21.60884
SW4_1860_1720,1,1,3.666158,50.00000
SW4_1430_1490,1,1,7.677436,1.056315
SW4_1490_1400,1,1,7.677436,1.056315
SW4_1720_1650,1,1,3.666158,0.138594
SW5_1650_1540,1,1,3.666158,0.138594
SW5_1540_1400,1,1,7.677436,4.138880
SW6_1400_1330,1,1,7.677436,4.665449
SW6_1330_1230,1,1,7.677436,4.665449
SW6_1230_1440,1,1,5.445713,1.798783
SW6_1440_1470,1,1,5.445713,1.798783
SW7_1470_1340,1,1,5.445713,1.798783
SW7_1340_1320,1,1,5.445713,1.798783
SW7_1320_1300,1,1,5.556484,1.664395
SW7_1300_1410,1,1,5.556484,1.664395
SW7_1410_1460,1,1,5.556484,1.664395
SW7_1460_1640,1,1,5.556484,1.664395
SJ2_2150_2130,1,1,10.25723,1.182275
SJ2_2110_2170,1,1,10.25723,2.133129
SJ2_1900_1930,1,1,10.25723,1.182275
SJ3_2160_2170,1,1,10.25723,1.182275
SJ3_2170_1970,1,1,10.25723,1.182275
SJ1_2280_2450,1,1,10.25723,1.379059
SJ3_2040_1980,1,1,3.782416,0.177921
SJ2_2580_2500,1,1,10.25723,1.182275
SJ2_2500_2450,1,1,10.25723,1.182275
SJ2_2570_2660,1,1,5.365429,0.285282
SJ3_2450_2120,1,1,10.25723,1.182275
SJ3_2250_2230,1,1,7.841888,1.952121
SJ2_2530_2820,1,1,5.365429,0.285282
SJ3_1980_2060,1,1,10.25723,2.390385
SJ3_2230_2060,1,1,10.25723,2.390385
SJ2_2900_2740,1,1,5.365429,0.285282
SJ4_2060_2010,1,1,10.25723,2.690748
SJ4_2010_2210,1,1,10.25723,1.380211
SJ2_2820_2740,1,1,5.365429,0.285282
SJ4_2740_2660,1,1,5.365429,0.285282
SJ4_2660_2360,1,1,5.365429,0.285282
SJ4_2360_2340,1,1,10.25723,2.177354
SJ4_2340_2210,1,1,10.25723,1.380211
SJ5_2210_2320,1,1,10.25723,1.380211
SJ5_2320_2120,1,1,10.25723,1.182275
SJ5_2120_1930,1,1,10.25723,1.182275
SJ6_1930_1970,1,1,10.25723,1.182275
SJ6_1970_2130,1,1,10.25723,1.182275
SL0_2721_2720,1,1,5.524294,0.083904
SL2_2750_2720,1,1,5.524294,0.083904
SL2_2410_2700,1,1,3.334138,0.810165
SL1_2390_2420,1,1,2.776475,2.643160
SL2_2300_2520,1,1,5.524294,0.083904
SL1_2190_2350,1,1,3.864013,2.472722
SL2_2200_2350,1,1,3.864013,2.472722
SL0_2831_2830,1,1,5.318801,5.372295
SL3_2460_2430,1,1,7.386101,1.114555
SL3_2350_2470,1,1,3.864013,2.958599
SL1_2770_2730,1,1,5.318801,1.694936
SL0_2180_2220,1,1,5.184485,0.621347
SL3_2470_2420,1,1,3.367278,2.641700
SL3_2420_2700,1,1,3.367278,2.641700
SL3_2400_2440,1,1,4.209220,0.708128
SL1_2830_2760,1,1,5.318801,5.372295
SL1_2760_2730,1,1,5.318801,17.58524
SL1_2000_2090,1,1,5.184485,0.621347
SL1_2670_2370,1,1,6.042178,0.171271
SL3_2730_2550,1,1,5.318801,17.58524
SL3_2440_2380,1,1,5.926204,1.142588
SL0_2220_2140,1,1,5.184485,0.621347
SL2_1850_1990,1,1,3.457029,3.019114
SL3_2550_2490,1,1,5.739511,2.006985
SL2_2540_2370,1,1,6.042178,0.171271
SL3_2290_2260,1,1,4.767522,0.634080
SL2_1990_2070,1,1,4.318767,2.357378
SL2_2070_2090,1,1,5.184485,0.621347
SL3_1960_2080,1,1,4.688729,0.639295
SL4_2370_2330,1,1,6.042178,0.171271
SL4_2330_2270,1,1,10.65333,0.929591
SL4_2090_2100,1,1,5.184485,0.621347
SL4_2100_2140,1,1,5.184485,0.621347
SL3_2260_2050,1,1,10.65333,0.929591
SL2_1810_2030,1,1,6.159443,0.874527
SL2_1670_1880,1,1,7.413939,0.639295
SL1_1790_1840,1,1,7.413939,0.639295
SL4_2140_2240,1,1,5.184485,0.621347
SL1_1730_1700,1,1,7.413939,0.948203
SL4_2240_2310,1,1,5.942145,1.485924
SL3_1710_1740,1,1,4.680395,2.080853
SL3_1740_1840,1,1,10.65333,0.741008
SL1_1700_1780,1,1,10.65333,0.929591
SL3_1840_1880,1,1,10.65333,0.929591
SW1_1450_1510,1,1,5.448397,0.472377
SW1_1510_1680,1,1,5.448397,0.275335
SJ6_2130_2050,1,1,10.65333,0.929591
SW7_1640_1680,1,1,5.448397,0.275335
SW7_1680_1760,1,1,5.448397,0.275335
SU8_1530_1760,1,1,5.448397,0.275335
SL8_1760_1780,1,1,5.448397,0.275335
SL8_1780_1880,1,1,10.65333,0.929591
SL8_1880_2030,1,1,10.65333,0.929591
SL8_2030_2080,1,1,10.65333,0.929591
SL8_2080_2050,1,1,10.65333,0.929591
SL9_2050_2270,1,1,10.65333,0.929591
SL9_2270_2380,1,1,5.926204,1.142588
SL9_2380_2310,1,1,5.926204,1.142588
SL9_2310_2430,1,1,5.926204,1.142588
SL9_2430_2490,1,1,5.926204,1.142588
SL9_2490_2520,1,1,5.926204,1.142588
SL9_2520_2700,1,1,5.524294,0.083904
SL9_2700_2720,1,1,5.524294,0.083904
SL9_2720_0001,1,1,5.524294,0.083904
DE0_3791_0001,1,1,5.000000,2.000000
DE0_4141_0001,1,1,5.000000,2.000000
DE0_4231_0001,1,1,5.000000,2.000000
EL0_5400_0001,1,1,5.000000,1.600000
EL1_5150_0001,1,1,5.000000,2.000000
EL1_5570_0001,1,1,5.000000,2.000000
EL1_6000_0001,1,1,5.000000,2.000000
EL2_4400_4590,1,1,1.678201,7.892362
EL2_4590_0001,1,1,5.000000,2.000000
EL2_5110_5270,1,1,4.858282,48.31513
EL2_5270_0001,1,1,5.000000,2.000000
EM2_4100_0001,1,1,5.000000,2.000000
EU0_3830_0001,1,1,5.000000,2.000000
EU1_2650_0001,1,1,5.722958,1.857354
EU1_2810_0001,1,1,5.000000,2.000000
EU2_3520_0001,1,1,5.000000,2.000000
JA0_7291_7290,1,1,4.000000,1.600000
