TABLE->,SANDFG,SED-GENPARM,SED-GENPARM,SED-GENPARM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SSED-INIT,SSED-INIT,SSED-INIT,BED-INIT,BED-INIT,BED-INIT,BED-INIT
VARS->,SNDFG,BEDWID,BEDWRN,POR,D,W,RHO,KSAND,EXPSND,SD,SW,SRHO,STAUCD,STAUCS,SM,CD,CW,CRHO,CTAUCD,CTAUCS,CM,SAND,SILT,CLAY,BEDDEP,SAND,SILT,CLAY
YM1_6370_6620,3,78.57173615,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005787,2.65,0.317140,0.202750,0.048143,0.0001,0.000579,2.65,0.317140,0.171140,0.096287,0,10,10,50,0.47,0.36,0.17
YM2_6120_6430,3,119.0623651,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007330,2.65,0.530120,0.443060,0.228533,0.0001,0.000733,2.65,0.530120,0.404380,0.457063,0,10,10,50,0.47,0.36,0.17
YM3_6430_6620,3,127.4048243,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.005787,2.65,0.095489,0.079149,0.048143,0.0001,0.000579,2.65,0.095489,0.072499,0.096287,0,10,10,50,0.47,0.36,0.17
YM4_6620_0001,3,151.1582741,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.075381,0.099901,0.200000,0.0001,0.001000,2.65,0.063332,0.091630,0.400000,0,10,10,50,0.47,0.36,0.17
GY0_3800_3801,3,67.15319454,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.014881,2.65,0.825453,0.921730,0.000050,0.0001,0.001488,2.65,0.749741,0.843230,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_3950_3952,3,58.54093338,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.707630,1.022700,0.200000,0.0001,0.001000,2.65,0.580820,0.890270,0.400000,0,10,10,6,0.47,0.36,0.17
GY0_4240_3951,3,1296.480833,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.100000,2.65,0.000149,0.000149,0.000100,0.0001,0.007376,2.65,0.000149,0.000149,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4530_4532,3,53.591174,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.009202,2.65,0.418543,0.327920,0.000050,0.0001,0.000920,2.65,0.314984,0.291290,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4531_4532,3,80.09261306,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.011267,2.65,0.396562,0.423030,0.000050,0.0001,0.001127,2.65,0.348341,0.378330,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4532_3951,3,107.9345288,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007382,2.65,1.207741,0.802260,0.000050,0.0001,0.000738,2.65,0.789514,0.709000,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_3951_3952,3,145.1970385,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.007382,2.65,1.913361,1.271000,0.000050,0.0001,0.000738,2.65,1.250439,1.120500,0.000100,0,10,10,6,0.47,0.36,0.17
XU0_4090_4270,3,48.32801848,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005950,2.65,0.826340,0.383290,1.524730,0.0001,0.000595,2.65,0.826340,0.326300,3.281729,0,10,10,6,0.17,0.36,0.47
XU0_4130_4070,3,45.38033117,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007821,2.65,0.471558,0.315530,0.029970,0.0001,0.000782,2.65,0.439423,0.282070,0.059943,0,10,10,6,0.47,0.36,0.17
XU0_4091_4270,3,58.101783,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.005950,2.65,0.632420,0.333040,1.524730,0.0001,0.000595,2.65,0.632420,0.275970,3.281729,0,10,10,6,0.17,0.36,0.47
XU2_4270_4650,3,83.83955449,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005331,2.65,0.506390,0.362270,0.000050,0.0001,0.000533,2.65,0.506390,0.315790,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4070_4330,3,116.2874029,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.100000,2.65,0.408E-05,0.408E-05,0.000100,0.0001,0.000167,2.65,0.408E-05,0.408E-05,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4330_4480,3,112.1637361,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.100000,2.65,30674.00,30674.00,0.000100,0.0001,0.000167,2.65,30674.00,30674.00,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4480_4650,3,87.69161605,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005331,2.65,0.392870,0.247370,0.000050,0.0001,0.000533,2.65,0.392870,0.219540,0.000100,0,10,10,6,0.47,0.36,0.17
XU3_4650_0001,3,114.4455067,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005331,2.65,0.136170,0.111690,0.000050,0.0001,0.000533,2.65,0.136170,0.104240,0.000100,0,10,10,6,0.47,0.36,0.17
YP1_6570_6680,3,77.95162269,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.004749,2.65,0.440520,0.261530,0.230110,0.0001,0.000475,2.65,0.440520,0.211260,0.503509,0,10,10,50,0.47,0.36,0.17
YP3_6470_6690,3,146.2654861,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005417,2.65,0.231927,0.289430,0.245314,0.0001,0.000542,2.65,0.181758,0.243190,0.490629,0,10,10,50,0.47,0.36,0.17
YP2_6390_6330,3,9455.567904,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.000100,2.65,0.183E-05,0.183E-05,0.000100,0.0001,0.000013,2.65,0.183E-05,0.183E-05,0.000100,0,10,10,50,0.47,0.36,0.17
YP1_6680_6670,3,81.88444773,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005417,2.65,0.131693,0.166940,0.245314,0.0001,0.000542,2.65,0.103531,0.138390,0.490629,0,10,10,50,0.47,0.36,0.17
YP3_6690_6720,3,158.4763353,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005417,2.65,0.206297,0.256210,0.245314,0.0001,0.000542,2.65,0.162913,0.216090,0.490629,0,10,10,50,0.47,0.36,0.17
YP3_6330_6700,3,158.017381,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007688,2.65,0.327249,0.457900,1.488772,0.0001,0.000769,2.65,0.246186,0.444530,4.734669,0,10,10,50,0.47,0.36,0.17
YP3_6700_6670,3,128.1263148,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.005417,2.65,0.312664,0.381090,0.245314,0.0001,0.000542,2.65,0.251459,0.326380,0.490629,0,10,10,50,0.47,0.36,0.17
YP3_6670_6720,3,140.6670074,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.005417,2.65,0.089854,0.100980,0.245314,0.0001,0.000542,2.65,0.075977,0.093111,0.490629,0,10,10,50,0.47,0.36,0.17
YP4_6720_6750,3,180.7037676,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005417,2.65,0.243549,0.262420,0.245314,0.0001,0.000542,2.65,0.217202,0.248700,0.490629,0,10,10,50,0.47,0.36,0.17
YP4_6750_0001,3,185.2030136,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.131340,0.182610,0.200000,0.0001,0.001000,2.65,0.107240,0.165250,0.400000,0,10,10,50,0.47,0.36,0.17
JA1_7600_7570,3,94.11644448,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.006455,2.65,0.470470,0.317830,0.000050,0.0001,0.000646,2.65,0.470470,0.250310,0.000100,0,10,10,6,0.47,0.36,0.17
JA2_7410_7470,3,89.16887294,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008107,2.65,0.203870,0.279410,0.000050,0.0001,0.000811,2.65,0.158538,0.223680,0.000100,0,10,10,6,0.47,0.36,0.17
JA2_7570_7480,3,106.8370385,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008107,2.65,0.085682,0.105780,0.000050,0.0001,0.000811,2.65,0.067390,0.092277,0.000100,0,10,10,6,0.47,0.36,0.17
JA1_7640_7280,3,93.29999532,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008107,2.65,0.214915,0.293420,0.000050,0.0001,0.000811,2.65,0.173068,0.233990,0.000100,0,10,10,6,0.47,0.36,0.17
JA2_7550_7280,3,130.6648778,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.005390,2.65,0.665610,0.396330,1.081661,0.0001,0.000539,2.65,0.665610,0.320260,1.134908,0,10,10,6,0.47,0.36,0.17
JA4_7280_7340,3,196.0256782,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008107,2.65,0.143300,0.174910,0.000050,0.0001,0.000811,2.65,0.112812,0.156340,0.000100,0,10,10,6,0.47,0.36,0.17
JA4_7340_7470,3,198.8172039,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008107,2.65,0.131065,0.173420,0.000050,0.0001,0.000811,2.65,0.103217,0.142060,0.000100,0,10,10,6,0.47,0.36,0.17
JA4_7470_7480,3,222.5403797,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008107,2.65,0.189191,0.232780,0.000050,0.0001,0.000811,2.65,0.151706,0.201340,0.000100,0,10,10,6,0.47,0.36,0.17
JA5_7480_0001,3,310.9244745,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.100000,2.65,0.000376,0.000376,0.000100,0.0001,0.000110,2.65,0.000376,0.000376,0.000100,0,10,10,6,0.47,0.36,0.17
RU2_5220_5640,3,118.8055151,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007806,2.65,0.676955,0.691170,0.019094,0.0001,0.000781,2.65,0.533608,0.546160,0.038190,0,10,10,6,0.47,0.36,0.17
RU2_5940_6200,3,100.1124295,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.006707,2.65,1.393655,1.732400,0.000050,0.0001,0.000671,2.65,1.163788,1.432900,0.000100,0,10,10,6,0.47,0.36,0.17
RU2_5500_5610,3,93.78192202,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008188,2.65,1.684769,1.570200,0.118693,0.0001,0.000819,2.65,1.317129,1.279600,0.237383,0,10,10,6,0.47,0.36,0.17
RU2_5810_5610,3,84.10368545,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008188,2.65,1.175247,1.097300,0.118693,0.0001,0.000819,2.65,0.912893,0.885550,0.237383,0,10,10,6,0.47,0.36,0.17
RU2_6090_6220,3,80.64199284,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.006981,2.65,5.086300,3.000100,0.000074,0.0001,0.000698,2.65,5.086300,2.608500,0.000149,0,10,10,6,0.47,0.36,0.17
RU3_5610_5640,3,138.0888948,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007806,2.65,0.262223,0.267390,0.019094,0.0001,0.000781,2.65,0.208952,0.214740,0.038190,0,10,10,6,0.47,0.36,0.17
RU4_5640_6030,3,213.2539696,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007507,2.65,0.390858,0.501310,0.098795,0.0001,0.000751,2.65,0.303544,0.400420,0.197589,0,10,10,6,0.47,0.36,0.17
RU2_6200_6170,3,103.9684908,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007295,2.65,0.043329,0.053219,5.195479,0.0001,0.000729,2.65,0.037804,0.049047,15.45660,0,10,10,50.00000,0.47,0.36,0.17
RU2_6220_6170,3,116.4467075,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007295,2.65,0.268138,0.343240,1.381642,0.0001,0.000729,2.65,0.209210,0.273450,1.986685,0,10,10,50.00000,0.47,0.36,0.17
RU3_6170_6040,3,158.668552,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007295,2.65,0.176067,0.217640,7.728313,0.0001,0.000729,2.65,0.138149,0.179910,15.45660,0,10,10,50.00000,0.47,0.36,0.17
RU4_6040_6030,3,191.9333068,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007507,2.65,0.291150,0.371380,0.098795,0.0001,0.000751,2.65,0.228751,0.297910,0.197589,0,10,10,6,0.47,0.36,0.17
RU5_6030_0001,3,286.6629119,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007507,2.65,0.382432,0.486770,0.098795,0.0001,0.000751,2.65,0.296206,0.391790,0.197589,0,10,10,6,0.47,0.36,0.17
SU1_1630_1610,3,75.57705667,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008075,2.65,0.616186,0.776950,0.483862,0.0001,0.000808,2.65,0.531076,0.684550,0.967724,0,10,10,50,0.47,0.36,0.17
SU2_1550_1620,3,99.15238462,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008075,2.65,0.752154,0.957410,0.483862,0.0001,0.000808,2.65,0.642204,0.838090,0.967724,0,10,10,50,0.47,0.36,0.17
SU2_1200_1310,3,89.90090704,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008075,2.65,0.499285,0.673770,0.483862,0.0001,0.000808,2.65,0.397772,0.570720,0.967724,0,10,10,50,0.47,0.36,0.17
SU1_1480_1500,3,63.68179603,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008075,2.65,0.643420,0.809100,0.483862,0.0001,0.000808,2.65,0.546510,0.715960,0.967724,0,10,10,50,0.47,0.36,0.17
SU2_1210_1310,3,90.2522781,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008075,2.65,0.783431,1.035100,0.483862,0.0001,0.000808,2.65,0.632135,0.895190,0.967724,0,10,10,50,0.47,0.36,0.17
SU2_0670_0810,3,51.55884335,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010378,2.65,0.524149,0.642070,0.000050,0.0001,0.001038,2.65,0.455421,0.578650,0.000100,0,10,10,50,0.47,0.36,0.17
SU2_1290_1500,3,78.4253871,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008075,2.65,0.459045,0.587820,0.483862,0.0001,0.000808,2.65,0.388855,0.508960,0.967724,0,10,10,50,0.47,0.36,0.17
SU3_1310_1280,3,131.8909663,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008075,2.65,0.464026,0.568300,0.483862,0.0001,0.000808,2.65,0.397433,0.507330,0.967724,0,10,10,50,0.47,0.36,0.17
SU3_1280_1590,3,156.5802973,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008075,2.65,0.392283,0.503150,0.483862,0.0001,0.000808,2.65,0.332881,0.438170,0.967724,0,10,10,50,0.47,0.36,0.17
SU3_1500_1420,3,105.6863549,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008075,2.65,0.439238,0.569980,0.483862,0.0001,0.000808,2.65,0.373077,0.487040,0.967724,0,10,10,50,0.47,0.36,0.17
SU2_1020_0980,3,92.21196751,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.007859,2.65,0.683859,1.068800,0.311250,0.0001,0.000786,2.65,0.526815,0.880330,0.622500,0,10,10,50,0.47,0.36,0.17
SU3_0810_0970,3,87.79984217,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010378,2.65,0.729159,0.961430,0.000050,0.0001,0.001038,2.65,0.610006,0.828800,0.000100,0,10,10,50,0.47,0.36,0.17
SU1_0660_0710,3,87.55441684,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010017,2.65,1.491400,0.671090,0.600593,0.0001,0.001002,2.65,1.491400,0.573120,1.201179,0,10,10,50,0.47,0.36,0.17
SU2_0990_0950,3,93.45628501,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.007859,2.65,0.839540,1.307700,0.311250,0.0001,0.000786,2.65,0.645518,1.092400,0.622500,0,10,10,50,0.47,0.36,0.17
SU3_0970_1120,3,148.9160804,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010378,2.65,0.549957,0.671540,0.000050,0.0001,0.001038,2.65,0.476577,0.611090,0.000100,0,10,10,50,0.47,0.36,0.17
SU2_0780_0710,3,70.06590539,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010017,2.65,2.211700,0.919870,0.600593,0.0001,0.001002,2.65,2.211700,0.788930,1.201179,0,10,10,50,0.47,0.36,0.17
SU2_0760_0960,3,90.34056843,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007859,2.65,0.423845,0.634380,0.311250,0.0001,0.000786,2.65,0.326304,0.542750,0.622500,0,10,10,50,0.47,0.36,0.17
SU2_0700_0860,3,125.3982345,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007859,2.65,0.491942,0.735350,0.311250,0.0001,0.000786,2.65,0.377203,0.631920,0.622500,0,10,10,50,0.47,0.36,0.17
SU3_0710_0910,3,167.8436501,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010017,2.65,0.971510,0.419330,0.600593,0.0001,0.001002,2.65,0.971510,0.362710,1.201179,0,10,10,50,0.47,0.36,0.17
SU3_0910_1010,3,172.2592657,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.007859,2.65,0.464834,0.686660,0.311250,0.0001,0.000786,2.65,0.361438,0.586940,0.622500,0,10,10,50,0.47,0.36,0.17
SU1_0940_0900,3,76.47887885,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.010047,2.65,1.145874,0.974170,0.000050,0.0001,0.001005,2.65,0.855430,0.813370,0.000100,0,10,10,50,0.47,0.36,0.17
SU2_0800_0850,3,116.4340226,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007312,2.65,0.462506,0.610030,1.484305,0.0001,0.000731,2.65,0.359054,0.531650,2.968622,0,10,10,50,0.47,0.36,0.17
SU2_0890_0900,3,95.02541483,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010047,2.65,0.720413,0.642670,0.000050,0.0001,0.001005,2.65,0.576135,0.552570,0.000100,0,10,10,50,0.47,0.36,0.17
SU2_0680_0610,3,101.6036106,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008456,2.65,0.679667,0.752880,1.690075,0.0001,0.000846,2.65,0.541270,0.643860,3.380178,0,10,10,50,0.47,0.36,0.17
SU2_0450_0720,3,100.8017792,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007740,2.65,0.772590,0.473810,2.093266,0.0001,0.000774,2.65,0.772590,0.402370,4.186544,0,10,10,50,0.47,0.36,0.17
SU2_0900_0870,3,124.1262231,100,0.5,0.005,0.25,2.5,0.100E-05,4.000000,0.0004,0.010047,2.65,0.917854,0.814890,0.000050,0.0001,0.001005,2.65,0.725835,0.694300,0.000100,0,10,10,50,0.47,0.36,0.17
SU3_0870_0730,3,140.950856,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007859,2.65,0.319938,0.473270,0.311250,0.0001,0.000786,2.65,0.242367,0.409110,0.622500,0,10,10,50,0.47,0.36,0.17
SU3_0370_0490,3,183.8742765,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007001,2.65,0.621320,0.355930,0.001803,0.0001,0.000700,2.65,0.621320,0.301340,0.003605,0,10,10,50,0.47,0.36,0.17
SU2_0470_0590,3,103.4883176,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007740,2.65,0.389630,0.279220,2.093266,0.0001,0.000774,2.65,0.389630,0.242280,4.186544,0,10,10,50,0.47,0.36,0.17
SU2_0440_0550,3,89.88476479,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007740,2.65,1.151500,0.605670,2.093266,0.0001,0.000774,2.65,1.151500,0.527510,4.186544,0,10,10,50,0.47,0.36,0.17
SU2_0640_0630,3,95.43436211,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.008456,2.65,0.546159,0.614490,0.758270,0.0001,0.000846,2.65,0.439667,0.512740,3.380178,0,10,10,50,0.47,0.36,0.17
SU3_0490_0530,3,209.3675955,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.008456,2.65,0.274438,0.305180,0.758270,0.0001,0.000846,2.65,0.227726,0.259400,1.516546,0,10,10,50,0.47,0.36,0.17
SU1_0330_0560,3,84.54086872,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007740,2.65,0.929890,0.523900,2.093266,0.0001,0.000774,2.65,0.929890,0.456500,4.186544,0,10,10,50,0.47,0.36,0.17
SU1_0390_0560,3,73.93775235,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007740,2.65,0.763010,0.454720,2.093266,0.0001,0.000774,2.65,0.763010,0.388900,4.186544,0,10,10,50,0.47,0.36,0.17
SU1_0820_0740,3,79.72675478,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.009488,2.65,0.869442,1.077800,0.402601,0.0001,0.000949,2.65,0.757063,0.983380,0.805210,0,10,10,50,0.47,0.36,0.17
SU2_0510_0570,3,106.1901066,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.008456,2.65,0.162688,0.177750,0.758270,0.0001,0.000846,2.65,0.139044,0.155320,1.516546,0,10,10,50,0.47,0.36,0.17
SU2_0110_0240,3,102.257036,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007740,2.65,0.806410,0.478930,2.093266,0.0001,0.000774,2.65,0.806410,0.418300,4.186544,0,10,10,50,0.47,0.36,0.17
SU1_0410_0480,3,41.96757828,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.006117,2.65,1.025600,0.575180,0.326338,0.0001,0.000612,2.65,1.025600,0.488290,0.652660,0,10,10,50,0.47,0.36,0.17
