TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,1.013016,4.523200
YM2_6120_6430,1,1,2.063203,1.971934
YM3_6430_6620,1,1,1.013016,4.143841
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,14.19662,2.587421
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,22.82383,0.025234
GY0_4530_4532,1,1,9.511616,0.002461
GY0_4531_4532,1,1,29.10255,0.744130
GY0_4532_3951,1,1,29.95683,0.009587
GY0_3951_3952,1,1,29.95683,0.009587
XU0_4090_4270,1,1,3.609675,0.148615
XU0_4130_4070,1,1,2.879642,20.48000
XU0_4091_4270,1,1,5.212615,0.070368
XU2_4270_4650,1,1,11.88960,1.829971
XU2_4070_4330,1,1,18.86495,0.264879
XU2_4330_4480,1,1,18.86495,0.089986
XU2_4480_4650,1,1,11.88960,1.829971
XU3_4650_0001,1,1,11.88960,1.829971
YP1_6570_6680,1,1,4.511039,0.202737
YP3_6470_6690,1,1,3.590792,0.222768
YP2_6390_6330,1,1,13.54502,1.962200
YP1_6680_6670,1,1,3.590792,0.222768
YP3_6690_6720,1,1,3.590792,0.222768
YP3_6330_6700,1,1,5.611733,0.531134
YP3_6700_6670,1,1,3.590792,0.222768
YP3_6670_6720,1,1,3.590792,0.222768
YP4_6720_6750,1,1,3.590792,0.222768
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.599816,0.001000
JA2_7410_7470,1,1,8.197831,0.042607
JA2_7570_7480,1,1,8.197831,0.042607
JA1_7640_7280,1,1,8.197831,0.042607
JA2_7550_7280,1,1,4.609113,0.864259
JA4_7280_7340,1,1,8.197831,0.042607
JA4_7340_7470,1,1,8.197831,0.042607
JA4_7470_7480,1,1,8.197831,0.042607
JA5_7480_0001,1,1,8.197831,0.042607
RU2_5220_5640,1,1,4.320604,0.606130
RU2_5940_6200,1,1,2.336000,7.831525
RU2_5500_5610,1,1,3.721239,0.174196
RU2_5810_5610,1,1,3.721239,0.174196
RU2_6090_6220,1,1,5.450792,1.999799
RU3_5610_5640,1,1,4.320604,0.606130
RU4_5640_6030,1,1,13.58403,0.078114
RU2_6200_6170,1,1,4.115270,0.638120
RU2_6220_6170,1,1,3.201413,0.739819
RU3_6170_6040,1,1,1.987213,0.415346
RU4_6040_6030,1,1,13.58403,0.078114
RU5_6030_0001,1,1,13.58403,0.078114
SU1_1630_1610,1,1,9.856317,1.573868
SU2_1550_1620,1,1,9.856317,1.573868
SU2_1200_1310,1,1,6.078903,0.874794
SU1_1480_1500,1,1,9.856317,0.554355
SU2_1210_1310,1,1,6.078903,0.828080
SU2_0670_0810,1,1,14.78261,50.00000
SU2_1290_1500,1,1,9.856317,1.080582
