TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.151577,61.40520,1.047,1.22,0.01,0.01,1,na,1.047,0.167326,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.151096,61.24591,1.047,1.22,0.01,0.01,1,na,1.047,0.133686,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.151577,61.40520,1.047,1.22,0.01,0.01,1,na,1.047,0.167326,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,41.04250,1.047,1.22,0.01,0.01,1,na,1.047,0.809247,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,44.96300,1.047,1.22,0.01,0.01,1,0.844562,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.150000,67.98802,1.047,1.22,0.01,0.01,1,na,1.047,0.104944,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.150000,61.47171,1.047,1.22,0.01,0.01,1,na,1.047,0.169428,-1.673,0.969,14,3,14
GY0_4532_3951,3,0.05,1.047,0.01,1.000000,44.96300,1.047,1.22,0.01,0.01,1,na,1.047,0.349568,-1.673,0.969,14,3,14
GY0_3951_3952,3,0.05,1.047,0.01,1.000000,44.96300,1.047,1.22,0.01,0.01,1,na,1.047,0.349568,-1.673,0.969,14,3,14
XU0_4090_4270,3,0.05,1.047,0.01,1.151118,73.45461,1.047,1.22,0.01,0.01,1,na,1.047,0.095341,-1.673,0.969,14,3,14
XU0_4130_4070,3,0.05,1.047,0.01,1.350000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.925586,-1.673,0.969,14,3,14
XU0_4091_4270,3,0.05,1.047,0.01,1.151118,73.45461,1.047,1.22,0.01,0.01,1,na,1.047,0.095341,-1.673,0.969,14,3,14
XU2_4270_4650,3,0.05,1.047,0.01,1.150231,82.14150,1.047,1.22,0.01,0.01,1,na,1.047,0.059226,-1.673,0.969,14,3,14
XU2_4070_4330,na,0.05,1.047,0.01,1.000000,11.77133,1.047,1.22,0.01,0.01,1,1.302691,na,na,na,na,14,3,14
XU2_4330_4480,na,0.05,1.047,0.01,1.000000,11.77133,1.047,1.22,0.01,0.01,1,1.302691,na,na,na,na,14,3,14
XU2_4480_4650,3,0.05,1.047,0.01,1.150231,82.14150,1.047,1.22,0.01,0.01,1,na,1.047,0.059226,-1.673,0.969,14,3,14
XU3_4650_0001,3,0.05,1.047,0.01,1.150231,82.14150,1.047,1.22,0.01,0.01,1,na,1.047,0.059226,-1.673,0.969,14,3,14
YP1_6570_6680,3,0.05,1.047,0.01,1.150425,47.16059,1.047,1.22,0.01,0.01,1,na,1.047,0.271653,-1.673,0.969,14,3,14
YP3_6470_6690,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP2_6390_6330,na,0.05,1.047,0.01,1.150000,20.29063,1.047,1.22,0.01,0.01,1,1.869451,na,na,na,na,14,3,14
YP1_6680_6670,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP3_6690_6720,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP3_6330_6700,3,0.05,1.047,0.01,1.150000,104.4373,1.047,1.22,0.01,0.01,1,na,1.047,0.053290,-1.673,0.969,14,3,14
YP3_6700_6670,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP3_6670_6720,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP4_6720_6750,3,0.05,1.047,0.01,1.150853,66.38850,1.047,1.22,0.01,0.01,1,na,1.047,0.123730,-1.673,0.969,14,3,14
YP4_6750_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
JA1_7600_7570,3,0.05,1.047,0.01,1.150911,72.42818,1.047,1.22,0.01,0.01,1,na,1.047,0.127958,-1.673,0.969,14,3,14
JA2_7410_7470,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA2_7570_7480,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA1_7640_7280,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA2_7550_7280,3,0.05,1.047,0.01,1.150044,58.38778,1.047,1.22,0.01,0.01,1,na,1.047,0.171748,-1.673,0.969,14,3,14
JA4_7280_7340,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA4_7340_7470,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA4_7470_7480,3,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,na,1.047,0.879192,-1.673,0.969,14,3,14
JA5_7480_0001,na,0.05,1.047,0.01,1.016900,23.38150,1.047,1.22,0.01,0.01,1,1.245114,na,na,na,na,14,3,14
RU2_5220_5640,3,0.05,1.047,0.01,1.350000,54.78249,1.047,1.22,0.01,0.01,1,na,1.047,0.395766,-1.673,0.969,14,3,14
RU2_5940_6200,3,0.05,1.047,0.01,1.350000,145.9384,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
RU2_5500_5610,3,0.05,1.047,0.01,1.350000,44.70539,1.047,1.22,0.01,0.01,1,na,1.047,0.618378,-1.673,0.969,14,3,14
RU2_5810_5610,3,0.05,1.047,0.01,1.350000,44.70539,1.047,1.22,0.01,0.01,1,na,1.047,0.618378,-1.673,0.969,14,3,14
RU2_6090_6220,3,0.05,1.047,0.01,1.350000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
RU3_5610_5640,3,0.05,1.047,0.01,1.350000,54.78249,1.047,1.22,0.01,0.01,1,na,1.047,0.395766,-1.673,0.969,14,3,14
RU4_5640_6030,3,0.05,1.047,0.01,1.350000,50.57809,1.047,1.22,0.01,0.01,1,na,1.047,0.441890,-1.673,0.969,14,3,14
RU2_6200_6170,3,0.05,1.047,0.01,1.350000,43.95792,1.047,1.22,0.01,0.01,1,na,1.047,0.837130,-1.673,0.969,14,3,14
RU2_6220_6170,3,0.05,1.047,0.01,1.350000,43.95792,1.047,1.22,0.01,0.01,1,na,1.047,0.837130,-1.673,0.969,14,3,14
RU3_6170_6040,3,0.05,1.047,0.01,1.350000,43.95792,1.047,1.22,0.01,0.01,1,na,1.047,0.837130,-1.673,0.969,14,3,14
RU4_6040_6030,3,0.05,1.047,0.01,1.350000,50.57809,1.047,1.22,0.01,0.01,1,na,1.047,0.441890,-1.673,0.969,14,3,14
RU5_6030_0001,3,0.05,1.047,0.01,1.350000,50.57809,1.047,1.22,0.01,0.01,1,na,1.047,0.441890,-1.673,0.969,14,3,14
SU1_1630_1610,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU2_1550_1620,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU2_1200_1310,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU1_1480_1500,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU2_1210_1310,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU2_0670_0810,3,0.05,1.047,0.01,1.000000,51.59784,1.047,1.22,0.01,0.01,1,na,1.047,0.239670,-1.673,0.969,14,3,14
SU2_1290_1500,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU3_1310_1280,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU3_1280_1590,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU3_1500_1420,3,0.05,1.047,0.01,1.000000,38.07268,1.047,1.22,0.01,0.01,1,na,1.047,0.280290,-1.673,0.969,14,3,14
SU2_1020_0980,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0810_0970,3,0.05,1.047,0.01,1.151205,43.57978,1.047,1.22,0.01,0.01,1,na,1.047,0.360882,-1.673,0.969,14,3,14
SU1_0660_0710,3,0.05,1.047,0.01,1.350000,28.70752,1.047,1.22,0.01,0.01,1,na,1.047,1.424806,-1.673,0.969,14,3,14
SU2_0990_0950,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0970_1120,3,0.05,1.047,0.01,1.152547,45.24397,1.047,1.22,0.01,0.01,1,na,1.047,0.352583,-1.673,0.969,14,3,14
SU2_0780_0710,3,0.05,1.047,0.01,1.350000,28.70752,1.047,1.22,0.01,0.01,1,na,1.047,1.424806,-1.673,0.969,14,3,14
SU2_0760_0960,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU2_0700_0860,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0710_0910,3,0.05,1.047,0.01,1.350000,28.70752,1.047,1.22,0.01,0.01,1,na,1.047,1.424806,-1.673,0.969,14,3,14
SU3_0910_1010,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU1_0940_0900,3,0.05,1.047,0.01,1.150000,32.14873,1.047,1.22,0.01,0.01,1,na,1.047,0.850402,-1.673,0.969,14,3,14
SU2_0800_0850,3,0.05,1.047,0.01,1.150000,50.03189,1.047,1.22,0.01,0.01,1,na,1.047,0.234932,-1.673,0.969,14,3,14
SU2_0890_0900,3,0.05,1.047,0.01,1.150000,32.14873,1.047,1.22,0.01,0.01,1,na,1.047,0.850402,-1.673,0.969,14,3,14
SU2_0680_0610,3,0.05,1.047,0.01,1.150019,56.71662,1.047,1.22,0.01,0.01,1,na,1.047,0.234630,-1.673,0.969,14,3,14
SU2_0450_0720,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU2_0900_0870,3,0.05,1.047,0.01,1.150000,32.14873,1.047,1.22,0.01,0.01,1,na,1.047,0.850402,-1.673,0.969,14,3,14
SU3_0870_0730,3,0.05,1.047,0.01,1.150000,70.03271,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0370_0490,3,0.05,1.047,0.01,1.350000,49.81728,1.047,1.22,0.01,0.01,1,na,1.047,0.381090,-1.673,0.969,14,3,14
SU2_0470_0590,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU2_0440_0550,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU2_0640_0630,3,0.05,1.047,0.01,1.150019,56.71662,1.047,1.22,0.01,0.01,1,na,1.047,0.234630,-1.673,0.969,14,3,14
SU3_0490_0530,3,0.05,1.047,0.01,1.150019,56.71662,1.047,1.22,0.01,0.01,1,na,1.047,0.234630,-1.673,0.969,14,3,14
SU1_0330_0560,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU1_0390_0560,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU1_0820_0740,3,0.05,1.047,0.01,1.150000,16.23543,1.047,1.22,0.01,0.01,1,na,1.047,1.466520,-1.673,0.969,14,3,14
SU2_0510_0570,3,0.05,1.047,0.01,1.150019,56.71662,1.047,1.22,0.01,0.01,1,na,1.047,0.234630,-1.673,0.969,14,3,14
SU2_0110_0240,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU1_0410_0480,3,0.05,1.047,0.01,1.189594,45.14549,1.047,1.22,0.01,0.01,1,na,1.047,0.387139,-1.673,0.969,14,3,14
SU2_0560_0590,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU3_0590_0540,3,0.05,1.047,0.01,1.150000,52.72114,1.047,1.22,0.01,0.01,1,na,1.047,0.269529,-1.673,0.969,14,3,14
SU2_0620_0580,3,0.05,1.047,0.01,1.150019,56.71662,1.047,1.22,0.01,0.01,1,na,1.047,0.234630,-1.673,0.969,14,3,14
SU1_0840_0831,3,0.05,1.047,0.01,1.000000,20.60747,1.047,1.22,0.01,0.01,1,na,1.047,1.166065,-1.673,0.969,14,3,14
