TABLE->,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,CONV-VAL1,CONV-VAL1,CONV-VAL1,CONV-VAL1,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NH3VOLAT,NUT-NH3VOLAT,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT
VARS->,TAM,NO2,PO4,AMV,DEN,ADNH,ADPO,PHFG,NOF,NOC,NHF,NHC,POF,POC,CVBO,CVBPC,CVBPN,BPCNTC,BRTAM1,BRTAM2,BRPO41,BRPO42,ANAER,KTAM20,KNO220,TCNIT,KNO320,TCDEN,DENOXT,EXPNVG,EXPNVL,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NO3,TAM,NO2,PO4,PH,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay
YM1_6370_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.043976,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.758730,17.58730,175.8730,8.364584,83.64584,836.4584,150.0000,1500.000,15000.00,3465.084,10395.25,31185.75,1,0.05,0,0.05,7,0,0,0,0,0,0
YM2_6120_6430,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.038499,0.01,1.07,0.017249,1.07,15.00000,0.5,0.6667,1.843223,18.43223,184.3223,8.278227,82.78227,827.8227,150.0000,1500.000,15000.00,935.3364,2806.009,8418.027,1,0.05,0,0.05,7,0,0,0,0,0,0
YM3_6430_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.043976,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.758730,17.58730,175.8730,8.364584,83.64584,836.4584,150.0000,1500.000,15000.00,3465.084,10395.25,31185.75,1,0.05,0,0.05,7,0,0,0,0,0,0
YM4_6620_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3800_3801,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.142853,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.257710,22.57710,225.7710,6.070299,60.70299,607.0299,150.0000,1500.000,15000.00,2911.010,8733.030,26199.09,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3950_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4240_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.502750,2.513750,0.004975,0.024874,0.490971,0.152542,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,30040.25,90120.75,270362.2,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4530_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.005430,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.328685,23.28685,232.8685,5.589346,55.89346,558.9346,150.0000,1500.000,15000.00,3883.132,11649.39,34948.18,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4531_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.095483,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.512165,25.12165,251.2165,6.023329,60.23329,602.3329,150.0000,1500.000,15000.00,18522.00,55566.00,166698.0,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4532_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.152542,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.504282,25.04281,250.4281,5.024891,50.24891,502.4891,150.0000,1500.000,15000.00,30040.25,90120.75,270362.2,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3951_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.152542,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.504282,25.04281,250.4281,5.024891,50.24891,502.4891,150.0000,1500.000,15000.00,30040.25,90120.75,270362.2,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4090_4270,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200323,0.01,1.07,0.022077,1.07,15.00000,0.5,0.6667,1.853245,18.53245,185.3245,8.335270,83.35270,833.5270,150.0000,1500.000,15000.00,2843.313,8529.940,25589.82,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4130_4070,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.526750,0.01,1.07,0.029850,1.07,15.00000,0.5,0.6667,1.791299,17.91298,179.1299,9.715186,97.15186,971.5186,150.0000,1500.000,15000.00,1753.224,5259.671,15779.01,1,0.05,0,0.05,7,0,0,0,0,0,0
