TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.524128,8.198544
YM2_6120_6430,1,1,1.456552,1.862329
YM3_6430_6620,1,1,0.524128,7.510934
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,19.25727,6.483702
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,42.03490,0.005271
GY0_4530_4532,1,1,11.74337,0.001000
GY0_4531_4532,1,1,53.94334,0.724369
GY0_4532_3951,1,1,55.17184,0.002003
GY0_3951_3952,1,1,55.17184,0.002003
XU0_4090_4270,1,1,3.187686,0.038958
XU0_4130_4070,1,1,2.640126,20.27809
XU0_4091_4270,1,1,5.874983,0.018446
XU2_4270_4650,1,1,17.04293,2.240575
XU2_4070_4330,1,1,27.66002,0.173909
XU2_4330_4480,1,1,27.66002,0.059082
XU2_4480_4650,1,1,17.04293,2.240575
XU3_4650_0001,1,1,17.04293,2.240575
YP1_6570_6680,1,1,5.341502,0.094504
YP3_6470_6690,1,1,3.695469,0.227756
YP2_6390_6330,1,1,22.21035,2.174474
YP1_6680_6670,1,1,3.695469,0.227756
YP3_6690_6720,1,1,3.695469,0.227756
YP3_6330_6700,1,1,6.959178,0.656080
YP3_6700_6670,1,1,3.695469,0.227756
YP3_6670_6720,1,1,3.695469,0.227756
YP4_6720_6750,1,1,3.695469,0.227756
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.309655,0.001000
JA2_7410_7470,1,1,10.79029,0.025133
JA2_7570_7480,1,1,10.79029,0.025133
JA1_7640_7280,1,1,10.79029,0.025133
JA2_7550_7280,1,1,5.015914,0.870525
JA4_7280_7340,1,1,10.79029,0.025133
JA4_7340_7470,1,1,10.79029,0.025133
JA4_7470_7480,1,1,10.79029,0.025133
JA5_7480_0001,1,1,10.79029,0.025133
RU2_5220_5640,1,1,3.719749,0.811602
RU2_5940_6200,1,1,1.808083,19.60446
RU2_5500_5610,1,1,2.915652,0.117634
RU2_5810_5610,1,1,2.915652,0.117634
RU2_6090_6220,1,1,5.866202,2.983179
RU3_5610_5640,1,1,3.719749,0.811602
RU4_5640_6030,1,1,19.57124,0.079993
RU2_6200_6170,1,1,2.280331,0.167279
RU2_6220_6170,1,1,3.289474,0.320609
RU3_6170_6040,1,1,1.305540,0.108881
RU4_6040_6030,1,1,19.57124,0.079993
RU5_6030_0001,1,1,19.57124,0.079993
SU1_1630_1610,1,1,5.343924,0.674525
SU2_1550_1620,1,1,4.138707,0.525352
SU2_1200_1310,1,1,2.552556,0.292002
SU1_1480_1500,1,1,5.343924,0.619861
SU2_1210_1310,1,1,2.552556,0.217077
SU2_0670_0810,1,1,32.91029,50.00000
SU2_1290_1500,1,1,4.138707,0.360695
SU3_1310_1280,1,1,6.658785,0.619861
SU3_1280_1590,1,1,6.658785,0.619861
SU3_1500_1420,1,1,6.658785,0.619861
SU2_1020_0980,1,1,5.098530,6.395536
SU3_0810_0970,1,1,32.91029,50.00000
SU1_0660_0710,1,1,3.722808,0.074642
SU2_0990_0950,1,1,5.098530,4.089285
SU3_0970_1120,1,1,32.91029,50.00000
SU2_0780_0710,1,1,3.722808,0.074642
SU2_0760_0960,1,1,5.098530,18.16998
SU2_0700_0860,1,1,5.098530,18.16998
SU3_0710_0910,1,1,3.722808,0.074642
SU3_0910_1010,1,1,5.098530,22.77774
SU1_0940_0900,1,1,5.098530,0.001000
SU2_0800_0850,1,1,2.007684,0.113030
SU2_0890_0900,1,1,5.098530,0.001000
SU2_0680_0610,1,1,2.555848,0.713971
SU2_0450_0720,1,1,2.178204,0.486258
SU2_0900_0870,1,1,5.098530,0.001000
SU3_0870_0730,1,1,5.098530,22.77774
SU3_0370_0490,1,1,4.272893,50.00000
SU2_0470_0590,1,1,2.178204,0.712812
SU2_0440_0550,1,1,2.178204,0.888106
SU2_0640_0630,1,1,2.555848,0.710289
SU3_0490_0530,1,1,4.311674,2.008324
SU1_0330_0560,1,1,2.178204,0.514412
SU1_0390_0560,1,1,2.178204,0.514412
SU1_0820_0740,1,1,6.893348,3.035143
SU2_0510_0570,1,1,4.311674,2.008324
SU2_0110_0240,1,1,2.178204,0.514412
SU1_0410_0480,1,1,1.584269,0.713610
SU2_0560_0590,1,1,2.178204,0.888106
SU3_0590_0540,1,1,2.178204,0.888106
SU2_0620_0580,1,1,2.555848,0.489205
SU1_0840_0831,1,1,11.94921,14.36200
SU2_0740_0741,1,1,6.062640,3.035143
SU2_0280_0430,1,1,2.178204,0.575167
SU2_0120_0260,1,1,2.178204,1.015959
SU2_0360_0460,1,1,1.584269,0.713610
SU3_0240_0350,1,1,2.178204,0.888106
SU2_0570_0580,1,1,4.311674,0.344459
SU4_0580_0630,1,1,3.368289,2.008324
SU2_0920_0830,1,1,7.685055,6.103062
SU2_0741_0690,1,1,9.724143,3.035143
SU1_0200_0270,1,1,2.178204,1.324869
SU1_0050_0090,1,1,2.178204,1.015959
SU2_0160_0260,1,1,2.178204,1.324869
SU4_0630_0650,1,1,4.311674,0.344459
SU2_0830_0831,1,1,15.90150,50.00000
SU3_0831_0790,1,1,15.90150,50.00000
SU3_0790_0770,1,1,4.899350,0.033091
SU1_0380_0400,1,1,1.584269,0.713610
SU1_0080_0210,1,1,0.755714,1.047364
SU4_0260_0350,1,1,2.178204,0.888106
SU4_0350_0420,1,1,2.178204,0.888106
SU2_0070_0090,1,1,2.178204,1.324869
SU3_0090_0170,1,1,2.178204,0.888106
SU3_0770_0690,1,1,4.539284,0.580873
SU4_0690_0650,1,1,4.539284,0.580873
SU5_0650_0530,1,1,4.311674,0.344459
SU3_0170_0270,1,1,2.178204,0.888106
SU2_0290_0291,1,1,1.584269,0.713610
SU1_0060_0190,1,1,0.755714,1.047364
SU4_0270_0430,1,1,2.178204,0.888106
SU2_0210_0300,1,1,0.755714,1.047364
SU2_0130_0250,1,1,1.584269,0.713610
SU4_0430_0420,1,1,2.178204,0.888106
SU5_0530_0610,1,1,4.311674,0.344459
SU5_0610_0600,1,1,4.311674,0.344459
SU5_0420_0500,1,1,2.178204,0.888106
SU2_0291_0320,1,1,1.584269,0.713610
SU3_0010_0190,1,1,0.755714,1.047364
SU5_0600_0750,1,1,3.335796,0.001000
SU3_0190_0300,1,1,0.755714,1.047364
SU4_0300_0310,1,1,0.755714,1.047364
SU2_0150_0220,1,1,1.584269,0.713610
SU2_0100_0230,1,1,1.584269,0.713610
SU2_0320_0340,1,1,1.584269,0.713610
SU2_0040_0180,1,1,1.584269,0.713610
SU2_0020_0140,1,1,1.584269,0.713610
SU2_0030_0140,1,1,1.584269,0.713610
SU3_0140_0180,1,1,1.584269,0.713610
SU3_0180_0230,1,1,1.584269,0.713610
SU4_0230_0220,1,1,1.584269,0.713610
SU4_0220_0250,1,1,1.584269,0.713610
SU4_0250_0340,1,1,1.584269,0.713610
SU5_0340_0310,1,1,1.584269,0.713610
SU5_0310_0400,1,1,1.584269,0.713610
SU5_0400_0460,1,1,1.584269,0.713610
SU5_0460_0480,1,1,1.584269,0.713610
SU6_0480_0520,1,1,1.584269,0.713610
SU6_0520_0500,1,1,2.178204,0.888106
SU6_0500_0550,1,1,2.178204,0.888106
SU7_0550_0540,1,1,2.178204,0.888106
SU7_0540_0720,1,1,2.178204,0.888106
SU7_0720_0750,1,1,2.003244,0.038198
SU7_0750_0850,1,1,2.003244,0.038198
SU7_0850_0730,1,1,2.003244,0.038198
SU7_0730_0860,1,1,5.098530,22.77774
SU7_0860_0960,1,1,5.098530,22.77774
SU7_0960_0950,1,1,5.098530,22.77774
SU7_0950_1010,1,1,5.098530,22.77774
SU7_1010_0980,1,1,5.098530,22.77774
SU7_0980_1120,1,1,5.098530,22.77774
SU7_1120_1140,1,1,5.098530,22.77774
SU7_1140_1420,1,1,6.658785,0.619861
SU7_1420_1590,1,1,6.658785,0.619861
SU8_1590_1620,1,1,6.658785,0.619861
SU8_1620_1610,1,1,6.658785,0.619861
SU8_1610_1530,1,1,7.400705,0.619861
SW1_1570_1640,1,1,1.975054,0.001000
SW1_1560_1460,1,1,1.166819,0.002415
SW1_1180_1190,1,1,1.530399,0.001000
SW1_1160_1260,1,1,27.65017,0.001000
SW2_1190_1410,1,1,1.512638,0.002376
SW3_1040_1220,1,1,2.071954,0.010947
SW2_1030_1060,1,1,27.65017,0.001000
SW2_1070_1060,1,1,27.65017,0.001000
SW3_1250_1340,1,1,2.487223,0.089455
SW3_1220_1320,1,1,3.980343,0.805772
SW3_1060_1260,1,1,27.65017,0.001000
SW4_1260_1300,1,1,2.078815,0.001000
SW3_1080_1350,1,1,5.008905,0.055802
SW0_1520_1600,1,1,2.437547,0.924867
SW2_1000_1110,1,1,2.894040,1.287680
SW2_0880_0930,1,1,2.894040,1.287680
SW2_1100_1130,1,1,98.83360,0.001000
SW1_1910_1890,1,1,5.603384,50.00000
SW2_1050_0930,1,1,2.894040,1.287680
SW3_1600_1580,1,1,0.825266,0.924867
SW3_1090_1091,1,1,98.83360,0.001000
SW2_1770_1690,1,1,0.257095,0.001000
SW3_0930_1110,1,1,2.894040,1.618682
SW4_1110_1150,1,1,2.894040,1.618682
SW1_1890_1830,1,1,5.603384,50.00000
SW3_1130_1390,1,1,37.58384,0.001000
SW3_1920_1750,1,1,3.266349,8.347581
SW1_1830_1690,1,1,0.257095,0.001000
SW4_1150_1350,1,1,5.008905,0.090980
SW5_1350_1470,1,1,3.980343,0.406235
SW3_1690_1660,1,1,3.291259,50.00000
SW2_1360_1430,1,1,3.658911,0.001867
SW3_1390_1330,1,1,12.75882,1.942754
SW3_1091_1380,1,1,37.58384,0.001000
SW3_1660_1580,1,1,6.637796,0.494796
SW3_1870_1800,1,1,2.403673,0.220683
SW3_1750_1540,1,1,3.266349,0.007718
SW1_1170_1270,1,1,0.050000,0.001000
SW2_1240_1270,1,1,0.050000,0.001000
SW3_1380_1490,1,1,98.83360,0.001000
SW3_1580_1440,1,1,6.637796,0.494796
SW2_1950_1940,1,1,1.351546,50.00000
SW3_1800_1650,1,1,3.266349,0.007718
SW2_2020_1940,1,1,1.351546,50.00000
SW3_1270_1370,1,1,0.050000,0.001000
SW3_1370_1430,1,1,5.406836,0.001395
SW4_1940_1860,1,1,1.351546,50.00000
SW4_1860_1720,1,1,3.266349,50.00000
SW4_1430_1490,1,1,37.58384,0.001000
SW4_1490_1400,1,1,17.71419,0.001000
SW4_1720_1650,1,1,3.266349,0.007718
SW5_1650_1540,1,1,3.266349,0.007718
SW5_1540_1400,1,1,12.82371,1.664006
SW6_1400_1330,1,1,37.58384,22.54831
SW6_1330_1230,1,1,37.58384,40.00000
SW6_1230_1440,1,1,4.813478,0.494796
SW6_1440_1470,1,1,6.637796,0.494796
SW7_1470_1340,1,1,6.637796,0.494796
SW7_1340_1320,1,1,6.637796,0.494796
SW7_1320_1300,1,1,6.961579,0.001000
SW7_1300_1410,1,1,4.954494,0.001000
SW7_1410_1460,1,1,6.961579,0.001000
SW7_1460_1640,1,1,4.954494,0.001000
SJ2_2150_2130,1,1,4.959811,0.549784
SJ2_2110_2170,1,1,2.671617,0.064728
SJ2_1900_1930,1,1,9.017343,0.799733
SJ3_2160_2170,1,1,6.622805,0.449263
SJ3_2170_1970,1,1,13.51099,1.172047
SJ1_2280_2450,1,1,1.962172,0.031054
SJ3_2040_1980,1,1,2.224974,0.001000
SJ2_2580_2500,1,1,3.662370,0.449263
SJ2_2500_2450,1,1,13.51099,1.172047
SJ2_2570_2660,1,1,6.611214,0.001000
SJ3_2450_2120,1,1,13.51099,1.172047
SJ3_2250_2230,1,1,13.80353,0.278052
SJ2_2530_2820,1,1,6.611214,0.001000
SJ3_1980_2060,1,1,13.51099,7.081360
SJ3_2230_2060,1,1,13.51099,7.768576
SJ2_2900_2740,1,1,6.611214,0.001000
SJ4_2060_2010,1,1,21.83825,28.02249
SJ4_2010_2210,1,1,13.51099,1.499308
SJ2_2820_2740,1,1,6.611214,0.001000
SJ4_2740_2660,1,1,6.611214,0.001000
SJ4_2660_2360,1,1,6.611214,0.001000
SJ4_2360_2340,1,1,21.83825,2.506485
SJ4_2340_2210,1,1,13.51099,1.499308
SJ5_2210_2320,1,1,13.51099,1.499308
SJ5_2320_2120,1,1,13.51099,1.172047
SJ5_2120_1930,1,1,13.51099,1.172047
SJ6_1930_1970,1,1,20.02431,1.172047
SJ6_1970_2130,1,1,15.72644,1.172047
SL0_2721_2720,1,1,6.133093,0.001000
SL2_2750_2720,1,1,6.133093,0.001000
SL2_2410_2700,1,1,0.616422,0.007725
SL1_2390_2420,1,1,0.553053,0.799775
SL2_2300_2520,1,1,6.133093,0.001000
SL1_2190_2350,1,1,1.888009,2.490853
SL2_2200_2350,1,1,1.888009,1.826453
SL0_2831_2830,1,1,7.633462,50.00000
SL3_2460_2430,1,1,18.43703,0.202894
SL3_2350_2470,1,1,1.888009,3.060534
SL1_2770_2730,1,1,7.633461,2.612348
SL0_2180_2220,1,1,6.315525,0.005230
SL3_2470_2420,1,1,1.016389,0.768421
SL3_2420_2700,1,1,1.016389,0.768421
SL3_2400_2440,1,1,1.579900,1.402251
SL1_2830_2760,1,1,7.633462,50.00000
SL1_2760_2730,1,1,7.633462,50.00000
