TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.350000,70.50492,1.047,1.22,0.01,0.01,1,na,1.047,0.184531,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.350000,64.35868,1.047,1.22,0.01,0.01,1,na,1.047,0.151927,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.350000,70.50492,1.047,1.22,0.01,0.01,1,na,1.047,0.184531,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,49.13241,1.047,1.22,0.01,0.01,1,na,1.047,1.096526,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,50.24130,1.047,1.22,0.01,0.01,1,0.720201,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.350000,119.6748,1.047,1.22,0.01,0.01,1,na,1.047,0.078335,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.153972,100.8482,1.047,1.22,0.01,0.01,1,na,1.047,0.139055,-1.673,0.969,14,3,14
GY0_4532_3951,3,0.05,1.047,0.01,1.000000,50.24130,1.047,1.22,0.01,0.01,1,na,1.047,0.262518,-1.673,0.969,14,3,14
GY0_3951_3952,3,0.05,1.047,0.01,1.000000,50.24130,1.047,1.22,0.01,0.01,1,na,1.047,0.262518,-1.673,0.969,14,3,14
XU0_4090_4270,3,0.05,1.047,0.01,1.350000,84.92548,1.047,1.22,0.01,0.01,1,na,1.047,0.191834,-1.673,0.969,14,3,14
XU0_4130_4070,3,0.05,1.047,0.01,1.350000,42.23412,1.047,1.22,0.01,0.01,1,na,1.047,1.358737,-1.673,0.969,14,3,14
XU0_4091_4270,3,0.05,1.047,0.01,1.350000,84.92548,1.047,1.22,0.01,0.01,1,na,1.047,0.191834,-1.673,0.969,14,3,14
XU2_4270_4650,3,0.05,1.047,0.01,1.350000,104.8011,1.047,1.22,0.01,0.01,1,na,1.047,0.074124,-1.673,0.969,14,3,14
XU2_4070_4330,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,1.892261,na,na,na,na,14,3,14
XU2_4330_4480,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,1.892261,na,na,na,na,14,3,14
XU2_4480_4650,3,0.05,1.047,0.01,1.350000,104.8011,1.047,1.22,0.01,0.01,1,na,1.047,0.074124,-1.673,0.969,14,3,14
XU3_4650_0001,3,0.05,1.047,0.01,1.350000,104.8011,1.047,1.22,0.01,0.01,1,na,1.047,0.074124,-1.673,0.969,14,3,14
YP1_6570_6680,3,0.05,1.047,0.01,1.155032,44.29615,1.047,1.22,0.01,0.01,1,na,1.047,0.263306,-1.673,0.969,14,3,14
YP3_6470_6690,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP2_6390_6330,na,0.05,1.047,0.01,1.350000,30.20638,1.047,1.22,0.01,0.01,1,2.000000,na,na,na,na,14,3,14
YP1_6680_6670,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP3_6690_6720,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP3_6330_6700,3,0.05,1.047,0.01,1.350000,169.5578,1.047,1.22,0.01,0.01,1,na,1.047,0.130669,-1.673,0.969,14,3,14
YP3_6700_6670,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP3_6670_6720,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP4_6720_6750,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.190885,-1.673,0.969,14,3,14
YP4_6750_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
JA1_7600_7570,3,0.05,1.047,0.01,1.350000,110.9523,1.047,1.22,0.01,0.01,1,na,1.047,0.124684,-1.673,0.969,14,3,14
JA2_7410_7470,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA2_7570_7480,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA1_7640_7280,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA2_7550_7280,3,0.05,1.047,0.01,1.350000,84.17097,1.047,1.22,0.01,0.01,1,na,1.047,0.167012,-1.673,0.969,14,3,14
JA4_7280_7340,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA4_7340_7470,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA4_7470_7480,3,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,na,1.047,3.137598,-1.673,0.969,14,3,14
JA5_7480_0001,na,0.05,1.047,0.01,1.028858,7.985685,1.047,1.22,0.01,0.01,1,1.797628,na,na,na,na,14,3,14
RU2_5220_5640,3,0.05,1.047,0.01,1.350000,82.96957,1.047,1.22,0.01,0.01,1,na,1.047,0.420680,-1.673,0.969,14,3,14
RU2_5940_6200,3,0.05,1.047,0.01,1.350000,200.0000,1.047,1.22,0.01,0.01,1,na,1.047,0.075310,-1.673,0.969,14,3,14
RU2_5500_5610,3,0.05,1.047,0.01,1.350000,51.58114,1.047,1.22,0.01,0.01,1,na,1.047,1.627510,-1.673,0.969,14,3,14
RU2_5810_5610,3,0.05,1.047,0.01,1.350000,51.58114,1.047,1.22,0.01,0.01,1,na,1.047,1.627510,-1.673,0.969,14,3,14
RU2_6090_6220,3,0.05,1.047,0.01,1.350000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
RU3_5610_5640,3,0.05,1.047,0.01,1.350000,82.96957,1.047,1.22,0.01,0.01,1,na,1.047,0.420680,-1.673,0.969,14,3,14
RU4_5640_6030,3,0.05,1.047,0.01,1.350000,68.58640,1.047,1.22,0.01,0.01,1,na,1.047,0.737298,-1.673,0.969,14,3,14
RU2_6200_6170,3,0.05,1.047,0.01,1.350000,54.92480,1.047,1.22,0.01,0.01,1,na,1.047,2.041322,-1.673,0.969,14,3,14
RU2_6220_6170,3,0.05,1.047,0.01,1.350000,54.92480,1.047,1.22,0.01,0.01,1,na,1.047,2.041322,-1.673,0.969,14,3,14
RU3_6170_6040,3,0.05,1.047,0.01,1.350000,54.92480,1.047,1.22,0.01,0.01,1,na,1.047,2.041322,-1.673,0.969,14,3,14
RU4_6040_6030,3,0.05,1.047,0.01,1.350000,68.58640,1.047,1.22,0.01,0.01,1,na,1.047,0.737298,-1.673,0.969,14,3,14
RU5_6030_0001,3,0.05,1.047,0.01,1.350000,68.58640,1.047,1.22,0.01,0.01,1,na,1.047,0.737298,-1.673,0.969,14,3,14
SU1_1630_1610,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU2_1550_1620,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU2_1200_1310,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU1_1480_1500,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU2_1210_1310,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU2_0670_0810,3,0.05,1.047,0.01,1.000000,66.59277,1.047,1.22,0.01,0.01,1,na,1.047,0.153957,-1.673,0.969,14,3,14
SU2_1290_1500,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU3_1310_1280,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
SU3_1280_1590,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.697242,-1.673,0.969,14,3,14
