TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.214342,17.47809
YM2_6120_6430,1,1,0.913553,1.804088
YM3_6430_6620,1,1,0.214342,16.01220
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,26.85213,16.82798
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,95.50935,0.001000
GY0_4530_4532,1,1,15.20813,0.001000
GY0_4531_4532,1,1,100.0000,0.641441
GY0_4532_3951,1,1,100.0000,0.001000
GY0_3951_3952,1,1,100.0000,0.001000
XU0_4090_4270,1,1,3.186861,0.006536
XU0_4130_4070,1,1,2.372554,35.62195
XU0_4091_4270,1,1,6.577066,0.003095
XU2_4270_4650,1,1,27.54146,1.447053
XU2_4070_4330,1,1,43.60626,0.093499
XU2_4330_4480,1,1,43.60626,0.031764
XU2_4480_4650,1,1,27.54146,1.447053
XU3_4650_0001,1,1,27.54146,1.447053
YP1_6570_6680,1,1,6.290884,0.037749
YP3_6470_6690,1,1,3.892425,0.218171
YP2_6390_6330,1,1,40.62469,2.868345
YP1_6680_6670,1,1,3.892425,0.218171
YP3_6690_6720,1,1,3.892425,0.218171
YP3_6330_6700,1,1,8.034241,1.077790
YP3_6700_6670,1,1,3.892425,0.218171
YP3_6670_6720,1,1,3.892425,0.218171
YP4_6720_6750,1,1,3.892425,0.218171
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.131247,0.001000
JA2_7410_7470,1,1,14.12893,0.017047
JA2_7570_7480,1,1,14.12893,0.017047
JA1_7640_7280,1,1,14.12893,0.017047
JA2_7550_7280,1,1,4.767342,0.892416
JA4_7280_7340,1,1,14.12893,0.017047
JA4_7340_7470,1,1,14.12893,0.017047
JA4_7470_7480,1,1,14.12893,0.017047
JA5_7480_0001,1,1,14.12893,0.017047
RU2_5220_5640,1,1,3.078107,0.992327
RU2_5940_6200,1,1,1.273680,50.00000
RU2_5500_5610,1,1,2.074423,0.057059
RU2_5810_5610,1,1,2.074423,0.057059
RU2_6090_6220,1,1,6.343036,4.912897
RU3_5610_5640,1,1,3.078107,0.992327
RU4_5640_6030,1,1,31.99039,0.033758
RU2_6200_6170,1,1,1.159187,0.028065
RU2_6220_6170,1,1,3.673795,0.053790
RU3_6170_6040,1,1,1.067544,0.018267
RU4_6040_6030,1,1,31.99039,0.033758
RU5_6030_0001,1,1,31.99039,0.033758
SU1_1630_1610,1,1,2.300385,0.125683
SU2_1550_1620,1,1,1.781577,0.097888
SU2_1200_1310,1,1,1.098792,0.064272
SU1_1480_1500,1,1,3.498082,0.180519
SU2_1210_1310,1,1,1.098792,0.040448
SU2_0670_0810,1,1,99.32560,50.00000
SU2_1290_1500,1,1,1.781577,0.067208
SU3_1310_1280,1,1,2.866387,0.180519
SU3_1280_1590,1,1,2.866387,0.180519
SU3_1500_1420,1,1,2.866387,0.180519
SU2_1020_0980,1,1,2.789377,1.746889
SU3_0810_0970,1,1,99.32560,50.00000
SU1_0660_0710,1,1,3.727458,0.049078
SU2_0990_0950,1,1,3.185023,1.116955
SU3_0970_1120,1,1,99.32561,50.00000
SU2_0780_0710,1,1,3.727458,0.049078
SU2_0760_0960,1,1,4.653229,5.992046
SU2_0700_0860,1,1,6.044640,7.100297
SU3_0710_0910,1,1,3.727458,0.049078
SU3_0910_1010,1,1,3.585238,34.06205
SU1_0940_0900,1,1,6.044640,0.001000
SU2_0800_0850,1,1,1.857739,0.064645
SU2_0890_0900,1,1,6.044640,0.001000
SU2_0680_0610,1,1,2.428486,0.850018
SU2_0450_0720,1,1,1.899480,0.609555
SU2_0900_0870,1,1,6.044640,0.001000
SU3_0870_0730,1,1,4.114457,13.28771
SU3_0370_0490,1,1,3.989872,50.00000
SU2_0470_0590,1,1,1.899480,0.893554
SU2_0440_0550,1,1,1.899480,1.113298
SU2_0640_0630,1,1,2.428486,0.845633
SU3_0490_0530,1,1,4.096818,2.391009
SU1_0330_0560,1,1,1.899480,0.644848
SU1_0390_0560,1,1,1.899480,0.644848
SU1_0820_0740,1,1,5.360422,2.503281
SU2_0510_0570,1,1,4.096818,2.391009
SU2_0110_0240,1,1,1.899480,0.644848
SU1_0410_0480,1,1,1.179656,0.704463
SU2_0560_0590,1,1,1.899480,1.113298
SU3_0590_0540,1,1,1.899480,1.113298
SU2_0620_0580,1,1,2.428486,0.582422
SU1_0840_0831,1,1,10.15138,13.62606
SU2_0740_0741,1,1,3.573980,2.503281
SU2_0280_0430,1,1,1.899480,0.721009
SU2_0120_0260,1,1,1.899480,1.273571
SU2_0360_0460,1,1,1.179656,0.704463
SU3_0240_0350,1,1,1.899480,1.113298
SU2_0570_0580,1,1,4.096818,0.410095
SU4_0580_0630,1,1,3.200444,2.391009
SU2_0920_0830,1,1,6.662371,4.005780
SU2_0741_0690,1,1,13.77415,2.503281
SU1_0200_0270,1,1,1.899480,1.660806
SU1_0050_0090,1,1,1.899480,1.273571
SU2_0160_0260,1,1,1.899480,1.660806
SU4_0630_0650,1,1,4.096818,0.410095
SU2_0830_0831,1,1,13.50627,50.00000
SU3_0831_0790,1,1,20.30709,50.00000
SU3_0790_0770,1,1,4.205981,0.001796
SU1_0380_0400,1,1,1.179656,0.704463
SU1_0080_0210,1,1,0.425615,1.120013
SU4_0260_0350,1,1,1.899480,1.113298
SU4_0350_0420,1,1,1.899480,1.113298
SU2_0070_0090,1,1,1.899480,1.660806
SU3_0090_0170,1,1,1.899480,1.113298
SU3_0770_0690,1,1,4.383309,0.656636
SU4_0690_0650,1,1,4.383309,0.656636
SU5_0650_0530,1,1,4.096818,0.410095
SU3_0170_0270,1,1,1.899480,1.113298
SU2_0290_0291,1,1,1.179656,0.704463
SU1_0060_0190,1,1,0.425615,1.120013
SU4_0270_0430,1,1,1.899480,1.113298
SU2_0210_0300,1,1,0.425615,1.120013
SU2_0130_0250,1,1,1.179656,0.704463
SU4_0430_0420,1,1,1.899480,1.113298
SU5_0530_0610,1,1,4.096818,0.410095
SU5_0610_0600,1,1,4.096818,0.410095
SU5_0420_0500,1,1,1.899480,1.113298
