TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.374992,10.96387
YM2_6120_6430,1,1,1.223649,1.836381
YM3_6430_6620,1,1,0.374992,10.04433
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,21.91100,9.476720
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,57.09229,0.002389
GY0_4530_4532,1,1,12.96224,0.001000
GY0_4531_4532,1,1,72.77483,0.696451
GY0_4532_3951,1,1,74.93502,0.001000
GY0_3951_3952,1,1,74.93502,0.001000
XU0_4090_4270,1,1,3.343405,0.019946
XU0_4130_4070,1,1,2.533764,25.11884
XU0_4091_4270,1,1,6.161979,0.009445
XU2_4270_4650,1,1,20.40129,2.019871
XU2_4070_4330,1,1,32.92691,0.137818
XU2_4330_4480,1,1,32.92691,0.046821
XU2_4480_4650,1,1,20.40129,2.019871
XU3_4650_0001,1,1,20.40129,2.019871
YP1_6570_6680,1,1,5.668431,0.063955
YP3_6470_6690,1,1,3.694442,0.216746
YP2_6390_6330,1,1,27.99974,2.375932
YP1_6680_6670,1,1,3.694442,0.216746
YP3_6690_6720,1,1,3.694442,0.216746
YP3_6330_6700,1,1,7.709518,0.769818
YP3_6700_6670,1,1,3.694442,0.216746
YP3_6670_6720,1,1,3.694442,0.216746
YP4_6720_6750,1,1,3.694442,0.216746
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.225911,0.001000
JA2_7410_7470,1,1,11.85861,0.020602
JA2_7570_7480,1,1,11.85861,0.020602
JA1_7640_7280,1,1,11.85861,0.020602
JA2_7550_7280,1,1,4.606817,0.869572
JA4_7280_7340,1,1,11.85861,0.020602
JA4_7340_7470,1,1,11.85861,0.020602
JA4_7470_7480,1,1,11.85861,0.020602
JA5_7480_0001,1,1,11.85861,0.020602
RU2_5220_5640,1,1,3.438666,0.905949
RU2_5940_6200,1,1,1.582010,29.33571
RU2_5500_5610,1,1,2.559283,0.092463
RU2_5810_5610,1,1,2.559283,0.092463
RU2_6090_6220,1,1,6.032680,3.638659
RU3_5610_5640,1,1,3.438666,0.905949
RU4_5640_6030,1,1,23.32974,0.065514
RU2_6200_6170,1,1,1.662361,0.085646
RU2_6220_6170,1,1,3.818902,0.164152
RU3_6170_6040,1,1,0.951738,0.055747
RU4_6040_6030,1,1,23.32974,0.065514
RU5_6030_0001,1,1,23.32974,0.065514
SU1_1630_1610,1,1,3.895721,0.385465
SU2_1550_1620,1,1,3.017117,0.300219
SU2_1200_1310,1,1,1.860813,0.197120
SU1_1480_1500,1,1,3.895721,0.553645
SU2_1210_1310,1,1,1.860813,0.124052
SU2_0670_0810,1,1,49.54472,50.00000
SU2_1290_1500,1,1,3.017117,0.206124
SU3_1310_1280,1,1,4.854253,0.553645
SU3_1280_1590,1,1,4.854253,0.553645
SU3_1500_1420,1,1,4.854253,0.553645
SU2_1020_0980,1,1,4.723835,5.331081
SU3_0810_0970,1,1,49.54472,50.00000
SU1_0660_0710,1,1,3.721559,0.066065
SU2_0990_0950,1,1,4.723835,3.408676
SU3_0970_1120,1,1,49.54472,50.00000
SU2_0780_0710,1,1,3.721559,0.066065
SU2_0760_0960,1,1,5.348761,15.14582
SU2_0700_0860,1,1,5.348761,15.14582
SU3_0710_0910,1,1,3.721559,0.066065
SU3_0910_1010,1,1,5.348761,39.27338
SU1_0940_0900,1,1,5.348761,0.001000
SU2_0800_0850,1,1,1.928746,0.092860
SU2_0890_0900,1,1,5.348761,0.001000
SU2_0680_0610,1,1,2.493439,0.766863
SU2_0450_0720,1,1,2.051408,0.540999
SU2_0900_0870,1,1,5.348761,0.001000
SU3_0870_0730,1,1,5.348761,28.34435
SU3_0370_0490,1,1,4.161589,50.00000
SU2_0470_0590,1,1,2.051408,0.793057
SU2_0440_0550,1,1,2.051408,0.988085
SU2_0640_0630,1,1,2.493439,0.762908
SU3_0490_0530,1,1,4.206392,2.157104
SU1_0330_0560,1,1,2.051408,0.572322
SU1_0390_0560,1,1,2.051408,0.572322
SU1_0820_0740,1,1,6.653797,2.939329
SU2_0510_0570,1,1,4.206392,2.157104
SU2_0110_0240,1,1,2.051408,0.572322
SU1_0410_0480,1,1,1.410622,0.707667
SU2_0560_0590,1,1,2.051408,0.988085
