TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.268101,14.56857
YM2_6120_6430,1,1,1.027610,1.818954
YM3_6430_6620,1,1,0.268101,13.34670
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,24.77917,13.40269
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,77.71797,0.001081
GY0_4530_4532,1,1,14.27524,0.001000
GY0_4531_4532,1,1,97.82426,0.664155
GY0_4532_3951,1,1,100.0000,0.001000
GY0_3951_3952,1,1,100.0000,0.001000
XU0_4090_4270,1,1,3.504426,0.010213
XU0_4130_4070,1,1,2.435048,31.09017
XU0_4091_4270,1,1,6.458745,0.004836
XU2_4270_4650,1,1,24.50586,1.689353
XU2_4070_4330,1,1,39.04076,0.109035
XU2_4330_4480,1,1,39.04076,0.037043
XU2_4480_4650,1,1,24.50586,1.689353
XU3_4650_0001,1,1,24.50586,1.689353
YP1_6570_6680,1,1,6.035551,0.046834
YP3_6470_6690,1,1,3.819249,0.218481
YP2_6390_6330,1,1,35.07931,2.704725
YP1_6680_6670,1,1,3.819249,0.218481
YP3_6690_6720,1,1,3.819249,0.218481
YP3_6330_6700,1,1,7.496592,0.970418
YP3_6700_6670,1,1,3.819249,0.218481
YP3_6670_6720,1,1,3.819249,0.218481
YP4_6720_6750,1,1,3.819249,0.218481
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.163724,0.001000
JA2_7410_7470,1,1,13.28932,0.017068
JA2_7570_7480,1,1,13.28932,0.017068
JA1_7640_7280,1,1,13.28932,0.017068
JA2_7550_7280,1,1,4.718502,0.868984
JA4_7280_7340,1,1,13.28932,0.017068
JA4_7340_7470,1,1,13.28932,0.017068
JA4_7470_7480,1,1,13.28932,0.017068
JA5_7480_0001,1,1,13.28932,0.017068
RU2_5220_5640,1,1,3.206753,0.962330
RU2_5940_6200,1,1,1.387579,42.73716
RU2_5500_5610,1,1,2.250643,0.069478
RU2_5810_5610,1,1,2.250643,0.069478
RU2_6090_6220,1,1,6.212439,4.357274
RU3_5610_5640,1,1,3.206753,0.962330
RU4_5640_6030,1,1,28.17844,0.045683
RU2_6200_6170,1,1,1.211861,0.043851
RU2_6220_6170,1,1,3.280339,0.084046
RU3_6170_6040,1,1,0.953212,0.028542
RU4_6040_6030,1,1,28.17844,0.045683
RU5_6030_0001,1,1,28.17844,0.045683
SU1_1630_1610,1,1,2.839981,0.197714
SU2_1550_1620,1,1,2.199478,0.153989
SU2_1200_1310,1,1,1.356533,0.101108
SU1_1480_1500,1,1,3.249539,0.283978
SU2_1210_1310,1,1,1.356533,0.063629
SU2_0670_0810,1,1,75.07607,50.00000
SU2_1290_1500,1,1,2.199478,0.105726
SU3_1310_1280,1,1,3.538749,0.283978
SU3_1280_1590,1,1,3.538749,0.283978
SU3_1500_1420,1,1,3.538749,0.283978
SU2_1020_0980,1,1,3.443676,2.729514
SU3_0810_0970,1,1,75.07607,50.00000
SU1_0660_0710,1,1,3.722472,0.055080
SU2_0990_0950,1,1,3.443676,1.745242
SU3_0970_1120,1,1,75.07607,50.00000
SU2_0780_0710,1,1,3.722472,0.055080
SU2_0760_0960,1,1,5.035329,7.754663
SU2_0700_0860,1,1,5.728470,7.754663
SU3_0710_0910,1,1,3.722472,0.055080
SU3_0910_1010,1,1,4.426220,37.20123
SU1_0940_0900,1,1,5.728470,0.001000
SU2_0800_0850,1,1,1.879163,0.074504
SU2_0890_0900,1,1,5.728470,0.001000
SU2_0680_0610,1,1,2.452557,0.821061
SU2_0450_0720,1,1,1.952454,0.581434
SU2_0900_0870,1,1,5.728470,0.001000
SU3_0870_0730,1,1,3.899247,14.51231
SU3_0370_0490,1,1,4.056237,50.00000
SU2_0470_0590,1,1,1.952454,0.852331
SU2_0440_0550,1,1,1.952454,1.061937
SU2_0640_0630,1,1,2.452557,0.816826
SU3_0490_0530,1,1,4.137425,2.309557
SU1_0330_0560,1,1,1.952454,0.615098
SU1_0390_0560,1,1,1.952454,0.615098
SU1_0820_0740,1,1,6.617805,2.662426
SU2_0510_0570,1,1,4.137425,2.309557
SU2_0110_0240,1,1,1.952454,0.615098
SU1_0410_0480,1,1,1.264343,0.704415
SU2_0560_0590,1,1,1.952454,1.061937
SU3_0590_0540,1,1,1.952454,1.061937
SU2_0620_0580,1,1,2.452557,0.562581
SU1_0840_0831,1,1,10.94719,11.89348
SU2_0740_0741,1,1,3.778011,2.662426
SU2_0280_0430,1,1,1.952454,0.687746
SU2_0120_0260,1,1,1.952454,1.214815
SU2_0360_0460,1,1,1.264343,0.704415
SU3_0240_0350,1,1,1.952454,1.061937
SU2_0570_0580,1,1,4.137425,0.396125
SU4_0580_0630,1,1,3.232166,2.309557
SU2_0920_0830,1,1,7.320893,6.259031
SU2_0741_0690,1,1,12.56442,2.662426
SU1_0200_0270,1,1,1.952454,1.584186
SU1_0050_0090,1,1,1.952454,1.214815
SU2_0160_0260,1,1,1.952454,1.584186
SU4_0630_0650,1,1,4.137425,0.396125
SU2_0830_0831,1,1,14.56423,50.00000
SU3_0831_0790,1,1,19.12770,50.00000
SU3_0790_0770,1,1,4.376184,0.003677
SU1_0380_0400,1,1,1.264343,0.704415
SU1_0080_0210,1,1,0.489822,1.091083
SU4_0260_0350,1,1,1.952454,1.061937
SU4_0350_0420,1,1,1.952454,1.061937
SU2_0070_0090,1,1,1.952454,1.584186
SU3_0090_0170,1,1,1.952454,1.061937
SU3_0770_0690,1,1,4.412982,0.640832
SU4_0690_0650,1,1,4.412982,0.640832
SU5_0650_0530,1,1,4.137425,0.396125
SU3_0170_0270,1,1,1.952454,1.061937
SU2_0290_0291,1,1,1.264343,0.704415
SU1_0060_0190,1,1,0.489822,1.091083
SU4_0270_0430,1,1,1.952454,1.061937
SU2_0210_0300,1,1,0.489822,1.091083
SU2_0130_0250,1,1,1.264343,0.704415
SU4_0430_0420,1,1,1.952454,1.061937
SU5_0530_0610,1,1,4.137425,0.396125
SU5_0610_0600,1,1,4.137425,0.396125
SU5_0420_0500,1,1,1.952454,1.061937
SU2_0291_0320,1,1,1.264343,0.704415
SU3_0010_0190,1,1,0.489822,1.091083
SU5_0600_0750,1,1,3.176802,0.001000
SU3_0190_0300,1,1,0.489822,1.091083
SU4_0300_0310,1,1,0.489822,1.091083
SU2_0150_0220,1,1,1.264343,0.704415
SU2_0100_0230,1,1,1.264343,0.704415
SU2_0320_0340,1,1,1.264343,0.704415
SU2_0040_0180,1,1,1.264343,0.704415
SU2_0020_0140,1,1,1.264343,0.704415
SU2_0030_0140,1,1,1.264343,0.704415
SU3_0140_0180,1,1,1.264343,0.704415
SU3_0180_0230,1,1,1.264343,0.704415
SU4_0230_0220,1,1,1.264343,0.704415
SU4_0220_0250,1,1,1.264343,0.704415
SU4_0250_0340,1,1,1.264343,0.704415
SU5_0340_0310,1,1,1.264343,0.704415
SU5_0310_0400,1,1,1.264343,0.704415
SU5_0400_0460,1,1,1.264343,0.704415
SU5_0460_0480,1,1,1.264343,0.704415
SU6_0480_0520,1,1,1.264343,0.704415
SU6_0520_0500,1,1,1.952454,1.061937
SU6_0500_0550,1,1,1.952454,1.061937
SU7_0550_0540,1,1,1.952454,1.061937
SU7_0540_0720,1,1,1.952454,1.061937
SU7_0720_0750,1,1,1.064606,0.025178
SU7_0750_0850,1,1,1.064606,0.025178
SU7_0850_0730,1,1,1.064606,0.025178
SU7_0730_0860,1,1,5.728470,37.20123
SU7_0860_0960,1,1,5.728470,37.20123
SU7_0960_0950,1,1,5.728470,37.20123
SU7_0950_1010,1,1,5.728470,37.20123
SU7_1010_0980,1,1,5.728470,37.20123
SU7_0980_1120,1,1,5.728470,37.20123
SU7_1120_1140,1,1,5.728470,37.20123
SU7_1140_1420,1,1,5.285875,0.283978
SU7_1420_1590,1,1,3.538749,0.283978
SU8_1590_1620,1,1,5.285875,0.283978
SU8_1620_1610,1,1,3.538749,0.283978
SU8_1610_1530,1,1,5.874825,0.283978
SW1_1570_1640,1,1,2.169284,0.001000
SW1_1560_1460,1,1,1.281565,0.001000
SW1_1180_1190,1,1,1.680900,0.001000
SW1_1160_1260,1,1,42.34543,0.001000
SW2_1190_1410,1,1,1.183275,0.001000
SW3_1040_1220,1,1,1.621614,0.002094
SW2_1030_1060,1,1,42.34543,0.001000
SW2_1070_1060,1,1,42.34543,0.001000
SW3_1250_1340,1,1,1.321812,0.023450
SW3_1220_1320,1,1,2.115318,0.852862
SW3_1060_1260,1,1,42.34543,0.001000
SW4_1260_1300,1,1,1.424282,0.001000
SW3_1080_1350,1,1,4.987470,0.019294
SW0_1520_1600,1,1,2.097687,0.754029
SW2_1000_1110,1,1,2.697582,1.487472
SW2_0880_0930,1,1,2.697582,1.487472
SW2_1100_1130,1,1,100.0000,0.001000
SW1_1910_1890,1,1,5.742451,50.00000
SW2_1050_0930,1,1,2.697582,1.487472
SW3_1600_1580,1,1,0.566339,0.754029
SW3_1090_1091,1,1,100.0000,0.001000
SW2_1770_1690,1,1,0.121600,0.001000
SW3_0930_1110,1,1,2.697582,1.869832
SW4_1110_1150,1,1,2.697582,1.869832
SW1_1890_1830,1,1,5.742451,50.00000
SW3_1130_1390,1,1,19.97359,0.001000
SW3_1920_1750,1,1,3.144788,2.188269
SW1_1830_1690,1,1,0.121600,0.001000
SW4_1150_1350,1,1,4.987470,0.031458
SW5_1350_1470,1,1,2.115318,0.531658
SW3_1690_1660,1,1,3.400849,50.00000
SW2_1360_1430,1,1,1.944495,0.001000
SW3_1390_1330,1,1,6.780563,1.141916
SW3_1091_1380,1,1,19.97359,0.001000
SW3_1660_1580,1,1,6.858819,0.647563
SW3_1870_1800,1,1,2.321898,0.091675
SW3_1750_1540,1,1,3.144788,0.004222
SW1_1170_1270,1,1,0.050000,0.001000
SW2_1240_1270,1,1,0.050000,0.001000
SW3_1380_1490,1,1,100.0000,0.001000
SW3_1580_1440,1,1,6.858819,0.647563
SW2_1950_1940,1,1,0.980466,50.00000
SW3_1800_1650,1,1,3.144788,0.004222
SW2_2020_1940,1,1,0.980466,50.00000
SW3_1270_1370,1,1,0.050000,0.001000
SW3_1370_1430,1,1,2.873415,0.001000
SW4_1940_1860,1,1,0.980466,50.00000
SW4_1860_1720,1,1,3.144788,50.00000
SW4_1430_1490,1,1,19.97359,0.001000
SW4_1490_1400,1,1,9.414044,0.001000
SW4_1720_1650,1,1,3.144788,0.004222
SW5_1650_1540,1,1,3.144788,0.004222
SW5_1540_1400,1,1,6.815048,2.017703
SW6_1400_1330,1,1,19.97359,28.62410
SW6_1330_1230,1,1,19.97359,40.00000
SW6_1230_1440,1,1,2.558080,0.647563
SW6_1440_1470,1,1,6.858819,0.647563
SW7_1470_1340,1,1,6.858819,0.647563
