TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.191644,19.10975
YM2_6120_6430,1,1,0.861359,1.798506
YM3_6430_6620,1,1,0.191644,17.50701
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,27.93919,18.81322
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,100.0000,0.001000
GY0_4530_4532,1,1,15.69273,0.001000
GY0_4531_4532,1,1,100.0000,0.629908
GY0_4532_3951,1,1,100.0000,0.001000
GY0_3951_3952,1,1,100.0000,0.001000
XU0_4090_4270,1,1,3.222944,0.005229
XU0_4130_4070,1,1,2.342332,38.10562
XU0_4091_4270,1,1,6.651536,0.002476
XU2_4270_4650,1,1,29.30772,1.326452
XU2_4070_4330,1,1,46.11610,0.086658
XU2_4330_4480,1,1,46.11610,0.029440
XU2_4480_4650,1,1,29.30772,1.326452
XU3_4650_0001,1,1,29.30772,1.326452
YP1_6570_6680,1,1,6.408865,0.033601
YP3_6470_6690,1,1,3.908399,0.217656
YP2_6390_6330,1,1,43.61072,2.878577
YP1_6680_6670,1,1,3.908399,0.217656
YP3_6690_6720,1,1,3.908399,0.217656
YP3_6330_6700,1,1,8.276266,1.084669
YP3_6700_6670,1,1,3.908399,0.217656
YP3_6670_6720,1,1,3.908399,0.217656
YP4_6720_6750,1,1,3.908399,0.217656
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.117426,0.001000
JA2_7410_7470,1,1,14.64001,0.017041
JA2_7570_7480,1,1,14.64001,0.017041
JA1_7640_7280,1,1,14.64001,0.017041
JA2_7550_7280,1,1,4.768684,0.893321
JA4_7280_7340,1,1,14.64001,0.017041
JA4_7340_7470,1,1,14.64001,0.017041
JA4_7470_7480,1,1,14.64001,0.017041
JA5_7480_0001,1,1,14.64001,0.017041
RU2_5220_5640,1,1,3.022723,1.013052
RU2_5940_6200,1,1,1.220674,50.00000
RU2_5500_5610,1,1,1.994281,0.051866
RU2_5810_5610,1,1,1.994281,0.051866
RU2_6090_6220,1,1,6.409461,5.250525
