TABLE->,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,CONV-VAL1,CONV-VAL1,CONV-VAL1,CONV-VAL1,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NH3VOLAT,NUT-NH3VOLAT,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT
VARS->,TAM,NO2,PO4,AMV,DEN,ADNH,ADPO,PHFG,NOF,NOC,NHF,NHC,POF,POC,CVBO,CVBPC,CVBPN,BPCNTC,BRTAM1,BRTAM2,BRPO41,BRPO42,ANAER,KTAM20,KNO220,TCNIT,KNO320,TCDEN,DENOXT,EXPNVG,EXPNVL,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NO3,TAM,NO2,PO4,PH,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay
YM1_6370_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.048318,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.287040,12.87040,128.7040,9.531675,95.31676,953.1675,150.0000,1500.000,15000.00,5158.803,15476.41,46429.22,1,0.05,0,0.05,7,0,0,0,0,0,0
YM2_6120_6430,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.019198,0.01,1.07,0.014214,1.07,15.00000,0.5,0.6667,1.841203,18.41203,184.1203,7.492891,74.92891,749.2891,150.0000,1500.000,15000.00,547.8512,1643.554,4930.661,1,0.05,0,0.05,7,0,0,0,0,0,0
YM3_6430_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.048318,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.287040,12.87040,128.7040,9.531675,95.31676,953.1675,150.0000,1500.000,15000.00,5158.803,15476.41,46429.22,1,0.05,0,0.05,7,0,0,0,0,0,0
YM4_6620_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3800_3801,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.115397,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,3.630729,36.30729,363.0729,3.432056,34.32056,343.2056,150.0000,1500.000,15000.00,4596.512,13789.54,41368.61,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3950_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4240_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.503175,2.515874,0.001000,0.005000,0.395474,0.141664,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,32215.41,96646.22,289938.7,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4530_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.005000,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,3.981973,39.81973,398.1973,2.003987,20.03988,200.3987,150.0000,1500.000,15000.00,2351.439,7054.316,21162.95,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4531_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.047391,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,5.395331,53.95332,539.5331,3.378757,33.78757,337.8757,150.0000,1500.000,15000.00,33333.33,100000.0,300000.0,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4532_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.141664,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,5.512308,55.12309,551.2308,2.115379,21.15379,211.5379,150.0000,1500.000,15000.00,32215.41,96646.22,289938.7,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3951_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.141664,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,5.512308,55.12309,551.2308,2.115379,21.15379,211.5379,150.0000,1500.000,15000.00,32215.41,96646.22,289938.7,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4090_4270,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.413914,0.01,1.07,0.041415,1.07,15.00000,0.5,0.6667,1.854573,18.54573,185.4573,12.34655,123.4655,1234.655,150.0000,1500.000,15000.00,3268.115,9804.345,29413.03,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4130_4070,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.675219,0.01,1.07,0.039688,1.07,15.00000,0.5,0.6667,1.790460,17.90460,179.0460,13.32868,133.2868,1332.868,150.0000,1500.000,15000.00,2529.910,7589.730,22769.19,1,0.05,0,0.05,7,0,0,0,0,0,0
