TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,3.139864,2.023601
YM2_6120_6430,1,1,3.865246,2.083187
YM3_6430_6620,1,1,3.139864,1.853884
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,6.109006,1.432699
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,5.296054,0.939791
GY0_4530_4532,1,1,5.653140,0.458899
GY0_4531_4532,1,1,7.203601,1.244110
GY0_4532_3951,1,1,6.951202,0.357037
GY0_3951_3952,1,1,6.951202,0.357037
XU0_4090_4270,1,1,3.757040,2.162642
XU0_4130_4070,1,1,3.698673,7.635990
XU0_4091_4270,1,1,4.511299,1.024000
XU2_4270_4650,1,1,5.332919,1.617873
XU2_4070_4330,1,1,7.073263,1.263881
XU2_4330_4480,1,1,7.073263,0.429372
XU2_4480_4650,1,1,5.332919,1.617873
XU3_4650_0001,1,1,5.332919,1.617873
YP1_6570_6680,1,1,3.471601,0.676555
YP3_6470_6690,1,1,3.290582,0.217148
YP2_6390_6330,1,1,4.675053,1.745289
YP1_6680_6670,1,1,3.290582,0.217148
YP3_6690_6720,1,1,3.290582,0.217148
YP3_6330_6700,1,1,4.128923,0.238914
YP3_6700_6670,1,1,3.290582,0.217148
YP3_6670_6720,1,1,3.290582,0.217148
YP4_6720_6750,1,1,3.290582,0.217148
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,2.782003,0.196479
JA2_7410_7470,1,1,4.779766,0.481673
JA2_7570_7480,1,1,4.779766,0.481673
JA1_7640_7280,1,1,4.779766,0.481673
JA2_7550_7280,1,1,4.420897,1.135894
JA4_7280_7340,1,1,4.779766,0.481673
JA4_7340_7470,1,1,4.779766,0.481673
JA4_7470_7480,1,1,4.779766,0.481673
JA5_7480_0001,1,1,4.779766,0.481673
RU2_5220_5640,1,1,4.119102,0.902657
RU2_5940_6200,1,1,3.822543,1.876556
RU2_5500_5610,1,1,4.281630,0.770800
RU2_5810_5610,1,1,4.281630,0.770800
RU2_6090_6220,1,1,4.577298,1.384519
RU3_5610_5640,1,1,4.119102,0.902657
RU4_5640_6030,1,1,5.637195,0.943605
RU2_6200_6170,1,1,5.268867,4.293584
RU2_6220_6170,1,1,4.242399,3.008550
RU3_6170_6040,1,1,5.268867,5.091680
RU4_6040_6030,1,1,5.637195,0.943605
RU5_6030_0001,1,1,5.637195,0.943605
SU1_1630_1610,1,1,5.372379,1.770771
SU2_1550_1620,1,1,5.372379,1.770771
SU2_1200_1310,1,1,5.372379,1.433541
SU1_1480_1500,1,1,5.372379,0.867335
SU2_1210_1310,1,1,5.372379,1.433541
SU2_0670_0810,1,1,4.732708,50.00000
SU2_1290_1500,1,1,5.372379,1.770771
SU3_1310_1280,1,1,5.372379,0.867335
SU3_1280_1590,1,1,5.372379,0.867335
SU3_1500_1420,1,1,5.372379,0.867335
SU2_1020_0980,1,1,4.857976,1.601506
SU3_0810_0970,1,1,4.732708,7.558821
SU1_0660_0710,1,1,3.509256,0.537808
SU2_0990_0950,1,1,4.857976,1.024000
SU3_0970_1120,1,1,4.732708,11.78711
SU2_0780_0710,1,1,3.509256,0.537808
SU2_0760_0960,1,1,4.857976,2.110098
SU2_0700_0860,1,1,4.857976,2.110098
SU3_0710_0910,1,1,3.509256,0.537808
SU3_0910_1010,1,1,4.857976,2.525745
SU1_0940_0900,1,1,4.857976,0.019236
SU2_0800_0850,1,1,3.498093,1.436469
SU2_0890_0900,1,1,4.857976,0.003151
SU2_0680_0610,1,1,3.796806,1.636167
SU2_0450_0720,1,1,3.747666,1.421232
SU2_0900_0870,1,1,4.857976,0.003151
SU3_0870_0730,1,1,4.857976,2.525745
SU3_0370_0490,1,1,4.263680,3.014112
SU2_0470_0590,1,1,3.747666,1.772762
SU2_0440_0550,1,1,3.747666,0.989550
SU2_0640_0630,1,1,3.796806,1.636167
SU3_0490_0530,1,1,4.698766,1.636167
SU1_0330_0560,1,1,3.747666,1.772762
SU1_0390_0560,1,1,3.747666,1.772762
SU1_0820_0740,1,1,6.986883,1.862716
SU2_0510_0570,1,1,4.698766,1.636167
SU2_0110_0240,1,1,3.747666,1.772762
SU1_0410_0480,1,1,3.619018,1.307398
SU2_0560_0590,1,1,3.747666,0.989550
SU3_0590_0540,1,1,3.747666,0.989550
SU2_0620_0580,1,1,3.796806,1.636167
SU1_0840_0831,1,1,6.630627,15.83268
SU2_0740_0741,1,1,6.986883,1.862716
SU2_0280_0430,1,1,3.747666,1.421232
SU2_0120_0260,1,1,3.747666,1.772762
SU2_0360_0460,1,1,3.619018,1.307398
SU3_0240_0350,1,1,3.747666,0.989550
SU2_0570_0580,1,1,4.698766,0.473580
SU4_0580_0630,1,1,3.796806,1.636167
SU2_0920_0830,1,1,5.552808,7.767953
SU2_0741_0690,1,1,6.986883,1.862716
SU1_0200_0270,1,1,3.747666,1.772762
SU1_0050_0090,1,1,3.747666,1.772762
SU2_0160_0260,1,1,3.747666,1.772762
SU4_0630_0650,1,1,4.698766,0.473580
SU2_0830_0831,1,1,6.630627,15.83268
SU3_0831_0790,1,1,6.630627,15.83268
SU3_0790_0770,1,1,4.343758,1.272431
SU1_0380_0400,1,1,3.619018,1.307398
SU1_0080_0210,1,1,3.193554,1.361063
SU4_0260_0350,1,1,3.747666,0.989550
SU4_0350_0420,1,1,3.747666,0.989550
SU2_0070_0090,1,1,3.747666,1.772762
SU3_0090_0170,1,1,3.747666,0.989550
SU3_0770_0690,1,1,4.791929,0.726544
SU4_0690_0650,1,1,4.791929,0.726544
SU5_0650_0530,1,1,4.698766,0.473580
SU3_0170_0270,1,1,3.747666,0.989550
SU2_0290_0291,1,1,3.619018,1.307398
SU1_0060_0190,1,1,3.193554,1.361063
SU4_0270_0430,1,1,3.747666,0.989550
SU2_0210_0300,1,1,3.193554,1.361063
SU2_0130_0250,1,1,3.619018,1.307398
SU4_0430_0420,1,1,3.747666,0.989550
SU5_0530_0610,1,1,4.698766,0.473580
SU5_0610_0600,1,1,4.698766,0.473580
SU5_0420_0500,1,1,3.747666,0.989550
SU2_0291_0320,1,1,3.619018,1.307398
SU3_0010_0190,1,1,3.193554,1.361063
SU5_0600_0750,1,1,3.980265,0.175271
SU3_0190_0300,1,1,3.193554,1.361063
SU4_0300_0310,1,1,3.193554,1.361063
SU2_0150_0220,1,1,3.619018,1.307398
SU2_0100_0230,1,1,3.619018,1.307398
SU2_0320_0340,1,1,3.619018,1.307398
SU2_0040_0180,1,1,3.619018,1.307398
SU2_0020_0140,1,1,3.619018,1.307398
SU2_0030_0140,1,1,3.619018,1.307398
SU3_0140_0180,1,1,3.619018,1.307398
SU3_0180_0230,1,1,3.619018,1.307398
SU4_0230_0220,1,1,3.619018,1.307398
SU4_0220_0250,1,1,3.619018,1.307398
SU4_0250_0340,1,1,3.619018,1.307398
SU5_0340_0310,1,1,3.619018,1.307398
SU5_0310_0400,1,1,3.619018,1.307398
SU5_0400_0460,1,1,3.619018,1.307398
