TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.350000,67.96661,1.047,1.22,0.01,0.01,1,na,1.047,0.184569,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.350000,61.86866,1.047,1.22,0.01,0.01,1,na,1.047,0.152246,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.350000,67.96661,1.047,1.22,0.01,0.01,1,na,1.047,0.184569,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,47.16911,1.047,1.22,0.01,0.01,1,na,1.047,1.035344,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,49.29300,1.047,1.22,0.01,0.01,1,0.748547,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.350000,110.2220,1.047,1.22,0.01,0.01,1,na,1.047,0.079992,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.152867,93.72727,1.047,1.22,0.01,0.01,1,na,1.047,0.140527,-1.673,0.969,14,3,14
GY0_4532_3951,3,0.05,1.047,0.01,1.000000,49.29300,1.047,1.22,0.01,0.01,1,na,1.047,0.280226,-1.673,0.969,14,3,14
GY0_3951_3952,3,0.05,1.047,0.01,1.000000,49.29300,1.047,1.22,0.01,0.01,1,na,1.047,0.280226,-1.673,0.969,14,3,14
XU0_4090_4270,3,0.05,1.047,0.01,1.350000,81.88598,1.047,1.22,0.01,0.01,1,na,1.047,0.189787,-1.673,0.969,14,3,14
XU0_4130_4070,3,0.05,1.047,0.01,1.350000,41.38605,1.047,1.22,0.01,0.01,1,na,1.047,1.274294,-1.673,0.969,14,3,14
XU0_4091_4270,3,0.05,1.047,0.01,1.350000,81.88598,1.047,1.22,0.01,0.01,1,na,1.047,0.189787,-1.673,0.969,14,3,14
XU2_4270_4650,3,0.05,1.047,0.01,1.350000,100.3474,1.047,1.22,0.01,0.01,1,na,1.047,0.074308,-1.673,0.969,14,3,14
XU2_4070_4330,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,1.828375,na,na,na,na,14,3,14
XU2_4330_4480,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,1.828375,na,na,na,na,14,3,14
XU2_4480_4650,3,0.05,1.047,0.01,1.350000,100.3474,1.047,1.22,0.01,0.01,1,na,1.047,0.074308,-1.673,0.969,14,3,14
XU3_4650_0001,3,0.05,1.047,0.01,1.350000,100.3474,1.047,1.22,0.01,0.01,1,na,1.047,0.074308,-1.673,0.969,14,3,14
YP1_6570_6680,3,0.05,1.047,0.01,1.153764,45.81986,1.047,1.22,0.01,0.01,1,na,1.047,0.262996,-1.673,0.969,14,3,14
YP3_6470_6690,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP2_6390_6330,na,0.05,1.047,0.01,1.151289,29.09353,1.047,1.22,0.01,0.01,1,1.998795,na,na,na,na,14,3,14
YP1_6680_6670,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP3_6690_6720,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP3_6330_6700,3,0.05,1.047,0.01,1.350000,148.2943,1.047,1.22,0.01,0.01,1,na,1.047,0.130582,-1.673,0.969,14,3,14
YP3_6700_6670,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP3_6670_6720,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP4_6720_6750,3,0.05,1.047,0.01,1.350000,78.82670,1.047,1.22,0.01,0.01,1,na,1.047,0.124006,-1.673,0.969,14,3,14
YP4_6750_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
JA1_7600_7570,3,0.05,1.047,0.01,1.350000,105.6740,1.047,1.22,0.01,0.01,1,na,1.047,0.124574,-1.673,0.969,14,3,14
JA2_7410_7470,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA2_7570_7480,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA1_7640_7280,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA2_7550_7280,3,0.05,1.047,0.01,1.350000,80.08432,1.047,1.22,0.01,0.01,1,na,1.047,0.166924,-1.673,0.969,14,3,14
JA4_7280_7340,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA4_7340_7470,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA4_7470_7480,3,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,na,1.047,2.347564,-1.673,0.969,14,3,14
JA5_7480_0001,na,0.05,1.047,0.01,1.019687,10.73669,1.047,1.22,0.01,0.01,1,1.671648,na,na,na,na,14,3,14
RU2_5220_5640,3,0.05,1.047,0.01,1.350000,77.78782,1.047,1.22,0.01,0.01,1,na,1.047,0.395652,-1.673,0.969,14,3,14
RU2_5940_6200,3,0.05,1.047,0.01,1.350000,200.0000,1.047,1.22,0.01,0.01,1,na,1.047,0.078099,-1.673,0.969,14,3,14
RU2_5500_5610,3,0.05,1.047,0.01,1.350000,50.49374,1.047,1.22,0.01,0.01,1,na,1.047,1.311537,-1.673,0.969,14,3,14
RU2_5810_5610,3,0.05,1.047,0.01,1.350000,50.49374,1.047,1.22,0.01,0.01,1,na,1.047,1.311537,-1.673,0.969,14,3,14
RU2_6090_6220,3,0.05,1.047,0.01,1.350000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
RU3_5610_5640,3,0.05,1.047,0.01,1.350000,77.78782,1.047,1.22,0.01,0.01,1,na,1.047,0.395652,-1.673,0.969,14,3,14
RU4_5640_6030,3,0.05,1.047,0.01,1.350000,64.69740,1.047,1.22,0.01,0.01,1,na,1.047,0.671452,-1.673,0.969,14,3,14
RU2_6200_6170,3,0.05,1.047,0.01,1.350000,52.35004,1.047,1.22,0.01,0.01,1,na,1.047,1.702107,-1.673,0.969,14,3,14
RU2_6220_6170,3,0.05,1.047,0.01,1.350000,52.35004,1.047,1.22,0.01,0.01,1,na,1.047,1.702107,-1.673,0.969,14,3,14
RU3_6170_6040,3,0.05,1.047,0.01,1.350000,52.35004,1.047,1.22,0.01,0.01,1,na,1.047,1.702107,-1.673,0.969,14,3,14
RU4_6040_6030,3,0.05,1.047,0.01,1.350000,64.69740,1.047,1.22,0.01,0.01,1,na,1.047,0.671452,-1.673,0.969,14,3,14
RU5_6030_0001,3,0.05,1.047,0.01,1.350000,64.69740,1.047,1.22,0.01,0.01,1,na,1.047,0.671452,-1.673,0.969,14,3,14
SU1_1630_1610,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU2_1550_1620,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU2_1200_1310,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU1_1480_1500,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU2_1210_1310,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU2_0670_0810,3,0.05,1.047,0.01,1.000000,64.41632,1.047,1.22,0.01,0.01,1,na,1.047,0.157732,-1.673,0.969,14,3,14
SU2_1290_1500,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU3_1310_1280,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU3_1280_1590,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU3_1500_1420,3,0.05,1.047,0.01,1.350000,42.10786,1.047,1.22,0.01,0.01,1,na,1.047,0.481783,-1.673,0.969,14,3,14
SU2_1020_0980,3,0.05,1.047,0.01,1.150000,76.82606,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0810_0970,3,0.05,1.047,0.01,1.350000,43.14833,1.047,1.22,0.01,0.01,1,na,1.047,0.403928,-1.673,0.969,14,3,14
SU1_0660_0710,3,0.05,1.047,0.01,1.350000,4.065141,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
SU2_0990_0950,3,0.05,1.047,0.01,1.150000,76.82606,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0970_1120,3,0.05,1.047,0.01,1.350000,45.33962,1.047,1.22,0.01,0.01,1,na,1.047,0.725619,-1.673,0.969,14,3,14
SU2_0780_0710,3,0.05,1.047,0.01,1.350000,4.065141,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
SU2_0760_0960,3,0.05,1.047,0.01,1.150000,76.82606,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU2_0700_0860,3,0.05,1.047,0.01,1.150000,76.82606,1.047,1.22,0.01,0.01,1,na,1.047,0.050000,-1.673,0.969,14,3,14
SU3_0710_0910,3,0.05,1.047,0.01,1.350000,4.065141,1.047,1.22,0.01,0.01,1,na,1.047,5.000000,-1.673,0.969,14,3,14
