TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,2.474765,2.656533
YM2_6120_6430,1,1,3.328265,2.279623
YM3_6430_6620,1,1,2.474765,2.433732
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,7.551005,1.254469
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,8.003805,0.291976
GY0_4530_4532,1,1,6.494445,0.114978
GY0_4531_4532,1,1,10.43443,0.911824
GY0_4532_3951,1,1,10.50519,0.110925
GY0_3951_3952,1,1,10.50519,0.110925
XU0_4090_4270,1,1,3.980217,1.107273
XU0_4130_4070,1,1,3.393237,38.64261
XU0_4091_4270,1,1,4.785573,0.524288
XU2_4270_4650,1,1,6.774995,1.213781
XU2_4070_4330,1,1,9.726369,0.832482
XU2_4330_4480,1,1,9.726369,0.282814
XU2_4480_4650,1,1,6.774995,1.213781
XU3_4650_0001,1,1,6.774995,1.213781
YP1_6570_6680,1,1,3.607868,0.555573
YP3_6470_6690,1,1,3.285332,0.207778
YP2_6390_6330,1,1,5.643609,1.766768
YP1_6680_6670,1,1,3.285332,0.207778
YP3_6690_6720,1,1,3.285332,0.207778
YP3_6330_6700,1,1,4.250334,0.322917
YP3_6700_6670,1,1,3.285332,0.207778
YP3_6670_6720,1,1,3.285332,0.207778
YP4_6720_6750,1,1,3.285332,0.207778
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,1.966024,0.039873
JA2_7410_7470,1,1,5.502728,0.325182
JA2_7570_7480,1,1,5.502728,0.325182
JA1_7640_7280,1,1,5.502728,0.325182
JA2_7550_7280,1,1,4.521899,1.128108
JA4_7280_7340,1,1,5.502728,0.325182
JA4_7340_7470,1,1,5.502728,0.325182
JA4_7470_7480,1,1,5.502728,0.325182
JA5_7480_0001,1,1,5.502728,0.325182
RU2_5220_5640,1,1,4.242666,0.487807
RU2_5940_6200,1,1,3.339899,2.165778
RU2_5500_5610,1,1,4.386100,0.352932
RU2_5810_5610,1,1,4.386100,0.352932
RU2_6090_6220,1,1,4.722922,1.204235
RU3_5610_5640,1,1,4.242666,0.487807
RU4_5640_6030,1,1,6.345000,0.192445
RU2_6200_6170,1,1,4.204096,2.198315
RU2_6220_6170,1,1,2.608182,1.540378
RU3_6170_6040,1,1,4.204096,3.094574
RU4_6040_6030,1,1,6.345000,0.192445
RU5_6030_0001,1,1,6.345000,0.192445
SU1_1630_1610,1,1,6.947057,1.535014
SU2_1550_1620,1,1,6.947057,1.535014
SU2_1200_1310,1,1,6.947057,0.853198
SU1_1480_1500,1,1,6.947057,0.540669
SU2_1210_1310,1,1,6.947057,0.807636
SU2_0670_0810,1,1,4.908559,50.00000
SU2_1290_1500,1,1,6.947057,1.053907
SU3_1310_1280,1,1,6.947057,0.540669
SU3_1280_1590,1,1,6.947057,0.540669
SU3_1500_1420,1,1,6.947057,0.540669
SU2_1020_0980,1,1,4.926602,0.819971
SU3_0810_0970,1,1,4.908559,25.46693
SU1_0660_0710,1,1,3.644520,0.275301
SU2_0990_0950,1,1,4.926602,0.524288
SU3_0970_1120,1,1,4.908559,50.00000
SU2_0780_0710,1,1,3.644520,0.275301
SU2_0760_0960,1,1,4.926602,1.976558
SU2_0700_0860,1,1,4.926602,1.976558
SU3_0710_0910,1,1,3.644520,0.275301
SU3_0910_1010,1,1,4.926602,2.477798
SU1_0940_0900,1,1,4.926602,0.001000
SU2_0800_0850,1,1,2.794770,0.773923
SU2_0890_0900,1,1,4.926602,0.001000
SU2_0680_0610,1,1,3.696791,0.837718
SU2_0450_0720,1,1,3.489602,0.727671
SU2_0900_0870,1,1,4.926602,0.001000
SU3_0870_0730,1,1,4.926602,2.477798
SU3_0370_0490,1,1,4.365321,9.498370
SU2_0470_0590,1,1,3.489602,1.280717
SU2_0440_0550,1,1,3.489602,0.813405
SU2_0640_0630,1,1,3.696791,0.837718
SU3_0490_0530,1,1,4.688404,1.491758
SU1_0330_0560,1,1,3.489602,0.907654
SU1_0390_0560,1,1,3.489602,0.907654
SU1_0820_0740,1,1,8.083865,3.446527
SU2_0510_0570,1,1,4.688404,1.491758
SU2_0110_0240,1,1,3.489602,0.907654
SU1_0410_0480,1,1,3.167493,1.116625
SU2_0560_0590,1,1,3.489602,0.813405
SU3_0590_0540,1,1,3.489602,0.813405
SU2_0620_0580,1,1,3.696791,0.837718
SU1_0840_0831,1,1,8.083955,50.00000
SU2_0740_0741,1,1,8.083865,3.446527
SU2_0280_0430,1,1,3.489602,0.875695
SU2_0120_0260,1,1,3.489602,1.280717
SU2_0360_0460,1,1,3.167493,1.116625
SU3_0240_0350,1,1,3.489602,0.813405
SU2_0570_0580,1,1,4.688404,0.258408
SU4_0580_0630,1,1,3.696791,1.491758
SU2_0920_0830,1,1,5.977081,33.39231
SU2_0741_0690,1,1,8.083865,3.446527
SU1_0200_0270,1,1,3.489602,1.679141
SU1_0050_0090,1,1,3.489602,1.280717
SU2_0160_0260,1,1,3.489602,1.679141
SU4_0630_0650,1,1,4.688404,0.258408
SU2_0830_0831,1,1,8.083955,50.00000
SU3_0831_0790,1,1,8.083955,50.00000
SU3_0790_0770,1,1,4.705094,1.713749
SU1_0380_0400,1,1,3.167493,1.116625
SU1_0080_0210,1,1,2.533467,1.405193
SU4_0260_0350,1,1,3.489602,0.813405
SU4_0350_0420,1,1,3.489602,0.813405
SU2_0070_0090,1,1,3.489602,1.679141
SU3_0090_0170,1,1,3.489602,0.813405
SU3_0770_0690,1,1,4.784698,0.474608
SU4_0690_0650,1,1,4.784698,0.474608
