TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,1.875455,2.775650
YM2_6120_6430,1,1,2.895193,2.230695
YM3_6430_6620,1,1,1.875455,2.542859
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,9.389493,1.291324
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,11.80797,0.114352
GY0_4530_4532,1,1,7.457409,0.030903
GY0_4531_4532,1,1,14.95547,0.765091
GY0_4532_3951,1,1,15.49824,0.043444
GY0_3951_3952,1,1,15.49824,0.043444
XU0_4090_4270,1,1,3.270252,0.566923
XU0_4130_4070,1,1,3.232736,50.00000
XU0_4091_4270,1,1,4.722463,0.268435
XU2_4270_4650,1,1,8.351961,1.184358
XU2_4070_4330,1,1,12.47730,0.565158
XU2_4330_4480,1,1,12.47730,0.191998
XU2_4480_4650,1,1,8.351961,1.184358
XU3_4650_0001,1,1,8.351961,1.184358
YP1_6570_6680,1,1,4.058237,0.393693
YP3_6470_6690,1,1,3.441033,0.220244
YP2_6390_6330,1,1,7.770258,1.880224
YP1_6680_6670,1,1,3.441033,0.220244
YP3_6690_6720,1,1,3.441033,0.220244
YP3_6330_6700,1,1,4.592859,0.394926
YP3_6700_6670,1,1,3.441033,0.220244
YP3_6670_6720,1,1,3.441033,0.220244
YP4_6720_6750,1,1,3.441033,0.220244
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,1.338100,0.008225
JA2_7410_7470,1,1,6.357656,0.166231
JA2_7570_7480,1,1,6.357656,0.166231
JA1_7640_7280,1,1,6.357656,0.166231
JA2_7550_7280,1,1,4.604921,1.127419
JA4_7280_7340,1,1,6.357656,0.166231
JA4_7340_7470,1,1,6.357656,0.166231
JA4_7470_7480,1,1,6.357656,0.166231
JA5_7480_0001,1,1,6.357656,0.166231
RU2_5220_5640,1,1,4.432455,0.421937
RU2_5940_6200,1,1,2.986300,2.923734
RU2_5500_5610,1,1,4.386217,0.230637
RU2_5810_5610,1,1,4.386217,0.230637
RU2_6090_6220,1,1,4.953003,1.279981
RU3_5610_5640,1,1,4.432455,0.421937
RU4_5640_6030,1,1,8.222448,0.085716
RU2_6200_6170,1,1,3.472873,1.125538
RU2_6220_6170,1,1,2.701672,0.788674
RU3_6170_6040,1,1,2.152498,1.584422
RU4_6040_6030,1,1,8.222448,0.085716
RU5_6030_0001,1,1,8.222448,0.085716
SU1_1630_1610,1,1,7.964029,1.155917
SU2_1550_1620,1,1,7.964029,1.155917
SU2_1200_1310,1,1,7.964029,0.642486
SU1_1480_1500,1,1,7.964029,0.407141
SU2_1210_1310,1,1,7.964029,0.608176
SU2_0670_0810,1,1,6.659566,50.00000
SU2_1290_1500,1,1,7.964029,0.793627
SU3_1310_1280,1,1,7.964029,0.407141
SU3_1280_1590,1,1,7.964029,0.407141
SU3_1500_1420,1,1,7.964029,0.407141
SU2_1020_0980,1,1,4.935767,0.614843
SU3_0810_0970,1,1,6.659566,50.00000
SU1_0660_0710,1,1,3.662084,0.149802
SU2_0990_0950,1,1,4.935767,0.393129
SU3_0970_1120,1,1,6.659566,50.00000
SU2_0780_0710,1,1,3.662084,0.149802
SU2_0760_0960,1,1,4.935767,1.746793
SU2_0700_0860,1,1,4.935767,1.746793
SU3_0710_0910,1,1,3.662084,0.149802
SU3_0910_1010,1,1,4.935767,2.189766
SU1_0940_0900,1,1,4.935767,0.001000
SU2_0800_0850,1,1,2.633939,0.357016
SU2_0890_0900,1,1,4.935767,0.001000
SU2_0680_0610,1,1,3.636692,0.816804
SU2_0450_0720,1,1,3.078439,0.477374
SU2_0900_0870,1,1,4.935767,0.001000
SU3_0870_0730,1,1,4.935767,2.189766
SU3_0370_0490,1,1,4.411586,32.78231
SU2_0470_0590,1,1,3.078439,0.825102
SU2_0440_0550,1,1,3.078439,0.800629
SU2_0640_0630,1,1,3.636692,0.669804
SU3_0490_0530,1,1,4.655252,1.492235
SU1_0330_0560,1,1,3.078439,0.595450
SU1_0390_0560,1,1,3.078439,0.595450
SU1_0820_0740,1,1,8.778352,3.688544
SU2_0510_0570,1,1,4.655252,1.492235
SU2_0110_0240,1,1,3.078439,0.595450
SU1_0410_0480,1,1,2.761017,1.143343
SU2_0560_0590,1,1,3.078439,0.800629
SU3_0590_0540,1,1,3.078439,0.800629
SU2_0620_0580,1,1,3.636692,0.559664
SU1_0840_0831,1,1,9.580714,50.00000
SU2_0740_0741,1,1,8.778352,3.688544
SU2_0280_0430,1,1,3.078439,0.564658
SU2_0120_0260,1,1,3.078439,0.971102
SU2_0360_0460,1,1,2.761017,1.143343
SU3_0240_0350,1,1,3.078439,0.800629
SU2_0570_0580,1,1,4.655252,0.255941
SU4_0580_0630,1,1,3.636692,1.492235
SU2_0920_0830,1,1,6.366456,31.96230
SU2_0741_0690,1,1,8.778352,3.688544
SU1_0200_0270,1,1,3.078439,1.266372
SU1_0050_0090,1,1,3.078439,0.971102
SU2_0160_0260,1,1,3.078439,1.266372
SU4_0630_0650,1,1,4.655252,0.255941
SU2_0830_0831,1,1,9.580714,50.00000
SU3_0831_0790,1,1,9.580714,50.00000
SU3_0790_0770,1,1,5.032470,1.327457
SU1_0380_0400,1,1,2.761017,1.143343
